,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
45526,A greedy algorithm for aligning DNA sequences,2000,Zheng Zhang and Scott Schwartz and Lukas Wagner and Webb Miller,7,Journal of Computational biology,1-2,203-214,Mary Ann Liebert. Inc.,For aligning DNA sequences that differ only by sequencing errors. or by equivalent errors from other sources. a greedy algorithm can be much faster than traditional dynamic programming approaches and yet          produce an alignment that is guaranteed to be theoretically optimal. We introduce a new greedy alignment algorithm with particularly good performance and show that it computes the same alignment as does          a certain dynamic programming algorithm. while executing over 10 times faster on appropriate data. An implementation of this algorithm is currently used in a program that assembles the UniGene database          at the National Center for Biotechnology Information.      ,True,7lp2ziEAAAAJ:o4Qvs5Y5TLQC,4525,https://www.liebertpub.com/doi/abs/10.1089/10665270050081478,1831082504589366451,/scholar?cites=1831082504589366451,,http://www.alliot.org/BIO/PDF/10665270050081478.pdf,0
45527,Molecular biological access to the chemistry of unknown soil microbes: a new frontier for natural products,1998,Jo Handelsman and Michelle R Rondon and Sean F Brady and Jon Clardy and Robert M Goodman,5,Chemistry & biology,10,R245-R249,Cell Press,Cultured soil microorganisms have provided a rich source of natural-product chemistry. Because only a tiny fraction of soil microbes from soil are readily cultured. soil might be the greatest untapped resource for novel chemistry. The concept of cloning the metagenome to access the collective genomes and the biosynthetic machinery of soil microflora is explored here.,True,7lp2ziEAAAAJ:d1gkVwhDpl0C,2156,https://www.sciencedirect.com/science/article/pii/S1074552198901089,7430759291749824054,/scholar?cites=7430759291749824054,,https://www.sciencedirect.com/science/article/pii/S1074552198901089/pdf?md5=684bca0048a8cb8ac72c819bca97c1b6&pid=1-s2.0-S1074552198901089-main.pdf&_valck=1,0
45528,Cloning the soil metagenome: a strategy for accessing the genetic and functional diversity of uncultured microorganisms,2000,Michelle R Rondon and Paul R August and Alan D Bettermann and Sean F Brady and Trudy H Grossman and Mark R Liles and Kara A Loiacono and Berkley A Lynch and Ian A MacNeil and Charles Minor and Choi Lai Tiong and Michael Gilman and Marcia S Osburne and JON Clardy and JO Handelsman and Robert M Goodman,66,Applied and environmental microbiology,6,2541-2547,American Society for Microbiology,Recent progress in molecular microbial ecology has revealed that traditional culturing methods fail to represent the scope of microbial diversity in nature. since only a small proportion of viable microorganisms in a sample are recovered by culturing techniques. To develop methods to investigate the full extent of microbial diversity. we used a bacterial artificial chromosome (BAC) vector to construct libraries of genomic DNA isolated directly from soil (termed metagenomic libraries). To date. we have constructed two such libraries. which contain more than 1 Gbp of DNA. Phylogenetic analysis of 16S rRNA gene sequences recovered from one of the libraries indicates that the BAC libraries contain DNA from a wide diversity of microbial phyla. including sequences from diverse taxa such as the low-G+C. gram-positive Acidobacterium.Cytophagales. and Proteobacteria. Initial screening of the libraries in Escherichia coli …,True,7lp2ziEAAAAJ:u-x6o8ySG0sC,1566,https://aem.asm.org/content/66/6/2541.short,4456293916464513531,/scholar?cites=4456293916464513531,,https://aem.asm.org/content/aem/66/6/2541.full.pdf,0
45529,Atomic structures of the human immunophilin FKBP-12 complexes with FK506 and rapamycin,1993,Gregory D Van Duyne and Robert F Standaert and P Andrew Karplus and Stuart L Schreiber and Jon Clardy,229,Journal of molecular biology,1,105-124,Academic Press,High resolution structures for the complexes formed by the immunosuppressive agents FK506 and rapamycin with the human immunophilin FKBP-12 have been determined by X-ray diffraction. FKBP-12 has a novel fold comprised of a five-stranded β-sheet wrapping around a short α-helix with an overall conical shape. Both FK506 and rapamycin bind in the cavity defined by the β-sheet. α-helix and three loops. Both FK506 and rapamycin bind in similar fashions with a set of hydrogen bonds and an unusual carbonyl binding pocket. Bound FK506 has different conformation than free (crystalline) FK506 while rapamycin's bound conformation is virtually identical to that of unbound rapamycin. FKBP-12 is a peptidyl-prolyl isomerase (PPIase). and the structures of the complexes suggest ways in which this catalytic activity could operate. The different complexes are active in suppressing different steps of T cell activation …,True,7lp2ziEAAAAJ:u5HHmVD_uO8C,1333,https://www.sciencedirect.com/science/article/pii/S0022283683710120,15151287448020369973,/scholar?cites=15151287448020369973,,,0
45530,Lessons from natural molecules,2004,Jon Clardy and Christopher Walsh,432,,7019,829-837,Nature Publishing Group,Natural products have inspired chemists and physicians for millennia. Their rich structural diversity and complexity has prompted synthetic chemists to produce them in the laboratory. often with therapeutic applications in mind. and many drugs used today are natural products or natural-product derivatives. Recent years have seen considerable advances in our understanding of natural-product biosynthesis. Coupled with improvements in approaches for natural-product isolation. characterization and synthesis. these could be opening the door to a new era in the investigation of natural products in academia and industry.,True,7lp2ziEAAAAJ:UeHWp8X0CEIC,1306,https://www.nature.com/articles/nature03194,16794561055652476256,/scholar?cites=16794561055652476256,,http://oww-files-public.s3.amazonaws.com/e/ea/Walsh.pdf,0
45531,Ribosomally synthesized and post-translationally modified peptide natural products: overview and recommendations for a universal nomenclature,2013,Paul G Arnison and Mervyn J Bibb and Gabriele Bierbaum and Albert A Bowers and Tim S Bugni and Grzegorz Bulaj and Julio A Camarero and Dominic J Campopiano and Gregory L Challis and Jon Clardy and Paul D Cotter and David J Craik and Michael Dawson and Elke Dittmann and Stefano Donadio and Pieter C Dorrestein and Karl-Dieter Entian and Michael A Fischbach and John S Garavelli and Ulf Göransson and Christian W Gruber and Daniel H Haft and Thomas K Hemscheidt and Christian Hertweck and Colin Hill and Alexander R Horswill and Marcel Jaspars and Wendy L Kelly and Judith P Klinman and Oscar P Kuipers and A James Link and Wen Liu and Mohamed A Marahiel and Douglas A Mitchell and Gert N Moll and Bradley S Moore and Rolf Müller and Satish K Nair and Ingolf F Nes and Gillian E Norris and Baldomero M Olivera and Hiroyasu Onaka and Mark L Patchett and Joern Piel and Martin JT Reaney and Sylvie Rebuffat and R Paul Ross and Hans-Georg Sahl and Eric W Schmidt and Michael E Selsted and Konstantin Severinov and Ben Shen and Kaarina Sivonen and Leif Smith and Torsten Stein and Roderich D Süssmuth and John R Tagg and Gong-Li Tang and Andrew W Truman and John C Vederas and Christopher T Walsh and Jonathan D Walton and Silke C Wenzel and Joanne M Willey and Wilfred A Van Der Donk,30,,1,108-160,Royal Society of Chemistry,Covering: 1988 to 2012       This review presents recommended nomenclature for the biosynthesis of ribosomally synthesized and post-translationally modified peptides (RiPPs). a rapidly growing class of natural products. The current knowledge regarding the biosynthesis of the >20 distinct compound classes is also reviewed. and commonalities are discussed.,True,7lp2ziEAAAAJ:U0iAMwwPxtsC,1281,https://pubs.rsc.org/en/content/articlehtml/2013/np/c2np20085f,2442214366985028515,/scholar?cites=2442214366985028515,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3954855/,0
45532,Okadaic acid. a cytotoxic polyether from two marine sponges of the genus Halichondria,1981,Kazuo Tachibana and Paul J Scheuer and Yasumasa Tsukitani and Hiroyuki Kikuchi and Donna Van Engen and Jon Clardy and Yalamanchili Gopichand and Francis J Schmitz,103,Journal of the American Chemical Society,9,2469-2471,American Chemical Society,A new polyether derivative of a C38 fatty acid. okadaic acid (1). has been isolatedindependently from two sponges. Hali-chondria (syn Remera) okadai Kadota. a black sponge. commonly found along the Pacific coast of Japan.* 1 and H. melanodocia. a Caribbean sponge collected in the Florida Keys. Mammalian toxicity of a crude extract of H. okadai guided the isolation of a colorless crystalline solid (~ 10~ 4% from wet animal). The methanolic homogenate was further extracted at room temperature thrice with methanol and once with acetone. After partial solvent evaporation. the 70% aqueous residue was washed with «-hexane. The aqueous residue after complete organic solvent removal was finally extracted with ethyl acetate. Repeated chromatography of the organic residue [polystyrene gel (Hitachi 3019). MeOH; Sephadex LH-20. MeOH; silicic acid.«-hex-f Suntory Institute for Bioorganic Research. Osaka …,True,7lp2ziEAAAAJ:9yKSN-GCB0IC,959,https://pubs.acs.org/doi/abs/10.1021/ja00399a082,9026696590392402964,/scholar?cites=9026696590392402964,,https://pubs.acs.org/doi/pdfplus/10.1021/ja00399a082,0
45533,Structure of the FKBP12-rapamycin complex interacting with binding domain of human FRAP,1996,Jungwon Choi and Jie Chen and Stuart L Schreiber and Jon Clardy,273,Science,5272,239-242,American Association for the Advancement of Science,Rapamycin. a potent immunosuppressive agent. binds two proteins: the FK506-binding protein (FKBP12) and the FKBP-rapamycin-associated protein (FRAP). A crystal structure of the ternary complex of human FKBP12. rapamycin. and the FKBP12-rapamycin-binding (FRB) domain of human FRAP at a resolution of 2.7 angstroms revealed the two proteins bound together as a result of the ability of rapamycin to occupy two different hydrophobic binding pockets simultaneously. The structure shows extensive interactions between rapamycin and both proteins. but fewer interactions between the proteins. The structure of the FRB domain of FRAP clarifies both rapamycin-independent and -dependent effects observed for mutants of FRAP and its homologs in the family of proteins related to the ataxia-telangiectasia mutant gene product. and it illustrates how a small cell-permeable molecule can mediate protein …,True,7lp2ziEAAAAJ:IjCSPb-OGe4C,897,https://science.sciencemag.org/content/273/5272/239.abstract,7225128455541593506,/scholar?cites=7225128455541593506,,,0
45534,Isolation and structure of bryostatin 1,1982,George R Pettit and Cherry L Herald and Dennis L Doubek and Delbert L Herald and Edward Arnold and Jon Clardy,104,Journal of the American Chemical Society,24,6846-6848,American Chemical Society,Marine animals of the phylum Ectoprocta (usually termed Bryozoa or Polyzoa) are colonial filter-feeders and each member (polypide) is enclosed in a separate unit (zooecium). Because of their superficial appearance Bryozoa are commonly known as sea-mats and false corals.* 2 The genus Bugula3 containsvery prominent mosslike colonies. and Bugula neritina (Linnaeus) is well-known for its ability to attach to ship hulls. 4 Our initial report5 that certainBryozoa such as B. neritina L. contain an-ticancer constituents. preliminary study of an adrenochrome-like pigment in the same species. 6 and isolation of indoles such as flustramines A andB from Flustra foliácea7 appear to represent the only prior chemical investigations of Bryozoan metabolites. We now report the structure of a remarkable8 anticancer constituent of Bugula neritina designated bryostatin 1. The study began in 1968 with a Gulf of Mexico collection …,True,7lp2ziEAAAAJ:qjMakFHDy7sC,891,https://pubs.acs.org/doi/abs/10.1021/ja00388a092,14599638878391338566,/scholar?cites=14599638878391338566,,https://pubs.acs.org/doi/pdfplus/10.1021/ja00388a092,0
45535,Diarrhetic shellfish toxins,1985,T Yasumoto and M Murata and Y Oshima and M Sano and GK Matsumoto and J Clardy,41,Tetrahedron,6,1019-1025,Pergamon,As the causative agents of a new type of shellfish poisoning. named diarrhetic shellfish poisoning. okadaic acid. 35(S)-methylokadaic acid. 7-O-acyl derivatives of 35(S)-methylokadaic acid. two novel polyether lactones named pectenotoxin-1 and -2 have been isolated and had their structures determined. Three pectenotoxin analogues were also present. In addition to the previously identified Dinophysis fortii. D. acuminata was newly suggested as a source of toxins.,True,7lp2ziEAAAAJ:zYLM7Y9cAGgC,778,https://www.sciencedirect.com/science/article/pii/S0040402001964695,11536935984299362862,/scholar?cites=11536935984299362862,,,0
