,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1168881,Quantum degenerate Bose-Fermi mixture of chemically different atomic species with widely tunable interactions,2012,Jee Woo Park and Cheng-Hsun Wu and Ibon Santiago and Tobias G Tiecke and Sebastian Will and Peyman Ahmadi and Martin W Zwierlein,85,Physical Review A,5,051602,American Physical Society,,True,C7k7It4AAAAJ:u-x6o8ySG0sC,120,,16905933773816264752,/scholar?cites=16905933773816264752,,,0,0,0
1168882,Strongly interacting isotopic Bose-Fermi mixture immersed in a Fermi sea,2011,Cheng-Hsun Wu and Ibon Santiago and Jee Woo Park and Peyman Ahmadi and Martin W Zwierlein,84,Physical Review A,1,011601,American Physical Society,,True,C7k7It4AAAAJ:u5HHmVD_uO8C,106,,2457461599931765042,/scholar?cites=2457461599931765042,,,0,0,0
1168883,Ordering gold nanoparticles with DNA origami nanoflowers,2016,Robert Schreiber and Ibon Santiago and Arzhang Ardavan and Andrew J Turberfield,10,ACS nano,8,7303-7306,American Chemical Society,,True,C7k7It4AAAAJ:ufrVoPGSRksC,69,,14819966747590330514,/scholar?cites=14819966747590330514,,,0,0,0
1168884,Trends and innovations in biosensors for COVID‐19 mass testing,2020,Ibon Santiago,,ChemBioChem,,,Wiley-VCH,,True,C7k7It4AAAAJ:mVmsd5A6BfQC,39,,2950393671664718062,/scholar?cites=2950393671664718062,,,0,0,0
1168885,Nanoscale active matter matters: Challenges and opportunities for self-propelled nanomotors,2018,Ibon Santiago,19,Nano Today,,11-15,Elsevier,,True,C7k7It4AAAAJ:8k81kl-MbHgC,20,,6027225876764331547,/scholar?cites=6027225876764331547,,,0,0,0
1168886,Observation of nanoimpact events of catalase on diamond ultramicroelectrodes by direct electron transfer,2017,Luyun Jiang and Ibon Santiago and John Foord,53,Chemical Communications,59,8332--8335,Royal Society of Chemistry,,True,C7k7It4AAAAJ:roLk4NBRz8UC,16,,2995166399187808157,/scholar?cites=2995166399187808157,,,0,0,0
1168887,Nanocarbon and nanodiamond for high performance phenolics sensing,2018,Luyun Jiang and Ibon Santiago and John Foord,1,Communications Chemistry,1,43,Nature Publishing Group,,True,C7k7It4AAAAJ:KlAtU1dfN6UC,10,,13948538590824720092,/scholar?cites=13948538590824720092,,,0,0,0
1168888,Self-propulsion of catalytic nanomotors synthesised by seeded growth of asymmetric platinum–gold nanoparticles,2018,Ibon Santiago and Luyun Jiang and John Foord and Andrew J Turberfield,54,Chemical Communications,15,1901 - 1904,The Royal Society of Chemistry,,True,C7k7It4AAAAJ:0EnyYjriUFMC,10,,6610031371278427027,/scholar?cites=6610031371278427027,,,0,0,0
1168889,Fundamental concepts.,2004,Rex B Kline,,,,,American Psychological Association,,True,C7k7It4AAAAJ:4TOpqqG69KYC,9,,13284099648243137246,/scholar?cites=13284099648243137246,,,0,0,0
1168890,Generation and stability of intense long flat bunches,2008,F Zimmermann and Ibon Santiago Gonzalez,,,,,CERN,,True,C7k7It4AAAAJ:YsMSGLbcyi4C,4,,1754256861928004112,/scholar?cites=1754256861928004112,,,0,0,0
1168891,Loss of Longitudinal Landau Damping in the LHC Injectors,2007,I Santiago Gonzalez,,"CERN-AB-Note-2008-001, CARE-NOTE-2007-012-HHH",,,,,True,C7k7It4AAAAJ:eQOLeE2rZwMC,4,,10580532975258176158,/scholar?cites=10580532975258176158,,,0,0,0
1168892,High-Yield Electrochemical Synthesis of Silver Nanoparticles by Enzyme-Modified Boron-Doped Diamond Electrodes,2020,Luyun Jiang and Ibon Santiago and John S Foord,22,Langmuir,,6089–6094,American Chemical Society,,True,C7k7It4AAAAJ:9ZlFYXVOiuMC,2,,6068384414237383393,/scholar?cites=6068384414237383393,,,0,0,0
1168893,Self-Propulsion Strategies for Artificial Cell-Like Compartments,2019,Ibon Santiago and Friedrich C. Simmel,9,Nanomaterials,12,1680,MDPI,,True,C7k7It4AAAAJ:M3ejUd6NZC8C,2,,1560276768837463450,/scholar?cites=1560276768837463450,,,0,0,0
1168894,Tobias G,2012,Jee Woo Park and Cheng-Hsun Wu and Ibon Santiago,85,"Tiecke, Sebastian Will, Peyman Ahmadi, and Martin W. Zwierlein. Quantum degenerate Bose-Fermi mixture of chemically different atomic species with widely tunable interactions. Physical Review A",,051602,,,True,C7k7It4AAAAJ:kNdYIx-mwKoC,2,,4751268617132893975,/scholar?cites=4751268617132893975,,,0,0,0
1168895,LiNaK: multi-species apparatus for the study of ultracold quantum degenerate mixtures,2012,Ibon Santiago González,,,,,,,True,C7k7It4AAAAJ:UebtZRa9Y70C,2,,2759285064310895892,/scholar?cites=2759285064310895892,,,0,0,0
1168896,Longitudinal stability of flat bunches with space charge or inductive impedance,2008,Ibon Santiago Gonzalez and Frank Zimmermann,,"Proc. EPAC’08, Genoa, Italy",,1721-1723,,,True,C7k7It4AAAAJ:hqOjcs7Dif8C,2,,3711993996623803390,/scholar?cites=3711993996623803390,,,0,0,0
