,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091902,Inflammation and Alzheimer's disease,2000,"['H Akiyama', 'S Barger', 'S Barnum', 'B Bradt', 'J Bauer']", | kWUXkyMAAAAJ | YHytSsoAAAAJ |  | ,,,,,,Inflammation clearly occurs in pathologically vulnerable regions of the Alzheimer's disease (AD) brain. and it does so with the full complexity of local peripheral inflammatory responses. In the periphery. degenerating tissue and the deposition of highly insoluble abnormal,False,,4596,https://www.sciencedirect.com/science/article/pii/S019745800000124X,,"/scholar?cites=13711623131996492294&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3887148/,0,0,0
1091903,The anti-inflammatory effect of exercise,2005,"['AMW Petersen', 'BK Pedersen']", | iVihIzAAAAAJ,,,,,,Regular exercise offers protection against all-cause mortality. primarily by protection against cardiovascular disease and Type 2 diabetes mellitus. The latter disorders have been associated with chronic low-grade systemic inflammation reflected by a two-to threefold,False,,3385,https://journals.physiology.org/doi/abs/10.1152/japplphysiol.00164.2004,,"/scholar?cites=2856993934225526053&as_sdt=5,33&sciodt=0,33&hl=en",https://journals.physiology.org/doi/full/10.1152/japplphysiol.00164.2004,0,0,0
1091904,Association of fibrinogen. C-reactive protein. albumin. or leukocyte count with coronary heart disease: meta-analyses of prospective studies,1998,"['J Danesh', 'R Collins', 'P Appleby', 'R Peto']",M6oqUoYAAAAJ |  |  | ,,,,,,"Context.—A large number of epidemiologic studies have reported on associations between various"" inflammatory"" factors and coronary heart disease (CHD). Objective.—To assess the associations of blood levels of fibrinogen. C-reactive protein (CRP). and albumin and",False,,2531,https://jamanetwork.com/journals/jama/article-abstract/187513,,"/scholar?cites=11041510695199797303&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091905,Muscle as an endocrine organ: focus on muscle-derived interleukin-6,2008,"['BK Pedersen', 'MA Febbraio']",iVihIzAAAAAJ | WVtmR3IAAAAJ,,,,,,Skeletal muscle has recently been identified as an endocrine organ. It has. therefore. been suggested that cytokines and other peptides that are produced. expressed. and released by muscle fibers and exert paracrine. autocrine. or endocrine effects should be classified as,False,,1898,https://journals.physiology.org/doi/abs/10.1152/physrev.90100.2007,,"/scholar?cites=7029029000494884197&as_sdt=5,33&sciodt=0,33&hl=en",https://journals.physiology.org/doi/full/10.1152/physrev.90100.2007,0,0,0
1091906,gp130 AND THE INTERLEUKIN-6 FAMILY OF CYTOKINES,1997,"['T Taga', 'T Kishimoto']", | ,,,,,,▪ Abstract Receptors for most interleukins and cytokines that regulate immune and hematopoietic systems belong to the class I cytokine receptor family. These molecules form multichain receptor complexes in order to exhibit high-affinity binding to. and mediate,False,,1757,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.15.1.797,,"/scholar?cites=235755790731511202&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091907,NIDDM as a disease of the innate immune system: association of acute-phase reactants and interleukin-6 with metabolic syndrome X,1997,"['JC Pickup', 'MB Mattock', 'GD Chusney', 'D Burt']", |  |  | ,,,,,,Non-insulin-dependent diabetes mellitus (NIDDM) is commonly associated with hypertrigly-ceridaemia. low serum HDL-cholesterol concentrations. hypertension. obesity and accelerated atherosclerosis (metabolic syndrome X). Since a similar dyslipidaemia occurs,False,,1639,https://link.springer.com/article/10.1007/s001250050822,,"/scholar?cites=754879097510831591&as_sdt=5,33&sciodt=0,33&hl=en",https://link.springer.com/content/pdf/10.1007/s001250050822.pdf,0,0,0
1091908,Is type II diabetes mellitus a disease of the innate immune system?,1998,"['JC Pickup', 'MA Crook']", | ,,,,,,Type II (non-insulin-dependent) diabetes mellitus is associated with increased blood concentrations of markers of the acute-phase response. including sialic acid. α-1 acid glycoprotein. serum amyloid A. C-reactive protein and cortisol. and the main cytokine,False,,1594,https://link.springer.com/article/10.1007/s001250051058,,"/scholar?cites=2211503537537270566&as_sdt=5,33&sciodt=0,33&hl=en",https://link.springer.com/content/pdf/10.1007/s001250051058.pdf,0,0,0
1091909,Interleukin-6 family of cytokines and gp130,1995,"['T Kishimoto', 'S Akira', 'M Narazaki', 'T Taga']", | 0TG2laoAAAAJ | ouwDJYsAAAAJ | ,,,,,,G ROWTH AND DIFFERENTIATION of cells in the immune and hematopoietic systems are regulated by cytokines or interleukins. One of the characteristic features of cytokines is their functional pleiotropy and redundancy. ie. one cytokine shows a wide variety of biologic,False,,1573,https://ashpublications.org/blood/article-pdf/86/4/1243/1641560/1243.pdf,,"/scholar?cites=16828765040992465282&as_sdt=5,33&sciodt=0,33&hl=en",https://pdfs.semanticscholar.org/a910/0144e6e0acbeedc5d1df82952e94110cb61a.pdf,0,0,0
1091910,Age-associated increased interleukin-6 gene expression. late-life diseases. and frailty,2000,"['WB Ershler', 'ET Keller']", | ,,,,,,Interleukin-6 (IL-6) is a proinflammatory cytokine that is normally tightly regulated and expressed at low levels. except during infection. trauma. or other stress. Among several factors that down-regulate IL-6 gene expression are estrogen and testosterone. After,False,,1414,https://www.annualreviews.org/doi/abs/10.1146/annurev.med.51.1.245,,"/scholar?cites=1862891047049416172&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091911,IL-6 in inflammation. immunity. and disease,2014,"['T Tanaka', 'M Narazaki']", | ouwDJYsAAAAJ,,,,,,Interleukin 6 (IL-6). promptly and transiently produced in response to infections and tissue injuries. contributes to host defense through the stimulation of acute phase responses. hematopoiesis. and immune reactions. Although its expression is strictly controlled by,False,,1463,https://cshperspectives.cshlp.org/content/6/10/a016295.short,,"/scholar?cites=4464990971350781379&as_sdt=5,33&sciodt=0,33&hl=en",https://cshperspectives.cshlp.org/content/6/10/a016295.full.pdf,0,0,0
1091912,C reactive protein and its relation to cardiovascular risk factors: a population based cross sectional study,1996,"['MA Mendall', 'P Patel', 'L Ballam', 'D Strachan']",OSKL-OsAAAAJ |  |  | ,,,,,,Objective: To test the hypothesis that minor chronic insults such as smoking. chronic bronchitis. and two persistent bacterial infections may be associated with increases in C reactive protein concentration within the normal range and that variations in the C reactive,False,,1215,https://www.bmj.com/content/312/7038/1061.pdf+html,,"/scholar?cites=166356670782199047&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2350910/pdf/bmj00539-0017.pdf,0,0,0
1091913,Peroxisome proliferator-activated receptor α negatively regulates the vascular inflammatory gene response by negative cross-talk with transcription factors NF …,1999,"['P Delerive', 'K De Bosscher', 'S Besnard']", |  | ,,,,,,Interleukin-6 (IL-6) is a pleiotropic cytokine. whose plasma levels are elevated in inflammatory diseases such as atherosclerosis. We have previously reported that peroxisome proliferator-activated receptor α (PPARα) ligands (fibrates) lower elevated,False,,1200,https://www.sciencedirect.com/science/article/pii/S0021925819515253,,"/scholar?cites=9032469449843390280&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0021925819515253,0,0,0
1091914,Muscle‐derived interleukin‐6: mechanisms for activation and possible biological roles,2002,"['MA Febbraio', 'BK Pedersen']",WVtmR3IAAAAJ | iVihIzAAAAAJ,,,,,,It has recently been demonstrated that the marked increase in the systemic concentration of cytokine interleukin‐6 (IL‐6) seen with exercise originates from the contracting limb and that skeletal muscle cells per se are the likely source of the production. This review summarizes,False,,1068,https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fj.01-0876rev,,"/scholar?cites=15137670965373979936&as_sdt=5,33&sciodt=0,33&hl=en",https://faseb.onlinelibrary.wiley.com/doi/pdfdirect/10.1096/fj.01-0876rev,0,0,0
1091915,Inflammatory mediators of asthma: an update,1998,"['PJ Barnes', 'KF Chung', 'CP Page']",cnJx9f0AAAAJ | 7hPnuFQAAAAJ | ,,,,,,Asthma is a complex chronic inflammatory disease of the airways that involves the activation of many inflammatory and structural cells. all of which release inflammatory mediators that result in the typical pathophysiological changes of asthma (Barnes. 1996a)(table 1). By,False,,1036,https://pharmrev.aspetjournals.org/content/50/4/515.short,,"/scholar?cites=12215283477472480285&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Kian_Fan_Chung/publication/13426619_Inflammatory_Mediators_of_Asthma_An_Update/links/0deec52c93c970d5ed000000/Inflammatory-Mediators-of-Asthma-An-Update.pdf,0,0,0
1091916,Cooperative influence of genetic polymorphisms on interleukin 6 transcriptional regulation,2000,"['CF Terry', 'V Loukaci', 'FR Green']", |  | ,,,,,,Interleukin 6 (IL6) plays key roles in hematopoiesis. immune. and acute phase responses. Dysregulated IL6 expression is implicated in diseases such as atherosclerosis and arthritis. We have examined the functional effect of four polymorphisms in the IL6 promoter (− 597G→,False,,977,https://www.sciencedirect.com/science/article/pii/S0021925819831654,,"/scholar?cites=260105619017945917&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0021925819831654,0,0,0
1091917,The p38 MAP kinase pathway signals for cytokine‐induced mRNA stabilization via MAP kinase‐activated protein kinase 2 and an AU‐rich region‐targeted …,1999,"['R Winzen', 'M Kracht', 'B Ritter', 'A Wilhelm']", |  |  | ,,,,,,Stabilization of mRNAs contributes to the strong and rapid induction of genes in the inflammatory response. The signaling mechanisms involved were investigated using a tetracycline-controlled expression system to determine the half-lives of interleukin (IL)-6 and,False,,944,https://www.embopress.org/doi/full/10.1093/emboj/18.18.4969,,"/scholar?cites=9905279523001876032&as_sdt=5,33&sciodt=0,33&hl=en",https://www.embopress.org/doi/full/10.1093/emboj/18.18.4969,0,0,0
1091918,Endometrial receptivity markers. the journey to successful embryo implantation,2006,"['H Achache', 'A Revel']", | -snNPMUAAAAJ,,,,,,Human embryo implantation is a three-stage process (apposition. adhesion and invasion) involving synchronized crosstalk between a receptive endometrium and a functional blastocyst. This ovarian steroid-dependant phenomenon can only take place during the,False,,952,https://academic.oup.com/humupd/article-abstract/12/6/731/624054,,"/scholar?cites=11824796234052392009&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/humupd/article/12/6/731/624054,0,0,0
1091919,Multiple myeloma: increasing evidence for a multistep transformation process,1998,"['M Hallek', 'P Leif Bergsagel']",VzpZO0cAAAAJ | Kr0pJ0QAAAAJ,,,,,,MULTIPLE MYELOMA (MM) is a clonal B-cell neo-plasm that affects terminally differentiated B cells (ie. plasma cells) and may proceed through different phases: an inactive phase in which tumor cells are nonproliferating mature plasma cells. an active phase with a small,False,,938,https://ashpublications.org/blood/article-abstract/91/1/3/50797,,"/scholar?cites=13624695692269193157&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3901996/,0,0,0
1091920,2. Cytokines and chemokines,2003,"['LC Borish', 'JW Steinke']", | ,,,,,,Cytokines and chemokines are redundant secreted proteins with growth. differentiation. and activation functions that regulate and determine the nature of immune responses and control immune cell trafficking and the cellular arrangement of immune organs. Which cytokines are,False,,936,https://www.sciencedirect.com/science/article/pii/S0091674902913709,,"/scholar?cites=3946017782469696959&as_sdt=5,33&sciodt=0,33&hl=en",https://www.jacionline.org/article/S0091-6749(02)91370-9/fulltext,0,0,0
1091921,Resistance to endotoxin shock and reduced dissemination of gram-negative bacteria in CD14-deficient mice,1996,"['A Haziot', 'E Ferrero', 'F Köntgen', 'N Hijiya', 'S Yamamoto']", |  | ZF4ECQ8AAAAJ |  | ,,,,,,Endotoxin shock is the result of activation of the immune system by endotoxin/LPS. a component of Gram-negative bacteria. CD14. a GPI-anchored glycoprotein expressed strongly by monocyte/macrophages. is one of several receptors for endotoxin/LPS. The role,False,,891,https://www.sciencedirect.com/science/article/pii/S107476130080254X,,"/scholar?cites=2435338257866712528&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S107476130080254X,0,0,0
