,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1172284,Polyethersulfone (PES)–silver composite UF membrane: Effect of silver loading and PVP molecular weight on membrane morphology and antibacterial activity,2011,Hatijah Basri and Ahmad Fauzi Ismail and Madzlan Aziz,273,Desalination,1,72-80,Elsevier,,True,qncV7XwAAAAJ:u-x6o8ySG0sC,253,,845815582887745286,/scholar?cites=845815582887745286,,,0,0,0
1172285,Silver-filled polyethersulfone membranes for antibacterial applications—Effect of PVP and TAP addition on silver dispersion,2010,H Basri and AF Ismail and M Aziz and Kazukiyo Nagai and T Matsuura and MS Abdullah and BC Ng,261,Desalination,3,264-271,Elsevier,,True,qncV7XwAAAAJ:u5HHmVD_uO8C,135,,3758695436708452575,/scholar?cites=3758695436708452575,,,0,0,0
1172286,Practical framework of employability skills for engineering graduate in Malaysia,2010,Azami Zaharim and Yuzainee Md Yusoff and Azah Mohamed and Mohd Zaidi Omar and Norhamidi Muhamad and Ramlee Mustapha,,,,921-927,IEEE,,True,qncV7XwAAAAJ:70eg2SAEIzsC,97,,1614819199675292436,/scholar?cites=1614819199675292436,,,0,0,0
1172287,Studies on fouling by natural organic matter (NOM) on polysulfone membranes: Effect of polyethylene glycol (PEG),2014,Muhamad Zaini Yunos and Zawati Harun and Hatijah Basri and Ahmad Fauzi Ismail,333,Desalination,1,36-44,Elsevier,,True,qncV7XwAAAAJ:8k81kl-MbHgC,95,,16255811836112455073,/scholar?cites=16255811836112455073,,,0,0,0
1172288,Microstructure and anti-adhesion properties of PES/TAP/Ag hybrid ultrafiltration membrane,2012,Hatijah Basri and AF Ismail and M Aziz,287,Desalination,,71-77,Elsevier,,True,qncV7XwAAAAJ:d1gkVwhDpl0C,53,,8274588305633814638,/scholar?cites=8274588305633814638,,,0,0,0
1172289,Preparation and characterization of low cost porous ceramic membrane support from kaolin using phase inversion/sintering technique for gas separation: Effect of kaolin content …,2016,Siti Khadijah Hubadillah and Zawati Harun and Mohd Hafiz Dzarfan Othman and AF Ismail and Wan Norharyati Wan Salleh and Hatijah Basri and Muhamad Zaini Yunos and Paran Gani,112,Chemical Engineering Research and Design,,24-35,Elsevier,,True,qncV7XwAAAAJ:4JMBOYKVnBMC,48,,13550385026415371717,/scholar?cites=13550385026415371717,,,0,0,0
1172290,Antifouling polysulfone membranes blended with green SiO2 from rice husk ash (RHA) for humic acid separation,2016,Mohd Riduan Jamalludin and Zawati Harun and Siti Khadijah Hubadillah and Hatijah Basri and Ahmad Fauzi Ismail and Mohd Hafiz Dzarfan Othman and Mohd Fikri Shohur and Muhamad Zaini Yunos,114,Chemical Engineering Research and Design,,268-279,Elsevier,,True,qncV7XwAAAAJ:j3f4tGmQtD8C,32,,3421882221481779029,/scholar?cites=3421882221481779029,,,0,0,0
1172291,Effects of water as non-solvent additive on performance of polysulfone ultrafiltration membrane,2012,Muhamad Zaini Yunos and Zawati Harun and Hatijah Basri and Ahmad Fauzi Ismail,488,,,46-50,Trans Tech Publications Ltd,,True,qncV7XwAAAAJ:YsMSGLbcyi4C,28,,12496609680445338239,/scholar?cites=12496609680445338239,,,0,0,0
1172292,Biophysical characteristics of cells cultured on cholesteryl ester liquid crystals,2014,Chin Fhong Soon and Wan Ibtisam Wan Omar and Rebecca F Berends and Nafarizal Nayan and Hatijah Basri and Kian Sek Tee and Mansour Youseffi and Nick Blagden and Morgan Clive Thomas Denyer,56,Micron,,73-79,Pergamon,,True,qncV7XwAAAAJ:roLk4NBRz8UC,27,,16470448915568538678,/scholar?cites=16470448915568538678,,,0,0,0
1172293,Performance studies of polysulfone-based membrane: effect of silica morphology,2013,Mohd Riduan Jamalludin and Zawati Harun and Hatijah Basri and Muhamad Zaini Yunos and Muhamad Fikri Shohur,372,,,8-12,Trans Tech Publications Ltd,,True,qncV7XwAAAAJ:LkGwnXOMwfcC,26,,583262670265883905,/scholar?cites=583262670265883905,,,0,0,0
1172294,Bioactive Compounds from Green Microalga-Scenedesmus and its Potential Applications: A Brief Review.,2016,AG Ishaq and Hazel Monica Matias-Peralta and Hatijah Basri,39,,1,,,,True,qncV7XwAAAAJ:R3hNpaxXUhUC,23,,5079018651722055132,/scholar?cites=5079018651722055132,,,0,0,0
1172295,An acid functionalized MWCNT/PVP nanocomposite as a new additive for fabrication of an ultrafiltration membrane with improved anti-fouling resistance,2015,Masooma Irfan and Hatijah Basri and Muhammad Irfan and Woei-Jye Lau,5,RSC advances,116,95421-95432,Royal Society of Chemistry,,True,qncV7XwAAAAJ:L8Ckcad2t8MC,17,,6140392942644691243,/scholar?cites=6140392942644691243,,,0,0,0
1172296,Natural hydroxyapatite extracted from bovine bone,2017,Nazia Bano and Suzi Salwah Jikan and Hatijah Basri and Sharifah Adzila Abu Bakar and Awwal Hussain Nuhu,9,,2,,,,True,qncV7XwAAAAJ:RGFaLdJalmkC,15,,7902953975404603809,/scholar?cites=7902953975404603809,,,0,0,0
1172297,Polyethersulfone (PES) ultrafiltration (UF) membranes loaded with silver nitrate for bacteria removal,2011,H Basri and AF Ismail and M Aziz,2,Membrane Water Treatment,1,25-37,Techno-Press,,True,qncV7XwAAAAJ:zYLM7Y9cAGgC,15,,5948616358866735272,/scholar?cites=5948616358866735272,,,0,0,0
