,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1279116,Imaging vector fields using line integral convolution,1993,Brian Cabral and Leith Casey Leedom,,,,263-270,,Imaging vector fields has applications in science. art. image processing and special effects. An effective new approach is to use linear and curvilinear filtering techniques to locally blur textures along a vector field. This approach builds on several previous texture generation and filtering techniques [8. 9. 11. 14. 15. 17. 23]. It is. however. unique because it is local. one-dimensional and independent of any predefined geometry or texture. The technique is general and capable of imaging arbitrary two-and three-dimensional vector fields. The local one-dimensional nature of the algorithm lends itself to highly parallel and efficient implementations. Furthermore. the curvilinear filter is capable of rendering detail on very intricate vector fields. Combining this technique with other rendering and image processing techniques—like periodic motion filtering—results in richly informative and striking images. The technique can also …,True,pAHgZ2kAAAAJ:ULOm3_A8WrAC,1860,https://dl.acm.org/doi/pdf/10.1145/166117.166151,5657881540599787128,/scholar?cites=5657881540599787128,,,https://www.osti.gov/servlets/purl/10185520-hIb0EP/,0,0,0
1279117,Accelerated volume rendering and tomographic reconstruction using texture mapping hardware,1994,Brian Cabral and Nancy Cam and Jim Foran,,,,91-98,,Volume rendering and reconstruction centers around solving two related integral equations: a volume rendering integral (a generalized Radon transform) and a filtered back projection integral (the inverse Radon transform). Both of these equations are of the same mathematical form and can be dimensionally decomposed and approximated using Riemann sums over a series of resampled images. When viewed as a form of texture mapping and frame buffer accumulation. enormous hardware enabled performance acceleration is possible.,True,pAHgZ2kAAAAJ:5nxA0vEk-isC,1408,https://dl.acm.org/doi/pdf/10.1145/197938.197972,4701486551004878629,/scholar?cites=4701486551004878629,,,http://www.employees.org/~drich/SGI/DeveloperForum95/Silicon_Graphics_Developer_Forum_95_The_CD_Volume_2/documents/Accelerated_Volume_Rendering.ps,0,0,0
1279118,Bidirectional reflection functions from surface bump maps,1987,Brian Cabral and Nelson Max and Rebecca Springmeyer,,,,273-281,,The Torrance-Sparrow model for calculating bidirectional reflection functions contains a geometrical attenuation factor to account for shadowing and occlusions in a hypothetical distribution of grooves on a rough surface. Using an efficient table-based method for determining the shadows and occlusions. we calculate the geometric attenuation factor for surfaces defined by a specific table of bump heights. Diffuse and glossy specular reflection of the environment can be handled in a unified manner by using an integral of the bidirectional reflection function times the environmental illumination. over the hemisphere of solid angle above a surface. We present a method of estimating the integral. by expanding the bidirectional reflection coefficient in spherical harmonics. and show how the coefficients in this expansion can be determined efficiently by reorganizing our geometric attenuation calculation.,True,pAHgZ2kAAAAJ:Wp0gIr-vW9MC,343,https://dl.acm.org/doi/abs/10.1145/37401.37434,7679085034089574716,/scholar?cites=7679085034089574716,,,http://dumay.info/pdf/Reflectionmapping/4.pdf,0,0,0
1279119,Reflection space image based rendering,1999,Brian Cabral and Marc Olano and Philip Nemec,,,,165-170,,High quality. physically accurate rendering at interactive rates has widespread application. but is a daunting task. We attempt to bridge the gap between high-quality offline and interactive rendering by using existing environment mapping hardware in combination with a novel Image Based Rendering (IBR) algorithm. The primary contribution lies in performing IBR in reflection space. This method can be applied to ordinary environment maps. but for more physically accurate rendering. we apply reflection space IBR to radiance environment maps. A radiance environment map pre-integrates a Bidirectional Reflection Distribution Function (BRDF) with a lighting environment. Using the reflection-space IBR algorithm on radiance environment maps allows interactive rendering of arbitrary objects with a large class of complex BRDFs in arbitrary lighting environments. The ultimate simplicity of the final algorithm suggests …,True,pAHgZ2kAAAAJ:RHpTSmoSYBkC,200,https://dl.acm.org/doi/pdf/10.1145/311535.311553,11115549627986487179,/scholar?cites=11115549627986487179,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.440.4999&rep=rep1&type=pdf,0,0,0
1279120,Three-dimensional CT: real-time interactive volume rendering.,1996,Pamela T Johnson and David G Heath and Donald F Bliss and Brian Cabral and Elliot K Fishman,167,AJR. American journal of roentgenology,3,581-583,American Public Health Association,Materials and MethodsThe continued development of helical CT has improved the quality ofdata available for 3D CT. in particular CT angiography. by diminishing respiratory misregistration and facilitating data acquisition during optimal contrast enhancement of the vasculature. Essential to the creation of high-quality CT angiographic images are the proper rate and timing of contrast infusion. as thoroughly described by Rubin et al.[I]. Also essential are data collection with narrow collimation and small interscan intervals to ensure high-resolution images of’small yessels [2-4]. Because researchers have described the best acquisition protocols in detail. they will not be addressed here F1-4].At our institution. once we acquire the data set. it is transferred over an Ethernet network to a freestanding workstation (Silicon Graphics Onyx with RealityEngine graphics option; Silicon Graphics. Mountain View. CA). The …,True,pAHgZ2kAAAAJ:O3NaXMp0MMsC,176,https://www.ajronline.org/doi/pdf/10.2214/ajr.167.3.8751655,14418236266666660102,/scholar?cites=14418236266666660102,,,https://www.ajronline.org/doi/pdf/10.2214/ajr.167.3.8751655,0,0,0
1279121,Real time context learning by software agents,2007,John Funge and Ron Musick and Daniel Dobson and Nigel Duffy and Michael Mcnally and Xiaoyuan Tu and Ian Wright and Wei Yen and Brian Cabral,,,,,,Providing dynamic learning for software agents in a simulation. Software agents with learners are capable of learning from examples. When a non-player character queries the learner. it can provide a next action similar to the player character. The game designer provides program code. from which compile-time steps determine a set of raw features. The code might identify a function (like computing distances). At compile-time steps. determining these raw features in response to a scripting language. so the designer can specify which code should be referenced. A set of derived features. responsive to the raw features. might be relatively simple. more complex. or determined in response to a learner. The set of such raw and derived features form a context for a learner. Learners might be responsive to (more basic) learners. to results of state machines. to calculated derived features. or to raw features. The learner …,True,pAHgZ2kAAAAJ:_FxGoFyzp5QC,162,https://patents.google.com/patent/US7296007B1/en,2779709370404008227,/scholar?cites=2779709370404008227,,,https://patentimages.storage.googleapis.com/85/cd/64/f6061336277400/US7296007B1.pdf,0,0,0
1279122,Method. system. and computer program product for bump mapping in tangent space,1999,Brian Keith Cabral and Mark Stuart Peercy and John Milligan Airey,,,,,,A method. system. and computer program product for accelerated shading of an object surface by bump mapping in tangent space. A tangent space transform module builds a tangent space transform matrix M (p) having elements comprised of normal. tangent. and binormal vector components determined at a surface point on the object surface. The tangent space transform module further transforms shading vectors. such as. lighting and viewing vectors. into a tangent space defined by the tangent space transform matrix and outputs corresponding tangent space shading vectors. A bump mapping module performs vector operations between one or more tangent space shading vectors and a perturbed normal N'in tangent space. A texture memory stores a surface dependent or a surface independent tangent space perturbed normal texture map. The lighting module computes a shading value for the surface point …,True,pAHgZ2kAAAAJ:7PzlFSSx8tAC,159,https://patents.google.com/patent/US5949424A/en,8440973728091356636,/scholar?cites=8440973728091356636,,,https://patentimages.storage.googleapis.com/74/49/0c/9184a9c6b62cc9/US5949424.pdf,0,0,0
1279123,Efficient bump mapping hardware,1997,Mark Peercy and John Airey and Brian Cabral,,,,303-306,,We present a bump mapping method that requires minimal hardware beyond that necessary for Phong shading. We eliminate the costly per-pixel steps of reconstructing a tangent space and perturbing the interpolated normal vector by a) interpolating vectors that have been transformed into tangent space at polygon vertices and b) storing a precomputed. perturbed normal map as a texture. This represents a considerable savings in hardware or rendering speed compared to a straightforward implementation of bump mapping.,True,pAHgZ2kAAAAJ:70eg2SAEIzsC,158,https://dl.acm.org/doi/pdf/10.1145/258734.258873,16911404651605631227,/scholar?cites=16911404651605631227,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.42.4736&rep=rep1&type=pdf,0,0,0
1279124,Method system and computer program product for shading,1999,Mark Stuart Peercy and John Milligan Airey and Brian Keith Cabral,,,,,,A method. system. and computer program product are provided for accelerated shading of an object surface by bump mapping in tangent space or object space. A tangent space transform module builds a tangent space transform matrix M (p) having elements comprised of normal. tangent. and binormal vector components determined at a surface point on the object surface. The tangent space transform module further transforms shading vectors. such as. lighting and viewing vectors. into a tangent space defined by the tangent space transform matrix and outputs corresponding tangent space shading vectors. A bump mapping module performs vector operations between one or more tangent space shading vectors and a perturbed normal N'in tangent space. A texture memory stores a surface dependent or a surface independent tangent space perturbed normal texture map. The lighting module computes a shading …,True,pAHgZ2kAAAAJ:lSLTfruPkqcC,126,https://patents.google.com/patent/US5880736A/en,16013591410118652293,/scholar?cites=16013591410118652293,,,https://patentimages.storage.googleapis.com/1a/c9/91/0a57a6f75375dc/US5880736.pdf,0,0,0
1279125,Magneitc-nanoparticle conjugates and methods of use,2003,Lee Josephson and Ralph Weissleder and J Perez,,,,,,The present invention provides novel compositions of bind ing moiety-nanoparticle conjugates. aggregates of these conjugates. and novel methods of using these conjugates. and aggregates. The nanoparticles in these conjugates can be magnetic metal oxides. either monodisperse or polydisperse. Binding moieties can be. eg. oligonucleotides. polypep tides. or polysaccharides. Oligonucleotide Sequences are linked to either non-polymer Surface functionalized metal oxides or with functionalized polymers associated with the metal oxides. The novel compositions can be used in assays for detecting target molecules. Such as nucleic acids and proteins. in vitro or as magnetic resonance (MR) contrast agents to detect target molecules in living organisms.,True,pAHgZ2kAAAAJ:fPk4N6BV_jEC,119,https://patents.google.com/patent/US20030092029A1/en,13098490589618795954,/scholar?cites=13098490589618795954,,,https://patentimages.storage.googleapis.com/36/d0/82/43b201a041e765/US20030092029A1.pdf,0,0,0
