,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
46939,Principles of bioactive lipid signalling: lessons from sphingolipids,2008,Yusuf A Hannun and Lina M Obeid,9,,2,139-150,Nature Publishing Group,It has become increasingly difficult to find an area of cell biology in which lipids do not have important. if not key. roles as signalling and regulatory molecules. The rapidly expanding field of bioactive lipids is exemplified by many sphingolipids. such as ceramide. sphingosine. sphingosine-1-phosphate (S1P). ceramide-1-phosphate and lyso-sphingomyelin. which have roles in the regulation of cell growth. death. senescence. adhesion. migration. inflammation. angiogenesis and intracellular trafficking. Deciphering the mechanisms of these varied cell functions necessitates an understanding of the complex pathways of sphingolipid metabolism and the mechanisms that regulate lipid generation and lipid action.,True,OH_dPj0AAAAJ:IjCSPb-OGe4C,2852,https://www.nature.com/articles/nrm2329,2151045926147009206,/scholar?cites=2151045926147009206,,https://www.researchgate.net/profile/Lina_Obeid/publication/5634498_Principles_of_Bioactive_Lipid_Signalling_Lessons_from_Sphingolipids/links/54e35a7d0cf2de71a71e72e2/Principles-of-Bioactive-Lipid-Signalling-Lessons-from-Sphingolipids.pdf,0
46940,Programmed cell death induced by ceramide,1993,Lina M Obeid and Corinne M Linardic and Linda A Karolak and Yusuf A Hannun,259,Science,5102,1769-1771,American Association for the Advancement of Science,Sphingomyelin hydrolysis and ceramide generation have been implicated in a signal transduction pathway that mediates the effects of tumor necrosis factor-alpha (TNF-alpha) and other agents on cell growth and differentiation. In many leukemic cells. TNF-alpha causes DNA fragmentation. which leads to programmed cell death (apoptosis). C2-ceramide (0.6 to 5 microM). a synthetic cell-permeable ceramide analog. induced internucleosomal DNA fragmentation. which was inhibited by zinc ion. Other amphiphilic lipids failed to induce apoptosis. The closely related C2-dihydroceramide was also ineffective. which suggests a critical role for the sphingolipid double bond. The effects of C2-ceramide on DNA fragmentation were prevented by the protein kinase C activator phorbol 12-myristate 13-acetate. which suggests the existence of two opposing intracellular pathways in the regulation of apoptosis.,True,OH_dPj0AAAAJ:u-x6o8ySG0sC,1940,https://science.sciencemag.org/content/259/5102/1769.abstract,2973647685557548927,/scholar?cites=2973647685557548927,,,0
46941,Functions of ceramide in coordinating cellular responses to stress,1996,Yusuf A Hannun,274,,5294,1855-1859,American Association for the Advancement of Science,Sphingolipid metabolites participate in key events of signal transduction and cell regulation. In the sphingomyelin cycle. a number of extracellular agents and insults (such as tumor necrosis factor. Fas ligands. and chemotherapeutic agents) cause the activation of sphingomyelinases. which act on membrane sphingomyelin and release ceramide. Multiple experimental approaches suggest an important role for ceramide in regulating such diverse responses as cell cycle arrest. apoptosis. and cell senescence. In vitro. ceramide activates a serine-threonine protein phosphatase. and in cells it regulates protein phosphorylation as well as multiple downstream targets [such as interleukin converting enzyme (ICE)-like proteases. stress-activated protein kinases. and the retinoblastoma gene product] that mediate its distinct cellular effects. This spectrum of inducers of ceramide accumulation and the nature of ceramide …,True,OH_dPj0AAAAJ:u5HHmVD_uO8C,1833,https://science.sciencemag.org/content/274/5294/1855.abstract,3335578821190740139,/scholar?cites=3335578821190740139,,,0
46942,The sphingomyelin cycle and the second messenger function of ceramide,1994,Yusuf A Hannun,269,,5,3125-3128,,Sauf mention contraire ci-dessus. le contenu de cette notice bibliographique peut être utilisé dans le cadre d’une licence CC BY 4.0 Inist-CNRS/Unless otherwise stated above. the content of this bibliographic record may be used under a CC BY 4.0 licence by Inist-CNRS/A menos que se haya señalado antes. el contenido de este registro bibliográfico puede ser utilizado al amparo de una licencia CC BY 4.0 Inist-CNRS,True,OH_dPj0AAAAJ:d1gkVwhDpl0C,1501,https://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=4001421,16978108681369694754,/scholar?cites=16978108681369694754,,,0
46943,Functions of sphingolipids and sphingolipid breakdown products in cellular regulation,1989,Yusuf A Hannun and Robert M Bell,243,,4890,500-507,American Association for the Advancement of Science,The discovery that breakdown products of cellular sphingolipids are biologically active has generated interest in the role of these molecules in cell physiology and pathology. Sphingolipid breakdown products. sphingosine and lysosphingolipids. inhibit protein kinase C. a pivotal enzyme in cell regulation and signal transduction. Sphingolipids and lysosphingolipids affect significant cellular responses and exhibit antitumor promoter activities in various mammalian cells. These molecules may function as endogenous modulators of cell function and possibly as second messengers.,True,OH_dPj0AAAAJ:9yKSN-GCB0IC,1477,https://science.sciencemag.org/content/243/4890/500.abstract,1750652347589188093,/scholar?cites=1750652347589188093,,,0
46944,Biologically active sphingolipids in cancer pathogenesis and treatment,2004,Besim Ogretmen and Yusuf A Hannun,4,,8,604-616,Nature Publishing Group,Biologically active sphingolipids have key roles in the regulation of several fundamental biological processes that are integral to cancer pathogenesis. Recent significant progress in understanding biologically active sphingolipid synthesis. specifically within ceramide and sphingosine-1-phosphate (S1P)-mediated pathways. has identified crucial roles for these molecules both in cancer development and progression. Ceramide—a central molecule in sphingolipid metabolism—in effect functions as a tumour-suppressor lipid. inducing antiproliferative and apoptotic responses in various cancer cells. Conversely. S1P induces responses that. on aggregate. render S1P a tumour-promoting lipid. These discoveries are paving the way for the advancement of anticancer therapies.,True,OH_dPj0AAAAJ:eQOLeE2rZwMC,1316,https://www.nature.com/articles/nrc1411,16137299552787232015,/scholar?cites=16137299552787232015,,,0
46945,Sphingosine inhibition of protein kinase C activity and of phorbol dibutyrate binding in vitro and in human platelets.,1986,YA Hannun and CR Loomis and AH Merrill Jr and RM Bell,261,Journal of Biological Chemistry,27,12604-12609,Elsevier,Sphingosine inhibited protein kinase C activity and phorbol dibutyrate binding. When the mechanism of inhibition of activity and phorbol dibutyrate binding was investigated in vitro using Triton X-100 mixed micellar methods. sphingosine inhibition was subject to surface dilution; 50% inhibition occurred when sphingosine was equimolar with sn-1.2-dioleoylglycerol (diC18:1) or 40% of the phosphatidylserine (PS) present. Sphingosine inhibition was modulated by Ca2+ and by the mole percent of diC18:1 and PS present. Sphingosine was a competitive inhibitor with respect to diC18:1. phorbol dibutyrate. and Ca2+. Increasing levels of PS markedly reduced inhibition by sphingosine. Since protein kinase C activity shows a cooperative dependence on PS. the kinetic analysis of competitive inhibition was only suggestive. Sphingosine inhibited phorbol dibutyrate binding to protein kinase C but did not cause protein …,True,OH_dPj0AAAAJ:2osOgNQ5qMEC,1313,https://www.sciencedirect.com/science/article/pii/S0021925818671339,14949178427555765926,/scholar?cites=14949178427555765926,,https://www.sciencedirect.com/science/article/pii/S0021925818671339,0
46946,The ceramide-centric universe of lipid-mediated cell regulation: stress encounters of the lipid kind,2002,Yusuf A Hannun and Lina M Obeid,277,,29,25847-25850,American Society for Biochemistry and Molecular Biology,Events—The cloning of enzymes that clear ceramide such as GCS and CDases (1. 2). the generation of knock-out mice in acid SMase (13). and the development/discovery of specific inhibitors of enzymes of ceramide generation (myriocin/ISP1 for SPT and fumonisin B1 for ceramide synthase)(2) have begun to provide substantial evidence on the roles of ceramide in mediating key cellular activities. For example. fumonisin B1 has been shown to inhibit various aspects of apoptosis in response to many agents (eg angiotensin II (14). anti-IgM (10). and some cancer chemotherapy agents (5)). The overexpression of GCS (15) or CDase (16) has been shown to attenuate the induced levels of ceramide in response to TNF and other agents and to ameliorate the apoptotic response. thus providing substantial evidence for the role of endogenous ceramide in regulating apoptosis.,True,OH_dPj0AAAAJ:zYLM7Y9cAGgC,986,https://www.jbc.org/content/277/29/25847.short,4496479557488634422,/scholar?cites=4496479557488634422,,https://www.jbc.org/article/S0021-9258(19)66313-1/fulltext,0
46947,Ceramide in the eukaryotic stress response,2000,Yusuf A Hannun and Chiara Luberto,10,,2,73-80,Elsevier Current Trends,Several extracellular agents and stress stimuli. such as tumour necrosis factor α. chemotherapeutic agents and heat. cause ceramide accumulation. They do this by regulating enzymes involved in its metabolism. Ceramide modulates a number of biochemical and cellular responses to stress. including apoptosis. cell-cycle arrest and cell senescence.,True,OH_dPj0AAAAJ:qjMakFHDy7sC,923,https://www.sciencedirect.com/science/article/pii/S0962892499016943,171215976912629160,/scholar?cites=171215976912629160,,,0
46948,Apoptosis and the dilemma of cancer chemotherapy,1997,Yusuf A Hannun,89,,6,1845-1853,American Society of Hematology,Over the last 3 to 5 decades. the treatment of cancer has tions of such a formulation for the future development of relied primarily on the use of various forms of cytotoxic cancer chemotherapy. chemotherapy and radiation therapy. These interventions have had profound positive results on many hematologic malignancies and a few solid tumors. especially germ cell APOPTOSIS: DEFINITIONS AND MECHANISMS and some childhood malignancies. However. the most preva- The History and Biology of Apoptosis lent of malignancies have proved to be more or less resistant Apoptosis has become one of the hottest areas of cell to these interventions. Dose escalation using high-dose chebiology research. probably because of the belated realization motherapy may have resulted in a modest improvement in that cell death is a biochemically regulated process that may responses but has not constituted a breakthrough. In …,True,OH_dPj0AAAAJ:UeHWp8X0CEIC,893,https://ashpublications.org/blood/article/89/6/1845/139072,16661617793478118853,/scholar?cites=16661617793478118853,,https://www.researchgate.net/profile/Yusuf_Hannun/publication/14152585_Apoptosis_and_the_Dilemma_of_Cancer_Chemotherapy/links/553e1d010cf20184050dcbf4/Apoptosis-and-the-Dilemma-of-Cancer-Chemotherapy.pdf,0
