,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091486,Toll-like receptor signalling,2004,"['S Akira', 'K Takeda']",0TG2laoAAAAJ | ,,,,,,One of the mechanisms by which the innate immune system senses the invasion of pathogenic microorganisms is through the Toll-like receptors (TLRs). which recognize specific molecular patterns that are present in microbial components. Stimulation of different,False,,9450,https://www.nature.com/articles/nri1391,,"/scholar?cites=9893533541972366892&as_sdt=5,33&sciodt=0,33&hl=en",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.598.7351&rep=rep1&type=pdf,0,0,0
1091487,Innate immune recognition,2002,"['CA Janeway Jr', 'R Medzhitov']", | 7oY-qF4AAAAJ,,,,,,The innate immune system is a universal and ancient form of host defense against infection. Innate immune recognition relies on a limited number of germline-encoded receptors. These receptors evolved to recognize conserved products of microbial metabolism produced by,False,,9379,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.20.083001.084359,,"/scholar?cites=4168449882495219397&as_sdt=5,33&sciodt=0,33&hl=en",https://pdfs.semanticscholar.org/3270/c6d4ea39e4884d80e7e385e1b6386da15193.pdf,0,0,0
1091488,A Toll-like receptor recognizes bacterial DNA,2000,"['H Hemmi', 'O Takeuchi', 'T Kawai', 'T Kaisho', 'S Sato']", | V8JiuA0AAAAJ | 8m4_6FQAAAAJ |  | ,,,,,,DNA from bacteria has stimulatory effects on mammalian immune cells 1. 2. 3. which depend on the presence of unmethylated CpG dinucleotides in the bacterial DNA. In contrast. mammalian DNA has a low frequency of CpG dinucleotides. and these are mostly,False,,7385,https://www.nature.com/articles/35047123,,"/scholar?cites=5176088357608984070&as_sdt=5,33&sciodt=0,33&hl=en",http://mcb.berkeley.edu/courses/mcb150/Admin/Akira00.pdf,0,0,0
1091489,Toll-like receptors,2003,"['K Takeda', 'T Kaisho', 'S Akira']", |  | 0TG2laoAAAAJ,,,,,,The innate immune system in drosophila and mammals senses the invasion of microorganisms using the family of Toll receptors. stimulation of which initiates a range of host defense mechanisms. In drosophila antimicrobial responses rely on two signaling,False,,6942,https://www.annualreviews.org/doi/full/10.1146/annurev.immunol.21.120601.141126,,"/scholar?cites=9860043691267068964&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091490,Recognition of double-stranded RNA and activation of NF-κB by Toll-like receptor 3,2001,"['L Alexopoulou', 'AC Holt', 'R Medzhitov', 'RA Flavell']",u7-wFNYAAAAJ |  | 7oY-qF4AAAAJ | IPbxgZkAAAAJ,,,,,,Toll-like receptors (TLRs) are a family of innate immune-recognition receptors that recognize molecular patterns associated with microbial pathogens. and induce antimicrobial immune responses 1. 2. Double-stranded RNA (dsRNA) is a molecular pattern associated with viral,False,,6923,https://www.nature.com/articles/35099560,,"/scholar?cites=4475339394178284155&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Richard_Flavell/publication/11743607_Recognition_of_double-stranded_RNA_and_activation_of_NF-B_by_Toll-like_receptor_3/links/09e4151114ceda05f6000000.pdf,0,0,0
1091491,Toll-like receptors: critical proteins linking innate and acquired immunity,2001,"['S Akira', 'K Takeda', 'T Kaisho']",0TG2laoAAAAJ |  | ,,,,,,Recognition of pathogens is mediated by a set of germline-encoded receptors that are referred to as pattern-recognition receptors (PRRs). These receptors recognize conserved molecular patterns (pathogen-associated molecular patterns). which are shared by large,False,,5677,https://www.nature.com/articles/ni0801_675,,"/scholar?cites=2318363379468454381&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091492,Toll-like receptors and innate immunity,2001,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,Toll-like receptors have a crucial role in the detection of microbial infection in mammals and insects. In mammals. these receptors have evolved to recognize conserved products unique to microbial metabolism. This specificity allows the Toll proteins to detect the presence of,False,,4850,https://www.nature.com/articles/nri35100529,,"/scholar?cites=9503037147658237939&as_sdt=5,33&sciodt=0,33&hl=en",http://minf.vub.ac.be/~chrisvs/PapersMCD11.pdf,0,0,0
1091493,Toll-like receptors in innate immunity,2005,"['K Takeda', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Functional characterization of Toll-like receptors (TLRs) has established that innate immunity is a skillful system that detects invasion of microbial pathogens. Recognition of microbial components by TLRs initiates signal transduction pathways. which triggers,False,,4141,https://academic.oup.com/intimm/article-abstract/17/1/1/721976,,"/scholar?cites=5885392777539371064&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/17/1/1/721976,0,0,0
1091494,Toll-like receptors in the induction of the innate immune response,2000,"['A Aderem', 'RJ Ulevitch']",jjMn92sAAAAJ | ,,,,,,The innate immune response is the first line of defence against infectious disease. The principal challenge for the host is to detect the pathogen and mount a rapid defensive response. A group of proteins that comprise the Toll or Toll-like family of receptors perform,False,,3931,https://www.nature.com/articles/35021228,,"/scholar?cites=12453761901845891674&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Richard_Ulevitch/publication/12357672_Toll-like_receptors_in_the_induction_of_the_innate_immune_response/links/0deec51e0a5315b4a7000000/Toll-like-receptors-in-the-induction-of-the-innate-immune-response.pdf,0,0,0
1091495,The immunopathogenesis of sepsis,2002,['J Cohen'],,,,,,,Sepsis is a condition that results from a harmful or damaging host response to infection. Many of the components of the innate immune response that are normally concerned with host defences against infection can. under some circumstances. cause cell and tissue,False,,3183,https://www.nature.com/articles/nature01326,,"/scholar?cites=10216054575087577362&as_sdt=5,33&sciodt=0,33&hl=en",http://www.math.pitt.edu/~cbsg/Materials/Cohen_nature01326.pdf,0,0,0
1091496,Points of control in inflammation,2002,['C Nathan'],-KMNTS8AAAAJ,,,,,,Inflammation is a complex set of interactions among soluble factors and cells that can arise in any tissue in response to traumatic. infectious. post-ischaemic. toxic or autoimmune injury. The process normally leads to recovery from infection and to healing. However. if targeted,False,,2907,https://www.nature.com/articles/nature01320,,"/scholar?cites=8208868687870045404&as_sdt=5,33&sciodt=0,33&hl=en",http://www.math.pitt.edu/~cbsg/Materials/NathanNature02.pdf,0,0,0
