,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1281436,SAVI: Synthetic apertures for long-range. subdiffraction-limited visible imaging using Fourier ptychography,2017,Jason Holloway and Yicheng Wu and Manoj K Sharma and Oliver Cossairt and Ashok Veeraraghavan,3,Science advances,4,e1602564,American Association for the Advancement of Science,Synthetic aperture radar is a well-known technique for improving resolution in radio imaging. Extending these synthetic aperture techniques to the visible light domain is not straightforward because optical receivers cannot measure phase information. We propose to use macroscopic Fourier ptychography (FP) as a practical means of creating a synthetic aperture for visible imaging to achieve subdiffraction-limited resolution. We demonstrate the first working prototype for macroscopic FP in a reflection imaging geometry that is capable of imaging optically rough objects. In addition. a novel image space denoising regularization is introduced during phase retrieval to reduce the effects of speckle and improve perceptual quality of the recovered high-resolution image. Our approach is validated experimentally where the resolution of various diffuse objects is improved sixfold.,True,SloyGEkAAAAJ:u5HHmVD_uO8C,57,https://advances.sciencemag.org/content/3/4/e1602564.short,6524510858500521858,/scholar?cites=6524510858500521858,,,https://advances.sciencemag.org/content/advances/3/4/e1602564.full.pdf,0,0,0
1281437,Phasecam3d—learning phase masks for passive single view depth estimation,2019,Yicheng Wu and Vivek Boominathan and Huaijin Chen and Aswin Sankaranarayanan and Ashok Veeraraghavan,,,,1-12,IEEE,There is an increasing need for passive 3D scanning in many applications that have stringent energy constraints. In this paper. we present an approach for single frame. single viewpoint. passive 3D imaging using a phase mask at the aperture plane of a camera. Our approach relies on an end-to-end optimization framework to jointly learn the optimal phase mask and the reconstruction algorithm that allows an accurate estimation of range image from captured data. Using our optimization framework. we design a new phase mask that performs significantly better than existing approaches. We build a prototype by inserting a phase mask fabricated using photolithography into the aperture plane of a conventional camera and show compelling performance in 3D imaging.,True,SloyGEkAAAAJ:UeHWp8X0CEIC,41,https://ieeexplore.ieee.org/abstract/document/8747330/,6740414188114257863,/scholar?cites=6740414188114257863,,,https://par.nsf.gov/servlets/purl/10106206,0,0,0
1281438,WISH: wavefront imaging sensor with high resolution,2019,Yicheng Wu and Manoj Kumar Sharma and Ashok Veeraraghavan,8,Light: Science & Applications,1,1-10,Nature Publishing Group,Wavefront sensing is the simultaneous measurement of the amplitude and phase of an incoming optical field. Traditional wavefront sensors such as Shack-Hartmann wavefront sensor (SHWFS) suffer from a fundamental tradeoff between spatial resolution and phase estimation and consequently can only achieve a resolution of a few thousand pixels. To break this tradeoff. we present a novel computational-imaging-based technique. namely. the Wavefront Imaging Sensor with High resolution (WISH). We replace the microlens array in SHWFS with a spatial light modulator (SLM) and use a computational phase-retrieval algorithm to recover the incident wavefront. This wavefront sensor can measure highly varying optical fields at more than 10-megapixel resolution with the fine phase estimation. To the best of our knowledge. this resolution is an order of magnitude higher than the current noninterferometric wavefront …,True,SloyGEkAAAAJ:qjMakFHDy7sC,25,https://www.nature.com/articles/s41377-019-0154-x,18111841762235987744,/scholar?cites=18111841762235987744,,,https://www.nature.com/articles/s41377-019-0154-x,0,0,0
1281439,Controlling the wave propagation through the medium designed by linear coordinate transformation,2014,Yicheng Wu and Chengdong He and Yuzhuo Wang and Xuan Liu and Jing Zhou,36,European Journal of Physics,1,015006,IOP Publishing,Based on the principle of transformation optics. we propose to control the wave propagating direction through the homogenous anisotropic medium designed by linear coordinate transformation. The material parameters of the medium are derived from the linear coordinate transformation applied. Keeping the space area unchanged during the linear transformation. the polarization-dependent wave control through a non-magnetic homogeneous medium can be realized. Beam benders. polarization splitter. and object illusion devices are designed. which have application prospects in micro-optics and nano-optics. The simulation results demonstrate the feasibilities and the flexibilities of the method and the properties of these devices. Design details and full-wave simulation results are provided. The work in this paper comprehensively applies the fundamental theories of electromagnetism and mathematics. The …,True,SloyGEkAAAAJ:d1gkVwhDpl0C,6,https://iopscience.iop.org/article/10.1088/0143-0807/36/1/015006/meta,2234826161513962646,/scholar?cites=2234826161513962646,,,https://cpb-us-east-1-juc1ugur1qwqqqo4.stackpathdns.com/blogs.rice.edu/dist/3/6740/files/2016/09/Controlling-the-wave-propagation-through-the-medium-designed-by-linear-coordinate-transformation-22uettc.pdf,0,0,0
1281440,Improvements of measuring the width of Fraunhofer diffraction fringes using Fourier transform,2015,Yicheng Wu and Jialin Ma and Yi Yang and Ping Sun,126,Optik,23,4142-4145,Urban & Fischer,In this paper. we proposed an improved method for calculating the fringe width of Fraunhofer diffraction. Because the diffraction patterns are equidistant when the diffraction angle is small. the width of fringes can be determined through finding out the spatial frequency of the fringes using Fourier transform. To make the result more precise. the experimental data are compared with the theoretical values having the same range of the image in the frequency domain to get the modified frequency. We applied this method to calculate the diameters of some filaments by measuring their Fraunhofer diffraction fringes.,True,SloyGEkAAAAJ:u-x6o8ySG0sC,5,https://www.sciencedirect.com/science/article/pii/S003040261500755X,8193650160515494152,/scholar?cites=8193650160515494152,,,https://cpb-us-east-1-juc1ugur1qwqqqo4.stackpathdns.com/blogs.rice.edu/dist/3/6740/files/2016/09/Improvements-of-measuring-the-width-of-Fraunhofer-diffraction-fringes-using-Fourier-transform-1kwxl8o.pdf,0,0,0
1281441,Deep learning extended depth-of-field microscope for fast and slide-free histology,2020,Lingbo Jin and Yubo Tang and Yicheng Wu and Jackson B Coole and Melody T Tan and Xuan Zhao and Hawraa Badaoui and Jacob T Robinson and Michelle D Williams and Ann M Gillenwater and Rebecca R Richards-Kortum and Ashok Veeraraghavan,117,Proceedings of the National Academy of Sciences,52,33051-33060,National Academy of Sciences,Microscopic evaluation of resected tissue plays a central role in the surgical management of cancer. Because optical microscopes have a limited depth-of-field (DOF). resected tissue is either frozen or preserved with chemical fixatives. sliced into thin sections placed on microscope slides. stained. and imaged to determine whether surgical margins are free of tumor cells—a costly and time- and labor-intensive procedure. Here. we introduce a deep-learning extended DOF (DeepDOF) microscope to quickly image large areas of freshly resected tissue to provide histologic-quality images of surgical margins without physical sectioning. The DeepDOF microscope consists of a conventional fluorescence microscope with the simple addition of an inexpensive (less than $10) phase mask inserted in the pupil plane to encode the light field and enhance the depth-invariance of the point-spread function. When used with a …,True,SloyGEkAAAAJ:_FxGoFyzp5QC,3,https://www.pnas.org/content/117/52/33051.short,1383358346245846634,/scholar?cites=1383358346245846634,,,https://www.pnas.org/content/pnas/117/52/33051.full.pdf,0,0,0
1281442,WISHED: Wavefront imaging sensor with high resolution and depth ranging,2020,Yicheng Wu and Fengqiang Li and Florian Willomitzer and Ashok Veeraraghavan and Oliver Cossairt,,,,1-10,IEEE,Phase-retrieval based wavefront sensors have been shown to reconstruct the complex field from an object with a high spatial resolution. Although the reconstructed complex field encodes the depth information of the object. it is impractical to be used as a depth sensor for macroscopic objects. since the unambiguous depth imaging range is limited by the optical wavelength. To improve the depth range of imaging and handle depth discontinuities. we propose a novel three-dimensional sensor by leveraging wavelength diversity and wavefront sensing. Complex fields at two optical wavelengths are recorded. and a synthetic wavelength can be generated by correlating those wavefronts. The proposed system achieves high lateral and depth resolutions. Our experimental prototype shows an unambiguous range of more than 1.000 x larger compared with the optical wavelengths. while the depth precision is up to 9µm for …,True,SloyGEkAAAAJ:zYLM7Y9cAGgC,3,https://ieeexplore.ieee.org/abstract/document/9105280/,4564948937342294812,/scholar?cites=4564948937342294812,,,https://www.researchgate.net/profile/Fengqiang_Li/publication/341742159_WISHED_Wavefront_imaging_sensor_with_high_resolution_and_depth_ranging/links/5ed18c0192851c9c5e664ddb/WISHED-Wavefront-imaging-sensor-with-high-resolution-and-depth-ranging.pdf?_sg%5B0%5D=6tEQ_jX3Ns6vuoUeaMyo2BpoBVbeaVWIDp8V06M7sZgSXqA5SqSSgroDW0Dbj1dnRQkQhsX-nf1IdihNRYuvBg.DzE7rRIwSGz5YjrcaCPxkLPK1Juxthx4NaxdEUyDldrzKKYXM-ry0z3_sx517WYpGjlOUEIrGPYAVHDbU4169A&_sg%5B1%5D=kwhqHG9LcS7UYNfrzI-X_NbTgxaGOIrJiR1nAdTUqPHLm7bA7l6ZKDd0IY3x1xfXSatmyULS3Z7B9dMIhMPfeF4xY5B-dRhcEtR4hR3DzaWT.DzE7rRIwSGz5YjrcaCPxkLPK1Juxthx4NaxdEUyDldrzKKYXM-ry0z3_sx517WYpGjlOUEIrGPYAVHDbU4169A&_iepl=,0,0,0
1281443,CodedStereo: Learned Phase Masks for Large Depth-of-field Stereo,2021,Shiyu Tan and Yicheng Wu and Shoou-I Yu and Ashok Veeraraghavan,,arXiv preprint arXiv:2104.04641,,,,Conventional stereo suffers from a fundamental trade-off between imaging volume and signal-to-noise ratio (SNR)--due to the conflicting impact of aperture size on both these variables. Inspired by the extended depth of field cameras. we propose a novel end-to-end learning-based technique to overcome this limitation. by introducing a phase mask at the aperture plane of the cameras in a stereo imaging system. The phase mask creates a depth-dependent point spread function. allowing us to recover sharp image texture and stereo correspondence over a significantly extended depth of field (EDOF) than conventional stereo. The phase mask pattern. the EDOF image reconstruction. and the stereo disparity estimation are all trained together using an end-to-end learned deep neural network. We perform theoretical analysis and characterization of the proposed approach and show a 6x increase in volume that can be imaged in simulation. We also build an experimental prototype and validate the approach using real-world results acquired using this prototype system.,True,SloyGEkAAAAJ:Se3iqnhoufwC,1,https://arxiv.org/abs/2104.04641,15622563629448864436,/scholar?cites=15622563629448864436,,,https://arxiv.org/pdf/2104.04641,0,0,0
1281444,FreeCam3D: Snapshot Structured Light 3D with Freely-Moving Cameras,2020,Yicheng Wu and Vivek Boominathan and Xuan Zhao and Jacob T Robinson and Hiroshi Kawasaki and Aswin Sankaranarayanan and Ashok Veeraraghavan,,,,309-325,Springer. Cham,A 3D imaging and mapping system that can handle both multiple-viewers and dynamic-objects is attractive for many applications. We propose a freeform structured light system that does not rigidly constrain camera (s) to the projector. By introducing an optimized phase-coded aperture in the projector. we transform the projector pattern to encode depth in its defocus robustly; this allows a camera to estimate depth. in projector coordinates. using local information. Additionally. we project a Kronecker-multiplexed pattern that provides global context to establish correspondence between camera and projector pixels. Together with aperture coding and projected pattern. the projector offers a unique 3D labeling for every location of the scene. The projected pattern can be observed in part or full by any camera. to reconstruct both the 3D map of the scene and the camera pose in the projector coordinates. This system is …,True,SloyGEkAAAAJ:Y0pCki6q_DkC,1,https://link.springer.com/chapter/10.1007/978-3-030-58583-9_19,13901668951929608500,/scholar?cites=13901668951929608500,,,http://imagesci.ece.cmu.edu/files/paper/2020/FreeCam3D_ECCV20.pdf,0,0,0
1281445,Single-Image Lens Flare Removal,2020,Yicheng Wu and Qiurui He and Tianfan Xue and Rahul Garg and Jiawen Chen and Ashok Veeraraghavan and Jonathan Barron,,arXiv preprint arXiv:2011.12485,,,,Lens flare is a common artifact in photographs occurring when the camera is pointed at a strong light source. It is caused by either multiple reflections within the lens or scattering due to scratches or dust on the lens. and may appear in a wide variety of patterns: halos. streaks. color bleeding. haze. etc. The diversity in its appearance makes flare removal extremely challenging. Existing software methods make strong assumptions about the artifacts' geometry or brightness. and thus only handle a small subset of flares. We take a principled approach to explicitly model the optical causes of flare. which leads to a novel semi-synthetic pipeline for generating flare-corrupted images from both empirical and wave-optics-simulated lens flares. Using the semi-synthetic data generated by this pipeline. we build a neural network to remove lens flare. Experiments show that our model generalizes well to real lens flares captured by different devices. and outperforms start-of-the-art methods by 3dB in PSNR.,True,SloyGEkAAAAJ:ufrVoPGSRksC,0,https://arxiv.org/abs/2011.12485,,,,,https://arxiv.org/pdf/2011.12485,0,0,0
