,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091408,Pathogen recognition and innate immunity,2006,"['S Akira', 'S Uematsu', 'O Takeuchi']",0TG2laoAAAAJ |  | V8JiuA0AAAAJ,,,,,,Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs. including Toll-like receptors and cytoplasmic receptors. recognize distinct microbial,False,,11881,https://www.sciencedirect.com/science/article/pii/S0092867406001905,,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867406001905,0,0,0
1091409,Toll-like receptor signalling,2004,"['S Akira', 'K Takeda']",0TG2laoAAAAJ | ,,,,,,One of the mechanisms by which the innate immune system senses the invasion of pathogenic microorganisms is through the Toll-like receptors (TLRs). which recognize specific molecular patterns that are present in microbial components. Stimulation of different,False,,9450,https://www.nature.com/articles/nri1391,,"/scholar?cites=9893533541972366892&as_sdt=5,33&sciodt=0,33&hl=en",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.598.7351&rep=rep1&type=pdf,0,0,0
1091410,Innate immune recognition,2002,"['CA Janeway Jr', 'R Medzhitov']", | 7oY-qF4AAAAJ,,,,,,The innate immune system is a universal and ancient form of host defense against infection. Innate immune recognition relies on a limited number of germline-encoded receptors. These receptors evolved to recognize conserved products of microbial metabolism produced by,False,,9379,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.20.083001.084359,,"/scholar?cites=4168449882495219397&as_sdt=5,33&sciodt=0,33&hl=en",https://pdfs.semanticscholar.org/3270/c6d4ea39e4884d80e7e385e1b6386da15193.pdf,0,0,0
1091411,Toll-like receptors,2003,"['K Takeda', 'T Kaisho', 'S Akira']", |  | 0TG2laoAAAAJ,,,,,,The innate immune system in drosophila and mammals senses the invasion of microorganisms using the family of Toll receptors. stimulation of which initiates a range of host defense mechanisms. In drosophila antimicrobial responses rely on two signaling,False,,6942,https://www.annualreviews.org/doi/full/10.1146/annurev.immunol.21.120601.141126,,"/scholar?cites=9860043691267068964&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091412,Recognition of double-stranded RNA and activation of NF-κB by Toll-like receptor 3,2001,"['L Alexopoulou', 'AC Holt', 'R Medzhitov', 'RA Flavell']",u7-wFNYAAAAJ |  | 7oY-qF4AAAAJ | IPbxgZkAAAAJ,,,,,,Toll-like receptors (TLRs) are a family of innate immune-recognition receptors that recognize molecular patterns associated with microbial pathogens. and induce antimicrobial immune responses 1. 2. Double-stranded RNA (dsRNA) is a molecular pattern associated with viral,False,,6923,https://www.nature.com/articles/35099560,,"/scholar?cites=4475339394178284155&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Richard_Flavell/publication/11743607_Recognition_of_double-stranded_RNA_and_activation_of_NF-B_by_Toll-like_receptor_3/links/09e4151114ceda05f6000000.pdf,0,0,0
1091413,Toll-like receptors: critical proteins linking innate and acquired immunity,2001,"['S Akira', 'K Takeda', 'T Kaisho']",0TG2laoAAAAJ |  | ,,,,,,Recognition of pathogens is mediated by a set of germline-encoded receptors that are referred to as pattern-recognition receptors (PRRs). These receptors recognize conserved molecular patterns (pathogen-associated molecular patterns). which are shared by large,False,,5677,https://www.nature.com/articles/ni0801_675,,"/scholar?cites=2318363379468454381&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091414,Toll-like receptors and innate immunity,2001,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,Toll-like receptors have a crucial role in the detection of microbial infection in mammals and insects. In mammals. these receptors have evolved to recognize conserved products unique to microbial metabolism. This specificity allows the Toll proteins to detect the presence of,False,,4850,https://www.nature.com/articles/nri35100529,,"/scholar?cites=9503037147658237939&as_sdt=5,33&sciodt=0,33&hl=en",http://minf.vub.ac.be/~chrisvs/PapersMCD11.pdf,0,0,0
1091415,Pathogenic escherichia coli,2004,"['JB Kaper', 'JP Nataro', 'HLT Mobley']", |  | 8xCZwrIAAAAJ,,,,,,Few microorganisms are as versatile as Escherichia coli. An important member of the normal intestinal microflora of humans and other mammals. E. coli has also been widely exploited as a cloning host in recombinant DNA technology. But E. coli is more than just a,False,,4853,https://www.nature.com/articles/nrmicro818?type=access_denied,,"/scholar?cites=34822919835380555&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/nrmicro818?type=access_denied,0,0,0
1091416,Lipopolysaccharide endotoxins,2002,"['CRH Raetz', 'C Whitfield']", | ,,,,,,▪ Abstract Bacterial lipopolysaccharides (LPS) typically consist of a hydrophobic domain known as lipid A (or endotoxin). a nonrepeating “core” oligosaccharide. and a distal polysaccharide (or O-antigen). Recent genomic data have facilitated study of LPS assembly,False,,4479,https://www.annualreviews.org/doi/abs/10.1146/annurev.biochem.71.110601.135414,,"/scholar?cites=6584981048182215191&as_sdt=5,33&sciodt=0,33&hl=en",https://www.annualreviews.org/doi/full/10.1146/annurev.biochem.71.110601.135414,0,0,0
1091417,Toll-like receptors in innate immunity,2005,"['K Takeda', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Functional characterization of Toll-like receptors (TLRs) has established that innate immunity is a skillful system that detects invasion of microbial pathogens. Recognition of microbial components by TLRs initiates signal transduction pathways. which triggers,False,,4141,https://academic.oup.com/intimm/article-abstract/17/1/1/721976,,"/scholar?cites=5885392777539371064&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/17/1/1/721976,0,0,0
