,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1333513,Thermoeconomic optimization of a hybrid pressurized water reactor (PWR) power plant coupled to a multi effect distillation desalination system with thermo-vapor compressor (MED …,2010,Kambiz Ansari and Hoseyn Sayyaadi and Majid Amidpour,35,Energy,5,1981-1996,Pergamon,Thermoeconomic optimization of a typical 1000 MW Pressurized Water Reactor (PWR) nuclear power plant coupled to a Multi Effect Distillation (MED) desalination system with thermo-vapor compressor (TVC) is performed. A thermodynamic modeling based on the energy and exergy analysis is performed while economic modeling is developed based on the Total Revenue Requirement (TRR) method. The objective function based on the thermoeconomic analysis is obtained. The proposed cogeneration plant. for simultaneous production of power and fresh water. including sixteen decision variables is proposed for thermoeconomic optimization in which the goal is minimizing the cost of system product (including the cost of generated electricity and fresh water). The optimization process is performed using a stochastic/deterministic optimization approach namely as Genetic Algorithm. It is found that thermoeconomic …,True,kc4J7igAAAAJ:9yKSN-GCB0IC,84,https://www.sciencedirect.com/science/article/pii/S0360544210000150,9268094870054129020,/scholar?cites=9268094870054129020,,,,0,0,0
1333514,A comprehensive approach in optimization of a dual nuclear power and desalination system,2011,Kambiz Ansari and Hoseyn Sayyaadi and Majid Amidpour,269,,1-3,25-34,Elsevier,A typical 1000 MW Pressurized Water Reactor (PWR) nuclear power plant coupled to a multi effect distillation desalination system with a thermo-vapor compressor (MED–TVC) is considered for optimization. The thermodynamic modeling is performed based on the energy and exergy analyses. while an economic model is developed according to the Total Revenue Requirement (TRR) method. The objective functions based on the thermodynamic and thermoeconomic analyses are obtained. The proposed hybrid plant with ten decision variables for power plant and six decision variables for the desalination plant is optimized in a multi-objective optimization process. This approach is applied to minimize either the cost of the system product (including the cost of generated electricity and fresh water) and/or maximize the exergetic efficiency of the system. Three optimization scenarios including thermodynamic single …,True,kc4J7igAAAAJ:d1gkVwhDpl0C,24,https://www.sciencedirect.com/science/article/pii/S0011916410009707,8419402617374832286,/scholar?cites=8419402617374832286,,,https://www.researchgate.net/profile/Hoseyn_Sayyaadi/publication/281397206_FinalPublishedAnsari-MultiObjective/links/55e545b508aecb1a7ccb99ce/FinalPublishedAnsari-MultiObjective.pdf,0,0,0
1333515,On Thermodynamic advantages of hybrid PWR-desalination plants,2008,K Ansari and H Sayyaadi and M Amidpour and A Saffari and T Sabzaligoll,,,,,,Nuclear desalination processes are used to produce power and potable water. and are regarded as more thermodynamically efficient and economically feasible than single purpose nuclear generators and water production plants. This study discussed a 1000 MW PWR nuclear power plant combined with a MED-TVC desalination unit with a capacity of 25.000 m{sup 3} per day. The dual purpose plant consisted of 3 interconnected systems. notably (1) a nuclear power plant with a conversion cycle for steam power generation and a turbo generator connection. (2) a coupling system. and (3) a thermal seawater desalination plant. Exergetic simulations were conducted to obtained energy and exergy flows for the hybrid plant. Exergetic efficiency. exergy destructions. and exergy losses were obtained for the proposed plant. Results of the analysis indicated that major exergy destructions occurred within the nuclear reactor. Turbines and steam generators were other sources of exergy destruction. It was concluded that the desalination unit was only responsible for 1.1 per cent of the total exergy destruction of the hybrid plant. 16 refs.. 6 tabs.. 5 figs.,True,kc4J7igAAAAJ:2osOgNQ5qMEC,1,https://www.osti.gov/etdeweb/biblio/21186806,15294574052384923807,/scholar?cites=15294574052384923807,,,,0,0,0
1333516,Exergy flows in hybrid PWR plants:(CH {sub 4}) fossil-PWR and (coal) fossil-PWR hybrid plants,2008,T Sabzaligoll and H Sayyaadi and K Ansari,,,,,,Hybrid thermal power plants involving nuclear and fossil energy are being developed because the efficiency of fossil power plants is normally higher than corresponding nuclear-only power plants. This paper presented a study of a fossil-nuclear power plant with an external coal fired superheater-economizer. A pressurized water reactor (PWR) nuclear power plant with nominal power of 1000 megawatts was combined with a coal-fired superheater-economizer and the combination formed a new fossil-nuclear hybrid plant. Two types of fossil-PWR hybrid plants were modeled in this paper. One plant was supposed to operate with methane as a fossil fuel whereas in the second. coal was used as a fossil fuel. Energy and exergy analysis were performed for the new thermal power plant and the results were compared with the original PWR nuclear plant. Energy balance. irreversibility and exergy losses and destructions were determined for each component of the proposed systems and compared with total system losses. These exergy losses and destructions were compared with exergy that supply to both systems via nuclear fuel or combination of nuclear and fossil fuel. The advantages of developing hybrid power plants were then discussed based on case by case results. It was concluded the hybrid power plant has lower exergy destructions but a little higher exergy losses than the PWR plant due to flue gas from the combustion chamber. 13 refs.. 6 tabs.. 9 figs.,True,kc4J7igAAAAJ:u-x6o8ySG0sC,0,https://www.osti.gov/etdeweb/biblio/21186854,,,,,,0,0,0
1333517,Exergy analysis of a hybrid PWR-MED plant,2008,K Ansari and H Sayyaadi and M Amidpour and T Sabzaligoll,,,,,,Nuclear desalination s are highly attended for co-production of power and potable water in recent decades. They have proven to be more thermodynamically efficient and economically feasible than single purpose power generation and water production plants. The combination of a typical 1000-MW PWR nuclear power plant and a multiple-effect distiller-thermal vapor compression desalination unit with the capacity of 25000-m{sup 3}/day is considered here. Accurate investigation of energy and exergy flows by an exergetic simulation is suggested to be required to achieve better production management with a more cost effective and energy - efficient operation and gain a better understanding of the plant's performance. In this paper. energy and exergy analysis bas been carried out for the hybrid PWR-desalination plant. The exergetic efficiency. exergy destructions and exergy losses has been obtained for proposed plant. This analysis implies that major exergy destructions occur in nuclear reactor. Steam generator and turbines are second and third sources of exergy destruction and multiple-effect distiller has only 1.1% portion of the total exergy destruction.,True,kc4J7igAAAAJ:u5HHmVD_uO8C,0,https://www.osti.gov/etdeweb/biblio/21216409,,,,,,0,0,0
1333518,Impact of Economic Liberalization in Nepal,1996,Pushkar M Bajracharya and Shankar Sharma,,,,,Institute for Integrated Development Studies,,True,Hm1DFcYAAAAJ:Tyk-4Ss8FVUC,11,http://scholar.google.com/scholar?cluster=3430502544222144860&hl=en&oi=scholarr,3430502544222144860,/scholar?cites=3430502544222144860,,,,0,0,0
1333519,Economic liberalization and agricultural development in Nepal.,1994,Shankar Sharma,,,REP-7899. CIMMYT.,,,"SIDALC.
",True,Hm1DFcYAAAAJ:UeHWp8X0CEIC,11,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=CIMMYT.xis&method=post&formato=2&cantidad=1&expresion=mfn=017027,1886810693824121367,/scholar?cites=1886810693824121367,,,,0,0,0
1333520,Role of the Petroleum Industry in Singapore's Economy,1989,Shankar Sharma,67,,,,Institute of Southeast Asian,This paper examines and evaluates the relationship between Singapore's oil industry and its economy. It gives a brief account of the Singapore economy and reviews the status of its oil industry. The potential economic impact of lower crude processing in Singapore and its future outlook in the country is also examined. Policy implications are given as well.,True,Hm1DFcYAAAAJ:Zph67rFs4hoC,8,http://books.google.com/books?hl=en&lr=&id=d_SgsqOnTCAC&oi=fnd&pg=PP2&dq=info:O2OD3rU26e8J:scholar.google.com&ots=EagUeZIJHF&sig=4Fhb7V9EipOp4V2WeLQfbEh2I5k,17287408799388492603,/scholar?cites=17287408799388492603,,,,0,0,0
1333521,Energy. the environment. and the oil market: an Asia-Pacific perspective,1994,Shankar Sharma,,,,,Institute of Southeast Asian Studies,The contributors to this book review the environmental problems created by rising energy demand. and examine their impact on the oil industry especially in the Asia-Pacific region where future demand for oil is projected to increase the most. Policy options to minimize energy-related environmental problems are discussed. The contributors also address these questions:• What are the economic implications of emission control to developing countries. and the process. mechanism and constraints for multilateral agreement on the reduction of pollutants. particularly greenhouse gases• Within the broader context of oil price volatility. why has environmental concern created a need for dialogue between oil producers and consumers?,True,Hm1DFcYAAAAJ:eQOLeE2rZwMC,7,http://books.google.com/books?hl=en&lr=&id=o214Fo25E3AC&oi=fnd&pg=PP2&dq=info:MARcFGrkmEgJ:scholar.google.com&ots=T3h3kduDXk&sig=8tdacWnWVHUKGwkn5lDEeUQDJ90,5231182111450072112,/scholar?cites=5231182111450072112,,,,0,0,0
1333522,The Changing Structure of the Oil Market and Its Implications for Singapore's Oil Industry,1988,Shankar Sharma,,ASEAN Economic Bulletin,,271-286,Institute of Southeast Asian Studies,This study examines the implications of market change brought about by oil price disruptions to Singapore refineries and looks at the potential challenges to the industry. Singapore's refining industry. domestic oil consumption pattern. refined products. and petroleum product trade are described. as are the opportunities available to promote the oil industry in Singapore. The policy implications of the study are then presented and summarized.,True,Hm1DFcYAAAAJ:qjMakFHDy7sC,7,https://www.jstor.org/stable/25770171,1621378642631297717,/scholar?cites=1621378642631297717,,,,0,0,0
