,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091642,Pattern recognition receptors and inflammation,2010,"['O Takeuchi', 'S Akira']",V8JiuA0AAAAJ | 0TG2laoAAAAJ,,,,,,Infection of cells by microorganisms activates the inflammatory response. The initial sensing of infection is mediated by innate pattern recognition receptors (PRRs). which include Toll-like receptors. RIG-I-like receptors. NOD-like receptors. and C-type lectin receptors. The,False,,6538,https://www.sciencedirect.com/science/article/pii/S0092867410000231,,"/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867410000231,0,0,0
1091643,Recognition of microorganisms and activation of the immune response,2007,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,The mammalian immune system has innate and adaptive components. which cooperate to protect the host against microbial infections. The innate immune system consists of functionally distinct'modules' that evolved to provide different forms of protection against,False,,2914,https://www.nature.com/articles/nature06246,,"/scholar?cites=18144998660614481635&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/nature06246,0,0,0
1091644,Highly efficient reprogramming to pluripotency and directed differentiation of human cells with synthetic modified mRNA,2010,"['L Warren', 'PD Manos', 'T Ahfeldt', 'YH Loh', 'H Li', 'F Lau']", |  | 2CB2tWgAAAAJ |  |  | 8oTKXe0AAAAJ,,,,,,Clinical application of induced pluripotent stem cells (iPSCs) is limited by the low efficiency of iPSC derivation and the fact that most protocols modify the genome to effect cellular reprogramming. Moreover. safe and effective means of directing the fate of patient-specific,False,,2725,https://www.sciencedirect.com/science/article/pii/S1934590910004340,,"/scholar?cites=13390849125769756401&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1934590910004340,0,0,0
1091645,Pathogen recognition by the innate immune system,2011,"['H Kumar', 'T Kawai', 'S Akira']",FmH7LksAAAAJ |  | 0TG2laoAAAAJ,,,,,,Microbial infection initiates complex interactions between the pathogen and the host. Pathogens express several signature molecules. known as pathogen-associated molecular patterns (PAMPs). which are essential for survival and pathogenicity. PAMPs are sensed by,False,,1933,https://www.tandfonline.com/doi/abs/10.3109/08830185.2010.529976,,"/scholar?cites=8668990322115570841&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/48618136/Iljazovic1_1.pdf,0,0,0
1091646,STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling,2008,"['H Ishikawa', 'GN Barber']", | ,,,,,,The cellular innate immune system is essential for recognizing pathogen infection and for establishing effective host defence. But critical molecular determinants responsible for facilitating an appropriate immune response—following infection with DNA and RNA,False,,1913,https://www.nature.com/articles/nature07317,,"/scholar?cites=15460007576503273824&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2804933/,0,0,0
1091647,Interferons and viruses: an interplay between induction. signalling. antiviral responses and virus countermeasures,2008,"['RE Randall', 'S Goodbourn']",wI8WUbIAAAAJ | ,,,,,,The interferon (IFN) system is an extremely powerful antiviral response that is capable of controlling most. if not all. virus infections in the absence of adaptive immunity. However. viruses can still replicate and cause disease in vivo. because they have some strategy for at,False,,1738,https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.83391-0?TRACK=RSS,,"/scholar?cites=4037988515421431979&as_sdt=5,33&sciodt=0,33&hl=en",https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.83391-0?TRACK=RSS,0,0,0
1091648,DAI (DLM-1/ZBP1) is a cytosolic DNA sensor and an activator of innate immune response,2007,"['A Takaoka', 'ZC Wang', 'MK Choi', 'H Yanai', 'H Negishi']", |  |  | EXoEyLQAAAAJ | ,,,,,,Central to innate immunity is the sensing of pathogen-associated molecular patterns by cytosolic and membrane-associated receptors 1. 2. 3. 4. In particular. DNA is a potent activator of immune responses during infection or tissue damage 5. 6. 7. and evidence,False,,1690,https://www.nature.com/articles/nature06013,,"/scholar?cites=15761463704554145158&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/9040816/d1takaoka.pdf,0,0,0
1091649,The roles of TLRs. RLRs and NLRs in pathogen recognition,2009,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The mammalian innate immune system detects the presence of microbial infection through germ line-encoded pattern recognition receptors (PRRs). Toll-like receptors. retinoic acid-inducible gene-I-like receptors and nucleotide-binding oligomerization domain-like,False,,1647,https://academic.oup.com/intimm/article-abstract/21/4/317/738196,,"/scholar?cites=5336283115269487529&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/21/4/317/738196,0,0,0
1091650,Interferon-stimulated genes: a complex web of host defenses,2014,"['WM Schneider', 'MD Chevillotte']", | ,,,,,,Interferon-stimulated gene (ISG) products take on a number of diverse roles. Collectively. they are highly effective at resisting and controlling pathogens. In this review. we begin by introducing interferon (IFN) and the JAK-STAT signaling pathway to highlight features that,False,,1598,https://www.annualreviews.org/doi/abs/10.1146/annurev-immunol-032713-120231,,"/scholar?cites=1888216936522237175&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4313732/,0,0,0
1091651,Length-dependent recognition of double-stranded ribonucleic acids by retinoic acid–inducible gene-I and melanoma differentiation–associated gene 5,2008,"['H Kato', 'O Takeuchi', 'E Mikamo-Satoh', 'R Hirai']", | V8JiuA0AAAAJ |  | ,,,,,,The ribonucleic acid (RNA) helicases retinoic acid-inducible gene-I (RIG-I) and melanoma differentiation–associated gene 5 (MDA5) recognize distinct viral and synthetic RNAs. leading to the production of interferons. Although 5′-triphosphate single-stranded RNA is a,False,,1482,https://rupress.org/jem/article-abstract/205/7/1601/46724,,"/scholar?cites=2104704403102537511&as_sdt=5,33&sciodt=0,33&hl=en",https://rupress.org/jem/article/205/7/1601/46724,0,0,0
1091652,TRIM25 RING-finger E3 ubiquitin ligase is essential for RIG-I-mediated antiviral activity,2007,"['MU Gack', 'YC Shin', 'CH Joo', 'T Urano', 'C Liang', 'L Sun']",TpLB3bsAAAAJ |  |  |  | 1lzq_moAAAAJ | 1KhUp8QAAAAJ,,,,,,Retinoic-acid-inducible gene-I (RIG-I; also called DDX58) is a cytosolic viral RNA receptor that interacts with MAVS (also called VISA. IPS-1 or Cardif) to induce type I interferon-mediated host protective innate immunity against viral infection 1. 2. 3. 4. 5. 6. Furthermore,False,,1413,https://www.nature.com/articles/nature05732,,"/scholar?cites=17771058230021577971&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Osamu_Takeuchi/publication/6416980_TRIM25_RING-finger_E3_ubiquitin_ligase_is_essential_for_RIG-I-mediated_antiviral_activity/links/00b4951531c52c4e40000000/TRIM25-RING-finger-E3-ubiquitin-ligase-is-essential-for-RIG-I-mediated-antiviral-activity.pdf,0,0,0
1091653,Immune signaling by RIG-I-like receptors,2011,"['YM Loo', 'M Gale Jr']", | JO6gCPIAAAAJ,,,,,,The RIG-I-like receptors (RLRs) RIG-I. MDA5. and LGP2 play a major role in pathogen sensing of RNA virus infection to initiate and modulate antiviral immunity. The RLRs detect viral RNA ligands or processed self RNA in the cytoplasm to trigger innate immunity and,False,,1420,https://www.sciencedirect.com/science/article/pii/S1074761311001877,,"/scholar?cites=12300775312331653629&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761311001877,0,0,0
1091654,Plasmacytoid dendritic cells: sensing nucleic acids in viral infection and autoimmune diseases,2008,"['M Gilliet', 'W Cao', 'YJ Liu']",LO2b5k4AAAAJ | G0YeaoAAAAAJ | EfpBkNAAAAAJ,,,,,,Plasmacytoid dendritic cells (pDCs) are important mediators of antiviral immunity through their ability to produce large amounts of type I interferons (IFNs) on viral infection. This function of pDCs is linked to their expression of Toll-like receptor 7 (TLR7) and TLR9. which,False,,1219,https://www.nature.com/articles/nri2358/briefing/signup/,,"/scholar?cites=6035982537057941006&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Michel_Gilliet/publication/51415729_Plasmacytoid_dendritic_cells_Sensing_nucleic_acids_in_viral_infection_and_autoimmune_diseases/links/02bfe50ef291c4afaf000000/Plasmacytoid-dendritic-cells-Sensing-nucleic-acids-in-viral-infection-and-autoimmune-diseases.pdf,0,0,0
1091655,RNA polymerase III detects cytosolic DNA and induces type I interferons through the RIG-I pathway,2009,"['YH Chiu', 'JB MacMillan', 'ZJ Chen']", | 90RXvCMAAAAJ | ,,,,,,Type I interferons (IFNs) are important for antiviral and autoimmune responses. Retinoic acid-induced gene I (RIG-I) and mitochondrial antiviral signaling (MAVS) proteins mediate IFN production in response to cytosolic double-stranded RNA or single-stranded RNA,False,,1125,https://www.sciencedirect.com/science/article/pii/S0092867409007144,,"/scholar?cites=10809102002908540129&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867409007144,0,0,0
1091656,Innate immunity to virus infection,2009,"['O Takeuchi', 'S Akira']",V8JiuA0AAAAJ | 0TG2laoAAAAJ,,,,,,The innate immune system is essential for the initial detection of invading viruses and subsequent activation of adaptive immunity. Three classes of receptors. designated retinoic acid‐inducible gene I (RIG‐I)‐like receptors (RLRs). Toll‐like receptors (TLRs). and,False,,1138,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-065X.2008.00737.x,,"/scholar?cites=8754527121836229850&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5489343/,0,0,0
