,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1281019,The first VERITAS telescope,2006,Jamie Holder and RW Atkins and HM Badran and G Blaylock and SM Bradbury and JH Buckley and KL Byrum and DA Carter-Lewis and O Celik and YCK Chow and P Cogan and W Cui and MK Daniel and I de la Calle Perez and C Dowdall and P Dowkontt and C Duke and AD Falcone and SJ Fegan and JP Finley and P Fortin and LF Fortson and K Gibbs and G Gillanders and OJ Glidewell and J Grube and KJ Gutierrez and G Gyuk and J Hall and D Hanna and E Hays and D Horan and SB Hughes and TB Humensky and A Imran and I Jung and P Kaaret and GE Kenny and D Kieda and J Kildea and J Knapp and H Krawczynski and F Krennrich and MJ Lang and S LeBohec and E Linton and EK Little and G Maier and H Manseri and A Milovanovic and P Moriarty and R Mukherjee and PA Ogden and RA Ong and D Petry and JS Perkins and F Pizlo and M Pohl and J Quinn and K Ragan and PT Reynolds and ET Roache and HJ Rose and M Schroedter and GH Sembroski and G Sleege and D Steele and SP Swordy and A Syson and JA Toner and L Valcarcel and VV Vassiliev and SP Wakely and TC Weekes and RJ White and DA Williams and R Wagner,25,Astroparticle Physics,6,391-401,North-Holland,The first atmospheric Cherenkov telescope of VERITAS (the Very Energetic Radiation Imaging Telescope Array System) has been in operation since February 2005. We present here a technical description of the instrument and a summary of its performance. The calibration methods are described. along with the results of Monte Carlo simulations of the telescope and comparisons between real and simulated data. The analysis of TeV γ-ray observations of the Crab Nebula. including the reconstructed energy spectrum. is shown to give results consistent with earlier measurements. The telescope is operating as expected and has met or exceeded all design specifications.,True,I7eoDPAAAAAJ:u-x6o8ySG0sC,378,https://www.sciencedirect.com/science/article/pii/S092765050600051X,9493372854806382075,/scholar?cites=9493372854806382075,,,https://arxiv.org/pdf/astro-ph/0604119,0,0,0
1281020,A connection between star formation activity and cosmic rays in the starburst galaxy M82,2009,VA Acciari and E Aliu and T Arlen and T Aune and M Bautista and M Beilicke and W Benbow and D Boltuch and SM Bradbury and JH Buckley and V Bugaev and K Byrum and A Cannon and O Celik and A Cesarini and Yi-Chih Chow and L Ciupik and P Cogan and P Colin and W Cui and R Dickherber and C Duke and SJ Fegan and JP Finley and G Finnegan and P Fortin and L Fortson and A Furniss and N Galante and D Gall and K Gibbs and GH Gillanders and S Godambe and J Grube and R Guenette and G Gyuk and D Hanna and J Holder and D Horan and CM Hui and TB Humensky and A Imran and P Kaaret and N Karlsson and M Kertzman and D Kieda and J Kildea and A Konopelko and H Krawczynski and F Krennrich and MJ Lang and S LeBohec and G Maier and S McArthur and A McCann and M McCutcheon and J Millis and P Moriarty and R Mukherjee and T Nagai and RA Ong and AN Otte and D Pandel and JS Perkins and F Pizlo and M Pohl and J Quinn and K Ragan and LC Reyes and PT Reynolds and E Roache and HJ Rose and M Schroedter and GH Sembroski and AW Smith and D Steele and SP Swordy and M Theiling and S Thibadeau and A Varlotta and VV Vassiliev and S Vincent and RG Wagner and SP Wakely and JE Ward and TC Weekes and A Weinstein and T Weisgarber and DA Williams and S Wissel and M Wood and B Zitzer and VERITAS Collaboration,462,Nature,7274,770,Nature Publishing Group,Although Galactic cosmic rays (protons and nuclei) are widely believed to be mainly accelerated by the winds and supernovae of massive stars. definitive evidence of this origin remains elusive nearly a century after their discovery 1. The active regions of starburst galaxies have exceptionally high rates of star formation. and their large size—more than 50 times the diameter of similar Galactic regions—uniquely enables reliable calorimetric measurements of their potentially high cosmic-ray density 2. The cosmic rays produced in the formation. life and death of massive stars in these regions are expected to produce diffuse γ-ray emission through interactions with interstellar gas and radiation. M82. the prototype small starburst galaxy. is predicted 3. 4 to be the brightest starburst galaxy in terms of γ-ray emission. Here we report the detection of> 700-GeV γ-rays from M82. From these data we determine a cosmic-ray …,True,I7eoDPAAAAAJ:9yKSN-GCB0IC,316,https://www.nature.com/articles/nature08557,11112950324764166239,/scholar?cites=11112950324764166239,,,https://arxiv.org/pdf/0911.0873,0,0,0
1281021,VERITAS Observations of the γ-Ray Binary LS I+ 61 303,2008,VA Acciari and M Beilicke and G Blaylock and SM Bradbury and JH Buckley and V Bugaev and Y Butt and KL Byrum and O Celik and A Cesarini and L Ciupik and YCK Chow and P Cogan and P Colin and W Cui and MK Daniel and C Duke and TÜLÜN Ergin and AD Falcone and SJ Fegan and JP Finley and P Fortin and LF Fortson and D Gall and K Gibbs and GH Gillanders and J Grube and R Guenette and D Hanna and E Hays and J Holder and D Horan and SB Hughes and CM Hui and TB Humensky and P Kaaret and DB Kieda and J Kildea and A Konopelko and H Krawczynski and F Krennrich and MJ Lang and S LeBohec and K Lee and G Maier and A McCann and M McCutcheon and J Millis and P Moriarty and R Mukherjee and T Nagai and RA Ong and D Pandel and JS Perkins and F Pizlo and M Pohl and J Quinn and K Ragan and PT Reynolds and HJ Rose and M Schroedter and GH Sembroski and AW Smith and D Steele and SP Swordy and JA Toner and L Valcarcel and VV Vassiliev and R Wagner and SP Wakely and JE Ward and TC Weekes and A Weinstein and RJ White and DA Williams and SA Wissel and M Wood and B Zitzer,679,The Astrophysical Journal,2,1427,IOP Publishing,LS I +61 303 is one of only a few high‐mass X‐ray binaries currently detected at high significance in very high energy γ‐rays. The system was observed over several orbital cycles (between 2006 September and 2007 February) with the VERITAS array of imaging air Cerenkov telescopes. A signal of γ‐rays with energies above 300 GeV is found with a statistical significance of 8.4 standard deviations. The detected flux is measured to be strongly variable; the maximum flux is found during most orbital cycles at apastron. The energy spectrum for the period of maximum emission can be characterized by a power law with a photon index of   and a flux above 300 GeV corresponding to 15%–20% of the flux from the Crab Nebula.,True,I7eoDPAAAAAJ:u5HHmVD_uO8C,286,https://iopscience.iop.org/article/10.1086/587736/meta,4607805524807774973,/scholar?cites=4607805524807774973,,,https://iopscience.iop.org/article/10.1086/587736/pdf,0,0,0
1281022,A multiwavelength view of the TeV blazar markarian 421: Correlated variability. flaring. and spectral evolution,2005,M Błażejowski and G Blaylock and IH Bond and SM Bradbury and JH Buckley and DA Carter-Lewis and O Celik and P Cogan and W Cui and M Daniel and C Duke and A Falcone and DJ Fegan and SJ Fegan and JP Finley and L Fortson and S Gammell and K Gibbs and GG Gillanders and J Grube and K Gutierrez and J Hall and D Hanna and J Holder and D Horan and B Humensky and G Kenny and M Kertzman and D Kieda and J Kildea and J Knapp and K Kosack and H Krawczynski and F Krennrich and M Lang and S LeBohec and E Linton and J Lloyd-Evans and G Maier and D Mendoza and A Milovanovic and P Moriarty and TN Nagai and RA Ong and B Power-Mooney and J Quinn and M Quinn and K Ragan and PT Reynolds and P Rebillot and HJ Rose and M Schroedter and GH Sembroski and SP Swordy and A Syson and L Valcarel and VV Vassiliev and SP Wakely and G Walker and TC Weekes and R White and J Zweerink and B Mochejska and B Smith and M Aller and H Aller and H Teräsranta and P Boltwood and A Sadun and K Stanek and E Adams and J Foster and J Hartman and K Lai and M Böttcher and A Reimer and I Jung and VERITAS Collaboration,630,The Astrophysical Journal,1,130,IOP Publishing,We report results from an intensive multiwavelength monitoring campaign on the TeV blazar Mrk 421 over the period of 2003–2004. The source was observed simultaneously at TeV energies with the Whipple 10 m telescope and at X‐ray energies with the Rossi X‐Ray Timing Explorer (RXTE) during each clear night within the Whipple observing windows. Supporting observations were also frequently carried out at optical and radio wavelengths to provide simultaneous or contemporaneous coverages. The large amount of simultaneous data has allowed us to examine the variability of Mrk 421 in detail. including cross‐band correlation and broadband spectral variability. over a wide range of flux. The variabilities are generally correlated between the X‐ray and gamma‐ray bands. although the correlation appears to be fairly loose. The light curves show the presence of flares with varying amplitudes on a wide range …,True,I7eoDPAAAAAJ:d1gkVwhDpl0C,238,https://iopscience.iop.org/article/10.1086/431925/meta,13279079715514473734,/scholar?cites=13279079715514473734,,,https://iopscience.iop.org/article/10.1086/431925/pdf,0,0,0
1281023,Status of the VERITAS Observatory,2008,J Holder and VA Acciari and E Aliu and T Arlen and M Beilicke and W Benbow and SM Bradbury and JH Buckley and V Bugaev and Y Butt and KL Byrum and A Cannon and O Celik and A Cesarini and L Ciupik and YCK Chow and P Cogan and P Colin and W Cui and MK Daniel and TÜLÜN Ergin and AD Falcone and SJ Fegan and JP Finley and G Finnegan and P Fortin and LF Fortson and A Furniss and GH Gillanders and J Grube and R Guenette and G Gyuk and D Hanna and E Hays and D Horan and CM Hui and TB Humensky and A Imran and P Kaaret and N Karlsson and M Kertzman and DB Kieda and J Kildea and A Konopelko and H Krawczynski and F Krennrich and MJ Lang and S Lebohec and G Maier and A McCann and M McCutcheon and P Moriarty and R Mukherjee and T Nagai and J Niemiec and RA Ong and D Pandel and JS Perkins and M Pohl and J Quinn and K Ragan and LC Reyes and PT Reynolds and HJ Rose and M Schroedter and GH Sembroski and AW Smith and D Steele and SP Swordy and JA Toner and L Valcarcel and VV Vassiliev and R Wagner and SP Wakely and JE Ward and TC Weekes and A Weinstein and RJ White and DA Williams and SA Wissel and M Wood and B Zitzer,1085,AIP Conference Proceedings,1,657-660,American Institute of Physics,VERITAS. an Imaging Atmospheric Cherenkov Telescope (IACT) system for gammma‐ray astronomy in the GeV‐TeV range. has recently completed its first season of observations with a full array of four telescopes. A number of astrophysical gamma‐ray sources have been detected. both galactic and extragalactic. including sources previously unknown at TeV energies. We describe the status of the array and some highlight results. and assess the technical performance. sensitivity and shower reconstruction capabilities.,True,I7eoDPAAAAAJ:8k81kl-MbHgC,189,https://aip.scitation.org/doi/abs/10.1063/1.3076760,17943605242385089396,/scholar?cites=17943605242385089396,,,https://arxiv.org/pdf/0810.0474,0,0,0
1281024,Observation of extended very high energy emission from the supernova remnant IC 443 with VERITAS,2009,VA Acciari and E Aliu and T Arlen and T Aune and M Bautista and M Beilicke and W Benbow and SM Bradbury and JH Buckley and V Bugaev and Y Butt and K Byrum and A Cannon and O Celik and A Cesarini and Yi-Chih Chow and L Ciupik and P Cogan and P Colin and W Cui and MK Daniel and R Dickherber and C Duke and VV Dwarkadas and TÜLÜN Ergin and SJ Fegan and JP Finley and G Finnegan and P Fortin and L Fortson and A Furniss and D Gall and K Gibbs and GH Gillanders and S Godambe and J Grube and R Guenette and G Gyuk and D Hanna and E Hays and J Holder and D Horan and CM Hui and TB Humensky and A Imran and P Kaaret and N Karlsson and M Kertzman and D Kieda and J Kildea and A Konopelko and H Krawczynski and F Krennrich and MJ Lang and S LeBohec and G Maier and A McCann and M McCutcheon and J Millis and P Moriarty and RA Ong and AN Otte and D Pandel and JS Perkins and M Pohl and J Quinn and K Ragan and LC Reyes and PT Reynolds and E Roache and HJ Rose and M Schroedter and GH Sembroski and AW Smith and D Steele and SP Swordy and M Theiling and JA Toner and L Valcarcel and A Varlotta and VV Vassiliev and S Vincent and RG Wagner and SP Wakely and JE Ward and TC Weekes and A Weinstein and T Weisgarber and DA Williams and S Wissel and M Wood and B Zitzer,698,The Astrophysical Journal Letters,2,L133,IOP Publishing,We present evidence that the very high energy (VHE. E> 100 GeV) gamma-ray emission coincident with the supernova remnant IC 443 is extended. IC 443 contains one of the best studied sites of supernova remnant/molecular cloud interaction and the pulsar wind nebula CXOU J061705. 3+ 222127. both of which are important targets for VHE observations. VERITAS observed IC 443 for 37.9 hr during 2007 and detected emission above 300 GeV with an excess of 247 events. resulting in a significance of 8.3 standard deviations (σ) before trials and 7.5 σ after trials in a point-source search. The emission is centered at 6 h 16 m 51 s+ 22 30'11''(J2000)±0 fdg 03 stat±0 fdg 08 sys. with an intrinsic extension of 0 fdg 16±0 fdg 03 stat±0 fdg 04 sys. The VHE spectrum is well fit by a power law (dN/dE= N 0×(E/TeV)–Γ) with a photon index of 2.99±0.38 stat±0.3 sys and an integral flux above 300 GeV of (4.63±0.90 stat±0.93 …,True,I7eoDPAAAAAJ:zYLM7Y9cAGgC,169,https://iopscience.iop.org/article/10.1088/0004-637X/698/2/L133/meta,3166035031341774573,/scholar?cites=3166035031341774573,,,https://iopscience.iop.org/article/10.1088/0004-637X/698/2/L133/pdf,0,0,0
1281025,The June 2008 flare of Markarian 421 from optical to TeV energies,2008,I Donnarumma and V Vittorini and S Vercellone and E Del Monte and M Feroci and F D'Ammando and L Pacciani and AW Chen and M Tavani and A Bulgarelli and A Giuliani and Francesco Longo and G Pucella and A Argan and G Barbiellini and F Boffelli and P Caraveo and PW Cattaneo and V Cocco and E Costa and G De Paris and G Di Cocco and Y Evangelista and M Fiorini and T Froysland and M Frutti and F Fuschino and M Galli and F Gianotti and C Labanti and I Lapshov and F Lazzarotto and P Lipari and M Marisaldi and M Mastropietro and S Mereghetti and E Morelli and A Morselli and A Pellizzoni and F Perotti and P Picozza and G Porrovecchio and M Prest and M Rapisarda and A Rappoldi and A Rubini and P Soffitta and M Trifoglio and A Trois and E Vallazza and A Zambra and D Zanello and C Pittori and P Santolamazza and F Verrecchia and P Giommi and S Colafrancesco and L Salotti and M Villata and CM Raiteri and WP Chen and NV Efimova and B Jordan and TS Konstantinova and E Koptelova and OM Kurtanidze and VM Larionov and JA Ros and AC Sadun and H Anderhub and LA Antonelli and P Antoranz and M Backes and C Baixeras and S Balestra and JA Barrio and H Bartko and D Bastieri and J Becerra González and JK Becker and W Bednarek and K Berger and E Bernardini and A Biland and RK Bock and G Bonnoli and P Bordas and D Borla Tridon and V Bosch-Ramon and T Bretz and I Britvitch and M Camara and E Carmona and A Chilingarian and S Commichau and JL Contreras and J Cortina and MT Costado and S Covino and V Curtef and F Dazzi and A De Angelis and E De Cea Del Pozo and R De Los Reyes and B De Lotto and M De Maria and F De Sabata and C Delgado Mendez and A Dominguez and D Dorner and M Doro and D Elsaesser and M Errando and D Ferenc and E Fernandez and R Firpo and MV Fonseca and L Font and N Galante and RJ García López and M Garczarczyk and M Gaug and F Goebel and D Hadasch and M Hayashida and A Herrero and D Hoehne-Moench and J Hose and CC Hsu and S Huber and T Jogler and D Kranich and A La Barbera and A Laille and E Leonardo and E Lindfors and S Lombardi and M Lopez and E Lorenz and P Majumdar and G Maneva and N Mankuzhiyil and K Mannheim and L Maraschi and M Mariotti and M Martinez and D Mazin and M Meucci and M Meyer and JM Miranda,691,The Astrophysical Journal Letters,1,L13,IOP Publishing,We present optical. X-ray. high-energy (⪅ 30 GeV) and very high energy (⪆ 100 GeV; VHE) observations of the high-frequency peaked blazar Mrk 421 taken between 2008 May 24 and June 23. A high-energy γ-ray signal was detected by AGILE with,True,I7eoDPAAAAAJ:IjCSPb-OGe4C,146,https://iopscience.iop.org/article/10.1088/0004-637X/691/1/L13/meta,4153726917411675637,/scholar?cites=4153726917411675637,,,https://iopscience.iop.org/article/10.1088/0004-637X/691/1/L13/pdf,0,0,0
1281026,VERITAS discovery of> 200 GeV gamma-ray emission from the intermediate-frequency-peaked BL Lacertae object W Comae,2008,VA Acciari and E Aliu and M Beilicke and W Benbow and M Böttcher and SM Bradbury and JH Buckley and V Bugaev and Y Butt and O Celik and A Cesarini and L Ciupik and YCK Chow and P Cogan and P Colin and W Cui and MK Daniel and TÜLÜN Ergin and AD Falcone and SJ Fegan and JP Finley and G Finnegan and P Fortin and LF Fortson and A Furniss and D Gall and GH Gillanders and J Grube and R Guenette and G Gyuk and D Hanna and E Hays and J Holder and D Horan and CM Hui and TB Humensky and A Imran and P Kaaret and N Karlsson and M Kertzman and DB Kieda and A Konopelko and H Krawczynski and F Krennrich and MJ Lang and S LeBohec and K Lee and G Maier and A McCann and M McCutcheon and P Moriarty and R Mukherjee and T Nagai and J Niemiec and RA Ong and D Pandel and JS Perkins and D Petry and M Pohl and J Quinn and K Ragan and LC Reyes and PT Reynolds and E Roache and HJ Rose and M Schroedter and GH Sembroski and AW Smith and D Steele and SP Swordy and JA Toner and VV Vassiliev and R Wagner and SP Wakely and JE Ward and TC Weekes and A Weinstein and RJ White and DA Williams and SA Wissel and M Wood and B Zitzer,684,The Astrophysical Journal Letters,2,L73,IOP Publishing,We report the detection of very high energy γ‐ray emission from the intermediate‐frequency‐peaked BL Lacertae object W Comae ( ) by VERITAS. The source was observed between 2008 January and April. A strong outburst of γ‐ray emission was measured in the middle of March. lasting for only 4 days. The energy spectrum measured during the two highest flare nights is fit by a power law and is found to be very steep. with a differential photon spectral index of  . The integral photon flux above   during those two nights corresponds to roughly   of the flux from the Crab Nebula. Quasi‐simultaneous Swift observations at X‐ray energies were triggered by the VERITAS observations. The spectral energy distribution of the flare data can be described by synchrotron self‐Compton (SSC) or external Compton (EC) leptonic jet models.,True,I7eoDPAAAAAJ:UeHWp8X0CEIC,141,https://iopscience.iop.org/article/10.1086/592244/meta,12454630810135549494,/scholar?cites=12454630810135549494,,,https://iopscience.iop.org/article/10.1086/592244/pdf,0,0,0
1281027,Observation of gamma-ray emission from the galaxy M87 above 250 GeV with VERITAS,2008,VA Acciari and M Beilicke and G Blaylock and SM Bradbury and JH Buckley and V Bugaev and Y Butt and O Celik and A Cesarini and L Ciupik and P Cogan and P Colin and W Cui and MK Daniel and C Duke and TÜLÜN Ergin and AD Falcone and SJ Fegan and JP Finley and G Finnegan and P Fortin and LF Fortson and K Gibbs and GH Gillanders and J Grube and R Guenette and G Gyuk and D Hanna and E Hays and J Holder and D Horan and SB Hughes and MC Hui and TB Humensky and A Imran and P Kaaret and M Kertzman and DB Kieda and J Kildea and A Konopelko and H Krawczynski and F Krennrich and MJ Lang and S LeBohec and K Lee and G Maier and A McCann and M McCutcheon and J Millis and P Moriarty and R Mukherjee and T Nagai and RA Ong and D Pandel and JS Perkins and M Pohl and J Quinn and K Ragan and PT Reynolds and HJ Rose and M Schroedter and GH Sembroski and AW Smith and D Steele and SP Swordy and A Syson and JA Toner and L Valcarcel and VV Vassiliev and SP Wakely and JE Ward and TC Weekes and A Weinstein and RJ White and DA Williams and SA Wissel and MD Wood and B Zitzer,679,The Astrophysical Journal,1,397,IOP Publishing,The multiwavelength observation of the nearby radio galaxy M87 provides a unique opportunity to study in detail processes occurring in active galactic nuclei from radio waves to TeV γ‐rays. Here we report the detection of γ‐ray emission above 250 GeV from M87 in spring 2007 with the VERITAS atmospheric Cerenkov telescope array and discuss its correlation with the X‐ray emission. The γ‐ray emission is measured to be pointlike with an intrinsic source radius less than 4.5 . The differential energy spectrum is fitted well by a power‐law function:   m−2 s−1 TeV−1. We show strong evidence for a year‐scale correlation between the γ‐ray flux reported by TeV experiments and the X‐ray emission measured by the ASM RXTE observatory. and discuss the possible short‐timescale variability. These results imply that the γ‐ray emission from M87 is more likely associated with the core of the galaxy than with other bright …,True,I7eoDPAAAAAJ:qjMakFHDy7sC,138,https://iopscience.iop.org/article/10.1086/587458/meta,11648158256843695823,/scholar?cites=11648158256843695823,,,https://iopscience.iop.org/article/10.1086/587458/pdf,0,0,0
1281028,VERITAS observations of a very high energy γ-ray flare from the Blazar 3C 66A,2009,VA Acciari and E Aliu and T Arlen and M Beilicke and W Benbow and M Böttcher and SM Bradbury and JH Buckley and V Bugaev and Y Butt and K Byrum and A Cannon and O Celik and A Cesarini and Yi-Chih Chow and L Ciupik and P Cogan and W Cui and MK Daniel and R Dickherber and TÜLÜN Ergin and A Falcone and SJ Fegan and JP Finley and P Fortin and L Fortson and A Furniss and D Gall and K Gibbs and GH Gillanders and S Godambe and J Grube and R Guenette and G Gyuk and D Hanna and E Hays and J Holder and D Horan and CM Hui and TB Humensky and A Imran and P Kaaret and N Karlsson and M Kertzman and D Kieda and J Kildea and A Konopelko and H Krawczynski and F Krennrich and MJ Lang and S LeBohec and G Maier and A McCann and M McCutcheon and J Millis and P Moriarty and R Mukherjee and T Nagai and RA Ong and AN Otte and D Pandel and JS Perkins and D Petry and F Pizlo and M Pohl and J Quinn and K Ragan and LC Reyes and PT Reynolds and E Roache and HJ Rose and M Schroedter and GH Sembroski and AW Smith and D Steele and SP Swordy and M Theiling and JA Toner and A Varlotta and VV Vassiliev and RG Wagner and SP Wakely and JE Ward and TC Weekes and A Weinstein and DA Williams and S Wissel and M Wood and B Zitzer,693,The Astrophysical Journal Letters,2,L104,IOP Publishing,The intermediate-frequency peaked BL Lacertae (IBL) object 3C 66A is detected during 2007-2008 in VHE (very high energy; E> 100 GeV) γ rays with the VERITAS stereoscopic array of imaging atmospheric Cherenkov telescopes. An excess of 1791 events is detected. corresponding to a significance of 21.2 standard deviations (σ). in these observations (32.8 hr live time). The observed integral flux above 200 GeV is 6% of the Crab Nebula's flux and shows evidence for variability on the timescale of days. The measured energy spectrum is characterized by a soft power law with photon index Γ= 4.1±0.4 stat±0.6 sys. The radio galaxy 3C 66B is excluded as a possible source of the VHE emission.,True,I7eoDPAAAAAJ:YFjsv_pBGBYC,135,https://iopscience.iop.org/article/10.1088/0004-637X/693/2/L104/meta,4034970575531484876,/scholar?cites=4034970575531484876,,,https://iopscience.iop.org/article/10.1088/0004-637X/693/2/L104/pdf,0,0,0
