,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1308369,Hygrothermal behaviour and relative humidity buffering of unfired and hydrated lime-stabilised clay composites in a Mediterranean climate,2013,S Liuzzi and MR Hall and P Stefanizzi and SP Casey,61,Building and Environment,,82-92,Pergamon,,True,OnzngFMAAAAJ:u5HHmVD_uO8C,85,,7732238011081339224,/scholar?cites=7732238011081339224,,,,0,0,0
1308370,Evaluation of thermal comfort in university classrooms through objective approach and subjective preference analysis,2015,Maria Anna Nico and Stefania Liuzzi and Pietro Stefanizzi,48,Applied ergonomics,,111-120,Elsevier,,True,OnzngFMAAAAJ:u-x6o8ySG0sC,65,,18115201481949614986,/scholar?cites=18115201481949614986,,,,0,0,0
1308371,Use of agro-wastes in building materials in the Mediterranean area: a review,2017,Stefania Liuzzi and Sara Sanarica and Pietro Stefanizzi,126,,,242-249,Elsevier,,True,OnzngFMAAAAJ:_FxGoFyzp5QC,40,,4026597492168167913,/scholar?cites=4026597492168167913,,,,0,0,0
1308372,Hygrothermal properties of clayey plasters with olive fibers,2018,Stefania Liuzzi and Chiara Rubino and Pietro Stefanizzi and Andrea Petrella and Adriano Boghetich and Caterina Casavola and Giovanni Pappalettera,158,Construction and Building Materials,,24-32,Elsevier,,True,OnzngFMAAAAJ:UebtZRa9Y70C,37,,16127450016186402128,/scholar?cites=16127450016186402128,,,,0,0,0
1308373,Use of cellulose fibers from wheat straw for sustainable cement mortars,2019,Andrea Petrella and Danilo Spasiano and Stefania Liuzzi and Ubaldo Ayr and Pinalysa Cosma and Vito Rizzi and Mario Petrella and Rosa Di Mundo,8,Journal of sustainable cement-based materials,3,161-179,Taylor & Francis,,True,OnzngFMAAAAJ:3fE2CSJIrl8C,12,,4806611772717564211,/scholar?cites=4806611772717564211,,,,0,0,0
1308374,Composite eco-friendly sound absorbing materials made of recycled textile waste and biopolymers,2019,Chiara Rubino and Marilés Bonet Aracil and Jaime Gisbert-Payá and Stefania Liuzzi and Pietro Stefanizzi and Manuel Zamorano Cantó and Francesco Martellotta,12,Materials,23,4020,Multidisciplinary Digital Publishing Institute,,True,OnzngFMAAAAJ:aqlVkmm33-oC,12,,13837624473319085096,/scholar?cites=13837624473319085096,,,,0,0,0
1308375,Use of clay and olive pruning waste for building materials with high hygrothermal performances,2017,Stefania Liuzzi and Chiara Rubino and Pietro Stefanizzi,126,Energy procedia,,234-241,Elsevier,,True,OnzngFMAAAAJ:roLk4NBRz8UC,12,,15175523227968514383,/scholar?cites=15175523227968514383,,,,0,0,0
1308376,Textile wastes in building sector: A review. Model,2018,Chiara Rubino and Stefania Liuzzi and P Stefanizzi and F Martellotta,87,Meas. Control B,,172-179,,,True,OnzngFMAAAAJ:qxL8FJ1GzNcC,11,,6167433550520206495,/scholar?cites=6167433550520206495,,,,0,0,0
1308377,Hygrothermal analysis of technical solutions for insulating the opaque building envelope,2017,Valeria Cascione and Eleonora Marra and Daniel Zirkelbach and Stefania Liuzzi and Pietro Stefanizzi,126,Energy Procedia,,203-210,Elsevier,,True,OnzngFMAAAAJ:LkGwnXOMwfcC,11,,13584524062377399174,/scholar?cites=13584524062377399174,,,,0,0,0
1308378,Experimental study on hygrothermal performances of indoor covering materials,2016,Stefania Liuzzi and Pietro Stefanizzi,34,International Journal of Heat and Technology,2,S365-S370,EDIZIONI ETS,,True,OnzngFMAAAAJ:IjCSPb-OGe4C,9,,6685084519278766611,/scholar?cites=6685084519278766611,,,,0,0,0
1308379,Experimental investigation on lightweight and lime stabilized earth composites,2016,Stefania Liuzzi and Pietro Stefanizzi,666,,,31-45,Trans Tech Publications Ltd,,True,OnzngFMAAAAJ:YsMSGLbcyi4C,9,,12645425778755571570,/scholar?cites=12645425778755571570,,,,0,0,0
1308380,Porous waste glass for lead removal in packed bed columns and reuse in cement conglomerates,2019,Andrea Petrella and Danilo Spasiano and Marco Race and Vito Rizzi and Pinalysa Cosma and Stefania Liuzzi and Nicoletta De Vietro,12,Materials,1,94,Multidisciplinary Digital Publishing Institute,,True,OnzngFMAAAAJ:kNdYIx-mwKoC,8,,2649065739215560050,/scholar?cites=2649065739215560050,,,,0,0,0
1308381,Experimental and numerical analysis of heat transfer in the cavities of hollow blocks,2013,Pietro Stefanizzi and Antonio Lippolis and Stefania Liuzzi,31,Int. J. Heat Technology,,149-154,,,True,OnzngFMAAAAJ:9yKSN-GCB0IC,8,,648323756596543141,/scholar?cites=648323756596543141,,,,0,0,0
1308382,Building with earth. a sustainable material for efficient buildings,2010,S Liuzzi and M Petrella and P Stefanizzi,,Proceeding of 37th international IAHS World Congress on housing,,,,,True,OnzngFMAAAAJ:d1gkVwhDpl0C,6,,956323926454243074,/scholar?cites=956323926454243074,,,,0,0,0
1308383,Characterization of biomass-based materials for building applications: The case of straw and olive tree waste,2020,Stefania Liuzzi and Chiara Rubino and Francesco Martellotta and Pietro Stefanizzi and Caterina Casavola and Giovanni Pappalettera,147,Industrial Crops and Products,,112229,Elsevier,,True,OnzngFMAAAAJ:Wp0gIr-vW9MC,5,,13562799949302462946,/scholar?cites=13562799949302462946,,,,0,0,0
