,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1058665,Quantification of organophosphate insecticides and herbicides in vegetable samples using the “Quick Easy Cheap Effective Rugged and Safe”(QuEChERS) method and a high …,2012,Sukesh Narayan Sinha and K Vasudev and M Vishnu Vardhana Rao,132,Food chemistry,3,1574-1584,Elsevier,A Quick Easy Cheap Effective Rugged and Safe (QuEchERS) extraction was developed and followed by selective analysis using a liquid chromatography–mass spectrometry method for the quantification of eighteen pesticides in vegetable samples. This method was accurate (⩾99.5%). and it exhibited limits of detection and quantification values in the 0.006–0.091 and 0.020–0.314 μg kg−1 ranges. respectively. Furthermore. the coefficients of variations (⩾0.9999) were less than 1% at the low μg kg−1 end of the method. Mean recoveries ranged between 94% and 102%. and relative standard deviations were below 10%. Based on these results. the methodology was proven to be highly efficient. robust. and suitable for monitoring the maximum residue limits (MRL) compliance of a wide range of commodity/pesticide combination. This method was successfully applied to the analysis of vegetable samples that were …,True,iLqTrMgAAAAJ:ldfaerwXgEUC,66,https://www.sciencedirect.com/science/article/pii/S0308814611016864,9696824270766955807,/scholar?cites=9696824270766955807,,,0,0,0
1058667,Environmental monitoring of benzene and toluene produced in indoor air due to combustion of solid biomass fuels,2006,Sukesh Narayan Sinha and PK Kulkarni and SH Shah and NM Desai and GM Patel and MM Mansuri and HN Saiyed,357,Science of the total environment,1-3,280-287,Elsevier,Exposure to benzene and toluene from the combustion of solid biomass fuels is one of the important causes of morbidity and mortality in developing countries. In this study. we assessed the exposure of cooks to benzene and toluene from biomass fuel combustion in 55 rural homes. The GC–MS was used for quantification while a personnel sampler was used for environmental monitoring. The benzene exposure differed significantly (p < 0.0001) across different types of indoor kitchen fuel combinations. The geometrical mean (GM) of benzene exposure for cooks during cooking hours in an indoor kitchen using mixed fuel was 75.3 μg/m3 (with partition) and 63.206 μg/m3 (without partition). while the exposure was 11.7 μg/m3 for open type. The benzene exposure was significantly higher (p < 0.05) in an indoor kitchen with respect to open type using mixed fuels. Concentration of benzene (114.1 μg/m3) for cooks in an …,True,iLqTrMgAAAAJ:hC7cP41nSMkC,62,https://www.sciencedirect.com/science/article/pii/S0048969705005383,2506276920155904153,/scholar?cites=2506276920155904153,,,0,0,0
1058669,Distribution of pesticides in different commonly used vegetables from Hyderabad. India,2012,Sukesh Narayan Sinha and M Vishnu Vardhana Rao and K Vasudev,45,Food Research International,1,161-169,Elsevier,In this study. we assessed the exposure of urban populations to different classes of organophosphate pesticides due to the consumption of different types of vegetables. Liquid chromatography–mass spectrometry was used for quantification. while the quick. easy. cheap. effective. rugged and safe extraction method was used to isolate eighteen organophosphate pesticides found in vegetable samples (eggplant. ladyfinger. cauliflower. cabbage. tomato and chili) at concentration of μg/kg. This method was accurate (≥ 99.5%) and possessed a limit of detection and quantification in the range of 0.002–0.099 and 0.009–0.337 μg/kg respectively. The coefficients of variation (≥ 0.9999) were less than 2% at the low end of the linear range of the method. The mean recovery ranged between 94 and 103%. and the % relative standard deviation (RSD) was generally below 10%. These results demonstrate that the …,True,iLqTrMgAAAAJ:J_g5lzvAfSwC,58,https://www.sciencedirect.com/science/article/pii/S0963996911005710,14668808861091140348,/scholar?cites=14668808861091140348,,,0,0,0
1058672,Air pollution from solid fuels.,2011,Sukesh Narayan Sinha and PK Nag,,,,46-52,In: Nriagu JO (Ed.) (Elsevier) encyclopedia of Environmental Health,Any alteration in the physical. chemical. and biological attributes of air causing adverse effects on human and other organisms is termed as air pollution. The substances contributing to air pollution are known as air pollutants. They can be natural or manmade. Pollutants can also be classified as either primary or secondary. Primary pollutants are the result of direct processes like volcanic eruptions. carbon mono-oxide from automobiles or sulfur dioxide from industries. Secondary pollutants are the result of the interaction of primary pollutants with air. An important example of a secondary pollutant is solid biomass fuel which includes such as coal. charcoal. wood. agricultural wastes. animal dung. shrubs. grass. straw. and so forth. Greater than 80% of the people living in urban areas have exposure to bad quality air that exceeds the World Health Organization (WHO) limits. Even though all the countries in the world are affected. it causes greater impact in low income developing countries. The latest Urban quality database shows that 98% of cities (3000 cities in 103 countries) in low and middle income countries with more than 100.000 inhabitants do not meet WHO air quality guidelines where as in high income countries it is only 56%. Declining in the urban quality air causes the risk of stroke. heart disease. lung cancer and chronic and acute respiratory diseases like asthma (Source: WHO Global Urban Ambient Air Pollution. 2016). Concerns have been raised to control air pollution in the developing as well as the developed world. The combustion of solid fuels results in emission of toxic pollutants. called solid fuel “smoke.” which is the dominant …,True,iLqTrMgAAAAJ:2P1L_qKh6hAC,58,https://www.researchgate.net/profile/Sukesh_Sinha/publication/326989809_Air_Pollution_From_Solid_Fuels/links/5b715788299bf14c6d9b351a/Air-Pollution-From-Solid-Fuels.pdf,16123550724633988278,/scholar?cites=16123550724633988278,,https://www.researchgate.net/profile/Sukesh_Sinha/publication/326989809_Air_Pollution_From_Solid_Fuels/links/5b715788299bf14c6d9b351a/Air-Pollution-From-Solid-Fuels.pdf,0,0,0
1058674,Repeated episodes of endosulfan poisoning,2004,Aruna Dewan and Vijay K Bhatnagar and Murli L Mathur and Tapas Chakma and Rekha Kashyap and Harsiddha G Sadhu and Sukesh N Sinha and Habibullah N Saiyed,42,Journal of Toxicology: Clinical Toxicology,4,363-369,Taylor & Francis,,True,iLqTrMgAAAAJ:ZeXyd9-uunAC,52,https://www.tandfonline.com/doi/abs/10.1081/CLT-120039542,17212397805401816048,/scholar?cites=17212397805401816048,,https://www.researchgate.net/profile/Sukesh_Sinha/publication/8254824_Repeated_Episodes_of_Endosulfan_Poisoning/links/560da8df08ae6cf6815407b5.pdf,0,0,0
1058675,Effect of dissociation energy on ion formation and sensitivity of an analytical method for determination of chlorpyrifos in human blood. using gas chromatography–mass …,2006,Sukesh Narayan Sinha and Ramavati Pal and Aruna Dewan and MM Mansuri and HN Saiyed,253,International Journal of Mass Spectrometry,1-2,48-57,Elsevier,A sensitive GC–MS method in MS/MS ion preparation was developed for quantitative estimation and qualitative determination of chlorpyrifos in human blood samples. This paper describes the combined effect of dissociation energy on ion formation of chlorpyrifos and sensitivity of this analytical method. Chlorpyrifos was extracted using methanol/hexane mixture from 0.2 ml human blood. deactivated with saturated acidic salt solution. The extract was then re-concentrated and analyzed by electron impact (EI) MS/MS gas chromatography–mass spectrometer. The MS/MS spectra of chlorpyrifos ion were recorded on different dissociation energy (30–100 V) to establish the structural confirmation and to demonstrate the effect of this energy on sensitivity. S/N ratio and detection limit for quantification of chlorpyrifos. which is first time reported. At different exciting amplitude (30–100 V). different behaviors of base peak …,True,iLqTrMgAAAAJ:IWHjjKOFINEC,48,https://www.sciencedirect.com/science/article/pii/S1387380606001369,12483081280874765118,/scholar?cites=12483081280874765118,,,0,0,0
1058677,A novel method for pesticide analysis in refined sugar samples using a gas chromatography–mass spectrometer (GC–MS/MS) and simple solvent extraction method,2011,Sukesh Narayan Sinha and VK Bhatnagar and Pankaj Doctor and GS Toteja and NP Agnihotri and RL Kalra,126,Food Chemistry,1,379-386,Elsevier,A sensitive method for the quantification of 11 pesticides in sugar samples to the μg kg−1 level has been developed. These pesticides are often used in an agricultural context. A simple solvent extraction followed by selective analysis using a gas chromatography–mass spectrometric method was used. This method was accurate (⩾99%) as it possesses limits of detection in the 0.1-μg kg−1 range. and the coefficients of variations are less than 15% at the low μg kg−1 end of the method’s linear range. The percent recovery of all the pesticides at the lowest levels of detection ranges from 82% to 104%. This method was used for the quantification of pesticides in sugar samples collected from different factory outlets from different parts of India. In this study. 27 refined sugar samples were analysed in which one sample showed a detectable level of the chlorpyrifos pesticide. This study showed that Indian sugar is free from …,True,iLqTrMgAAAAJ:k_IJM867U9cC,44,https://www.sciencedirect.com/science/article/pii/S0308814610014020,17538271561864677928,/scholar?cites=17538271561864677928,,http://www.utm.mx/postgrado/MCPNyAl/Evaluacion2014/C1-Estructura%20y%20personal%20academico/1.2%20Proceso%20de%20ensenianza-aprendizaje/1.2.2%20Evaluacion%20del%20desempenio%20academico/AQC/Articulos/GC/GC%E2%80%93MS-MS.pdf,0,0,0
1058679,A liquid chromatography mass spectrometry-based method to measure organophosphorous insecticide. herbicide and non-organophosphorous pesticide in grape and apple samples,2012,Sukesh Narayan Sinha and M Vishnu Vardhana Rao and K Vasudev and Martins Odetokun,25,Food Control,2,636-646,Elsevier,The LC-MS/MS with Quick. Easy. Cheap. Effective. Rugged and safe method was used for analysis of eighteen pesticides in fruit samples. This method was found to be accurate (≥99%). as it possessed limits of detection in the 0.002–0.087 ranges respectively. The coefficients of variations (≥0.9999) were less than 2% at the low ng g−1 concentration. Mean recoveries ranged between 97 and 101%. and % RSD were below 5%. The imidacloprid mean concentrations of red grapes (125.124 ng g−1) and green grapes (702.030 ng g−1) differed significantly (p < 0.05) between the grapes. Similarly. the fenitrothion mean concentration of red grapes (143.66 ng g−1) and green grapes (51.554 ng g−1) differed significantly (p < 0.001) between the fruits. The average concentration of quinalphos was 4.317 and 1.389 ng g−1 differed significantly (p < 0.01) between the grapes. In apples imidacloprid. quinalphos. triazophos …,True,iLqTrMgAAAAJ:70eg2SAEIzsC,37,https://www.sciencedirect.com/science/article/pii/S0956713511005135,14808015432278873875,/scholar?cites=14808015432278873875,,,0,0,0
1058681,Quantification of organophosphate insecticides in drinking water in urban areas using lyophilization and high-performance liquid chromatography–electrospray ionization-mass …,2011,Sukesh Narayan Sinha and K Vasudev and M Vishnu Vardhana Rao and Martins Odetokun,300,International Journal of Mass Spectrometry,1,12-20,Elsevier,A sensitive method for the quantification of eight organophosphate pesticides in water samples at the ng L−1 concentration level has been developed. These organophosphates include pesticides. insecticides and herbicides used in agricultural applications. A lyophilization with simple solvent extraction followed by selective analysis using a liquid chromatography–mass spectrometry method was used. This method was accurate (≥98.9%). as it possessed limits of detection and quantification in the 4.9–51 and 16.5–171 ng L−1 ranges. respectively. Furthermore. the coefficients of variations (≥0.999) were less than 8.2% at the low ng L−1 end of the linear range of the method. In addition. the percentage recovery of all pesticides at the 0.1 μg L−1 levels ranged from 96% to 103%. This method was then used for the quantification of organophosphates in drinking and bore water samples collected from different parts of …,True,iLqTrMgAAAAJ:TQgYirikUcIC,37,https://www.sciencedirect.com/science/article/pii/S1387380610004331,16742722220653646520,/scholar?cites=16742722220653646520,,,0,0,0
1058683,Erosion of nails following thallium poisoning: a case report,2004,A Saha and HG Sadhu and AB Karnik and TS Patel and SN Sinha and HN Saiyed,61,Occupational and environmental medicine,7,640-642,BMJ Publishing Group Ltd,This case report describes a patient with thallium poisoning caused by repeated exposure to low doses of thallium. Alopecia and nail changes were the most prominent features of this case. There was dystrophy of nails in the form of whitish lunular stripes. This is the first report of complete erosion of proximal parts of nails following thallium poisoning. This case is the first report of thallium poisoning from India occurring from repeated low dose exposure.,True,iLqTrMgAAAAJ:-f6ydRqryjwC,28,https://oem.bmj.com/content/61/7/640.short,863507673776056232,/scholar?cites=863507673776056232,,https://oem.bmj.com/content/oemed/61/7/640.full.pdf,0,0,0
