,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,got_publications,got_coauthors
120,"Professor Emeritus, University of Manchester, Faculty of Biology, Medicine and",@manchester.ac.uk,41416,BIDx4wkAAAAJ,False,Immunology|Cytokines|Inflammation|Immunogenetics|Mouse Models of Human Disease,Werner Müller,https://scholar.google.com/citations?view_op=medium_photo&user=BIDx4wkAAAAJ,0,0
121,University of Birmingham,@bham.ac.uk,41352,tiGxY4sAAAAJ,False,liver disease|immunology,David H Adams,https://scholar.google.com/citations?view_op=medium_photo&user=tiGxY4sAAAAJ,0,0
122,Principal Investigator,@niaid.nih.gov,41252,Hk7IHYcAAAAJ,False,Immunology|infectious diseases|immune regulation|microbiota|tissue immunology,Yasmine Belkaid,https://scholar.google.com/citations?view_op=medium_photo&user=Hk7IHYcAAAAJ,0,0
123,"Professor of Immunology, University of Exeter",@exeter.ac.uk,40661,S9OwymwAAAAJ,False,Immunology|mycology|innate immunity|Medical Mycology,Gordon Brown,https://scholar.google.com/citations?view_op=medium_photo&user=S9OwymwAAAAJ,0,0
124,professor of medicine and microbiology and immunology,@stanford.edu,40313,30RAdhEAAAAJ,False,virology|immunology|vaccines,Harry Greenberg,https://scholar.google.com/citations?view_op=medium_photo&user=30RAdhEAAAAJ,0,0
125,University of New Mexico,@salud.unm.edu,40274,lBEym3oAAAAJ,False,HPV|cervical cancer|immunology|virology|human genetics,Cosette Wheeler,https://scholar.google.com/citations?view_op=medium_photo&user=lBEym3oAAAAJ,0,0
126,Northwestern University,@northwestern.edu,40206,OPibMWIAAAAJ,False,HIV|genetics|immunology,Steven Wolinsky,https://scholar.google.com/citations?view_op=medium_photo&user=OPibMWIAAAAJ,0,0
127,Professor Washington University St Louis,@wustl.edu,40099,pc4yyvgAAAAJ,False,Immunology,Marina Cella,https://scholar.google.com/citations?view_op=medium_photo&user=pc4yyvgAAAAJ,0,0
128,"Senior Group Leader, The Francis Crick Institute",@crick.ac.uk,40042,BZjgC5EAAAAJ,False,Immunology,Caetano Reis e Sousa,https://scholar.google.com/citations?view_op=medium_photo&user=BZjgC5EAAAAJ,0,0
129,"Department of Microbiology and Immunology, University of Melbourne",@unimelb.edu.au,40023,WdUHeYYAAAAJ,False,Immunology,William Heath,https://scholar.google.com/citations?view_op=medium_photo&user=WdUHeYYAAAAJ,0,0
130,,@cam.ac.uk,39835,fnhiprwAAAAJ,False,Immunology,Douglas Fearon,https://scholar.google.com/citations?view_op=medium_photo&user=fnhiprwAAAAJ,0,0
131,"Professor, University of Texas MD Anderson Cancer Center",@mdanderson.org,38955,zmreEcYAAAAJ,False,immunology|breast cancer|circulating tumor cells,James Reuben,https://scholar.google.com/citations?view_op=medium_photo&user=zmreEcYAAAAJ,0,0
132,"Professor of Cell Biology, NTNU",@ntnu.no,38773,uybXRyIAAAAJ,False,Immunology|inflammation|pattern recognition receptors|cellular imaging,Terje Espevik,https://scholar.google.com/citations?view_op=medium_photo&user=uybXRyIAAAAJ,0,0
133,UT southwestern Medical Center,,38583,UU4QhnoAAAAJ,False,immunology,Yang-Xin Fu,https://scholar.google.com/citations?view_op=medium_photo&user=UU4QhnoAAAAJ,0,0
134,University of Milan,@unimi.it,38166,UbWBTBsAAAAJ,False,Immunology,Massimo Locati,https://scholar.google.com/citations?view_op=medium_photo&user=UbWBTBsAAAAJ,0,0
135,"Washington University School of Medicine, St Louis",@wustl.edu,38077,xCLW7NoAAAAJ,False,immunology|vascular biology|inflammation,Gwendalyn J Randolph,https://scholar.google.com/citations?view_op=medium_photo&user=xCLW7NoAAAAJ,0,0
136,University of Washinton,@uw.edu,38016,JO6gCPIAAAAJ,False,innate immunity|virology|infectious disease|immunology|systems biology,"Michael Gale, Jr.",https://scholar.google.com/citations?view_op=medium_photo&user=JO6gCPIAAAAJ,0,0
137,Wellcome Sanger Institute & University of Cambridge,@cam.ac.uk,37983,ZMEr7wIAAAAJ,False,Genomics|bioinformatics|biophysics|immunology,Sarah A. Teichmann,https://scholar.google.com/citations?view_op=medium_photo&user=ZMEr7wIAAAAJ,0,0
138,,@telus.net,37729,u-nL_rkAAAAJ,False,Immunology|Cancer,David Osoba,https://scholar.google.com/citations?view_op=medium_photo&user=u-nL_rkAAAAJ,0,0
139,"Professor of Microbiology-Immunology, Northwestern University",@northwestern.edu,37712,o4suLN4AAAAJ,False,Immunology|Tolerance|Multiple Sclerosis|Immune Regulation|Virology,Stephen D. Miller,https://scholar.google.com/citations?view_op=medium_photo&user=o4suLN4AAAAJ,0,0
140,"Charles Howard Candler Professor of Pathology & Laboratory Medicine, Emory University",@emory.edu,37608,Noww8g4AAAAJ,False,Immunology|vaccinology|systems biology,Bali Pulendran,https://scholar.google.com/citations?view_op=medium_photo&user=Noww8g4AAAAJ,0,0
141,"Professor of Pathology, University of Alabama at Birmingham",@uab.edu,37425,4RCEgIcAAAAJ,False,Immunology,Casey T. Weaver,https://scholar.google.com/citations?view_op=medium_photo&user=4RCEgIcAAAAJ,0,0
142,"Garvan Institute of Medical Research, University of New South Wales Sydney",@garvan.org.au,37425,LVSqFL0AAAAJ,False,genomics|immunology|autoimmunity|cancer,Chris Goodnow,https://scholar.google.com/citations?view_op=medium_photo&user=LVSqFL0AAAAJ,0,0
143,"Professor of Surgery, Harvard Medical School",@mgh.harvard.edu,36993,8m4_6FQAAAAJ,False,transplant|immunology,TATSUO KAWAI,https://scholar.google.com/citations?view_op=medium_photo&user=8m4_6FQAAAAJ,0,0
144,"Professor of Microbiology and Immunology, University of Maryland School of Medicine",@som.umaryland.edu,36940,wwZmvtgAAAAJ,False,immunology|host-pathogen interactions|innate immunity,Stefanie N. Vogel,https://scholar.google.com/citations?view_op=medium_photo&user=wwZmvtgAAAAJ,0,0
145,"DVC Research and Impact, University of Exeter",@exeter.ac.uk,36906,vMAT0RYAAAAJ,False,microbiology|mycology|immunology|cell biology,Neil Gow,https://scholar.google.com/citations?view_op=medium_photo&user=vMAT0RYAAAAJ,0,0
146,Vanderbilt University School of Medicine,@vanderbilt.edu,36882,bhKJ758AAAAJ,False,Immunology,Luc Van Kaer,https://scholar.google.com/citations?view_op=medium_photo&user=bhKJ758AAAAJ,0,0
147,"Professor, Karolinska Institutet",@ki.se,36534,rK0V84MAAAAJ,False,Immunology,Hans-Gustaf Ljunggren,https://scholar.google.com/citations?view_op=medium_photo&user=rK0V84MAAAAJ,0,0
148,"Professor of Translational Immunology, Newcastle University",@ncl.ac.uk,36397,C-qnLZ0AAAAJ,False,immunology|tolerance|tryptophan metabolism,Andrew Mellor,https://scholar.google.com/citations?view_op=medium_photo&user=C-qnLZ0AAAAJ,0,0
149,"Principal Investigator, Singapore Immunology Network",@immunol.a-star.edu.sg,36323,E0EvN2kAAAAJ,False,Immunology,Florent Ginhoux,https://scholar.google.com/citations?view_op=medium_photo&user=E0EvN2kAAAAJ,0,0
150,Weill Cornell Medicine,@med.cornell.edu,36094,XplLB1UAAAAJ,False,Immunology|IL-2|T cells,Kendall A. Smith,https://scholar.google.com/citations?view_op=medium_photo&user=XplLB1UAAAAJ,0,0
151,Second Military Medical University,,35741,wSKQY0kAAAAJ,False,immunology,xt cao,https://scholar.google.com/citations?view_op=medium_photo&user=wSKQY0kAAAAJ,0,0
152,University of Ferrara,@unife.it,35570,bo-sp4oAAAAJ,False,Immunology|Cell biology,Di virgilio Francesco,https://scholar.google.com/citations?view_op=medium_photo&user=bo-sp4oAAAAJ,0,0
153,Professor in Immunology of Mycobacterial  Infectious Diseases at LUMC,@lumc.nl,35475,va1h9RcAAAAJ,False,Immunology|immunogenetics|cell-biology|biomarkers|vaccines.,"Tom HM Ottenhoff, MD, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=va1h9RcAAAAJ,0,0
154,Professor University of Gothenburg,@gu.se,35129,RHiv3L0AAAAJ,False,medicine|microbiology|immunology|infection|vaccine,Holmgren J,https://scholar.google.com/citations?view_op=medium_photo&user=RHiv3L0AAAAJ,0,0
155,"Chair for Evidence-based Toxicology, Johns Hopkins University",@jhsph.edu,35013,qwAR168AAAAJ,False,Toxicology|Pharmacology|Immunology|Infectious Disease,Thomas Hartung,https://scholar.google.com/citations?view_op=medium_photo&user=qwAR168AAAAJ,0,0
156,"Scientist, Cell Biology & Immunology, Indian Institute of Chemical Biology, Kolkata, India",@iicb.res.in,34911,RGxumSIAAAAJ,False,Biochemistry|Cell Biology|Immunology|Drug delivery,Pijush K. Das,https://scholar.google.com/citations?view_op=medium_photo&user=RGxumSIAAAAJ,0,0
157,University of Pennsyvania,@vet.upenn.edu,34899,dQPegyYAAAAJ,False,Parasite|immunology|cytokine|IL-27,Christopher Hunter,https://scholar.google.com/citations?view_op=medium_photo&user=dQPegyYAAAAJ,0,0
158,"Professor of NanoBiology, Maastricht University, The Netherlands",@maastrichtuniversity.nl,34521,1v5vVfgAAAAJ,False,Cryo-EM|Electron Microscopy|Microbiology|Immunology|Tuberculosis,Peter J. Peters,https://scholar.google.com/citations?view_op=medium_photo&user=1v5vVfgAAAAJ,0,0
159,"Harvey Cushing Professor, Chairman Dept of Neurosurgery, Johns Hopkins School of …",@jhmi.edu,34495,knNUWZAAAAAJ,False,Neurosurgery|Brain Tumors|Drug Delivery|Angiogenesis|Immunology,Henry Brem,https://scholar.google.com/citations?view_op=medium_photo&user=knNUWZAAAAAJ,0,0
160,Washington University in St. Louis,@wustl.edu,34439,FWfZjAYAAAAJ,False,Biology|Immunology|Microbiology,L. David Sibley,https://scholar.google.com/citations?view_op=medium_photo&user=FWfZjAYAAAAJ,0,0
161,Yokohama Municipal Citizen's Hospital,@city.yokohama.jp,34231,dasEAdkAAAAJ,False,gastroenterology|surgery|oncology|immunology,Masazumi Takahashi,https://scholar.google.com/citations?view_op=medium_photo&user=dasEAdkAAAAJ,0,0
162,University of California Los Angeles,@mednet.ucla.edu,34100,M2De7vMAAAAJ,False,Immunology,Genhong Cheng,https://scholar.google.com/citations?view_op=medium_photo&user=M2De7vMAAAAJ,0,0
163,"Professor of Allergy, Dept of Pediatrics,, Nippon Medical School",@nms.ac.jp,34058,u5RuSL8AAAAJ,False,Allergy|asthma|food allergy|immunology|molecular biology,RUBY PAWANKAR,https://scholar.google.com/citations?view_op=medium_photo&user=u5RuSL8AAAAJ,0,0
164,"Assistant Professor, Columbia University",@cumc.columbia.edu,34008,OMcqbkgAAAAJ,False,HIV|Epidemiology|Immunology|Nutrition|Microbiome,Rupak Shivakoti,https://scholar.google.com/citations?view_op=medium_photo&user=OMcqbkgAAAAJ,0,0
165,Azienda Ospedaliero-Universitaria di Parma,,33959,6lG_93QAAAAJ,False,Immunology|Hepatitis,Carlo Ferrari,https://scholar.google.com/citations?view_op=medium_photo&user=6lG_93QAAAAJ,0,0
166,"Professor of Pathology, The University of Sydney",@med.usyd.edu.au,33952,ktWzDcEAAAAJ,False,Immunology|infectious diseases|immunopathology|endothelium|cancer,Georges Grau,https://scholar.google.com/citations?view_op=medium_photo&user=ktWzDcEAAAAJ,0,0
167,National Cancer Institute,@nih.gov,33910,7XrTj8MAAAAJ,False,liver|cancer|immunology|immunotherapy,Tim Greten,https://scholar.google.com/citations?view_op=medium_photo&user=7XrTj8MAAAAJ,0,0
168,Cardiff University,@cardiff.ac.uk,33691,qLO1ehsAAAAJ,False,Immunology,Bernhard Moser,https://scholar.google.com/citations?view_op=medium_photo&user=qLO1ehsAAAAJ,0,0
169,"Professor of Medicine, Charité University Medicine Berlin",@charite.de,33668,j6iWOasAAAAJ,False,Gastroenterology|Hepatology|Immunology|Infectious Diseases|Critical Care Medicine,Frank Tacke,https://scholar.google.com/citations?view_op=medium_photo&user=j6iWOasAAAAJ,0,0
170,,@partners.org,33546,AHXHCC8AAAAJ,False,Genetics|genomics|immunology,Robert Plenge,https://scholar.google.com/citations?view_op=medium_photo&user=AHXHCC8AAAAJ,0,0
171,Mount Sinai,,33369,G-uj1EoAAAAJ,False,immunology,Charlotte Cunningham-Rundles,https://scholar.google.com/citations?view_op=medium_photo&user=G-uj1EoAAAAJ,0,0
172,"Professor, Rockefeller University; Investigator, HHMI; Founding Director, NY Genome Center",@rockefeller.edu,33253,TqxzvywAAAAJ,False,Neurologic disease|cancer|immunology|genomics,Robert B Darnell,https://scholar.google.com/citations?view_op=medium_photo&user=TqxzvywAAAAJ,0,0
173,"Professor, Univesity of Massachusetts Medical School",@umassmed.edu,33233,H3htKA0AAAAJ,False,Immunology|virology|human immunodeficiency virus|Epstein Barr virus,John L Sullivan,https://scholar.google.com/citations?view_op=medium_photo&user=H3htKA0AAAAJ,0,0
174,Professor of Gynecology and Obstetrics Weill Cornell Medical College,,33217,mizZbWcAAAAJ,False,immunology|pregnancy. infection disease,Steven Witkin,https://scholar.google.com/citations?view_op=medium_photo&user=mizZbWcAAAAJ,0,0
175,"Professor of Medicine, National and Kapodistrian University of Athens, School of Medicine …",@med.uoa.gr,33056,gO6zR3gAAAAJ,False,Medicine|Rheumatology|Immunology,Dimitrios T. Boumpas,https://scholar.google.com/citations?view_op=medium_photo&user=gO6zR3gAAAAJ,0,0
176,"Professor of Medicine and Pathology, McMaster University",@mcmaster.ca,33054,VK7sItgAAAAJ,False,immunology|microbiology|neurophysiology,john bienenstock,https://scholar.google.com/citations?view_op=medium_photo&user=VK7sItgAAAAJ,0,0
177,"UCL Cancer Institute, University College London, London UK",@ucl.ac.uk,32895,nJ8G3S0AAAAJ,False,PI3K|cancer|immunology,Bart Vanhaesebroeck,https://scholar.google.com/citations?view_op=medium_photo&user=nJ8G3S0AAAAJ,0,0
178,"Soochow University / Shanghai Institutes for Biological Sciences, CAS",@sibs.ac.cn,32544,XQEE_oAAAAAJ,False,Mesenchymal Stem Cells|Immunology|Apoptosis|Tumor|Stem Cells,Yufang Shi,https://scholar.google.com/citations?view_op=medium_photo&user=XQEE_oAAAAAJ,0,0
179,"Professor of Pediatrics, Harvard Medical School",@childrens.harvard.edu,32492,TWWL1BYAAAAJ,False,immunology,michael carroll,https://scholar.google.com/citations?view_op=medium_photo&user=TWWL1BYAAAAJ,0,0
180,Professor  university of pennsylvania,@reo.med.upenn.edu,32235,YIOUOlIAAAAJ,False,Immunology|erbB cancer|receptors.|structural biology,mark greene,https://scholar.google.com/citations?view_op=medium_photo&user=YIOUOlIAAAAJ,0,0
181,GMMomin Womens College,,32169,DmpS-xMAAAAJ,False,arsenic|toxicology|immunology|molecular biology,Subhashree Das Ghosh,https://scholar.google.com/citations?view_op=medium_photo&user=DmpS-xMAAAAJ,0,0
182,"Professor of Medicine, Northwestern University Feinberg School of Medicine",@northwestern.edu,32045,1-iRJAEAAAAJ,False,Allergy|Immunology|asthma|sinus disease|Pharmacology,Robert Schleimer,https://scholar.google.com/citations?view_op=medium_photo&user=1-iRJAEAAAAJ,0,0
183,Trinity College Dublin,@tcd.ie,32037,2cCoSAwAAAAJ,False,Immunology,Kingston Mills,https://scholar.google.com/citations?view_op=medium_photo&user=2cCoSAwAAAAJ,0,0
184,Fundação Oswaldo Cruz / Universidade Federal of Minas Gerais,@cpqrr.fiocruz.br,31821,o4hJfkQAAAAJ,False,immunology|parasitology|malaria,Ricardo Gazzinelli,https://scholar.google.com/citations?view_op=medium_photo&user=o4hJfkQAAAAJ,0,0
185,"Institute of Experimental Immunology, University of Zurich",@immunology.uzh.ch,31693,8RMEuLUAAAAJ,False,Immunology,Christian Münz,https://scholar.google.com/citations?view_op=medium_photo&user=8RMEuLUAAAAJ,0,0
186,University of Texas at Austin,@che.utexas.edu,31646,9yLaBrYAAAAJ,False,Protein engineering|genetics|immunology,George Georgiou,https://scholar.google.com/citations?view_op=medium_photo&user=9yLaBrYAAAAJ,0,0
187,"Professor of Medicine, Department of Leukemia, The University of Texas MD Anderson …",@mdanderson.org,31610,7XuPU9wAAAAJ,False,Leukemia|hematology|immunology|cancer research,Burger Jan,https://scholar.google.com/citations?view_op=medium_photo&user=7XuPU9wAAAAJ,0,0
188,"Peter MacCallum Cancer Centre, Melbourne, Australia",@petermac.org,31526,ZPdqe6gAAAAJ,False,Breast cancer|genomics|immunology|immunotherapuetics|molecular targets,Sherene Loi,https://scholar.google.com/citations?view_op=medium_photo&user=ZPdqe6gAAAAJ,0,0
189,"Institut Pasteur, Inserm, Biology of Infection Unit",@pasteur.fr,31430,UQoK3RoAAAAJ,False,Infectious Diseases|Microbiology|Cell Biology|Immunology,Marc Lecuit,https://scholar.google.com/citations?view_op=medium_photo&user=UQoK3RoAAAAJ,0,0
190,Swiss Institute of Allergy and Asthma Research,@siaf.uzh.ch,31420,n0X5tD8AAAAJ,False,immunology|allergy|asthma|dermatology,Mubeccel Akdis,https://scholar.google.com/citations?view_op=medium_photo&user=n0X5tD8AAAAJ,0,0
191,"Emeritus Professor, University of Washington",@uw.edu,31285,P0bqZVQAAAAJ,False,Immunology|B cells|dendritic cells|innate immunity,"Edward A Clark, Ph.D.",https://scholar.google.com/citations?view_op=medium_photo&user=P0bqZVQAAAAJ,0,0
192,RIKEN Center for Integrative Medical Sciences,@rcai.riken.jp,31284,_WggqlYAAAAJ,False,Immunology,Takashi Saito,https://scholar.google.com/citations?view_op=medium_photo&user=_WggqlYAAAAJ,0,0
193,Professor,@ctg.queensu.ca,31117,oN8J_s8AAAAJ,False,Pathology|breast cancer|immunology,Lois Shepherd,https://scholar.google.com/citations?view_op=medium_photo&user=oN8J_s8AAAAJ,0,0
194,Osaka University,,31114,Zlvj3BwAAAAJ,False,Biochemistry|Immunology,Taroh Kinoshita,https://scholar.google.com/citations?view_op=medium_photo&user=Zlvj3BwAAAAJ,0,0
195,"Professor, University of Queensland",@imb.uq.edu.au,31090,D5XJk3MAAAAJ,False,Chemistry|Pharmacology|Biochemistry|Immunology,David P Fairlie,https://scholar.google.com/citations?view_op=medium_photo&user=D5XJk3MAAAAJ,0,0
196,Sorbonne University & Pitié-Salpêtrière Hospital,@sorbonne-universite.fr,31046,PxTqJDsAAAAJ,False,immunology|biotherapy,David Klatzmann,https://scholar.google.com/citations?view_op=medium_photo&user=PxTqJDsAAAAJ,0,0
197,"Chief, Virology and Cellular Immunology Section, Laboratory of Immunogenetics, NIH",@niaid.nih.gov,30988,qUAqhMcAAAAJ,False,Immunology|autoimmunity|lymphoma,Herbert C. Morse III,https://scholar.google.com/citations?view_op=medium_photo&user=qUAqhMcAAAAJ,0,0
198,"Professor of Biochemistry, Max Planck Institute of Immunobiology and Epigenetics",@ie-freiburg.mpg.de,30807,ZdjR83cAAAAJ,False,Molecular Biology|Immunology|Cell Biology,Rudolf Grosschedl,https://scholar.google.com/citations?view_op=medium_photo&user=ZdjR83cAAAAJ,0,0
199,"President & CEO, Indoor Biotechnologies Inc.",@inbio.com,30403,uX5mynYAAAAJ,False,Allergy|Immunology|Allergens,Martin Chapman,https://scholar.google.com/citations?view_op=medium_photo&user=uX5mynYAAAAJ,0,0
200,"University of Minnesota, Center for Immunology",@umn.edu,30210,sJVDPOkAAAAJ,False,Immunology,Marc Jenkins,https://scholar.google.com/citations?view_op=medium_photo&user=sJVDPOkAAAAJ,0,0
201,"Emeritus Professor, Birkbeck, London University",@dmoss.demon.co.uk,30122,v2Dj9XQAAAAJ,False,Immunology|Computational Biology,David Moss,https://scholar.google.com/citations?view_op=medium_photo&user=v2Dj9XQAAAAJ,0,0
202,"Principal, St Hilda's College, Oxford",@st-hildas.ox.ac.uk,30105,RPEVbnQAAAAJ,False,Genetics|Immunology|Pharmacology|Public Health,Gordon Duff,https://scholar.google.com/citations?view_op=medium_photo&user=RPEVbnQAAAAJ,0,0
203,"Professor of Immunology, Università di Napoli ""Federico II"", Dipartimento di Medicina …",@unina.it,29986,11AG6ccAAAAJ,False,Immunology|Treg cells|Immunological Tolerance|Metabolism,Giuseppe Matarese,https://scholar.google.com/citations?view_op=medium_photo&user=11AG6ccAAAAJ,0,0
204,"Professor, Harvard Medical School",@mgh.harvard.edu,29836,Dh0LHP0AAAAJ,False,cancer|immunology|immunotherapy,Pittet Mikael,https://scholar.google.com/citations?view_op=medium_photo&user=Dh0LHP0AAAAJ,0,0
205,RIKEN,@2001.jukuin.keio.ac.jp,29738,aBVa5RMAAAAJ,False,Immunology,Shigeo Koyasu,https://scholar.google.com/citations?view_op=medium_photo&user=aBVa5RMAAAAJ,0,0
206,"Professor of Pathology, U Mass Medical School",@umassmed.edu,29624,3Ofz4OAAAAAJ,False,Immunology|Aging|cytokines,Susan L Swain,https://scholar.google.com/citations?view_op=medium_photo&user=3Ofz4OAAAAAJ,0,0
207,NIH,,29591,wLa5kzAAAAAJ,False,immunology|parasitology,David Sacks,https://scholar.google.com/citations?view_op=medium_photo&user=wLa5kzAAAAAJ,0,0
208,The Salk Institute for Biological Studies,@salk.edu,29430,6mwbcJkAAAAJ,False,Immunology,Susan M. Kaech,https://scholar.google.com/citations?view_op=medium_photo&user=6mwbcJkAAAAJ,0,0
209,Emory University,@emory.edu,29370,zowE_ukAAAAJ,False,transplantation|immunology,Christian Larsen,https://scholar.google.com/citations?view_op=medium_photo&user=zowE_ukAAAAJ,0,0
210,Sanquin Blood Supply Foundation,@sanquin.nl,29287,aw5VoJ4AAAAJ,False,Immunology,Vanlier ra* OR van lier ra*,https://scholar.google.com/citations?view_op=medium_photo&user=aw5VoJ4AAAAJ,0,0
211,,,29274,pCkp4FkAAAAJ,False,molecular biology|immunology,Reema gupta,https://scholar.google.com/citations?view_op=medium_photo&user=pCkp4FkAAAAJ,0,0
212,Emory University,@emory.edu,29136,LRKxLPAAAAAJ,False,Immunology,John D. Altman,https://scholar.google.com/citations?view_op=medium_photo&user=LRKxLPAAAAAJ,0,0
213,"Founding Director, Drukier Institute for Children's Health at Weill Cornell Medicine",@med.cornell.edu,29087,WJotPwQAAAAJ,False,Immunology|Lupus|Autoimmunity|Arthritis|Pediatric Rheumatology,Virginia Pascual,https://scholar.google.com/citations?view_op=medium_photo&user=WJotPwQAAAAJ,0,0
214,"Professor of  Rheumatology, Universita' Cattolica del Sacro Cuore, Roma",@unicatt.it,28965,eCoaPkcAAAAJ,False,rheumatology|internal medicine|immunology,g ferraccioli,https://scholar.google.com/citations?view_op=medium_photo&user=eCoaPkcAAAAJ,0,0
215,Technical University of Denmark,@cbs.dtu.dk,28906,N2QLafQAAAAJ,False,Bioinformatics|Systems Biology|Immunology,Ole Lund,https://scholar.google.com/citations?view_op=medium_photo&user=N2QLafQAAAAJ,0,0
216,University of Melbourne,@unimelb.edu.au,28891,_JuP_70AAAAJ,False,Immunology,Fabienne Mackay,https://scholar.google.com/citations?view_op=medium_photo&user=_JuP_70AAAAJ,0,0
217,London School of Hygiene & Tropical Medicine,@lshtm.ac.uk,28848,r5NbbQwAAAAJ,False,Malaria|transmission|epidemiology|immunology,Drakeley C,https://scholar.google.com/citations?view_op=medium_photo&user=r5NbbQwAAAAJ,0,0
218,"Professor, Department of Biotechnology, All India institute of Medical sciences, Banaras …",,28742,E5Q4FnoAAAAJ,False,Oncology|Immunology|oral cancer,"Satya N Das, Satya Narayan Das, Satya Das",https://scholar.google.com/citations?view_op=medium_photo&user=E5Q4FnoAAAAJ,0,0
219,"Institute of Medical Science, The University of Tokyo",@ims.u-tokyo.ac.jp,28727,kHVI8j0AAAAJ,False,Immunology|Vaccine|Adjuvant|Clinical trials,Ken J Ishii,https://scholar.google.com/citations?view_op=medium_photo&user=kHVI8j0AAAAJ,0,0
220,National Institute of Allergy and Infectious Diseases,@nih.gov,28712,VkdZ5asAAAAJ,False,Immunology|Cell Biology,Eric O. Long,https://scholar.google.com/citations?view_op=medium_photo&user=VkdZ5asAAAAJ,0,0
221,Oxford University Hospitals,@ndm.ox.ac.uk,28596,IScpS0gAAAAJ,False,Dermatology|Immunology,Graham Ogg,https://scholar.google.com/citations?view_op=medium_photo&user=IScpS0gAAAAJ,0,0
222,"Professor of Medicine, UCL",@ucl.ac.uk,28550,3_nh0FwAAAAJ,False,Immunology|neutrophils|macrophages|Crohn's disease|inflammatory bowel disease,Anthony Segal,https://scholar.google.com/citations?view_op=medium_photo&user=3_nh0FwAAAAJ,0,0
223,"Professor of Immunology, University of Colorado Medical School",@ucdenver.edu,28521,A5eVntcAAAAJ,False,Immunology|apoptosis|public outreach,J. John Cohen,https://scholar.google.com/citations?view_op=medium_photo&user=A5eVntcAAAAJ,0,0
224,Professor Emeritus University of Tokyo Professor of Juntendo University,@ims.u-tokyo.ac.jp,28513,YWKIs04AAAAJ,False,Immunology|Cancer therapy|autoimmune disease,Chikao Morimoto,https://scholar.google.com/citations?view_op=medium_photo&user=YWKIs04AAAAJ,0,0
225,University Medical Center Utrecht,@umcutrecht.nl,28453,3QqOuF4AAAAJ,False,stem cells|immunology|cancer|transcription|signal transduction,Paul Coffer,https://scholar.google.com/citations?view_op=medium_photo&user=3QqOuF4AAAAJ,0,0
226,harvard medical school,@dfci.harvard.edu,28410,07fQq0UAAAAJ,False,immunology,harvey cantor,https://scholar.google.com/citations?view_op=medium_photo&user=07fQq0UAAAAJ,0,0
227,"Universities of Oxford, Leicester, Kingston",@bioch.ox.ac.uk,28341,eOGvDm4AAAAJ,False,immunology|complement,Robert B Sim,https://scholar.google.com/citations?view_op=medium_photo&user=eOGvDm4AAAAJ,0,0
228,UCLouvain,@uclouvain.be,28170,P7h_FgEAAAAJ,False,Immunology|Cytokines|Cancer|Inflammation,Jean-Christophe Renauld,https://scholar.google.com/citations?view_op=medium_photo&user=P7h_FgEAAAAJ,0,0
229,"Professor & Chair, Dept. of Pathology, Keck School of Medicine of USC",@usc.edu,28163,SDLT-twAAAAJ,False,Immunology|inflammation|innate immunity|drug discovery,Michael E Selsted,https://scholar.google.com/citations?view_op=medium_photo&user=SDLT-twAAAAJ,0,0
230,Koch Institute MIT,,28054,vfYeEdwAAAAJ,False,Immunology|Biology,Herman Eisen,https://scholar.google.com/citations?view_op=medium_photo&user=vfYeEdwAAAAJ,0,0
231,University of Western Ontario,@schulich.uwo.ca,27910,kXwGyY4AAAAJ,False,Immunology|Diabetes|Autoimmunity|Antigens|T cells,Bhagirath Singh,https://scholar.google.com/citations?view_op=medium_photo&user=kXwGyY4AAAAJ,0,0
232,Tehran University of Medical Sciences; Universal Scientific Education and Research …,@tums.ac.ir,27901,aqiMhRgAAAAJ,False,Immunology|Genetics|Infectious Diseases|Pediatrics,Nima Rezaei,https://scholar.google.com/citations?view_op=medium_photo&user=aqiMhRgAAAAJ,0,0
233,UCL (University College London),@ucl.ac.uk,27850,Z04Y25AAAAAJ,False,immunology|microbiology|psychiatry|neuroscience,Graham Rook,https://scholar.google.com/citations?view_op=medium_photo&user=Z04Y25AAAAAJ,0,0
234,Professor of medicine,@stanford.edu,27731,v84zUXYAAAAJ,False,immunology,C Garrison Fathman,https://scholar.google.com/citations?view_op=medium_photo&user=v84zUXYAAAAJ,0,0
235,Research Microbiologist,@ars.usda.gov,27661,mHbiiygAAAAJ,False,Immunology|Parasitology|Nutrition,"Joseph Urban, Jr.",https://scholar.google.com/citations?view_op=medium_photo&user=mHbiiygAAAAJ,0,0
236,The Feinstein Institute for Medical Research,@Northwell.edu,27640,8zM7C54AAAAJ,False,immunology|b lymphocytes|chronic lymphocytic leukemia,Nicholas Chiorazzi,https://scholar.google.com/citations?view_op=medium_photo&user=8zM7C54AAAAJ,0,0
237,"Chief, Laboratory of Liver Diseases, NIAAA, NIH",@mail.nih.gov,27627,IBiveX0AAAAJ,False,liver biology|liver disease|immunology|cytokine,Bin Gao,https://scholar.google.com/citations?view_op=medium_photo&user=IBiveX0AAAAJ,0,0
238,"Professor of Medicine, Icahn School of Medicine at Mount Sinai",@mssm.edu,27575,vHOCjnQAAAAJ,False,Immunology|AIDS|HIV|vaccines,Susan B Zolla-Pazner,https://scholar.google.com/citations?view_op=medium_photo&user=vHOCjnQAAAAJ,0,0
