,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091746,PLGA-based nanoparticles: an overview of biomedical applications,2012,"['F Danhier', 'E Ansorena', 'JM Silva', 'R Coco']",xguhT7wAAAAJ |  | LhKB0YwAAAAJ | a5J47f0AAAAJ,,,,,,Poly (lactic-co-glycolic acid)(PLGA) is one of the most successfully developed biodegradable polymers. Among the different polymers developed to formulate polymeric nanoparticles. PLGA has attracted considerable attention due to its attractive properties:(i),False,,2519,https://www.sciencedirect.com/science/article/pii/S0168365912000752,,"/scholar?cites=14022813371593430022&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/45061491/PLGA-based_nanoparticles_An_overview_of_20160425-12838-1294970.pdf,0,0,0
1091747,The inflammasomes: guardians of the body,2009,"['F Martinon', 'A Mayor', 'J Tschopp']",YAeAf_wAAAAJ |  | ,,,,,,The innate immune system relies on its capacity to rapidly detect invading pathogenic microbes as foreign and to eliminate them. The discovery of Toll-like receptors (TLRs) provided a class of membrane receptors that sense extracellular microbes and trigger,False,,2441,https://www.annualreviews.org/doi/full/10.1146/annurev.immunol.021908.132715,,"/scholar?cites=16357368907028888391&as_sdt=5,33&sciodt=0,33&hl=en",https://pdfs.semanticscholar.org/95e8/36d5bafa0fc2c3796535fae14f14e5076caa.pdf,0,0,0
1091748,Pyroptosis: host cell death and inflammation,2009,"['T Bergsbaken', 'SL Fink', 'BT Cookson']", |  | ,,,,,,Eukaryotic cells can initiate several distinct programmes of self-destruction. and the nature of the cell death process (non-inflammatory or proinflammatory) instructs responses of neighbouring cells. which in turn dictates important systemic physiological outcomes,False,,1874,https://www.nature.com/articles/nrmicro2070,,"/scholar?cites=3138740632641538427&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910423/,0,0,0
1091749,The roles of TLRs. RLRs and NLRs in pathogen recognition,2009,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The mammalian innate immune system detects the presence of microbial infection through germ line-encoded pattern recognition receptors (PRRs). Toll-like receptors. retinoic acid-inducible gene-I-like receptors and nucleotide-binding oligomerization domain-like,False,,1647,https://academic.oup.com/intimm/article-abstract/21/4/317/738196,,"/scholar?cites=5336283115269487529&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/21/4/317/738196,0,0,0
1091750,Toll‐like receptor and RIG‐1‐like receptor signaling,2008,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Toll‐like receptors (TLRs) and RIG‐I‐like receptors (RLRs) constitute distinct families of pattern‐recognition receptors that sense nucleic acids derived from viruses and trigger antiviral innate immune responses. TLR3. TLR7. and TLR9 are membrane proteins,False,,1056,https://nyaspubs.onlinelibrary.wiley.com/doi/abs/10.1196/annals.1443.020,,"/scholar?cites=9169287760167741054&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091751,RIG-I-dependent sensing of poly (dA: dT) through the induction of an RNA polymerase III–transcribed RNA intermediate,2009,"['A Ablasser', 'F Bauernfeind', 'G Hartmann', 'E Latz']",JZR3OTYAAAAJ |  |  | PlEv530AAAAJ,,,,,,RNA is sensed by Toll-like receptor 7 (TLR7) and TLR8 or by the RNA helicases LGP2. Mda5 and RIG-I to trigger antiviral responses. Much less is known about sensors for DNA. Here we identify a novel DNA-sensing pathway involving RNA polymerase III and RIG-I. In,False,,856,https://www.nature.com/articles/ni.1779.pdf?origin=ppub,,"/scholar?cites=10629932435187947521&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3878616/,0,0,0
1091752,The role of inflammatory and anti-inflammatory cytokines in the pathogenesis of osteoarthritis,2014,"['P Wojdasiewicz', 'ŁA Poniatowski']",zABIBzoAAAAJ | uKntvRoAAAAJ,,,,,,Osteoarthritis (OA) is the most common chronic disease of human joints. The basis of pathologic changes involves all the tissues forming the joint; already. at an early stage. it has the nature of inflammation with varying degrees of severity. An analysis of the complex,False,,843,https://www.hindawi.com/journals/mi/2014/561459/abs/,,"/scholar?cites=9849799331785863407&as_sdt=5,33&sciodt=0,33&hl=en",https://www.hindawi.com/journals/mi/2014/561459/abs/,0,0,0
1091753,Toll-like receptor–induced changes in glycolytic metabolism regulate dendritic cell activation,2010,"['CM Krawczyk', 'T Holowka', 'J Sun', 'J Blagih', 'E Amiel']",tMrbKpAAAAAJ |  | DxiUsXUAAAAJ |  | ,,,,,,Dendritic cells (DCs) are key regulators of innate and acquired immunity. The maturation of DCs is directed by signal transduction events downstream of toll-like receptors (TLRs) and other pattern recognition receptors. Here. we demonstrate that. in mouse DCs. TLR agonists,False,,818,https://ashpublications.org/blood/article-abstract/115/23/4742/27736,,"/scholar?cites=4923291258599252443&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S000649712034893X,0,0,0
1091754,TRIM family proteins and their emerging roles in innate immunity,2008,"['K Ozato', 'DM Shin', 'TH Chang', 'HC Morse']", |  |  | qUAqhMcAAAAJ,,,,,,The superfamily of tripartite motif-containing (TRIM) proteins is conserved throughout the metazoan kingdom and has expanded rapidly during vertebrate evolution; there are now more than 60 TRIM proteins known in humans and mice. Many TRIM proteins are induced,False,,811,https://www.nature.com/articles/nri2413?report=reader,,"/scholar?cites=15367800734202955904&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3433745/,0,0,0
1091755,A Nurr1/CoREST pathway in microglia and astrocytes protects dopaminergic neurons from inflammation-induced death,2009,"['K Saijo', 'B Winner', 'CT Carson', 'JG Collier', 'L Boyer']", | IYCSiP0AAAAJ |  |  | ,,,,,,Nurr1. an orphan nuclear receptor. plays an essential role in the generation and maintenance of dopaminergic neurons in the brain. Rare mutations in Nurr1 are associated with familial Parkinson's disease. but the underlying basis for this relationship has not been,False,,785,https://www.sciencedirect.com/science/article/pii/S0092867409000865,,"/scholar?cites=3913207714835900400&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867409000865,0,0,0
