,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1306752,Public-private or private-private energy partnerships? Toward good energy governance in regional and local green gas projects,2015,Michiel A Heldeweg and Maurits Sanders and Marc Harmsen,5,"Energy, sustainability and society",1,1-12,BioMed Central,,True,5s9n01kAAAAJ:dTyEYWd-f8wC,22,,9284409460001908615,/scholar?cites=9284409460001908615,,,,0,0,0
1306753,Normative alignment. institutional resilience and shifts in legal governance of the energy transition,2017,Michiel A Heldeweg,9,Sustainability,7,1273,Multidisciplinary Digital Publishing Institute,,True,5s9n01kAAAAJ:VL0QpB8kHFEC,21,,9814787990146025044,/scholar?cites=9814787990146025044,,,,0,0,0
1306754,“Regulation. I presume?” said the robot–Towards an iterative regulatory process for robot governance,2018,Eduard Fosch-Villaronga and Michiel Heldeweg,34,Computer law & security review,6,1258-1277,Elsevier Advanced Technology,,True,5s9n01kAAAAJ:PVjk1bu6vJQC,18,,14964578470378442790,/scholar?cites=14964578470378442790,,,,0,0,0
1306755,Renewable energy communities as ‘socio-legal institutions’: A normative frame for energy decentralization?,2020,Michiel A Heldeweg and Séverine Saintier,119,,,109518,Pergamon,,True,5s9n01kAAAAJ:Ak0FvsSvgGUC,17,,10939511269193455745,/scholar?cites=10939511269193455745,,,,0,0,0
1306756,Legal regimes for experimenting with cleaner production–Especially in sustainable energy,2017,Michiel A Heldeweg,169,Journal of cleaner production,,48-60,Elsevier,,True,5s9n01kAAAAJ:4TOpqqG69KYC,17,,1644883325704920720,/scholar?cites=1644883325704920720,,,,0,0,0
1306757,Smart design rules for smart grids: analysing local smart grid development through an empirico-legal institutional lens,2016,Imke Lammers and Michiel A Heldeweg,6,"Energy, sustainability and society",1,1-15,BioMed Central,,True,5s9n01kAAAAJ:hCrLmN-GePgC,15,,14858153581951383798,/scholar?cites=14858153581951383798,,,,0,0,0
1306758,Towards good environmental governance in Europe,2005,Michiel Heldeweg,14,European Energy and Environmental Law Review,1,,,,True,5s9n01kAAAAJ:8d8msizDQcsC,15,,15821447870452485684,/scholar?cites=15821447870452485684,,,,0,0,0
1306759,Public Environmental Law in the European Union and the United States. A Comparative Analysis,2002,Rene JGH Seerden and Michiel A Heldeweg and Kurt R Deketelaere,,,,,Kluwer Law International,,True,5s9n01kAAAAJ:M05iB0D1s5AC,14,,4918109447137520533,/scholar?cites=4918109447137520533,,,,0,0,0
1306760,Innovation in the European energy sector and regulatory responses to it: Guest editorial note,2018,Thomas Hoppe and Anna Butenko and Michiel Heldeweg,10,,2,416,Multidisciplinary Digital Publishing Institute,,True,5s9n01kAAAAJ:4JMBOYKVnBMC,13,,3242176997776017018,/scholar?cites=3242176997776017018,,,,0,0,0
1306761,Energy policy by beauty contests: the legitimacy of interactive sustainability policies at regional levels of the regulatory state,2014,Maurits PT Sanders and Michiel A Heldeweg and Elly GP Straatman and Johan FDB Wempe,4,"Energy, sustainability and society",1,1-13,BioMed Central,,True,5s9n01kAAAAJ:ULOm3_A8WrAC,12,,1556956048879309550,/scholar?cites=1556956048879309550,,,,0,0,0
1306762,Good legal governance in authoritative public-private partnerships,2013,Michiel Heldeweg and Maurits Sanders,8,European procurement & public private partnership law review,2,175-185,Lexxion Verlagsgesellschaft mbH,,True,5s9n01kAAAAJ:fPk4N6BV_jEC,11,,616981767919369795,/scholar?cites=616981767919369795,,,,0,0,0
1306763,Experimental legislation concerning technological & governance innovation–an analytical approach,2015,Michiel A Heldeweg,3,The Theory and Practice of Legislation,2,169-193,Routledge,,True,5s9n01kAAAAJ:W7OEmFMy1HYC,10,,465805534981026962,/scholar?cites=465805534981026962,,,,0,0,0
1306764,An experimental approach to regulating non-military unmanned aircraft systems,2019,Haomiao Du and Michiel A Heldeweg,33,"International Review of Law, Computers & Technology",3,285-308,Routledge,,True,5s9n01kAAAAJ:WF5omc3nYNoC,9,,12833021195979088646,/scholar?cites=12833021195979088646,,,,0,0,0
1306765,Smart rules & regimes,2009,MA Heldeweg,,"Publiekrechtelijk (e) ontwerpen voor privatisering en technologische innovatie, Inaugural Lecture. University of Twente (with reference, in footnote 267, to authoritative policy documents on the distinction between active and passive shareholdership, Enschede",,,,,True,5s9n01kAAAAJ:vbGhcppDl1QC,9,,12458288048377510979,/scholar?cites=12458288048377510979,,,,0,0,0
1306766,Bestuursrecht en beleid,2006,Michiel A Heldeweg,,,,,Wolters-Noordhoff,,True,5s9n01kAAAAJ:6yz0xqPARnAC,8,,7583047036213422823,/scholar?cites=7583047036213422823,,,,0,0,0
1306767,Public environmental law in the Netherlands,1996,René Seerden and Michiel Heldeweg,,Comparative Environmental Law in Europe: An Introduction to Public Environmental Law in the EU Member States. Antwerpen: Maklu,,269-311,,,True,5s9n01kAAAAJ:vV6vV6tmYwMC,7,,13875550600330365120,/scholar?cites=13875550600330365120,,,,0,0,0
