,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091278,Severe sepsis and septic shock,2013,"['DC Angus', 'T Van der Poll']",esoEF3IAAAAJ | ,,,,,,Sepsis. a complex physiological and metabolic response to infection. is a common reason for admission to an intensive care unit. This review examines the basis. diagnosis. and current treatment of this disorder.,False,,3280,https://www.nejm.org/doi/full/10.1056/NEJMra1208623,,"/scholar?cites=10561492306655289987&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nejm.org/doi/full/10.1056/NEJMra1208623,0,0,0
1091279,PLGA-based nanoparticles: an overview of biomedical applications,2012,"['F Danhier', 'E Ansorena', 'JM Silva', 'R Coco']",xguhT7wAAAAJ |  | LhKB0YwAAAAJ | a5J47f0AAAAJ,,,,,,Poly (lactic-co-glycolic acid)(PLGA) is one of the most successfully developed biodegradable polymers. Among the different polymers developed to formulate polymeric nanoparticles. PLGA has attracted considerable attention due to its attractive properties:(i),False,,2519,https://www.sciencedirect.com/science/article/pii/S0168365912000752,,"/scholar?cites=14022813371593430022&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/45061491/PLGA-based_nanoparticles_An_overview_of_20160425-12838-1294970.pdf,0,0,0
1091280,Sterile inflammation: sensing and reacting to damage,2010,"['GY Chen', 'G Nuñez']", | aJnM7c0AAAAJ,,,,,,Over the past several decades. much has been revealed about the nature of the host innate immune response to microorganisms. with the identification of pattern recognition receptors (PRRs) and pathogen-associated molecular patterns. which are the conserved microbial,False,,2449,https://www.nature.com/articles/nri2873,,"/scholar?cites=8978475556526347641&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3114424/,0,0,0
1091281,Pathogen recognition by the innate immune system,2011,"['H Kumar', 'T Kawai', 'S Akira']",FmH7LksAAAAJ |  | 0TG2laoAAAAJ,,,,,,Microbial infection initiates complex interactions between the pathogen and the host. Pathogens express several signature molecules. known as pathogen-associated molecular patterns (PAMPs). which are essential for survival and pathogenicity. PAMPs are sensed by,False,,1933,https://www.tandfonline.com/doi/abs/10.3109/08830185.2010.529976,,"/scholar?cites=8668990322115570841&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/48618136/Iljazovic1_1.pdf,0,0,0
1091282,Reactive oxygen species in inflammation and tissue injury,2014,"['M Mittal', 'MR Siddiqui', 'K Tran', 'SP Reddy']",RPfMaXEAAAAJ |  | Tfuu3-4AAAAJ | CNoFm5cAAAAJ,,,,,,Reactive oxygen species (ROS) are key signaling molecules that play an important role in the progression of inflammatory disorders. An enhanced ROS generation by polymorphonuclear neutrophils (PMNs) at the site of inflammation causes endothelial,False,,1839,https://www.liebertpub.com/doi/abs/10.1089/ars.2012.5149,,"/scholar?cites=15172308507946124740&as_sdt=5,33&sciodt=0,33&hl=en",https://www.liebertpub.com/doi/pdfplus/10.1089/ars.2012.5149,0,0,0
1091283,Cancer immunotherapy via dendritic cells,2012,"['K Palucka', 'J Banchereau']", | ,,,,,,Cancer immunotherapy attempts to harness the power and specificity of the immune system to treat tumours. The molecular identification of human cancer-specific antigens has allowed the development of antigen-specific immunotherapy. In one approach. autologous antigen,False,,1749,https://www.nature.com/articles/nrc3258,,"/scholar?cites=3820316189932290139&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3433802/,0,0,0
1091284,Inflammasomes: mechanism of action. role in disease. and therapeutics,2015,"['H Guo', 'JB Callaway', 'JPY Ting']",dfdBP_IAAAAJ |  | ,,,,,,The inflammasomes are innate immune system receptors and sensors that regulate the activation of caspase-1 and induce inflammation in response to infectious microbes and molecules derived from host proteins. They have been implicated in a host of inflammatory,False,,1672,https://www.nature.com/nm/journal/v21/n7/abs/nm.3893.html,,"/scholar?cites=16406782180878357500&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4519035/,0,0,0
1091285,NF-κB signaling in inflammation,2017,"['T Liu', 'L Zhang', 'D Joo', 'SC Sun']", |  | 9_vPjOcAAAAJ | rrfl7UsAAAAJ,,,,,,The transcription factor NF-κB regulates multiple aspects of innate and adaptive immune functions and serves as a pivotal mediator of inflammatory responses. NF-κB induces the expression of various pro-inflammatory genes. including those encoding cytokines and,False,,1764,https://www.nature.com/articles/sigtrans201723,,"/scholar?cites=5097350091362732147&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/sigtrans201723,0,0,0
1091286,Vaccine adjuvants: putting innate immunity to work,2010,"['RL Coffman', 'A Sher', 'RA Seder']", |  | ,,,,,,Adjuvants enhance immunity to vaccines and experimental antigens by a variety of mechanisms. In the past decade. many receptors and signaling pathways in the innate immune system have been defined and these innate responses strongly influence the,False,,1467,https://www.sciencedirect.com/science/article/pii/S1074761310003626,,"/scholar?cites=14501423328313513011&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761310003626,0,0,0
1091287,Mechanisms and functions of inflammasomes,2014,"['M Lamkanfi', 'VM Dixit']",JYG5yfQAAAAJ | 9POE9sIAAAAJ,,,,,,Recent studies have offered a glimpse into the sophisticated mechanisms by which inflammasomes respond to danger and promote secretion of interleukin (IL)-1β and IL-18. Activation of caspases 1 and 11 in canonical and noncanonical inflammasomes,False,,1413,https://www.sciencedirect.com/science/article/pii/S0092867414004759,,"/scholar?cites=659226541163304311&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867414004759,0,0,0
