,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1324346,Phenomenological continuous contact–impact modelling for multibody simulations of pedestrian–vehicle contact interactions based on experimental data,2009,Robert WG Anderson and Alexandra D Long and Thierry Serre,58,Nonlinear Dynamics,1-2,199,Springer Netherlands,Multibody modelling of pedestrian collisions requires the definition of contact–impact between the pedestrian and the vehicle. An examination of relevant impact test data reveals large rate-dependent components of the reaction force. permanent indentation. and concomitant energy loss. Contact–impact models previously used in simulations of pedestrian impacts typically have not adequately modelled one. two or all three of these phenomena. This paper presents a phenomenological contact–impact model based on the Hunt–Crossley model of impact. which includes rate-dependent damping. and is extended to include permanent indentation. The proposed model suitably characterises impact test data in a form that can also be implemented in the multibody simulation code MADYMO (TASS-Safe. Netherlands). The proposed contact–impact model was used to characterise the impact between a legform …,True,ZVI7KQgAAAAJ:0EnyYjriUFMC,38,https://link.springer.com/article/10.1007/s11071-009-9471-6,10523469187972261065,/scholar?cites=10523469187972261065,,,https://hal.archives-ouvertes.fr/hal-00506355/file/ts_NLD_2009_58_p.pdf,0,0,0
1324347,Rear end crashes,2005,Matthew Robert Justin Baldock and Alexandra Denise Long and Vicki Lee Ann Lindsay and Jack McLean,,,,,Centre for Automotive Safety Research,Due to the common occurrence of rear end collisions in South Australia. and the costliness of Compulsory Third Party (CTP) claims associated with them. a study was undertaken into the nature of. and possible countermeasures for. rear end collisions. This study included an analysis of five years of police-reported crash data. an analysis of a sample of rear end crashes investigated as part of the CASR metropolitan in-depth crash study. and a literature review concerned with countermeasures for rear end crashes. The most common factors contributing to these types of crashes are the lack of protection for right turning vehicles and the inadequate allocation of attention by drivers to the driving task. Countermeasures are available for both of these contributing factors. Providing greater protection for right turning vehicles requires road-based countermeasures. while the most promising countermeasure for inadequate allocation of attention is the installation in vehicles of collision avoidance systems. However. the latter countermeasure will only be available after further testing and refinement of current prototype systems.,True,ZVI7KQgAAAAJ:YsMSGLbcyi4C,33,https://digital.library.adelaide.edu.au/dspace/handle/2440/36417,6458448704648162116,/scholar?cites=6458448704648162116,,,https://digital.library.adelaide.edu.au/dspace/bitstream/2440/36417/1/CASR018.pdf,0,0,0
1324348,Hot rock geothermal energy plays in Australia,2009,BA Goldstein and AJ Hill and A Long and AR Budd and F Holgate and M Malavazos,,Proceedings of the 34th workshop on geothermal reservoir engineering,,9-11,Stanford University,Hot Rocks have potential to fuel competitive. emission free and renewable electricity for centuries to come. This potential is stimulating Enhanced (Engineered) Geothermal Systems projects worldwide. calling upon integrated expertise from the petroleum. minerals and power industries.Converting just 1% of Australia’s estimated Hot Rock crustal energy to electricity. from temperatures above 150 C and depths below 5 km (190 million PJ) would supply 26.000 years of Australia’s primary power use. and that neither takes into account the renewable characteristics of hot rocks. nor resources below 5.000 m.,True,ZVI7KQgAAAAJ:5nxA0vEk-isC,22,https://pangea.stanford.edu/ERE/pdf/IGAstandard/SGW/2009/goldstei.pdf,11344833306287582720,/scholar?cites=11344833306287582720,,,https://pangea.stanford.edu/ERE/pdf/IGAstandard/SGW/2009/goldstei.pdf,0,0,0
1324349,Reduction of speed limit from 110 km/h to 100 km/h on certain roads in South Australia: a preliminary evaluation,2006,Alexandra Denise Long and Craig Norman Kloeden and Paul Hutchinson and Jack McLean,,,,,Centre for Automotive Safety Research,In July 2003. the speed limit on approximately 1.100 km of rural arterial roads in South Australia was reduced from 110 km/h to 100 km/h. The crash experience on these roads in the two years before and the two years following the change has been compared with that on other roads where the 100 km/h limit was not changed. It appears that the speed limit reduction has had the effect of reducing casualty crashes by 20 per cent. However. the number of crashes on these roads is small and the time since the change is so short that this estimate is uncertain. It is reasonable to think that in the longer term the change might be anywhere between an increase of 4 per cent and a decrease of 44 per cent. There was a decrease in crashes and casualties on the 100 km/h roads where the speed limit did not change and that has been allowed for in the calculations. At six sites. speed measurements before and after the speed limit reduction were available: an average speed reduction of 2 km/h was found,True,ZVI7KQgAAAAJ:Zph67rFs4hoC,15,https://hekyll.services.adelaide.edu.au/dspace/handle/2440/36422,18292498003358230909,/scholar?cites=18292498003358230909,,,https://hekyll.services.adelaide.edu.au/dspace/bitstream/2440/36422/1/CASR024.pdf,0,0,0
1324350,Hot rocks down under–evolution of a new energy industry,2009,BA Goldstein and AJ Hill and A Long and A Budd and B Ayling and M MALAZAvOS,43,GRC Transactions,,185-198,,Hot Rocks (HR) have potential to fuel competitive. emission free and renewable electricity for centuries to come. This potential is stimulating Enhanced (Engineered) Geothermal Systems (EGS) projects worldwide. calling upon integrated expertise from the petroleum. minerals and power industries.Converting just 1% of Australia’s estimated HR crustal energy to electricity. from a minimum temperature of 150 C and to a maximum depth of 5 km (190 million PJ. equivalent to 52.777.778 TWh) would supply about 26.000 years of Australia’s primary power use. and that neither takes into account the renewable characteristics of HRs. nor resources below 5.000 m.,True,ZVI7KQgAAAAJ:KlAtU1dfN6UC,14,http://scholar.google.com/scholar?cluster=16593139640904832721&hl=en&oi=scholarr,16593139640904832721,/scholar?cites=16593139640904832721,,,,0,0,0
1324351,Determination of boundary conditions for pedestrian collision reconstructions,2008,RWG Anderson and AD Long and T Serre and C Masson,2008,Proceedings of the ICrash Conference,,,,,True,ZVI7KQgAAAAJ:Y0pCki6q_DkC,9,http://scholar.google.com/scholar?cluster=5473006973207068223&hl=en&oi=scholarr,5473006973207068223,/scholar?cites=5473006973207068223,,,,0,0,0
1324352,Adult pedal cycle casualties in South Australia,2007,TP Hutchinson and CN Kloeden and AD Long,11,Transport engineering in Australia,1,1-11,Engineers Australia,,True,ZVI7KQgAAAAJ:Tyk-4Ss8FVUC,5,,4848329208995780210,/scholar?cites=4848329208995780210,,,,0,0,0
1324353,Patterns of bicycle crashes in South Australia,2006,P Hutchinson and C Kloeden and A Long,,,,,Centre for Automotive Safety Research,Characteristics of pedal cycle crashes (as reported by the police) in South Australia. and how they have changed over the period 1981-2004. are examined. In 1981. pedal cyclist casualties were mostly children and teenagers. In 2004. pedal cyclist casualties were mostly spread across the age range from 16 to 49. Child pedal cyclist casualties reached a maximum in 1982-1987. and have fallen sharply since. Adult pedal cyclist casualties reached a maximum in 1987-1990. and then fell. The three main Sections of the report tabulate data for pedal cyclist casualties aged 5-15 for the period 2001-2004. data for pedal cyclist casualties aged 16 years and over for 2001-2004. and trends over the period 1981-2004.,True,ZVI7KQgAAAAJ:kNdYIx-mwKoC,4,https://hekyll.services.adelaide.edu.au/dspace/handle/2440/38968,16201468934409287707,/scholar?cites=16201468934409287707,,,https://hekyll.services.adelaide.edu.au/dspace/bitstream/2440/38968/1/CASR028.pdf,0,0,0
1324354,TOWARD UNDERSTANDING INDUCED SEISMICITY,2012,Betina Bendall and David Love and P Hough and M Malavazos and A Long and D Pepicelli,,Proceedings Thirty-Seventh Workshop on Geothermal Resources Engineering,,,,Induced seismicity is a phenomenon critical to the success of geothermal energy development as it provides a fundamental tool to assess and interpret geothermal reservoirs. In the case of Engineered Geothermal System (EGS) reservoirs. it is the only method currently employed to routinely image the volumetric distribution and dimensions of a fracture network during the early stages of reservoir development via massive hydraulic stimulation.,True,ZVI7KQgAAAAJ:UeHWp8X0CEIC,3,https://pangea.stanford.edu/ERE/pdf/IGAstandard/SGW/2012/Bendall2.pdf,11912711971312263875,/scholar?cites=11912711971312263875,,,https://pangea.stanford.edu/ERE/pdf/IGAstandard/SGW/2012/Bendall2.pdf,0,0,0
1324355,Converting geothermal plays to projects in Australia–a national review,2011,B Goldstein and B Bendall and A Long and A Budd,,Thirty-Sixth Workshop on Geothermal Reservoir Engineering,,,,Reliable well productivity will be the linchpin for success in Australian geothermal projects. Grant programs from the Australian Federal and state governments totalling AU $296 million (US $293 million) are targeting the conversion of identified geothermal resources into proven reserves via proofof-concept and demonstration projects. Australia’s geothermal projects are focused on developing both Engineered Geothermal System (EGS)(or Hot Rock systems) and Hot Sedimentary Aquifer (HSA) plays to generate electricity. power large scale air conditioning and industrial-scale direct use applications (including coal drying. mine water recycling and desalinization processes).Nationally. over the January 2000 through December 2010 term. applications for exploration licences have resulted in 56 companies holding 418 license areas (covering 477.000 km2) to progress proof-of-concept amagmatic EGS and HSA projects. In the term 2002 through 2010. more than AU $671 million (US $663 million) has been estimated spent on studies. geophysical surveys. drilling. reservoir stimulation and flow tests which comprise the work programs required to sustain tenure in geothermal licenses areas. In the term 2002-2015. investment for Australian proof-of-concept geothermal projects is forecast to exceed AU $3.227 million (US $3.187 million).,True,ZVI7KQgAAAAJ:qjMakFHDy7sC,3,https://pangea.stanford.edu/ERE/pdf/IGAstandard/SGW/2011/goldstein2.pdf,4568187841051839964,/scholar?cites=4568187841051839964,,,https://pangea.stanford.edu/ERE/pdf/IGAstandard/SGW/2011/goldstein2.pdf,0,0,0
