,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
44641,Targeting the DNA repair defect in BRCA mutant cells as a therapeutic strategy,2005,Hannah Farmer and Nuala McCabe and Christopher J Lord and Andrew NJ Tutt and Damian A Johnson and Tobias B Richardson and Manuela Santarosa and Krystyna J Dillon and Ian Hickson and Charlotte Knights and Niall MB Martin and Stephen P Jackson and Graeme CM Smith and Alan Ashworth,434,Nature,7035,917-921,Nature Publishing Group,BRCA1 and BRCA2 are important for DNA double-strand break repair by homologous recombination 1. and mutations in these genes predispose to breast and other cancers 2. Poly (ADP-ribose) polymerase (PARP) is an enzyme involved in base excision repair. a key pathway in the repair of DNA single-strand breaks 3. We show here that BRCA1 or BRCA2 dysfunction unexpectedly and profoundly sensitizes cells to the inhibition of PARP enzymatic activity. resulting in chromosomal instability. cell cycle arrest and subsequent apoptosis. This seems to be because the inhibition of PARP leads to the persistence of DNA lesions normally repaired by homologous recombination. These results illustrate how different pathways cooperate to repair damage. and suggest that the targeted inhibition of particular DNA repair pathways may allow the design of specific and less toxic therapies for cancer.,True,P7WYDHQAAAAJ:u5HHmVD_uO8C,5261,https://www.nature.com/articles/nature03445,5115644684342347050,/scholar?cites=5115644684342347050,,https://www.researchgate.net/profile/Ian_Hickson/publication/7907060_Targeting_the_DNA_repair_defect_in_BRCA_mutant_cells_as_a_therapeutic_strategy/links/0fcfd50abe504e36a3000000.pdf,0
44642,The DNA-damage response in human biology and disease,2009,Stephen P Jackson and Jiri Bartek,461,Nature,7267,1071-1078,Nature Publishing Group,The prime objective for every life form is to deliver its genetic material. intact and unchanged. to the next generation. This must be achieved despite constant assaults by endogenous and environmental agents on the DNA. To counter this threat. life has evolved several systems to detect DNA damage. signal its presence and mediate its repair. Such responses. which have an impact on a wide range of cellular events. are biologically significant because they prevent diverse human diseases. Our improving understanding of DNA-damage responses is providing new avenues for disease management.,True,P7WYDHQAAAAJ:9yKSN-GCB0IC,4417,https://www.nature.com/articles/nature08467,5108298808007227267,/scholar?cites=5108298808007227267,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2906700/,0
44643,DNA double-strand breaks: signaling. repair and the cancer connection,2001,Kum Kum Khanna and Stephen P Jackson,27,Nature genetics,3,247-254,Nature Publishing Group,To ensure the high-fidelity transmission of genetic information. cells have evolved mechanisms to monitor genome integrity. Cells respond to DNA damage by activating a complex DNA-damage-response pathway that includes cell-cycle arrest. the transcriptional and post-transcriptional activation of a subset of genes including those associated with DNA repair. and. under some circumstances. the triggering of programmed cell death. An inability to respond properly to. or to repair. DNA damage leads to genetic instability. which in turn may enhance the rate of cancer development. Indeed. it is becoming increasingly clear that deficiencies in DNA-damage signaling and repair pathways are fundamental to the etiology of most. if not all. human cancers. Here we describe recent progress in our understanding of how cells detect and signal the presence and repair of one particularly important form of DNA damage …,True,P7WYDHQAAAAJ:u-x6o8ySG0sC,2747,https://www.nature.com/articles/ng0301_247,1721476106287592121,/scholar?cites=1721476106287592121,,https://www.researchgate.net/profile/Kum_Khanna/publication/12090301_Khanna_KK_Jackson_SP_DNA_double-strand_breaks_Signaling_repair_and_the_cancer_connection_Nature_Gen27_247-254/links/5c6b442e4585156b5706a4ce/Khanna-KK-Jackson-SP-DNA-double-strand-breaks-Signaling-repair-and-the-cancer-connection-Nature-Gen27-247-254.pdf,0
44644,A DNA damage checkpoint response in telomere-initiated senescence,2003,Fabrizio d'Adda di Fagagna and Philip M Reaper and Lorena Clay-Farrace and Heike Fiegler and Philippa Carr and Thomas Von Zglinicki and Gabriele Saretzki and Nigel P Carter and Stephen P Jackson,426,Nature,6963,194-198,Nature Publishing Group,Most human somatic cells can undergo only a limited number of population doublings in vitro 1. This exhaustion of proliferative potential. called senescence. can be triggered when telomeres—the ends of linear chromosomes—cannot fulfil their normal protective functions. Here we show that senescent human fibroblasts display molecular markers characteristic of cells bearing DNA double-strand breaks. These markers include nuclear foci of phosphorylated histone H2AX and their co-localization with DNA repair and DNA damage checkpoint factors such as 53BP1. MDC1 and NBS1. We also show that senescent cells contain activated forms of the DNA damage checkpoint kinases CHK1 and CHK2. Furthermore. by chromatin immunoprecipitation and whole-genome scanning approaches. we show that the chromosome ends of senescent cells directly contribute to the DNA damage response. and that uncapped …,True,P7WYDHQAAAAJ:d1gkVwhDpl0C,2552,https://www.nature.com/articles/nature02118,16252004275071817648,/scholar?cites=16252004275071817648,,https://www.researchgate.net/profile/Gabriele_Saretzki/publication/9017538_d%27Adda_di_Fagagna_F_Reaper_PM_Clay-Farrace_L_Fiegler_H_Carr_P_Von_Zglinicki_T_Saretzki_G_Carter_NP_Jackson_SPA_DNA_damage_checkpoint_response_in_telomere-initiated_senescence_Nature_426_194-198/links/09e41508977e490bc8000000/dAdda-di-Fagagna-F-Reaper-PM-Clay-Farrace-L-Fiegler-H-Carr-P-Von-Zglinicki-T-Saretzki-G-Carter-NP-Jackson-SPA-DNA-damage-checkpoint-response-in-telomere-initiated-senescence-Nature-426-194-198.pdf,0
44645,Sensing and repairing DNA double-strand breaks,2002,Stephen P Jackson,23,Carcinogenesis,5,687-696,Oxford University Press,The DNA double-strand break (DSB) is the principle cytotoxic lesion for ionizing radiation and radio-mimetic chemicals but can also be caused by mechanical stress on chromosomes or when a replicative DNA polymerase encounters a DNA single-strand break or other type of DNA lesion. DSBs also occur as intermediates in various biological events. such as V(D)J recombination in developing lymphoid cells. Inaccurate repair or lack of repair of a DSB can lead to mutations or to larger-scale genomic instability through the generation of dicentric or acentric chromosomal fragments. Such genome changes may have tumourigenic potential. In other instances. DSBs can be sufficient to induce apoptosis. Because of the threats posed by DSBs. eukaryotic cells have evolved complex and highly conserved systems to rapidly and efficiently detect these lesions. signal their presence and bring about their repair. Here. I …,True,P7WYDHQAAAAJ:qjMakFHDy7sC,1435,https://academic.oup.com/carcin/article-abstract/23/5/687/2608214,1681966036149208695,/scholar?cites=1681966036149208695,,https://academic.oup.com/carcin/article/23/5/687/2608214,0
44646,Conserved modes of recruitment of ATM. ATR and DNA-PKcs to sites of DNA damage,2005,Jacob Falck and Julia Coates and Stephen P Jackson,434,Nature,7033,605-611,Nature Publishing Group,Ataxia-telangiectasia mutated (ATM). ataxia-telangiectasia and Rad3-related (ATR) and DNA-dependent protein kinase catalytic subunit (DNA-PKcs) are members of the phosphoinositide-3-kinase-related protein kinase (PIKK) family. and are rapidly activated in response to DNA damage. ATM and DNA-PKcs respond mainly to DNA double-strand breaks. whereas ATR is activated by single-stranded DNA and stalled DNA replication forks. In all cases. activation involves their recruitment to the sites of damage. Here we identify related. conserved carboxy-terminal motifs in human Nbs1. ATRIP and Ku80 proteins that are required for their interaction with ATM. ATR and DNA-PKcs. respectively. These motifs are essential not only for efficient recruitment of ATM. ATR and DNA-PKcs to sites of damage. but are also critical for ATM-. ATR-and DNA-PKcs-mediated signalling events that trigger cell cycle checkpoints and …,True,P7WYDHQAAAAJ:IjCSPb-OGe4C,1419,https://www.nature.com/articles/nature03442,6819653721989954816,/scholar?cites=6819653721989954816,,,0
44647,The DNA-dependent protein kinase: requirement for DNA ends and association with Ku antigen,1993,Tanya M Gottlieb and Stephen P Jackson,72,Cell,1,131-142,Cell Press,The DNAdepandent protein kinase (DNA-PK) phosphoryiates Spl and several other nuclear proteins. Here. we show that Spl and the DNA-PK must be coiocaiized on the same DNA molecule for efficient phosphorylation to occur. interestingly. we find that the DNA-PK binds to and is activated by the ends of DNA molecules. Furthermore. we show that the DNA binding properties of the DNA-PK are identical to those of Ku. a well&aractertzed human autoimmune anttgen. We demonstrate that the DNA-PK can be fractionated into two components. one of which is Ku and the other of which is a polypeptide of approximately 350 kd. DNA cross-linking and colmmunoprecipitatlon studies indicate that the catalytic 350 kd DNA-PK component is directed to DNA by protein-protein interactions with Ku. The implications of the unusual DNA Mnding mode and multicomponent nature of the DNA-PK are discussed. introductionTo …,True,P7WYDHQAAAAJ:2osOgNQ5qMEC,1376,https://www.cell.com/cell/pdf/0092-8674(93)90057-W.pdf,4994367337640938864,/scholar?cites=4994367337640938864,,,0
44648,Human CtIP promotes DNA end resection,2007,Alessandro A Sartori and Claudia Lukas and Julia Coates and Martin Mistrik and Shuang Fu and Jiri Bartek and Richard Baer and Jiri Lukas and Stephen P Jackson,450,Nature,7169,509-514,Nature Publishing Group,In the S and G2 phases of the cell cycle. DNA double-strand breaks (DSBs) are processed into single-stranded DNA. triggering ATR-dependent checkpoint signalling and DSB repair by homologous recombination. Previous work has implicated the MRE11 complex in such DSB-processing events. Here. we show that the human CtIP (RBBP8) protein confers resistance to DSB-inducing agents and is recruited to DSBs exclusively in the S and G2 cell-cycle phases. Moreover. we reveal that CtIP is required for DSB resection. and thereby for recruitment of replication protein A (RPA) and the protein kinase ATR to DSBs. and for the ensuing ATR activation. Furthermore. we establish that CtIP physically and functionally interacts with the MRE11 complex. and that both CtIP and MRE11 are required for efficient homologous recombination. Finally. we reveal that CtIP has sequence homology with Sae2. which is involved in …,True,P7WYDHQAAAAJ:_FxGoFyzp5QC,1336,https://www.nature.com/articles/nature06337/,10483737530685454888,/scholar?cites=10483737530685454888,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2409435/,0
44649,Identification and characterization of a novel and specific inhibitor of the ataxia-telangiectasia mutated kinase ATM,2004,Ian Hickson and Yan Zhao and Caroline J Richardson and Sharon J Green and Niall MB Martin and Alisdair I Orr and Philip M Reaper and Stephen P Jackson and Nicola J Curtin and Graeme CM Smith,64,Cancer research,24,9152-9159,American Association for Cancer Research,The serine/threonine protein kinase ATM signals to cell cycle and DNA repair components by phosphorylating downstream targets such as p53. CHK2. NBS1. and BRCA1. Mutation of ATM occurs in the human autosomal recessive disorder ataxia-telangiectasia. which is characterized by hypersensitivity to ionizing radiation and a failure of cells to arrest the cell cycle after the induction of DNA double-strand breaks. It has thus been proposed that ATM inhibition would cause cellular radio- and chemosensitization. Through screening a small molecule compound library developed for the phosphatidylinositol 3′-kinase–like kinase family. we identified an ATP-competitive inhibitor. 2-morpholin-4-yl-6-thianthren-1-yl-pyran-4-one (KU-55933). that inhibits ATM with an IC50 of 13 nmol/L and a Ki of 2.2 nmol/L. KU-55933 shows specificity with respect to inhibition of other phosphatidylinositol 3′-kinase–like kinases …,True,P7WYDHQAAAAJ:YsMSGLbcyi4C,1225,https://cancerres.aacrjournals.org/content/64/24/9152.short,12784208795845967474,/scholar?cites=12784208795845967474,,https://cancerres.aacrjournals.org/content/canres/64/24/9152.full.pdf,0
44650,ATM-and cell cycle-dependent regulation of ATR in response to DNA double-strand breaks,2006,Ali Jazayeri and Jacob Falck and Claudia Lukas and Jiri Bartek and Graeme CM Smith and Jiri Lukas and Stephen P Jackson,8,Nature cell biology,1,37-45,Nature Publishing Group,It is generally thought that the DNA-damage checkpoint kinases. ataxia-telangiectasia mutated (ATM) and ATM-and Rad3-related (ATR). work independently of one another. Here. we show that ATM and the nuclease activity of meiotic recombination 11 (Mre11) are required for the processing of DNA double-strand breaks (DSBs) to generate the replication protein A (RPA)-coated ssDNA that is needed for ATR recruitment and the subsequent phosphorylation and activation of Chk1. Moreover. we show that efficient ATM-dependent ATR activation in response to DSBs is restricted to the S and G2 cell cycle phases and requires CDK kinase activity. Thus. in response to DSBs. ATR activation is regulated by ATM in a cell-cycle dependent manner.,True,P7WYDHQAAAAJ:Y0pCki6q_DkC,1184,https://www.nature.com/articles/ncb1337,8859672754008698783,/scholar?cites=8859672754008698783,,https://www.researchgate.net/profile/Jacob_Falck_Hansen/publication/7441269_ATM-_and_cell_cycle-dependent_regulation_of_ATR_in_response_to_DNA_double-strand_breaks/links/02e7e534ed1b66a079000000/ATM-and-cell-cycle-dependent-regulation-of-ATR-in-response-to-DNA-double-strand-breaks.pdf,0
