,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1146676,Identification of highly active Fe sites in (Ni. Fe) OOH for electrocatalytic water splitting,2015,Daniel Friebel and Mary W Louie and Michal Bajdich and Kai E Sanwald and Yun Cai and Anna M Wise and Mu-Jeng Cheng and Dimosthenis Sokaras and Tsu-Chien Weng and Roberto Alonso-Mori and Ryan C Davis and John R Bargar and Jens K Nørskov and Anders Nilsson and Alexis T Bell,137,Journal of the American Chemical Society,3,1305-1313,American Chemical Society,Highly active catalysts for the oxygen evolution reaction (OER) are required for the development of photoelectrochemical devices that generate hydrogen efficiently from water using solar energy. Here. we identify the origin of a 500-fold OER activity enhancement that can be achieved with mixed (Ni.Fe)oxyhydroxides (Ni1–xFexOOH) over their pure Ni and Fe parent compounds. resulting in one of the most active currently known OER catalysts in alkaline electrolyte. Operando X-ray absorption spectroscopy (XAS) using high energy resolution fluorescence detection (HERFD) reveals that Fe3+ in Ni1–xFexOOH occupies octahedral sites with unusually short Fe–O bond distances. induced by edge-sharing with surrounding [NiO6] octahedra. Using computational methods. we establish that this structural motif results in near optimal adsorption energies of OER intermediates and low overpotentials at Fe sites. By contrast …,True,Ut8gtycAAAAJ:_Qo2XoVZTnwC,1323,https://pubs.acs.org/doi/abs/10.1021/ja511559d,5564211356103082421,/scholar?cites=5564211356103082421,,https://escholarship.org/content/qt6k0041j4/qt6k0041j4.pdf,0,0,0
1146677,Simultaneous femtosecond X-ray spectroscopy and diffraction of photosystem II at room temperature,2013,Jan Kern and Roberto Alonso-Mori and Rosalie Tran and Johan Hattne and Richard J Gildea and Nathaniel Echols and Carina Glöckner and Julia Hellmich and Hartawan Laksmono and Raymond G Sierra and Benedikt Lassalle-Kaiser and Sergey Koroidov and Alyssa Lampe and Guangye Han and Sheraz Gul and Dörte DiFiore and Despina Milathianaki and Alan R Fry and Alan Miahnahri and Donald W Schafer and Marc Messerschmidt and M Marvin Seibert and Jason E Koglin and Dimosthenis Sokaras and Tsu-Chien Weng and Jonas Sellberg and Matthew J Latimer and Ralf W Grosse-Kunstleve and Petrus H Zwart and William E White and Pieter Glatzel and Paul D Adams and Michael J Bogan and Garth J Williams and Sébastien Boutet and Johannes Messinger and Athina Zouni and Nicholas K Sauter and Vittal K Yachandra and Uwe Bergmann and Junko Yano,340,Science,6131,491-495,American Association for the Advancement of Science,Intense femtosecond x-ray pulses produced at the Linac Coherent Light Source (LCLS) were used for simultaneous x-ray diffraction (XRD) and x-ray emission spectroscopy (XES) of microcrystals of photosystem II (PS II) at room temperature. This method probes the overall protein structure and the electronic structure of the Mn4CaO5 cluster in the oxygen-evolving complex of PS II. XRD data are presented from both the dark state (S1) and the first illuminated state (S2) of PS II. Our simultaneous XRD-XES study shows that the PS II crystals are intact during our measurements at the LCLS. not only with respect to the structure of PS II. but also with regard to the electronic structure of the highly radiation-sensitive Mn4CaO5 cluster. opening new directions for future dynamics studies.,True,Ut8gtycAAAAJ:3fE2CSJIrl8C,380,https://science.sciencemag.org/content/340/6131/491.abstract,2563420913799209429,/scholar?cites=2563420913799209429,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3732582/,0,0,0
1146678,Tracking excited-state charge and spin dynamics in iron coordination complexes,2014,Wenkai Zhang and Roberto Alonso-Mori and Uwe Bergmann and Christian Bressler and Matthieu Chollet and Andreas Galler and Wojciech Gawelda and Ryan G Hadt and Robert W Hartsock and Thomas Kroll and Kasper S Kjær and Katharina Kubiček and Henrik T Lemke and Huiyang W Liang and Drew A Meyer and Martin M Nielsen and Carola Purser and Joseph S Robinson and Edward I Solomon and Zheng Sun and Dimosthenis Sokaras and Tim B Van Driel and György Vankó and Tsu-Chien Weng and Diling Zhu and Kelly J Gaffney,509,Nature,7500,345-348,Nature Publishing Group,Crucial to many light-driven processes in transition metal complexes is the absorption and dissipation of energy by 3d electrons 1. 2. 3. 4. But a detailed understanding of such non-equilibrium excited-state dynamics and their interplay with structural changes is challenging: a multitude of excited states and possible transitions result in phenomena too complex to unravel when faced with the indirect sensitivity of optical spectroscopy to spin dynamics 5 and the flux limitations of ultrafast X-ray sources 6. 7. Such a situation exists for archetypal polypyridyl iron complexes. such as [Fe (2. 2′-bipyridine) 3] 2+. where the excited-state charge and spin dynamics involved in the transition from a low-to a high-spin state (spin crossover) have long been a source of interest and controversy 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. Here we demonstrate that femtosecond resolution X-ray fluorescence spectroscopy. with its sensitivity to …,True,Ut8gtycAAAAJ:9ZlFYXVOiuMC,353,https://www.nature.com/articles/nature13252,3352004326861381834,/scholar?cites=3352004326861381834,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5668134/,0,0,0
1146679,Structure of photosystem II and substrate binding at room temperature,2016,Iris D Young and Mohamed Ibrahim and Ruchira Chatterjee and Sheraz Gul and Franklin D Fuller and Sergey Koroidov and Aaron S Brewster and Rosalie Tran and Roberto Alonso-Mori and Thomas Kroll and Tara Michels-Clark and Hartawan Laksmono and Raymond G Sierra and Claudiu A Stan and Rana Hussein and Miao Zhang and Lacey Douthit and Markus Kubin and Casper De Lichtenberg and Long Vo Pham and Håkan Nilsson and Mun Hon Cheah and Dmitriy Shevela and Claudio Saracini and Mackenzie A Bean and Ina Seuffert and Dimosthenis Sokaras and Tsu-Chien Weng and Ernest Pastor and Clemens Weninger and Thomas Fransson and Louise Lassalle and Philipp Bräuer and Pierre Aller and Peter T Docker and Babak Andi and Allen M Orville and James M Glownia and Silke Nelson and Marcin Sikorski and Diling Zhu and Mark S Hunter and Thomas J Lane and Andy Aquila and Jason E Koglin and Joseph Robinson and Mengning Liang and Sébastien Boutet and Artem Y Lyubimov and Monarin Uervirojnangkoorn and Nigel W Moriarty and Dorothee Liebschner and Pavel V Afonine and David G Waterman and Gwyndaf Evans and Philippe Wernet and Holger Dobbek and William I Weis and Axel T Brunger and Petrus H Zwart and Paul D Adams and Athina Zouni and Johannes Messinger and Uwe Bergmann and Nicholas K Sauter and Jan Kern and Vittal K Yachandra and Junko Yano,540,Nature,7633,453-457,Nature Publishing Group,Light-induced oxidation of water by photosystem II (PS II) in plants. algae and cyanobacteria has generated most of the dioxygen in the atmosphere. PS II. a membrane-bound multi-subunit pigment protein complex. couples the one-electron photochemistry at the reaction centre with the four-electron redox chemistry of water oxidation at the Mn 4 CaO 5 cluster in the oxygen-evolving complex (OEC). Under illumination. the OEC cycles through five intermediate S-states (S 0 to S 4) 1. in which S 1 is the dark-stable state and S 3 is the last semi-stable state before O–O bond formation and O 2 evolution 2. 3. A detailed understanding of the O–O bond formation mechanism remains a challenge. and will require elucidation of both the structures of the OEC in the different S-states and the binding of the two substrate waters to the catalytic site 4. 5. 6. Here we report the use of femtosecond pulses from an X-ray free electron …,True,Ut8gtycAAAAJ:YpRCXavlr0AC,251,https://www.nature.com/articles/nature20161,13918467708273735196,/scholar?cites=13918467708273735196,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5201176/,0,0,0
1146680,Architecture of the synaptotagmin–SNARE machinery for neuronal exocytosis,2015,Qiangjun Zhou and Ying Lai and Taulant Bacaj and Minglei Zhao and Artem Y Lyubimov and Monarin Uervirojnangkoorn and Oliver B Zeldin and Aaron S Brewster and Nicholas K Sauter and Aina E Cohen and S Michael Soltis and Roberto Alonso-Mori and Matthieu Chollet and Henrik T Lemke and Richard A Pfuetzner and Ucheor B Choi and William I Weis and Jiajie Diao and Thomas C Südhof and Axel T Brunger,525,Nature,7567,62-67,Nature Publishing Group,Synaptotagmin-1 and neuronal SNARE proteins have central roles in evoked synchronous neurotransmitter release; however. it is unknown how they cooperate to trigger synaptic vesicle fusion. Here we report atomic-resolution crystal structures of Ca 2+-and Mg 2+-bound complexes between synaptotagmin-1 and the neuronal SNARE complex. one of which was determined with diffraction data from an X-ray free-electron laser. leading to an atomic-resolution structure with accurate rotamer assignments for many side chains. The structures reveal several interfaces. including a large. specific. Ca 2+-independent and conserved interface. Tests of this interface by mutagenesis suggest that it is essential for Ca 2+-triggered neurotransmitter release in mouse hippocampal neuronal synapses and for Ca 2+-triggered vesicle fusion in a reconstituted system. We propose that this interface forms before Ca 2+ triggering …,True,Ut8gtycAAAAJ:BqipwSGYUEgC,214,https://www.nature.com/articles/nature14975,16642442858972979956,/scholar?cites=16642442858972979956,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4607316/,0,0,0
1146681,Taking snapshots of photosynthetic water oxidation using femtosecond X-ray diffraction and spectroscopy,2014,Jan Kern and Rosalie Tran and Roberto Alonso-Mori and Sergey Koroidov and Nathaniel Echols and Johan Hattne and Mohamed Ibrahim and Sheraz Gul and Hartawan Laksmono and Raymond G Sierra and Richard J Gildea and Guangye Han and Julia Hellmich and Benedikt Lassalle-Kaiser and Ruchira Chatterjee and Aaron S Brewster and Claudiu A Stan and Carina Glöckner and Alyssa Lampe and Dörte DiFiore and Despina Milathianaki and Alan R Fry and M Marvin Seibert and Jason E Koglin and Erik Gallo and Jens Uhlig and Dimosthenis Sokaras and Tsu-Chien Weng and Petrus H Zwart and David E Skinner and Michael J Bogan and Marc Messerschmidt and Pieter Glatzel and Garth J Williams and Sébastien Boutet and Paul D Adams and Athina Zouni and Johannes Messinger and Nicholas K Sauter and Uwe Bergmann and Junko Yano and Vittal K Yachandra,5,Nature communications,,4371,Nature Publishing Group,The dioxygen we breathe is formed by light-induced oxidation of water in photosystem II. O 2 formation takes place at a catalytic manganese cluster within milliseconds after the photosystem II reaction centre is excited by three single-turnover flashes. Here we present combined X-ray emission spectra and diffraction data of 2-flash (2F) and 3-flash (3F) photosystem II samples. and of a transient 3F’state (250 μs after the third flash). collected under functional conditions using an X-ray free electron laser. The spectra show that the initial O–O bond formation. coupled to Mn reduction. does not yet occur within 250 μs after the third flash. Diffraction data of all states studied exhibit an anomalous scattering signal from Mn but show no significant structural changes at the present resolution of 4.5 Å. This study represents the initial frames in a molecular movie of the structural changes during the catalytic reaction in photosystem II.,True,Ut8gtycAAAAJ:qUcmZB5y_30C,192,https://www.nature.com/articles/ncomms5371,6761871953126123483,/scholar?cites=6761871953126123483,,https://www.nature.com/articles/ncomms5371,0,0,0
1146682,Structures of the intermediates of Kok’s photosynthetic water oxidation clock,2018,Jan Kern and Ruchira Chatterjee and Iris D Young and Franklin D Fuller and Louise Lassalle and Mohamed Ibrahim and Sheraz Gul and Thomas Fransson and Aaron S Brewster and Roberto Alonso-Mori and Rana Hussein and Miao Zhang and Lacey Douthit and Casper de Lichtenberg and Mun Hon Cheah and Dmitry Shevela and Julia Wersig and Ina Seuffert and Dimosthenis Sokaras and Ernest Pastor and Clemens Weninger and Thomas Kroll and Raymond G Sierra and Pierre Aller and Agata Butryn and Allen M Orville and Mengning Liang and Alexander Batyuk and Jason E Koglin and Sergio Carbajo and Sébastien Boutet and Nigel W Moriarty and James M Holton and Holger Dobbek and Paul D Adams and Uwe Bergmann and Nicholas K Sauter and Athina Zouni and Johannes Messinger and Junko Yano and Vittal K Yachandra,563,Nature,7731,421-425,Nature Publishing Group,Inspired by the period-four oscillation in flash-induced oxygen evolution of photosystem II discovered by Joliot in 1969. Kok performed additional experiments and proposed a five-state kinetic model for photosynthetic oxygen evolution. known as Kok’s S-state clock or cycle 1. 2. The model comprises four (meta) stable intermediates (S 0. S 1. S 2 and S 3) and one transient S 4 state. which precedes dioxygen formation occurring in a concerted reaction from two water-derived oxygens bound at an oxo-bridged tetra manganese calcium (Mn 4 CaO 5) cluster in the oxygen-evolving complex 3. 4. 5. 6. 7. This reaction is coupled to the two-step reduction and protonation of the mobile plastoquinone Q B at the acceptor side of PSII. Here. using serial femtosecond X-ray crystallography and simultaneous X-ray emission spectroscopy with multi-flash visible laser excitation at room temperature. we visualize all (meta) stable …,True,Ut8gtycAAAAJ:gNsIjQZ6FscC,186,https://www.nature.com/articles/s41586-018-0681-2,17062342950561403997,/scholar?cites=17062342950561403997,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6485242/,0,0,0
1146683,Nanoflow electrospinning serial femtosecond crystallography,2012,Raymond G Sierra and Hartawan Laksmono and Jan Kern and Rosalie Tran and Johan Hattne and Roberto Alonso-Mori and Benedikt Lassalle-Kaiser and Carina Glöckner and Julia Hellmich and Donald W Schafer and Nathaniel Echols and Richard J Gildea and Ralf W Grosse-Kunstleve and Jonas Sellberg and Trevor A McQueen and Alan R Fry and Marc M Messerschmidt and Alan Miahnahri and M Marvin Seibert and Christina Y Hampton and Dmitri Starodub and N Duane Loh and Dimosthenis Sokaras and T-C Weng and Petrus H Zwart and Pieter Glatzel and Despina Milathianaki and William E White and Paul D Adams and Garth J Williams and Sébastien Boutet and Athina Zouni and Johannes Messinger and Nicholas K Sauter and Uwe Bergmann and Junko Yano and Vittal K Yachandra and Michael J Bogan,68,Acta Crystallographica Section D: Biological Crystallography,11,1584-1587,International Union of Crystallography,An electrospun liquid microjet has been developed that delivers protein microcrystal suspensions at flow rates of 0.14–3.1 µl min−1 to perform serial femtosecond crystallography (SFX) studies with X-ray lasers. Thermolysin microcrystals flowed at 0.17 µl min−1 and diffracted to beyond 4 Å resolution. producing 14 000 indexable diffraction patterns. or four per second. from 140 µg of protein. Nanoflow electrospinning extends SFX to biological samples that necessitate minimal sample consumption.,True,Ut8gtycAAAAJ:Se3iqnhoufwC,179,https://scripts.iucr.org/cgi-bin/paper?lv5021,9317090526547388312,/scholar?cites=9317090526547388312,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3478121/,0,0,0
1146684,Room temperature femtosecond X-ray diffraction of photosystem II microcrystals,2012,Jan Kern and Roberto Alonso-Mori and Julia Hellmich and Rosalie Tran and Johan Hattne and Hartawan Laksmono and Carina Glöckner and Nathaniel Echols and Raymond G Sierra and Jonas Sellberg and Benedikt Lassalle-Kaiser and Richard J Gildea and Pieter Glatzel and Ralf W Grosse-Kunstleve and Matthew J Latimer and Trevor A McQueen and Dörte DiFiore and Alan R Fry and Marc Messerschmidt and Alan Miahnahri and Donald W Schafer and M Marvin Seibert and Dimosthenis Sokaras and Tsu-Chien Weng and Petrus H Zwart and William E White and Paul D Adams and Michael J Bogan and Sébastien Boutet and Garth J Williams and Johannes Messinger and Nicholas K Sauter and Athina Zouni and Uwe Bergmann and Junko Yano and Vittal K Yachandra,109,Proceedings of the National Academy of Sciences,25,9721-9726,National Acad Sciences,Most of the dioxygen on earth is generated by the oxidation of water by photosystem II (PS II) using light from the sun. This light-driven. four-photon reaction is catalyzed by the Mn4CaO5 cluster located at the lumenal side of PS II. Various X-ray studies have been carried out at cryogenic temperatures to understand the intermediate steps involved in the water oxidation mechanism. However. the necessity for collecting data at room temperature. especially for studying the transient steps during the O–O bond formation. requires the development of new methodologies. In this paper we report room temperature X-ray diffraction data of PS II microcrystals obtained using ultrashort (< 50 fs) 9 keV X-ray pulses from a hard X-ray free electron laser. namely the Linac Coherent Light Source. The results presented here demonstrate that the ”probe before destroy” approach using an X-ray free electron laser works even for the …,True,Ut8gtycAAAAJ:ufrVoPGSRksC,170,https://www.pnas.org/content/109/25/9721.short,2059904613072114659,/scholar?cites=2059904613072114659,,https://www.pnas.org/content/pnas/109/25/9721.full.pdf,0,0,0
1146685,The X-ray pump–probe instrument at the linac coherent light source,2015,Matthieu Chollet and Roberto Alonso-Mori and Marco Cammarata and Daniel Damiani and Jim Defever and James T Delor and Yiping Feng and James M Glownia and J Brian Langton and Silke Nelson and Kelley Ramsey and Aymeric Robert and Marcin Sikorski and Sanghoon Song and Daniel Stefanescu and Venkat Srinivasan and Diling Zhu and Henrik T Lemke and David M Fritz,22,Journal of synchrotron radiation,3,503-507,International Union of Crystallography,The X-ray Pump–Probe instrument achieves femtosecond time-resolution with hard X-ray methods using a free-electron laser source. It covers a photon energy range of 4–24 keV. A femtosecond optical laser system is available across a broad spectrum of wavelengths for generating transient states of matter. The instrument is designed to emphasize versatility and the scientific goals encompass ultrafast physical. chemical and biological processes involved in the transformation of matter and transfer of energy at the atomic scale.,True,Ut8gtycAAAAJ:blknAaTinKkC,158,https://scripts.iucr.org/cgi-bin/paper?yi5004,13121065010818384418,/scholar?cites=13121065010818384418,,https://journals.iucr.org/s/issues/2015/03/00/yi5004/yi5004.pdf,0,0,0
