,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1315492,Assessment of cow dung as a supplementary fuel in a downdraft biomass gasifier,2010,Prokash C Roy and Amitava Datta and Niladri Chakraborty,35,Renewable Energy,2,379-386,Pergamon,A model of downdraft gasifier has been described considering thermodynamic equilibrium of species in the pyro-oxidation zone and kinetically controlled reduction reactions in the reduction zone. It is found that the sole use of cow dung as the gasifier fuel is not technically feasible. This is due to very low heating value of the producer gas with much carbon leaving the gasifier as char. However. cow dung can be used as a supplementary fuel blended with a conventional woody biomass. like sawdust. The increased fraction of cow dung in the fuel blend renders the gasification process less efficient. when the gasifier is operated at a particular equivalence ratio. Both the producer gas production rate and its heating value reduce with the increase in the cow dung content in the biomass fuel blend. leading to an overall reduction in the gasifier conversion efficiency. It is observed that an increase in the cow dung content …,True,CnDnkBkAAAAJ:u-x6o8ySG0sC,64,https://www.sciencedirect.com/science/article/pii/S0960148109001256,10657080061340802423,/scholar?cites=10657080061340802423,,,https://www.academia.edu/download/48973915/j.renene.2009.03.02220160919-6825-1yy4y3j.pdf,0,0,0
1315493,Modelling of a downdraft biomass gasifier with finite rate kinetics in the reduction zone,2009,Prokash C Roy and Amitava Datta and Niladri Chakraborty,33,International Journal of Energy Research,9,833-851,John Wiley & Sons. Ltd.,A model of a downdraft gasifier has been developed based on chemical equilibrium in the pyro‐oxidation zone and finite rate kinetic‐controlled chemical reactions in the reduction zone. The char reactivity factor (CRF) in the reduction zone. representing the number of active sites on the char and its degree of burn out. has been optimized by comparing the model predictions against the experimental results from the literature. The model predictions agree well with the temperature distribution and exit gas composition obtained from the experiments at CRF=100. A detailed parametric study has been performed at different equivalence ratios (between 2 and 3.4) and moisture content (in the range of 0–40%) in the fuel to obtain the composition of the producer gas as well as its heating value. It is observed that the heating value of the producer gas increases with the increase in the equivalence ratio and decrease in the …,True,CnDnkBkAAAAJ:u5HHmVD_uO8C,48,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.1517,14898965580285456909,/scholar?cites=14898965580285456909,,,,0,0,0
1315494,An assessment of different biomass feedstocks in a downdraft gasifier for engine application,2013,PC Roy and A Datta and N Chakraborty,106,Fuel,,864-868,Elsevier,A performance analysis of downdraft biomass gasifier has been done using an equilibrium model for the pyro-oxidation zone and kinetic model for the reduction zone. The motivation of the analysis is to find out the suitable operating parameters when different biomass feedstocks are used in the gasifier as fuel. The study has been carried out with three woody biomass (rubber wood. eucalyptus wood and bamboo wood). two agricultural wastes (wheat straw and rice straw) and coconut shell. The fuel feed rate. equivalence ratio and feed particle size are adjusted to target the critical char bed length. constant gas production rate and pressure drop with every biomass. such that the gasifier with its accessories can be optimally used. However. it is found that the heating value of the producer gas and the bio-energy generation rate in the gasification process would change with the variation in the gasifier fuel. This will …,True,CnDnkBkAAAAJ:zYLM7Y9cAGgC,39,https://www.sciencedirect.com/science/article/pii/S0016236112010770,96096668366549611,/scholar?cites=96096668366549611,,,https://www.academia.edu/download/52608714/1-s2.0-S0016236112010770-main.pdf,0,0,0
1315495,Influence of heater aspect ratio on natural convection in a rectangular enclosure,2016,Nirmalendu Biswas and Pallab S Mahapatra and Nirmal K Manna and Prokash C Roy,37,Heat Transfer Engineering,2,125-139,Taylor & Francis,Analysis of natural convection with heating source protruding from the nonheated lower surface of a rectangular enclosure has been performed using experimental apparatus of a two-dimensional particle image velocimetry system. Results obtained from the experiments are used to validate the numerical simulations. Extensive numerical simulation is carried out using in-house code based on the finite-volume method and the SIMPLE algorithm. Heat transfer and entropy generation are estimated numerically for a protruding heater of different perimeters and aspect ratios. Rayleigh number. and Prandtl number. It is found that the Rayleigh number. Prandtl number. and heater sizes have strong influence on the flow fields. thermal mixing. heat transfer characteristics. and entropy production rate in the enclosure. The analysis indicates that a high thermal mixing may not be the most favorable situation for achieving …,True,CnDnkBkAAAAJ:9ZlFYXVOiuMC,21,https://www.tandfonline.com/doi/abs/10.1080/01457632.2015.1044392,6618682303856705853,/scholar?cites=6618682303856705853,,,,0,0,0
1315496,Role of biomass energy for sustainable development of rural India: case studies,2013,PC Roy,3,International Journal of Emerging Technology and Advanced Engineering,,577-582,,Biomass has a very high potential as a renewable energy resource because of its reliability and availability everywhere around the globe. It is the fourth highest primary energy resource in the world after oil. coal. and gas. contributing about 10.6% of the global primary energy supply. Many studies suggest that biomass can become an important primary energy source in the future global energy system. with dedicated biomass plantations being the major biomass supply source. Biomass can be converted into three main types of product: electrical/heat energy. transport fuel and chemical feedstock. Energy can be recovered from biomass either by direct combustion of the fuel or through initial gasification and subsequent combustion. Both methods are favoured because of its efficient and environment-friendly applications. Gasification is the process of generation of combustible mixture of H2. CO. CO2. CH4 and N2 with lower heating value commonly known as producer gas. These gases are used in many applications based on the conversion technology and fuel preparation. Biogas gas can also be generated by biochemical process to be utilized for cooking and engine operation. In the present paper. role of biomass energy for sustainable development of rural India has been discussed. Implementation of such cases have been presented and discussed.,True,CnDnkBkAAAAJ:eQOLeE2rZwMC,15,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.414.5196&rep=rep1&type=pdf,16691376367457322733,/scholar?cites=16691376367457322733,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.414.5196&rep=rep1&type=pdf,0,0,0
1315497,Optimization of a stand‐alone Solar PV‐Wind‐DG Hybrid System for Distributed Power Generation at Sagar Island,2010,PC Roy and A Majumder and N Chakraborty,1298,AIP Conference Proceedings,1,260-265,American Institute of Physics,An estimation of a stand‐alone solar PV and wind hybrid system for distributed power generation has been made based on the resources available at Sagar island. a remote area distant to grid operation. Optimization and sensitivity analysis has been made to evaluate the feasibility and size of the power generation unit. A comparison of the different modes of hybrid system has been studied. It has been estimated that Solar PV‐Wind‐DG hybrid system provides lesser per unit electricity cost. Capital investment is observed to be lesser when the system run with Wind‐DG compared to Solar PV‐DG.,True,CnDnkBkAAAAJ:Y0pCki6q_DkC,8,https://aip.scitation.org/doi/abs/10.1063/1.3516313,1008926808525149764,/scholar?cites=1008926808525149764,,,,0,0,0
1315498,Three point bending test of fibre reinforced particulate Composites,2016,A Saha and PC Roy and N Modak,,International Journal of Scientific & Engineering Research,,,,Three point bending test of a carbon fibre reinforced particulate composite are made by graphite. Al₂O₃. Mg (OH) ₂. carbon fibre and epoxy. The flexural stress. flexural strain and maximum bending strength are investigated by ‘Instron testing machine’to study material characteristics. In this work graphite. Al₂O₃. Mg (OH) ₂. carbon fibre and epoxy are mixed in different composition and prepared five samples of composite material. It is observed that the composite with a composition of 13% graphite. 13% Al₂O₃. 13% Mg (OH) ₂. 3% carbon fibre and 58% epoxy shows high bending strength of about 135 X 106 N/m2 among the other composites.,True,CnDnkBkAAAAJ:R3hNpaxXUhUC,5,http://scholar.google.com/scholar?cluster=4345198966129561722&hl=en&oi=scholarr,4345198966129561722,/scholar?cites=4345198966129561722,,,,0,0,0
1315499,Hybrid energy system simulation for sustainable energy utilization,2013,D Bhattacharyya and PC Roy,3,International Journal of Emerging Technology and Advanced Engineering,3,622-627,,Complex power generation scheduling. correlated uncertainties. environmental issues and hybrid energy system modeling have become very important research topics due to rapid growth of large-scale distributed renewable energy system. deregulated electric power markets and responsive demand. The intermittent nature of the primal energy sources (ie wind. sun. water) increases uncertainty as well as the complexity of the hybrid renewable energy systems. In hybrid energy system. different renewable sources of energy are integrated together to operate under changing natural conditions. Different types of hybrid power systems namely wind/FC/UC-based hybrid power generation system. solar cell/wind turbine/fuel cell hybrid power system. and solar cell (SC). wind turbine (WT). fuel cell (FC) and ultra capacitor (UC) systems. can be operated to achieve minimum or negligible fluctuation of power output from hybrid power system with respect to changes in load and environmental conditions. Simulation and optimization of hybrid renewable energy systems having different combination of energy sources have been carried out by several researchers. In the present paper. a study has been made for hybrid energy system simulation for sustainable energy utilization.,True,CnDnkBkAAAAJ:3fE2CSJIrl8C,5,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.414.2&rep=rep1&type=pdf,10209296160902963719,/scholar?cites=10209296160902963719,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.414.2&rep=rep1&type=pdf,0,0,0
1315500,Kinetic model of the reduction zone of a downdraft biomass gasifier,2013,PC Roy and A Datta and N Chakraborty,3,International Journal of Emerging Technology and Advanced Engineering,,591-597,,The model has been developed by considering two distinct zones in the downdraft gasifier: pyro-oxidation zone and reduction zone. The process in the pyro-oxidation zone has been solved based on the chemical equilibrium consideration considering water gas shift reaction and methanation reaction. The composition of different species (H2. CO. CO2. CH4. H2O. N2 and Char) and the temperature of the gas which flows from the pyro-oxidation to the reduction zone are obtained. Reduction zone has been modeled based on chemical kinetics of reduction reactions by char considering a large number of elemental control volumes along the length of the zone to predict final gas composition. The species and energy balances have been performed across each control volume considering the finite rate of chemical reactions. The contributions of ash in the fuel and heat loss from the downdraft gasifier have been considered in the energy balance equation. In the present modified model pressure drop across the reduction zone has been calculated considering a packed bed of char particles of varying particle diameter due to the char reduction through the zone. Effect of equivalence ratio and moisture content of the biomass have been studied based on the modified model.,True,CnDnkBkAAAAJ:UebtZRa9Y70C,5,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.414.1204&rep=rep1&type=pdf,14871502781213198274,/scholar?cites=14871502781213198274,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.414.1204&rep=rep1&type=pdf,0,0,0
1315501,Some Theoretical and Experimental Studies on Pulse Tube Refrigeration System,2004,PC Roy,,,,,,,True,CnDnkBkAAAAJ:blknAaTinKkC,5,http://scholar.google.com/scholar?cluster=1140525774887055056&hl=en&oi=scholarr,1140525774887055056,/scholar?cites=1140525774887055056,,,,0,0,0
