,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1274665,Observation of a new particle in the search for the Standard Model Higgs boson with the ATLAS detector at the LHC,2012,Georges Aad and Tatevik Abajyan and B Abbott and J Abdallah and S Abdel Khalek and Ahmed Ali Abdelalim and O Abdinov and R Aben and B Abi and M Abolins and OS AbouZeid and H Abramowicz and H Abreu and BS Acharya and L Adamczyk and DL Adams and TN Addy and J Adelman and S Adomeit and P Adragna and T Adye and S Aefsky and JA Aguilar-Saavedra and M Agustoni and M Aharrouche and SP Ahlen and F Ahles and A Ahmad and M Ahsan and G Aielli and T Akdogan and TPA Åkesson and G Akimoto and AV Akimov and MS Alam and MA Alam and J Albert and S Albrand and M Aleksa and IN Aleksandrov and F Alessandria and C Alexa and G Alexander and G Alexandre and T Alexopoulos and M Alhroob and M Aliev and G Alimonti and J Alison and BMM Allbrooke and PP Allport and SE Allwood-Spiers and J Almond and A Aloisio and R Alon and A Alonso and F Alonso and A Altheimer and B Alvarez Gonzalez and MG Alviggi and K Amako and C Amelung and VV Ammosov and SP Amor Dos Santos and A Amorim and N Amram and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and KJ Anderson and A Andreazza and V Andrei and M-L Andrieux and XS Anduaga and S Angelidakis,716,Physics Letters B,1,1-29,North-Holland,A search for the Standard Model Higgs boson in proton–proton collisions with the ATLAS detector at the LHC is presented. The datasets used correspond to integrated luminosities of approximately 4.8 fb− 1 collected at s= 7 TeV in 2011 and 5.8 fb− 1 at s= 8 TeV in 2012. Individual searches in the channels H→ Z Z (⁎)→ 4 ℓ. H→ γ γ and H→ W W (⁎)→ e ν μ ν in the 8 TeV data are combined with previously published results of searches for H→ Z Z (⁎). W W (⁎). b b¯ and τ+ τ− in the 7 TeV data and results from improved analyses of the H→ Z Z (⁎)→ 4 ℓ and H→ γ γ channels in the 7 TeV data. Clear evidence for the production of a neutral boson with a measured mass of 126.0±0.4 (stat)±0.4 (sys) GeV is presented. This observation. which has a significance of 5.9 standard deviations. corresponding to a background fluctuation probability of 1.7× 10− 9. is compatible with the production and decay of the Standard Model …,True,CIQdaf8AAAAJ:u5HHmVD_uO8C,19979,https://www.sciencedirect.com/science/article/pii/S037026931200857X,1650605866782918575,/scholar?cites=1650605866782918575,,,https://www.sciencedirect.com/science/article/pii/S037026931200857X,0,0,0
1274666,Review of particle physics,2012,Juerg Beringer and JF Arguin and RM Barnett and K Copic and O Dahl and DE Groom and CJ Lin and J Lys and H Murayama and CG Wohl and WM Yao and PA Zyla and C Amsler and M Antonelli and DM Asner and H Baer and HR Band and T Basaglia and CW Bauer and JJ Beatty and VI Belousov and E Bergren and G Bernardi and W Bertl and S Bethke and H Bichsel and O Biebel and E Blucher and S Blusk and G Brooijmans and O Buchmueller and RN Cahn and M Carena and A Ceccucci and D Chakraborty and MC Chen and RS Chivukula and G Cowan and G D'ambrosio and T Damour and D De Florian and Andre Luiz De Gouvea and T DeGrand and P De Jong and G Dissertori and B Dobrescu and M Doser and M Drees and DA Edwards and S Eidelman and J Erler and VV Ezhela and W Fetscher and BD Fields and B Foster and TK Gaisser and L Garren and HJ Gerber and G Gerbier and T Gherghetta and S Golwala and M Goodman and C Grab and AV Gritsan and JF Grivaz and Martin Grünewald and A Gurtu and T Gutsche and HE Haber and K Hagiwara and C Hagmann and C Hanhart and S Hashimoto and KG Hayes and M Heffner and B Heltsley and JJ Hernández-Rey and K Hikasa and A Höcker and J Holder and A Holtkamp and J Huston,86,"Physical Review D-Particles, Fields, Gravitation and Cosmology",1,010001,,This biennial Review summarizes much of particle physics. Using data from previous editions. plus 2658 new measurements from 644 papers. we list. evaluate. and average measured properties of gauge bosons. leptons. quarks. mesons. and baryons. We summarize searches for hypothetical particles such as Higgs bosons. heavy neutrinos. and supersymmetric particles. All the particle properties and search limits are listed in Summary Tables. We also give numerous tables. figures. formulae. and reviews of topics such as the Standard Model. particle detectors. probability. and statistics. Among the 112 reviews are many that are new or heavily revised including those on Heavy-Quark and Soft-Collinear Effective Theory. Neutrino Cross Section Measurements. Monte Carlo Event Generators. Lattice QCD. Heavy Quarkonium Spectroscopy. Top Quark. Dark Matter. V cb & V ub. Quantum Chromodynamics. High-Energy Collider Parameters. Astrophysical Constants. Cosmological Parameters. and Dark Matter. A booklet is available containing the Summary Tables and abbreviated versions of some of the other sections of this full Review. All tables. listings. and reviews (and errata) are also available on the Particle Data Group website: http://pdg. lbl. gov/. The 2012 edition of Review of Particle Physics is published for the Particle Data Group as article 010001 in volume 86 of Physical Review D. This edition should be cited as: J. Beringer et al.(Particle Data Group). Phys. Rev. D 86. 010001 (2012).,True,CIQdaf8AAAAJ:GtszHNlY0egC,10592,https://www.scholars.northwestern.edu/en/publications/review-of-particle-physics-7,8780254662138311537,/scholar?cites=8780254662138311537,,,https://www.scholars.northwestern.edu/en/publications/review-of-particle-physics-7,0,0,0
1274667,The ATLAS simulation infrastructure,2010,Georges Aad and B Abbott and J Abdallah and AA Abdelalim and Abdelmalek Abdesselam and B Abi and M Abolins and H Abramowicz and H Abreu and BS Acharya and DL Adams and TN Addy and J Adelman and C Adorisio and P Adragna and T Adye and S Aefsky and JA Aguilar-Saavedra and M Aharrouche and SP Ahlen and F Ahles and A Ahmad and H Ahmed and M Ahsan and G Aielli and T Akdogan and TPA Åkesson and G Akimoto and AV Akimov and A Aktas and MS Alam and MA Alam and S Albrand and M Aleksa and IN Aleksandrov and C Alexa and G Alexander and G Alexandre and T Alexopoulos and M Alhroob and M Aliev and G Alimonti and J Alison and M Aliyev and PP Allport and SE Allwood-Spiers and J Almond and A Aloisio and R Alon and A Alonso and MG Alviggi and K Amako and C Amelung and A Amorim and G Amoros and N Amram and C Anastopoulos and T Andeen and CF Anders and KJ Anderson and A Andreazza and V Andrei and XS Anduaga and A Angerami and F Anghinolfi and N Anjos and A Annovi and A Antonaki and M Antonelli and S Antonelli and J Antos and B Antunovic and F Anulli and S Aoun and G Arabidze and I Aracena and Y Arai and ATH Arce and JP Archambault and S Arfaoui and J-F Arguin and T Argyropoulos and M Arik and AJ Armbruster and O Arnaez and C Arnault and A Artamonov and D Arutinov and M Asai and S Asai and R Asfandiyarov and S Ask and B Åsman and D Asner and L Asquith and K Assamagan and A Astbury and A Astvatsatourov and G Atoian and B Auerbach and K Augsten and M Aurousseau and N Austin and G Avolio and R Avramidou and D Axen and C Ay and G Azuelos and Y Azuma and MA Baak and AM Bach and H Bachacou and K Bachas and M Backes and E Badescu and P Bagnaia and Y Bai and T Bain and JT Baines and OK Baker and MD Baker and S Baker and F Baltasar Dos Santos Pedrosa and E Banas and P Banerjee and S Banerjee and D Banfi and A Bangert and V Bansal and SP Baranov and S Baranov and A Barashkou and T Barber and EL Barberio and D Barberis and M Barbero and DY Bardin and T Barillari and M Barisonzi and T Barklow and N Barlow and BM Barnett and RM Barnett and A Baroncelli and AJ Barr and F Barreiro and J Barreiro Guimaraes da Costa and P Barrillon and R Bartoldus and D Bartsch,70,The European Physical Journal C,3,823-874,Springer-Verlag,The simulation software for the ATLAS Experiment at the Large Hadron Collider is being used for large-scale production of events on the LHC Computing Grid. This simulation requires many components. from the generators that simulate particle collisions. through packages simulating the response of the various detectors and triggers. All of these components come together under the ATLAS simulation infrastructure. In this paper. that infrastructure is discussed. including that supporting the detector description. interfacing the event generation. and combining the GEANT4 simulation of the response of the individual detectors. Also described are the tools allowing the software validation. performance testing. and the validation of the simulated output against known physics processes.,True,CIQdaf8AAAAJ:d1gkVwhDpl0C,6343,https://link.springer.com/article/10.1140/epjc/s10052-010-1429-9,10614936945083796742,/scholar?cites=10614936945083796742,,,https://link.springer.com/article/10.1140/epjc/s10052-010-1429-9,0,0,0
1274668,Luminosity Determination in Pp Collisions at S√ S= 8 TeV Using the ATLAS Detector at the LHC,2016,Masahiro Morii and SK Chan and B Clark and Paolo Giromini and Melissa Franklin and John Huth and Victoria Ippolito and Tomo Lazovich and D Lopez Mateos and Charlotte Rogan,,The European Physical Journal C,,,,The luminosity determination for the ATLAS detector at the LHC during pp collisions at s√= 8 TeV in 2012 is presented. The evaluation of the luminosity scale is performed using several luminometers. and comparisons between these luminosity detectors are made to assess the accuracy. consistency and long-term stability of the results. A luminosity uncertainty of δℒ/ℒ = ±1.9% is obtained for the 22.7 fb-1 of pp collision data delivered to ATLAS at s√= 8 TeV in 2012.,True,CIQdaf8AAAAJ:YsMSGLbcyi4C,5930,https://dash.harvard.edu/handle/1/42659223,13028960326374976316,/scholar?cites=13028960326374976316,,,https://dash.harvard.edu/bitstream/handle/1/42659223/Aaboud2016_Article_LuminosityDeterminationInPpCol.pdf?sequence=1,0,0,0
1274669,Measurement of the Z/γ* boson transverse momentum distribution in pp collisions at  TeV with the ATLAS detector,2014,Georges Aad and Brad Abbott and Jalal Abdallah and S Abdel Khalek and O Abdinov and Rosemarie Aben and Babak Abi and Maris Abolins and OS AbouZeid and Halina Abramowicz and H Abreu and R Abreu and Y Abulaiti and BS Acharya and L Adamczyk and DL Adams and J Adelman and Stefanie Adomeit and T Adye and T Agatonovic-Jovin and JA Aguilar-Saavedra and M Agustoni and SP Ahlen and F Ahmadov and G Aielli and H Akerstedt and TPA Åkesson and G Akimoto and AV Akimov and GL Alberghi and J Albert and S Albrand and MJ Alconada Verzini and M Aleksa and IN Aleksandrov and C Alexa and G Alexander and G Alexandre and T Alexopoulos and M Alhroob and G Alimonti and L Alio and J Alison and BMM Allbrooke and LJ Allison and PP Allport and J Almond and A Aloisio and A Alonso and F Alonso and C Alpigiani and A Altheimer and B Alvarez Gonzalez and MG Alviggi and K Amako and Y Amaral Coutinho and C Amelung and D Amidei and SP Amor Dos Santos and A Amorim and S Amoroso and N Amram and G Amundsen and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and KJ Anderson and A Andreazza and V Andrei and XS Anduaga and S Angelidakis,2014,Journal of High Energy Physics,9,145,Springer Berlin Heidelberg,This paper describes a measurement of the Z/γ* boson transverse momentum spectrum using ATLAS proton-proton collision data at a centre-of-mass energy of TeV at the LHC. The measurement is performed in the Z/γ*→ e+ e− and Z/γ*→ μ+ μ− channels. using data corresponding to an integrated luminosity of 4.7 fb− 1. Normalized differential cross sections as a function of the Z/γ* boson transverse momentum are measured for transverse momenta up to 800 GeV. The measurement is performed inclusively for Z/γ* rapidities up to 2.4. as well as in three rapidity bins. The channel results are combined. compared to perturbative and resummed QCD calculations and used to constrain the parton shower parameters of Monte Carlo generators.,True,CIQdaf8AAAAJ:Eqg1ddRpejoC,4499,https://link.springer.com/content/pdf/10.1007/JHEP09(2014)145.pdf,8810960893553663670,/scholar?cites=8810960893553663670,,,https://link.springer.com/content/pdf/10.1007/JHEP09(2014)145.pdf,0,0,0
1274670,Jet energy measurement and its systematic uncertainty in proton–proton collisions at√ s= 7TeV with the ATLAS detector,2015,Melissa Franklin and John Huth and L Jeanty and D Lopez Mateos and Kevin Mercurio and Masahiro Morii and William Spearman and Andy Yen and G Zevi Della Porta,,The European Physical Journal C,,,Springer Nature,The jet energy scale (JES) and its systematic uncertainty are determined for jets measured with the ATLAS detector using proton–proton collision data with a centre-of-mass energy of  s√=7  TeV corresponding to an integrated luminosity of  4.7   fb −1 . Jets are reconstructed from energy deposits forming topological clusters of calorimeter cells using the anti- kt  algorithm with distance parameters  R=0.4  or  R=0.6 . and are calibrated using MC simulations. A residual JES correction is applied to account for differences between data and MC simulations. This correction and its systematic uncertainty are estimated using a combination of in situ techniques exploiting the transverse momentum balance between a jet and a reference object such as a photon or a  Z  boson. for  20≤pjetT<1000 GeV  and pseudorapidities  |η|<4.5 . The effect of multiple proton–proton interactions is corrected for. and an uncertainty is evaluated using in situ techniques. The smallest JES uncertainty of less than 1 % is found in the central calorimeter region ( |η|<1.2 ) for jets with  55≤pjetT<500 GeV . For central jets at lower  pT . the uncertainty is about 3 %. A consistent JES estimate is found using measurements of the calorimeter response of single hadrons in proton–proton collisions and test-beam data. which also provide the estimate for  pjetT>1  TeV. The calibration of forward jets is derived from dijet  pT  balance measurements. The resulting uncertainty reaches its largest value of 6 % for low- pT jets at  |η|=4.5 . Additional JES uncertainties due to specific event topologies. such as close-by jets or selections of event samples with an enhanced content of jets originating …,True,CIQdaf8AAAAJ:YiBZ6_7J9mkC,4145,https://dash.harvard.edu/handle/1/33839898,6727422993564776635,/scholar?cites=6727422993564776635,,,https://dash.harvard.edu/bitstream/handle/1/33839898/10.1140%252Fepjc%252Fs10052-014-3190-y.pdf?sequence=1,0,0,0
1274671,Muon recontruction performance of the ATLAS detector in proton–proton colliion data at $$\qrt {} $$= 13 TeV,2016,Georges Aad and B Abbott and J Abdallah and B Abeloos and R Aben and M Abolins and OS AbouZeid and NL Abraham and H Abramowicz and H Abreu and R Abreu and Y Abulaiti and BS Acharya and L Adamczyk and DL Adams and J Adelman and S Adomeit and T Adye and AA Affolder and T Agatonovic-Jovin and JA Aguilar-Saavedra and SP Ahlen and F Ahmadov and G Aielli and H Akerstedt and TPA Åkesson and AV Akimov and GL Alberghi and J Albert and S Albrand and MJ Alconada Verzini and M Aleksa and IN Aleksandrov and C Alexa and G Alexander and T Alexopoulos and M Alhroob and M Aliev and G Alimonti and J Alison and SP Alkire and BMM Allbrooke and BW Allen and PP Allport and A Aloisio and A Alonso and F Alonso and C Alpigiani and M Alstaty and B Alvarez Gonzalez and D Álvarez Piqueras and MG Alviggi and BT Amadio and K Amako and Y Amaral Coutinho and C Amelung and D Amidei and SP Amor Dos Santos and A Amorim and S Amoroso and G Amundsen and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and JK Anders and KJ Anderson and A Andreazza and V Andrei and S Angelidakis and I Angelozzi and P Anger and A Angerami and F Anghinolfi and AV Anisenkov and N Anjos and A Annovi and M Antonelli and A Antonov and J Antos and F Anulli and M Aoki and L Aperio Bella and G Arabidze and Y Arai and JP Araque and ATH Arce and FA Arduh and JF Arguin and S Argyropoulos and M Arik and AJ Armbruster and LJ Armitage and O Arnaez and H Arnold and M Arratia and O Arslan and A Artamonov and G Artoni and S Artz and S Asai and N Asbah and A Ashkenazi and B Åsman and L Asquith and K Assamagan and R Astalos and M Atkinson and NB Atlay and K Augsten and G Avolio and B Axen and MK Ayoub and G Azuelos and MA Baak and AE Baas and MJ Baca and H Bachacou and K Bachas and M Backes and M Backhaus and P Bagiacchi and P Bagnaia and Y Bai and JT Baines and OK Baker and EM Baldin and P Balek and T Balestri and F Balli and WK Balunas and E Banas and Sw Banerjee and AAE Bannoura and L Barak and EL Barberio and D Barberis and M Barbero and T Barillari and T Barklow and N Barlow and SL Barnes and BM Barnett and RM Barnett and Z Barnovska and A Baroncelli and G Barone and AJ Barr,76,The European Physical Journal C,5,292,Springer Berlin Heidelberg,This article documents the performance of the ATLAS muon identification and reconstruction using the LHC dataset recorded at  TeV in 2015. Using a large sample of  and  decays from 3.2 fb of pp collision data. measurements of the reconstruction efficiency. as well as of the momentum scale and resolution. are presented and compared to Monte Carlo simulations. The reconstruction efficiency is measured to be close to  over most of the covered phase space ( and  GeV). The isolation efficiency varies between 93 and  depending on the selection applied and on the momentum of the muon. Both efficiencies are well reproduced in simulation. In the central region of the detector. the momentum resolution is measured to be  () for muons from  () decays. and the momentum scale is known with an uncertainty of . In the region . the  resolution …,True,CIQdaf8AAAAJ:X70gzxFUz0EC,3926,https://link.springer.com/article/10.1140/epjc/s10052-016-4120-y,7961152465028107010,/scholar?cites=7961152465028107010,,,https://link.springer.com/article/10.1140/epjc/s10052-016-4120-y,0,0,0
1274672,Performance of the ATLAS trigger system in 2015,2017,Morad Aaboud and Georges Aad and Brad Abbott and Jalal Abdallah and B Abeloos and R Aben and OS AbouZeid and NL Abraham and H Abramowicz and H Abreu and R Abreu and Y Abulaiti and BS Acharya and S Adachi and L Adamczyk and DL Adams and J Adelman and S Adomeit and T Adye and AA Affolder and T Agatonovic-Jovin and JA Aguilar-Saavedra and SP Ahlen and F Ahmadov and G Aielli and H Akerstedt and TPA Åkesson and AV Akimov and GL Alberghi and J Albert and S Albrand and MJ Alconada Verzini and M Aleksa and IN Aleksandrov and C Alexa and G Alexander and T Alexopoulos and M Alhroob and B Ali and M Aliev and G Alimonti and J Alison and SP Alkire and BMM Allbrooke and BW Allen and PP Allport and A Aloisio and A Alonso and F Alonso and C Alpigiani and AA Alshehri and M Alstaty and B Alvarez Gonzalez and D Álvarez Piqueras and MG Alviggi and BT Amadio and Y Amaral Coutinho and C Amelung and D Amidei and SP Amor Dos Santos and A Amorim and S Amoroso and G Amundsen and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and JK Anders and KJ Anderson and A Andreazza and V Andrei and S Angelidakis and I Angelozzi and A Angerami and F Anghinolfi and AV Anisenkov and N Anjos and A Annovi and C Antel and M Antonelli and A Antonov and DJ Antrim and F Anulli and M Aoki and L Aperio Bella and G Arabidze and Y Arai and JP Araque and ATH Arce and FA Arduh and J-F Arguin and S Argyropoulos and M Arik and AJ Armbruster and LJ Armitage and O Arnaez and H Arnold and M Arratia and O Arslan and A Artamonov and G Artoni and S Artz and S Asai and N Asbah and A Ashkenazi and B Åsman and L Asquith and K Assamagan and R Astalos and M Atkinson and NB Atlay and K Augsten and G Avolio and B Axen and MK Ayoub and G Azuelos and MA Baak and AE Baas and MJ Baca and H Bachacou and K Bachas and M Backes and M Backhaus and P Bagiacchi and P Bagnaia and Y Bai and JT Baines and M Bajic and OK Baker and EM Baldin and P Balek and T Balestri and F Balli and WK Balunas and E Banas and Sw Banerjee and AAE Bannoura and L Barak and EL Barberio and D Barberis and M Barbero and T Barillari and M-S Barisits and T Barklow and N Barlow and SL Barnes and BM Barnett and RM Barnett,77,The European Physical Journal C,5,317,Springer Berlin Heidelberg,During 2015 the ATLAS experiment recorded  of proton–proton collision data at a centre-of-mass energy of . The ATLAS trigger system is a crucial component of the experiment. responsible for selecting events of interest at a recording rate of approximately 1 kHz from up to 40 MHz of collisions. This paper presents a short overview of the changes to the trigger and data acquisition systems during the first long shutdown of the LHC and shows the performance of the trigger system and its components based on the 2015 proton–proton collision data.,True,CIQdaf8AAAAJ:q9wAdCIVrywC,3391,https://link.springer.com/article/10.1140/epjc/s10052-017-4852-3,12841760951602738711,/scholar?cites=12841760951602738711,,,https://link.springer.com/article/10.1140/epjc/s10052-017-4852-3,0,0,0
1274673,Evidence for the Higgs-boson Yukawa coupling to tau leptons with the ATLAS detector,2015,Georges Aad and Brad Abbott and Jalal Abdallah and S Abdel Khalek and R Aben and B Abi and M Abolins and OS AbouZeid and H Abramowicz and H Abreu and R Abreu and Y Abulaiti and BS Acharya and L Adamczyk and DL Adams and J Adelman and S Adomeit and T Adye and T Agatonovic-Jovin and JA Aguilar-Saavedra and M Agustoni and SP Ahlen and F Ahmadov and G Aielli and H Akerstedt and TPA Åkesson and G Akimoto and AV Akimov and GL Alberghi and J Albert and S Albrand and MJ Alconada Verzini and M Aleksa and IN Aleksandrov and C Alexa and G Alexander and G Alexandre and T Alexopoulos and M Alhroob and G Alimonti and L Alio and J Alison and BMM Allbrooke and LJ Allison and PP Allport and A Aloisio and A Alonso and F Alonso and C Alpigiani and A Altheimer and B Alvarez Gonzalez and D Álvarez Piqueras and MG Alviggi and K Amako and Y Amaral Coutinho and C Amelung and D Amidei and SP Amor Dos Santos and A Amorim and S Amoroso and N Amram and G Amundsen and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and KJ Anderson and A Andreazza and V Andrei and XS Anduaga and S Angelidakis and I Angelozzi and P Anger and A Angerami and F Anghinolfi and AV Anisenkov and N Anjos and A Annovi and M Antonelli and A Antonov and J Antos and F Anulli and M Aoki and L Aperio Bella and G Arabidze and Y Arai and JP Araque and ATH Arce and FA Arduh and JF Arguin and S Argyropoulos and M Arik and AJ Armbruster and O Arnaez and V Arnal and H Arnold and M Arratia and O Arslan and A Artamonov and G Artoni and S Asai and N Asbah and A Ashkenazi and B Åsman and L Asquith and K Assamagan and R Astalos and M Atkinson and NB Atlay and B Auerbach and K Augsten and M Aurousseau and G Avolio and B Axen and G Azuelos and Y Azuma and MA Baak and AE Baas and C Bacci and H Bachacou and K Bachas and M Backes and M Backhaus and E Badescu and P Bagiacchi and P Bagnaia and Y Bai and T Bain and JT Baines and OK Baker and P Balek and F Balli and E Banas and Sw Banerjee and AAE Bannoura and HS Bansil and L Barak and SP Baranov and EL Barberio and D Barberis and M Barbero and T Barillari and M Barisonzi and T Barklow and N Barlow and SL Barnes and BM Barnett and RM Barnett,2015,Journal of high energy physics,4,117,Springer Berlin Heidelberg,Results of a search for H→ ττ decays are presented. based on the full set of proton-proton collision data recorded by the ATLAS experiment at the LHC during 2011 and 2012. The data correspond to integrated luminosities of 4.5 fb− 1 and 20.3 fb− 1 at centre-of-mass energies of TeV and TeV respectively. All combinations of leptonic ( with ℓ= e. μ) and hadronic (τ→ hadrons ν) tau decays are considered. An excess of events over the expected background from other Standard Model processes is found with an observed (expected) significance of 4.5 (3.4) standard deviations. This excess provides evidence for the direct coupling of the recently discovered Higgs boson to fermions. The measured signal strength. normalised to the Standard Model expectation. of μ= 1. 43− 0.37+ 0.43 is consistent with the predicted Yukawa coupling strength in the Standard Model.,True,CIQdaf8AAAAJ:NMxIlDl6LWMC,3371,https://link.springer.com/content/pdf/10.1007/JHEP04(2015)117.pdf,10513394918910588803,/scholar?cites=10513394918910588803,,,https://link.springer.com/content/pdf/10.1007/JHEP04(2015)117.pdf,0,0,0
1274674,Search for the b b decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2015,Lee Allison and Adam Barton and Michael Beattie and Guennadi Borissov and Eva Bouhova-Thacker and Alexandre Chilingarov and William Dearnaley and Harald Fox and Kathryn Grimm and Robert Henderson and Gareth Hughes and Roger William Lewis Jones and Vakhtang Kartvelishvili and Robin Long and Peter Love and Harvey Maddocks and Maria Smizanska and James Walder and Daniel Matthias Alfred Muenstermann,2015,Journal of High Energy Physics,1,,,A search for the bb¯ decay of the Standard Model Higgs boson is performed with the ATLAS experiment using the full dataset recorded at the LHC in Run 1. The integrated luminosities used are 4.7 and 20.3 fb−1 from pp collisions at s√=7 and 8 TeV. respectively. The processes considered are associated (W/Z)H production. where W → eν/μν. Z → ee/μμ and Z → νν. The observed (expected) deviation from the background-only hypothesis corresponds to a significance of 1.4 (2.6) standard deviations and the ratio of the measured signal yield to the Standard Model expectation is found to be μ = 0.52 ± 0.32 (stat.) ± 0.24 (syst.) for a Higgs boson mass of 125.36 GeV. The analysis procedure is validated by a measurement of the yield of (W/Z)Z production with Z→bb¯ in the same final states as for the Higgs boson search. from which the ratio of the observed signal yield to the Standard Model expectation is found to be 0.74 ± 0.09 (stat.) ± 0.14 (syst.).,True,CIQdaf8AAAAJ:EkMFNTzSJA0C,3319,https://eprints.lancs.ac.uk/id/eprint/73999/,2324610914529350891,/scholar?cites=2324610914529350891,,,https://eprints.lancs.ac.uk/id/eprint/73999/1/art_3A10.1007_2FJHEP01_282015_29069.pdf,0,0,0
