,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278389,Network modelling methods for FMRI,2011,Stephen M Smith and Karla L Miller and Gholamreza Salimi-Khorshidi and Matthew Webster and Christian F Beckmann and Thomas E Nichols and Joseph D Ramsey and Mark W Woolrich,54,Neuroimage,2,875-891,Academic Press,There is great interest in estimating brain “networks” from FMRI data. This is often attempted by identifying a set of functional “nodes” (e.g.. spatial ROIs or ICA maps) and then conducting a connectivity analysis between the nodes. based on the FMRI timeseries associated with the nodes. Analysis methods range from very simple measures that consider just two nodes at a time (e.g.. correlation between two nodes' timeseries) to sophisticated approaches that consider all nodes simultaneously and estimate one global network model (e.g.. Bayes net models). Many different methods are being used in the literature. but almost none has been carefully validated or compared for use on FMRI timeseries data. In this work we generate rich. realistic simulated FMRI data for a wide range of underlying networks. experimental protocols and problematic confounds in the data. in order to compare different connectivity estimation …,True,2cWcY-MAAAAJ:u5HHmVD_uO8C,1738,https://www.sciencedirect.com/science/article/pii/S1053811910011602,3881399914927396325,/scholar?cites=3881399914927396325,,,https://www.contrib.andrew.cmu.edu/org/fmri-research/Smith-FMRI-2011.pdf,0,0,0
1278390,Automatic denoising of functional MRI data: combining independent component analysis and hierarchical fusion of classifiers,2014,Gholamreza Salimi-Khorshidi and Gwenaëlle Douaud and Christian F Beckmann and Matthew F Glasser and Ludovica Griffanti and Stephen M Smith,90,Neuroimage,,449-468,Academic Press,Many sources of fluctuation contribute to the fMRI signal. and this makes identifying the effects that are truly related to the underlying neuronal activity difficult. Independent component analysis (ICA) – one of the most widely used techniques for the exploratory analysis of fMRI data – has shown to be a powerful technique in identifying various sources of neuronally-related and artefactual fluctuation in fMRI data (both with the application of external stimuli and with the subject “at rest”). ICA decomposes fMRI data into patterns of activity (a set of spatial maps and their corresponding time series) that are statistically independent and add linearly to explain voxel-wise time series. Given the set of ICA components. if the components representing “signal” (brain activity) can be distinguished form the “noise” components (effects of motion. non-neuronal physiology. scanner artefacts and other nuisance sources). the latter can …,True,2cWcY-MAAAAJ:IjCSPb-OGe4C,1046,https://www.sciencedirect.com/science/article/pii/S1053811913011956,1580627315919621966,/scholar?cites=1580627315919621966,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4019210/,0,0,0
1278391,Resting-state fMRI in the human connectome project,2013,Stephen M Smith and Christian F Beckmann and Jesper Andersson and Edward J Auerbach and Janine Bijsterbosch and Gwenaëlle Douaud and Eugene Duff and David A Feinberg and Ludovica Griffanti and Michael P Harms and Michael Kelly and Timothy Laumann and Karla L Miller and Steen Moeller and Steve Petersen and Jonathan Power and Gholamreza Salimi-Khorshidi and Abraham Z Snyder and An T Vu and Mark W Woolrich and Junqian Xu and Essa Yacoub and Kamil Uğurbil and David C Van Essen and Matthew F Glasser and WU-Minn HCP Consortium,80,Neuroimage,,144-168,Academic Press,Resting-state functional magnetic resonance imaging (rfMRI) allows one to study functional connectivity in the brain by acquiring fMRI data while subjects lie inactive in the MRI scanner. and taking advantage of the fact that functionally related brain regions spontaneously co-activate. rfMRI is one of the two primary data modalities being acquired for the Human Connectome Project (the other being diffusion MRI). A key objective is to generate a detailed in vivo mapping of functional connectivity in a large cohort of healthy adults (over 1000 subjects). and to make these datasets freely available for use by the neuroimaging community. In each subject we acquire a total of 1 h of whole-brain rfMRI data at 3 T. with a spatial resolution of 2 × 2 × 2 mm and a temporal resolution of 0.7 s. capitalizing on recent developments in slice-accelerated echo-planar imaging. We will also scan a subset of the cohort at higher field …,True,2cWcY-MAAAAJ:d1gkVwhDpl0C,904,https://www.sciencedirect.com/science/article/pii/S1053811913005338,14258706445839122674,/scholar?cites=14258706445839122674,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3720828/,0,0,0
1278392,ICA-based artefact removal and accelerated fMRI acquisition for improved resting state network imaging,2014,Ludovica Griffanti and Gholamreza Salimi-Khorshidi and Christian F Beckmann and Edward J Auerbach and Gwenaëlle Douaud and Claire E Sexton and Enikő Zsoldos and Klaus P Ebmeier and Nicola Filippini and Clare E Mackay and Steen Moeller and Junqian Xu and Essa Yacoub and Giuseppe Baselli and Kamil Ugurbil and Karla L Miller and Stephen M Smith,95,Neuroimage,,232-247,Academic Press,The identification of resting state networks (RSNs) and the quantification of their functional connectivity in resting-state fMRI (rfMRI) are seriously hindered by the presence of artefacts. many of which overlap spatially or spectrally with RSNs. Moreover. recent developments in fMRI acquisition yield data with higher spatial and temporal resolutions. but may increase artefacts both spatially and/or temporally. Hence the correct identification and removal of non-neural fluctuations is crucial. especially in accelerated acquisitions. In this paper we investigate the effectiveness of three data-driven cleaning procedures. compare standard against higher (spatial and temporal) resolution accelerated fMRI acquisitions. and investigate the combined effect of different acquisitions and different cleanup approaches. We applied single-subject independent component analysis (ICA). followed by automatic component classification …,True,2cWcY-MAAAAJ:YsMSGLbcyi4C,739,https://www.sciencedirect.com/science/article/pii/S1053811914001815,2869798538868522193,/scholar?cites=2869798538868522193,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4154346/,0,0,0
1278393,A meta-analysis of sex differences in human brain structure,2014,Amber NV Ruigrok and Gholamreza Salimi-Khorshidi and Meng-Chuan Lai and Simon Baron-Cohen and Michael V Lombardo and Roger J Tait and John Suckling,39,,,34-50,Pergamon,The prevalence. age of onset. and symptomatology of many neuropsychiatric conditions differ between males and females. To understand the causes and consequences of sex differences it is important to establish where they occur in the human brain. We report the first meta-analysis of typical sex differences on global brain volume. a descriptive account of the breakdown of studies of each compartmental volume by six age categories. and whole-brain voxel-wise meta-analyses on brain volume and density. Gaussian-process regression coordinate-based meta-analysis was used to examine sex differences in voxel-based regional volume and density. On average. males have larger total brain volumes than females. Examination of the breakdown of studies providing total volumes by age categories indicated a bias towards the 18–59 year-old category. Regional sex differences in volume and tissue density include …,True,2cWcY-MAAAAJ:zYLM7Y9cAGgC,730,https://www.sciencedirect.com/science/article/pii/S0149763413003011,625590899870075005,/scholar?cites=625590899870075005,,,https://www.sciencedirect.com/science/article/pii/S0149763413003011,0,0,0
1278394,Functional connectomics from resting-state fMRI,2013,Stephen M Smith and Diego Vidaurre and Christian F Beckmann and Matthew F Glasser and Mark Jenkinson and Karla L Miller and Thomas E Nichols and Emma C Robinson and Gholamreza Salimi-Khorshidi and Mark W Woolrich and Deanna M Barch and Kamil Uğurbil and David C Van Essen,17,,12,666-682,Elsevier Current Trends,Spontaneous fluctuations in activity in different parts of the brain can be used to study functional brain networks. We review the use of resting-state functional MRI (rfMRI) for the purpose of mapping the macroscopic functional connectome. After describing MRI acquisition and image-processing methods commonly used to generate data in a form amenable to connectomics network analysis. we discuss different approaches for estimating network structure from that data. Finally. we describe new possibilities resulting from the high-quality rfMRI data being generated by the Human Connectome Project and highlight some upcoming challenges in functional connectomics.,True,2cWcY-MAAAAJ:2osOgNQ5qMEC,652,https://www.sciencedirect.com/science/article/pii/S1364661313002209,5829549961616735231,/scholar?cites=5829549961616735231,,,https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(13)00220-9?switch=standard&code=cell-site,0,0,0
1278395,Meta-analysis of neuroimaging data: a comparison of image-based and coordinate-based pooling of studies,2009,Gholamreza Salimi-Khorshidi and Stephen M Smith and John R Keltner and Tor D Wager and Thomas E Nichols,45,Neuroimage,3,810-823,Academic Press,With the rapid growth of neuroimaging research and accumulation of neuroinformatic databases the synthesis of consensus findings using meta-analysis is becoming increasingly important. Meta-analyses pool data across many studies to identify reliable experimental effects and characterize the degree of agreement across studies. Coordinate-based meta-analysis (CBMA) methods are the standard approach. where each study entered into the meta-analysis has been summarized using only the (x. y. z) locations of peak activations (with or without activation magnitude) reported in published reports. Image-based meta-analysis (IBMA) methods use the full statistic images. and allow the use of hierarchical mixed effects models that account for differing intra-study variance and modeling of random inter-study variation. The purpose of this work is to compare image-based and coordinate-based meta-analysis methods …,True,2cWcY-MAAAAJ:u-x6o8ySG0sC,298,https://www.sciencedirect.com/science/article/pii/S1053811908012901,9235721266451090308,/scholar?cites=9235721266451090308,,,https://sites.dartmouth.edu/canlab/files/2019/12/2009_Salimi_Khorshidi_Neuroimage.pdf,0,0,0
1278396,Functional connectivity in the basal ganglia network differentiates PD patients from controls,2014,Konrad Szewczyk-Krolikowski and Ricarda AL Menke and Michal Rolinski and Eugene Duff and Gholamreza Salimi-Khorshidi and Nicola Filippini and Giovanna Zamboni and Michele TM Hu and Clare E Mackay,83,Neurology,3,208-214,Wolters Kluwer Health. Inc. on behalf of the American Academy of Neurology,To examine functional connectivity within the basal ganglia network (BGN) in a group of cognitively normal patients with early Parkinson disease (PD) on and off medication compared to age- and sex-matched healthy controls (HC). and to validate the findings in a separate cohort of participants with PD.Participants were scanned with resting-state fMRI (RS-fMRI) at 3T field strength. Resting-state networks were isolated using independent component analysis. A BGN template was derived from 80 elderly HC participants. BGN maps were compared between 19 patients with PD on and off medication in the discovery group and 19 age- and sex-matched controls to identify a threshold for optimal group separation. The threshold was applied to 13 patients with PD (including 5 drug-naive) in the validation group to establish reproducibility of findings.Participants with PD showed reduced …,True,2cWcY-MAAAAJ:eQOLeE2rZwMC,143,https://n.neurology.org/content/83/3/208.short,7953641735942818823,/scholar?cites=7953641735942818823,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4117363/,0,0,0
1278397,Meta-analytic evidence for neuroimaging models of depression: state or trait?,2013,Julia Graham and Gholamreza Salimi-Khorshidi and Cindy Hagan and Nicholas Walsh and Ian Goodyer and Belinda Lennox and John Suckling,151,,2,423-431,Elsevier,Major Depressive Disorder (MDD) is a leading cause of disease burden worldwide. With the rapid growth of neuroimaging research on relatively small samples. meta-analytic techniques are becoming increasingly important. Here. we aim to clarify the support in fMRI literature for three leading neurobiological models of MDD: limbic–cortical. cortico–striatal and the default mode network.Searches of PubMed and Web of Knowledge. and manual searches. were undertaken in early 2011. Data from 34 case-control comparisons (n=1165) and 6 treatment studies (n=105) were analysed separately with two meta-analytic methods for imaging data: Activation Likelihood Estimation and Gaussian-Process Regression.There was broad support for limbic–cortical and cortico–striatal models in the case-control data. Evidence for the role of the default mode network was weaker. Treatment-sensitive …,True,2cWcY-MAAAAJ:Y0pCki6q_DkC,118,https://www.sciencedirect.com/science/article/pii/S0165032713005491,5371998944648740466,/scholar?cites=5371998944648740466,,,https://www.sciencedirect.com/science/article/pii/S0165032713005491,0,0,0
1278398,Usual blood pressure. peripheral arterial disease. and vascular risk: cohort study of 4.2 million adults,2015,Connor A Emdin and Simon G Anderson and Thomas Callender and Nathalie Conrad and Gholamreza Salimi-Khorshidi and Hamid Mohseni and Mark Woodward and Kazem Rahimi,351,Bmj,,,British Medical Journal Publishing Group,Objectives To determine the subgroup specific associations between usual blood pressure and risk of peripheral arterial disease. and to examine the relation between peripheral arterial disease and a range of other types of vascular disease in a large contemporary cohort.Design Cohort study.Setting Linked electronic health records from 1990 to 2013 in the United Kingdom.Participants 4 222 459 people aged 30-90 years. registered at a primary care practice for at least one year and with a blood pressure measurement.Main outcome measures Time to first diagnosis of new onset peripheral arterial disease and time to first diagnosis of 12 different vascular events.Results A 20 mm Hg higher than usual systolic blood pressure was associated with a 63% higher risk of peripheral arterial disease (hazard ratio 1.63. 95% confidence interval 1.59 to 1.66). The strength of the association declined with increasing age …,True,2cWcY-MAAAAJ:0EnyYjriUFMC,109,https://www.bmj.com/content/351/bmj.h4865.long,1730908464933384024,/scholar?cites=1730908464933384024,,,https://www.bmj.com/content/351/bmj.h4865.long,0,0,0
