,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091772,The role of pattern-recognition receptors in innate immunity: update on Toll-like receptors,2010,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The discovery of Toll-like receptors (TLRs) as components that recognize conserved structures in pathogens has greatly advanced understanding of how the body senses pathogen invasion. triggers innate immune responses and primes antigen-specific adaptive,False,,7757,https://www.nature.com/articles/ni.1863.pdf?origin=ppub,,"/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en",http://theory.bio.uu.nl/immbio/pdf/Kawai_2010.TLRs.pdf,0,0,0
1091773,Pattern recognition receptors and inflammation,2010,"['O Takeuchi', 'S Akira']",V8JiuA0AAAAJ | 0TG2laoAAAAJ,,,,,,Infection of cells by microorganisms activates the inflammatory response. The initial sensing of infection is mediated by innate pattern recognition receptors (PRRs). which include Toll-like receptors. RIG-I-like receptors. NOD-like receptors. and C-type lectin receptors. The,False,,6538,https://www.sciencedirect.com/science/article/pii/S0092867410000231,,"/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867410000231,0,0,0
1091774,Toll-like receptors and their crosstalk with other innate receptors in infection and immunity,2011,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Toll-like receptors (TLRs) are germline-encoded pattern recognition receptors (PRRs) that play a central role in host cell recognition and responses to microbial pathogens. TLR-mediated recognition of components derived from a wide range of pathogens and their role,False,,3125,https://www.sciencedirect.com/science/article/pii/S1074761311001907,,"/scholar?cites=7377228647384146331&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761311001907,0,0,0
1091775,RIG-I-mediated antiviral responses to single-stranded RNA bearing 5'-phosphates,2006,"['A Pichlmair', 'O Schulz', 'CP Tan', 'TI Näslund']", | GANW6A0AAAAJ |  | ,,,,,,Double-stranded RNA (dsRNA) produced during viral replication is believed to be the critical trigger for activation of antiviral immunity mediated by the RNA helicase enzymes retinoic acid–inducible gene I (RIG-I) and melanoma differentiation–associated gene 5 (MDA5). We,False,,2350,https://science.sciencemag.org/content/314/5801/997.abstract,,"/scholar?cites=16864078691002031393&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Friedemann_Weber/publication/6756122_RIG-I-Mediated_Antiviral_Responses_to_Single-Stranded_RNA_Bearing_5'-Phosphates/links/0fcfd5056fa16cf594000000/RIG-I-Mediated-Antiviral-Responses-to-Single-Stranded-RNA-Bearing-5-Phosphates.pdf,0,0,0
1091776,Signaling to NF-κB by Toll-like receptors,2007,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Innate immunity is the first line of defense against invading pathogens. A family of Toll-like receptors (TLRs) acts as primary sensors that detect a wide variety of microbial components and elicit innate immune responses. All TLR signaling pathways culminate in activation of,False,,1925,https://www.sciencedirect.com/science/article/pii/S1471491407001840,,"/scholar?cites=3611371657559445436&as_sdt=5,33&sciodt=0,33&hl=en",https://www.cell.com/trends/molecular-medicine/fulltext/S1471-4914(07)00184-0?code=cell-site&mobileUi=0,0,0,0
1091777,Mitochondria: more than just a powerhouse,2006,"['HM McBride', 'M Neuspiel', 'S Wasiak']",n_tnSU8AAAAJ |  | ,,,,,,Pioneering biochemical studies have long forged the concept that the mitochondria are the 'energy powerhouse of the cell'. These studies. combined with the unique evolutionary origin of the mitochondria. led the way to decades of research focusing on the organelle as an,False,,1742,https://www.sciencedirect.com/science/article/pii/S0960982206017817,,"/scholar?cites=9532785655639098646&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0960982206017817,0,0,0
1091778,The roles of TLRs. RLRs and NLRs in pathogen recognition,2009,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The mammalian innate immune system detects the presence of microbial infection through germ line-encoded pattern recognition receptors (PRRs). Toll-like receptors. retinoic acid-inducible gene-I-like receptors and nucleotide-binding oligomerization domain-like,False,,1647,https://academic.oup.com/intimm/article-abstract/21/4/317/738196,,"/scholar?cites=5336283115269487529&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/21/4/317/738196,0,0,0
1091779,Plasmacytoid dendritic cells: sensing nucleic acids in viral infection and autoimmune diseases,2008,"['M Gilliet', 'W Cao', 'YJ Liu']",LO2b5k4AAAAJ | G0YeaoAAAAAJ | EfpBkNAAAAAJ,,,,,,Plasmacytoid dendritic cells (pDCs) are important mediators of antiviral immunity through their ability to produce large amounts of type I interferons (IFNs) on viral infection. This function of pDCs is linked to their expression of Toll-like receptor 7 (TLR7) and TLR9. which,False,,1219,https://www.nature.com/articles/nri2358/briefing/signup/,,"/scholar?cites=6035982537057941006&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Michel_Gilliet/publication/51415729_Plasmacytoid_dendritic_cells_Sensing_nucleic_acids_in_viral_infection_and_autoimmune_diseases/links/02bfe50ef291c4afaf000000/Plasmacytoid-dendritic-cells-Sensing-nucleic-acids-in-viral-infection-and-autoimmune-diseases.pdf,0,0,0
1091780,Type I interferons in host defense,2006,"['DB Stetson', 'R Medzhitov']",zwKHsJoAAAAJ | 7oY-qF4AAAAJ,,,,,,Type I interferons (IFNs) are a family of cytokines specialized to coordinate immunity to viruses and other intracellular infections. In the past several years. many of the receptors and signaling pathways that link pathogen detection to induction of type I IFNs have been,False,,1121,https://www.sciencedirect.com/science/article/pii/S107476130600392X,,"/scholar?cites=15486025592829317621&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S107476130600392X,0,0,0
1091781,Toll-like receptor function and signaling,2006,"['T Kaisho', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Mammals sense pathogen invasion through pattern-recognition receptors. A group of transmembrane proteins. Toll-like receptors (TLRs). play critical roles as pattern-recognition receptors. They are mainly expressed on antigen-presenting cells. such as macrophages or,False,,1082,https://www.sciencedirect.com/science/article/pii/S0091674906004398,,"/scholar?cites=8675264260114245133&as_sdt=5,33&sciodt=0,33&hl=en",https://www.jacionline.org/article/S0091-6749(06)00439-8/fulltext,0,0,0
1091782,Distinct RIG-I and MDA5 signaling by RNA viruses in innate immunity,2008,"['YM Loo', 'J Fornek', 'N Crochet', 'G Bajwa']", |  |  | ,,,,,,Alpha/beta interferon immune defenses are essential for resistance to viruses and can be triggered through the actions of the cytoplasmic helicases retinoic acid-inducible gene I (RIG-I) and melanoma differentiation-associated gene 5 (MDA5). Signaling by each is initiated by,False,,1087,https://jvi.asm.org/content/82/1/335.short,,"/scholar?cites=927223609392414204&as_sdt=5,33&sciodt=0,33&hl=en",https://jvi.asm.org/content/jvi/82/1/335.full.pdf,0,0,0
