,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091330,Toll-like receptor signalling,2004,"['S Akira', 'K Takeda']",0TG2laoAAAAJ | ,,,,,,One of the mechanisms by which the innate immune system senses the invasion of pathogenic microorganisms is through the Toll-like receptors (TLRs). which recognize specific molecular patterns that are present in microbial components. Stimulation of different,False,,9450,https://www.nature.com/articles/nri1391,,"/scholar?cites=9893533541972366892&as_sdt=5,33&sciodt=0,33&hl=en",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.598.7351&rep=rep1&type=pdf,0,0,0
1091331,The role of pattern-recognition receptors in innate immunity: update on Toll-like receptors,2010,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The discovery of Toll-like receptors (TLRs) as components that recognize conserved structures in pathogens has greatly advanced understanding of how the body senses pathogen invasion. triggers innate immune responses and primes antigen-specific adaptive,False,,7757,https://www.nature.com/articles/ni.1863.pdf?origin=ppub,,"/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en",http://theory.bio.uu.nl/immbio/pdf/Kawai_2010.TLRs.pdf,0,0,0
1091332,Toll-like receptors,2003,"['K Takeda', 'T Kaisho', 'S Akira']", |  | 0TG2laoAAAAJ,,,,,,The innate immune system in drosophila and mammals senses the invasion of microorganisms using the family of Toll receptors. stimulation of which initiates a range of host defense mechanisms. In drosophila antimicrobial responses rely on two signaling,False,,6942,https://www.annualreviews.org/doi/full/10.1146/annurev.immunol.21.120601.141126,,"/scholar?cites=9860043691267068964&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091333,Pattern recognition receptors and inflammation,2010,"['O Takeuchi', 'S Akira']",V8JiuA0AAAAJ | 0TG2laoAAAAJ,,,,,,Infection of cells by microorganisms activates the inflammatory response. The initial sensing of infection is mediated by innate pattern recognition receptors (PRRs). which include Toll-like receptors. RIG-I-like receptors. NOD-like receptors. and C-type lectin receptors. The,False,,6538,https://www.sciencedirect.com/science/article/pii/S0092867410000231,,"/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867410000231,0,0,0
1091334,The danger model: a renewed sense of self,2002,['P Matzinger'],,,,,,,For over 50 years immunologists have based their thoughts. experiments. and clinical treatments on the idea that the immune system functions by making a distinction between self and nonself. Although this paradigm has often served us well. years of detailed,False,,5162,https://science.sciencemag.org/content/296/5566/301.abstract,,"/scholar?cites=380926448683064381&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Polly_Matzinger/publication/11416005_The_Danger_Model_A_Renewed_Sense_of_Self/links/56b1392408ae795dd5c4fb14/The-Danger-Model-A-Renewed-Sense-of-Self.pdf,0,0,0
1091335,Toll-like receptors and innate immunity,2001,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,Toll-like receptors have a crucial role in the detection of microbial infection in mammals and insects. In mammals. these receptors have evolved to recognize conserved products unique to microbial metabolism. This specificity allows the Toll proteins to detect the presence of,False,,4850,https://www.nature.com/articles/nri35100529,,"/scholar?cites=9503037147658237939&as_sdt=5,33&sciodt=0,33&hl=en",http://minf.vub.ac.be/~chrisvs/PapersMCD11.pdf,0,0,0
1091336,EPOS 2012: European position paper on rhinosinusitis and nasal polyps 2012. A summary for otorhinolaryngologists.,2012,"['WJ Fokkens', 'VJ Lund', 'J Mullol', 'C Bachert', 'I Alobid']", |  |  | gwi62DIAAAAJ | ,,,,,,The European Position Paper on Rhinosinusitis and Nasal Polyps 2012 is the update of similar evidence based position papers published in 2005 and 2007. The document contains chapters on definitions and classification. we now also proposed definitions for,False,,4558,https://europepmc.org/article/med/22469599,,"/scholar?cites=12386590835263198176&as_sdt=5,33&sciodt=0,33&hl=en",https://espace.library.uq.edu.au/view/UQ:326143/UQ326143_OA.pdf,0,0,0
1091337,NF-κB regulation in the immune system,2002,"['Q Li', 'IM Verma']", | VCYKy-gAAAAJ,,,,,,The nuclear factor-κB (NF-κB)/REL family of transcription factors has a central role in coordinating the expression of a wide variety of genes that control immune responses. There has been intense scientific activity in the NF-κB field owing to the involvement of these,False,,4271,https://www.nature.com/articles/nri910,,"/scholar?cites=15791082224502887489&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091338,The RNA helicase RIG-I has an essential function in double-stranded RNA-induced innate antiviral responses,2004,"['M Yoneyama', 'M Kikuchi', 'T Natsukawa', 'N Shinobu']",z6NenD4AAAAJ |  |  | ,,,,,,Intracellular double-stranded RNA (dsRNA) is a chief sign of replication for many viruses. Host mechanisms detect the dsRNA and initiate antiviral responses. In this report. we identify retinoic acid inducible gene I (RIG-I). which encodes a DExD/H box RNA helicase,False,,4137,https://www.nature.com/articles/ni1087,,"/scholar?cites=14925072133337764801&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091339,Role of adaptor TRIF in the MyD88-independent toll-like receptor signaling pathway,2003,"['M Yamamoto', 'S Sato', 'H Hemmi', 'K Hoshino']", |  |  | ,,,,,,Stimulation of Toll-like receptors (TLRs) triggers activation of a common MyD88-dependent signaling pathway as well as a MyD88-independent pathway that is unique to TLR3 and TLR4 signaling pathways leading to interferon (IFN)-β production. Here we disrupted the,False,,3501,https://science.sciencemag.org/content/301/5633/640.abstract,,"/scholar?cites=3379138214562081196&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Osamu_Takeuchi/publication/10665863_Role_of_Adaptor_TRIF_in_the_MyD88-Independent_Toll-Like_Receptor_Signaling_Pathway/links/0912f50c2988822cbb000000/Role-of-Adaptor-TRIF-in-the-MyD88-Independent-Toll-Like-Receptor-Signaling-Pathway.pdf,0,0,0
1091340,The effect of infections on susceptibility to autoimmune and allergic diseases,2002,['JF Bach'],,,,,,,The hygiene hypothesis postulates that an environment with a high incidence of infectious diseases protects against allergic and autoimmune diseases. whereas hygienic surroundings increase the incidence of these disorders. This review examines the evidence,False,,2996,https://www.nejm.org/doi/full/10.1056/nejmra020100,,"/scholar?cites=16802074670662657308&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Christian_Drouet/post/Why-are-allergies-more-common-in-developed-countries-than-developing-countries/attachment/59d61d9779197b807797835a/AS%3A271750841995264%401441801857123/download/0209BachAllergy_AutoImm_NEJM.pdf,0,0,0
