,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1304937,Optimal decentralized load frequency control in a parallel AC-DC interconnected power system through HVDC link using PSO algorithm,2012,S Selvakumaran and S Parthasarathy and R Karthigaivel and V Rajasekaran,14,Energy Procedia,,1849-1854,Elsevier,A new design of decentralized load-frequency controller for interconnected power systems with ac-dc parallel using Particle Swarm Optimization (PSO) algorithm is proposed in this paper. A HVDC link is connected in parallel with an existing ac tie-line to stabilize the frequency oscillations of the ac system. Any optimum controller selected for load frequency control of interconnected power systems should not only stabilize the power system but also reduce the system frequency and tie line power oscillations and settling time of the output responses. In practice Load Frequency Control (LFC) systems use simple Proportional Integral (PI) or Integral (I) controller parameters are usually tuned based on classical or trial-and-error approaches. they are incapable of obtaining good dynamic performance for various load change scenarios in multi-area power system. For this reason. in this paper the PI and I control …,True,jgSLVUIAAAAJ:-f6ydRqryjwC,33,https://www.sciencedirect.com/science/article/pii/S187661021104598X,6912773354807070493,/scholar?cites=6912773354807070493,,,https://www.sciencedirect.com/science/article/pii/S187661021104598X/pdf?md5=1abb55b3564d171c45db10879bf59c24&pid=1-s2.0-S187661021104598X-main.pdf,0,0,0
1304938,Generalised hybrid switching topology for a single-phase modular multilevel inverter,2014,Mylsamy Kaliamoorthy and Vairamani Rajasekaran and Irudayaraj Gerald Christopher Raj and Lawrence Hubert Tony Raj,7,IET Power Electronics,10,2472-2485,IET Digital Library,A modified single-phase hybrid cascaded H bridge multilevel inverter with a minimum number of power electronic devices and isolated DC sources is presented in this study. It consists of two inverters (upper and lower) coupled in cascade. The lower inverter is capable of developing a multilevel output and switches at low frequency and another inverter develops two-level output and switches at high frequency. In the proposed inverter. every additional power electronic switch in the lower inverter increases the level by four. This study also introduces a generalised hybrid modulation switching strategy. which gives arithmetical and logical expressions for switching the additional device for any required increase in levels. The voltage rating of the devices. conduction and switching loss of the proposed inverter are compared with the similarly setup topologies. The generalised hybrid modulation algorithm is simulated in …,True,jgSLVUIAAAAJ:IjCSPb-OGe4C,29,https://digital-library.theiet.org/content/journals/10.1049/iet-pel.2013.0847,9661225980932301956,/scholar?cites=9661225980932301956,,,https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/iet-pel.2013.0847,0,0,0
1304939,Dynamic performance investigation of d–q model with PID controller-based unified power-flow controller,2013,Pounraj Kasinathan and Rajasekaran Vairamani and Selvaperumal Sundramoorthy,6,IET Power Electronics,5,843-850,IET Digital Library,Reactive power compensation is a main problem in the control of electric power system. Reactive power from the source increases the transmission losses and reduces the power transmission ability of the transmission lines. In addition. reactive power must not be transmitted throughout the transmission line to a longer distance. Consequently. flexible ac transmission systems devices such as static compensator unified power-flow controller (UPFC) and static volt-ampere compensator are used to ease these harms. UPFC is the mainly adaptable and composite power electronic equipment that has emerged as the vital equipment for the control and optimisation of power flow in electrical power transmission system. In this study. a d–q model-based UPFC is developed with proportional-integral (PI) and PID controller. The above controllers are simulated using MATLAB and their performance is analysed. Outcome of …,True,jgSLVUIAAAAJ:u5HHmVD_uO8C,27,https://digital-library.theiet.org/content/journals/10.1049/iet-pel.2012.0551,6427615255580679543,/scholar?cites=6427615255580679543,,,https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/iet-pel.2012.0551,0,0,0
1304940,Investigation of Intelligent Controllers for Varibale Speeed PFC Buck-Boost Rectifier Fed BLDC Motor Drive,2017,P Sivakumar and V Rajasekaran and K Ramash Kumar,17,Journal of Electrical Engineering (Romania),4,459-471,,This article studies on a design and implementation of intelligent controllers (ICs) for variable speed power factor corrected (PFC) buck-boost rectifier (BLBBR) fed BLDC motor drive without sensing its motor speed. A PFC BLBBR worked in discontinuous conduction mode (DCM) to offer a good PFC at AC mains. The main advantages of the designed model have purging of front-side diode bridge rectifier that can lead to minimize the ON/OFF losses connected with it. speed control is done without sensing speed feed-back and good PFC. The classical linear proportional integral (PI) controller is not able to manipulate the output voltage and produces poor dynamic characteristics during the large line and large disturbances. In order to improve the good output voltage/speed regulations and dynamic characteristics of a PFC BLBBR fed BLDC motor drive. a ICs is designed. The ICs are fuzzy logic controller (FLC) and neuro controller (NC). The FLC rules are framed with help of the converter behaviour without analytical modelling. The NC data’s are arrived from the conventional controller and then these data’s are trained using feed-forward back propagation algorithm. The performance of the PFC BLBBR fed same motor drive with designed NC is validated at different operating conditions by making of MATLAB/Simulink models in comparison with fuzzy logic controller (FLC) and PI controller. The simulation results are presented to show the efficacy of the developed system.,True,jgSLVUIAAAAJ:hMod-77fHWUC,26,http://scholar.google.com/scholar?cluster=5045976010263517893&hl=en&oi=scholarr,5045976010263517893,/scholar?cites=5045976010263517893,,,,0,0,0
1304941,“Single-phase fifteen-level grid-connected inverter for photovoltaic system with evolutionary programming based MPPT algorithm”.,2014,I. Gerald Christopher Raj M.Kaliamoorthy and V.Rajasekaran,105,"Solar Energy (Elsevier Publications),",,314-229,,,True,jgSLVUIAAAAJ:YsMSGLbcyi4C,24,,4102966517576446262,/scholar?cites=4102966517576446262,,,,0,0,0
1304942,Experimental Validation of a Cascaded Single Phase H-Bridge Inverter with a Simplified SwitchingAlgorithm,2014,Kaliamoorthy Mylsamy and Rajasekaran Vairamani and Gerald Christopher Raj Irudayaraj and Hubert Tony Raj Lawrence,14,Journal of Power Electronics,3,507-518,,This paper presents a new cascaded asymmetrical single phase multilevel converter with a lower number of power semiconductor switches and isolated DC sources. Therefore. the number of power electronic devices. converter losses. size. and cost are reduced. The proposed multilevel converter topology consists of two H-bridges connected in cascaded configuration. One H-bridge operates at a high frequency (high frequency inverter) and is capable of developing a two level output while the other H-bridge operates at the fundamental frequency (low frequency inverter) and is capable of developing a multilevel output. The addition of each power electronic switch to the low frequency inverter increases the number of levels by four. This paper also introduces a hybrid switching algorithm which uses very simple arithmetic and logical operations. The simplified hybrid switching algorithm is generalized for any number of levels. The proposed simplified switching algorithm is developed using a TMS320F2812 DSP board. The operation and performance of the proposed multilevel converter are verified by simulations using MATLAB/SIMULINK and experimental results.,True,jgSLVUIAAAAJ:qjMakFHDy7sC,18,https://www.researchgate.net/profile/Kaliamoorthy_Mylsamy/publication/264174634_Experimental_Validation_of_a_Cascaded_Single_Phase_H-Bridge_Inverter_with_a_Simplified_Switching_Algorithm/links/53dc78080cf2cfac992903cc.pdf,13609188530147404205,/scholar?cites=13609188530147404205,,,https://www.researchgate.net/profile/Kaliamoorthy_Mylsamy/publication/264174634_Experimental_Validation_of_a_Cascaded_Single_Phase_H-Bridge_Inverter_with_a_Simplified_Switching_Algorithm/links/53dc78080cf2cfac992903cc.pdf,0,0,0
1304943,Optimal placement of distributed generation for voltage stability improvement and loss reduction in distribution network,2014,SP Rajaram and V Rajasekaran and V Sivakumar,3,"International Journal of Innovative Research in Science, Engineering and Technology",3,529-534,,Voltage stability is an important problem in the Emerging world of technologies and development. the main objectives in operating an Electric power system is to maintain a proper voltage level thought a system. The Failure occurred in the system equipment to be damage and blackouts. This paper mainly discusses the nonlinear aspect of power systems. with emphasis on voltage instability. In that scenario modal analysis method make use of the power system Jacobean matrix to determine the eigenvalues necessary for the evaluation of the voltage stability of the power system. The least Eigen values indicate the proximity of the system to voltage instability. The voltage profile and critical loading is found by using continuation power flow method. These methods were implemented on IEEE 14 bus system result of the proposed work held on with the help of MATLAB software.,True,jgSLVUIAAAAJ:L8Ckcad2t8MC,17,https://www.academia.edu/download/40215626/01_PowerSystem_Rajaram_2014.pdf,17618316883597439685,/scholar?cites=17618316883597439685,,,https://www.academia.edu/download/40215626/01_PowerSystem_Rajaram_2014.pdf,0,0,0
1304944,“Evolutionary Techniques based Combined Artificial Neural Networks for Peak Load Forecasting”.,2008,Dr.P.Subbaraj and V. Rajasekaran,1,"International Journal of Electrical Power and Energy Systems Engineering,",2,88-94,,,True,jgSLVUIAAAAJ:hqOjcs7Dif8C,13,,7928470528409939537,/scholar?cites=7928470528409939537,,,,0,0,0
1304945,Energy conservation measures in a technical institutional building in tamilnadu in India’,2012,V Loganthurai and P and Parthasarathy and S and Selvakumaran and S & Rajasekaran,14,,doi:10.1016,1181-1186,Science Direct,The total installed capacity of electric power generating in India is170288MW. The maximum demand during summer is 8000MW. during winter is 5500MW and during monsoon is 7000MW. The power generation is always less than the required demand. The power shortage varies from 2000MW to 4000MW. The gap between the generation and demand is to increase the generation capacity. But in developing country like India. it is not possible to install more capacity instantly. So the other important way to reduce the gap is energy conservation. In this paper it was proposed to implement energy conservation through energy efficiency and energy management.,True,jgSLVUIAAAAJ:YOwf2qJgpHMC,11,https://www.sciencedirect.com/science/article/pii/S1876610211044936,4473227053086615539,/scholar?cites=4473227053086615539,,,https://www.sciencedirect.com/science/article/pii/S1876610211044936/pdf?md5=e000bf4d43793cdd780fe3cc440687f9&pid=1-s2.0-S1876610211044936-main.pdf&_valck=1,0,0,0
1304946,Evolutionary algorithm based optimum schedule of processing units in rice industry to reduce peak demand,2016,K Loganthurai and P and Rajasekaran and V & Gnanambal,107,Energy,doi.org/10.1016,419-430.,Science Direct,In India. power shortage is a major issue for economical growth. According to the data provided by National Load Despatch Centre. peak power shortage in Tamilnadu during the year 2014 varies between 3000 MW and 4000 MW. This power shortage can be reduced by increasing installed capacity of conventional and non-conventional energy sources. But the construction of new generation plants is cost-effective and also power generation is not assured throughout the year. This power shortage can also be minimized by implementing load management in the consumer side. This paper focuses on the reduction of peak demand by the proper operating schedule of major equipments. For this analysis. three rice industries have been considered. The major operating sections in the rice industries are pre-cleaning. soaking. pre-milling and milling. In this proposed work. to reduce the peak demand. the operating time …,True,jgSLVUIAAAAJ:Zph67rFs4hoC,10,https://www.sciencedirect.com/science/article/pii/S0360544216304339,5357932425865150019,/scholar?cites=5357932425865150019,,,,0,0,0
