,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091850,Pathogen recognition and innate immunity,2006,"['S Akira', 'S Uematsu', 'O Takeuchi']",0TG2laoAAAAJ |  | V8JiuA0AAAAJ,,,,,,Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs. including Toll-like receptors and cytoplasmic receptors. recognize distinct microbial,False,,11881,https://www.sciencedirect.com/science/article/pii/S0092867406001905,,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867406001905,0,0,0
1091851,IL-17 and Th17 Cells,2009,"['T Korn', 'E Bettelli', 'M Oukka']",yMAcANUAAAAJ |  | ,,,,,,CD4+ T cells. upon activation and expansion. develop into different T helper cell subsets with different cytokine profiles and distinct effector functions. Until recently. T cells were divided into Th1 or Th2 cells. depending on the cytokines they produce. A third subset of IL,False,,5055,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.021908.132710,,"/scholar?cites=2157964536683454615&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Thomas_Korn/publication/23767672_IL-17_and_Th17_cells/links/540c7c180cf2f2b29a37def5.pdf,0,0,0
1091852,Toll-like receptors in innate immunity,2005,"['K Takeda', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Functional characterization of Toll-like receptors (TLRs) has established that innate immunity is a skillful system that detects invasion of microbial pathogens. Recognition of microbial components by TLRs initiates signal transduction pathways. which triggers,False,,4141,https://academic.oup.com/intimm/article-abstract/17/1/1/721976,,"/scholar?cites=5885392777539371064&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/17/1/1/721976,0,0,0
1091853,The regulation of IL-10 production by immune cells,2010,"['M Saraiva', ""A O'garra""]", | ,,,,,,Interleukin-10 (IL-10). a cytokine with anti-inflammatory properties. has a central role in infection by limiting the immune response to pathogens and thereby preventing damage to the host. Recently. an increasing interest in how IL10 expression is regulated in,False,,2398,https://www.nature.com/articles/nri2711?report=reader,,"/scholar?cites=11779589645126940764&as_sdt=5,33&sciodt=0,33&hl=en",https://repositorium.sdum.uminho.pt/bitstream/1822/29592/1/saraiva_%20nature%20reviews%20immunology%202010%20posp.pdf,0,0,0
1091854,Pathogen recognition and inflammatory signaling in innate immune defenses,2009,['TH Mogensen'],,,,,,,The innate immune system constitutes the first line of defense against invading microbial pathogens and relies on a large family of pattern recognition receptors (PRRs). which detect distinct evolutionarily conserved structures on pathogens. termed pathogen-associated,False,,2414,https://cmr.asm.org/content/22/2/240.short,,"/scholar?cites=6508966894997637525&as_sdt=5,33&sciodt=0,33&hl=en",https://cmr.asm.org/content/cmr/22/2/240.full.pdf,0,0,0
1091855,Dendritic-cell control of pathogen-driven T-cell polarization,2003,['ML Kapsenberg'],,,,,,,Dendritic cells (DCs) are central in the orchestration of the various forms of immunity and tolerance. Their immunoregulatory role mainly relies on the ligation of specific receptors that initiate and modulate DC maturation resulting in the development of functionally different,False,,1757,https://www.nature.com/articles/nri1246,,"/scholar?cites=7122008779685708077&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Martien_Kapsenberg/publication/8984295_Kapsenberg_ML_Dendritic-cell_control_of_pathogen-driven_T-cell_polarization_Nat_Rev_Immunol_3_984-993/links/00b4951754ca0c3d02000000/Kapsenberg-ML-Dendritic-cell-control-of-pathogen-driven-T-cell-polarization-Nat-Rev-Immunol-3-984-993.pdf,0,0,0
1091856,The roles of TLRs. RLRs and NLRs in pathogen recognition,2009,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The mammalian innate immune system detects the presence of microbial infection through germ line-encoded pattern recognition receptors (PRRs). Toll-like receptors. retinoic acid-inducible gene-I-like receptors and nucleotide-binding oligomerization domain-like,False,,1647,https://academic.oup.com/intimm/article-abstract/21/4/317/738196,,"/scholar?cites=5336283115269487529&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/21/4/317/738196,0,0,0
1091857,Macrophage receptors and immune recognition,2005,"['PR Taylor', 'L Martinez-Pomares', 'M Stacey']", | bZA3APUAAAAJ | ,,,,,,▪ Abstract Macrophages express a broad range of plasma membrane receptors that mediate their interactions with natural and altered-self components of the host as well as a range of microorganisms. Recognition is followed by surface changes. uptake. signaling. and altered,False,,1347,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.23.021704.115816,,"/scholar?cites=15453739773695455662&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Martin_Stacey/publication/7962473_Macrophage_receptors_and_immune_recognition/links/0912f5093b2128d903000000.pdf,0,0,0
1091858,CD36 ligands promote sterile inflammation through assembly of a Toll-like receptor 4 and 6 heterodimer,2010,"['CR Stewart', 'LM Stuart', 'K Wilkinson', 'JM Van Gils']", |  |  | EeKC-u8AAAAJ,,,,,,In atherosclerosis and Alzheimer's disease. deposition of the altered self components oxidized low-density lipoprotein (LDL) and amyloid-β triggers a protracted sterile inflammatory response. Although chronic stimulation of the innate immune system is,False,,1237,https://www.nature.com/articles/ni.1836.pdf?origin=ppub,,"/scholar?cites=8874521273884987757&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2809046/,0,0,0
1091859,Botanical polysaccharides: macrophage immunomodulation and therapeutic potential,2006,"['IA Schepetkin', 'MT Quinn']", | kvZOEXUAAAAJ,,,,,,Botanical polysaccharides exhibit a number of beneficial therapeutic properties. and it is thought that the mechanisms involved in these effects are due to the modulation of innate immunity and. more specifically. macrophage function. In this review. we summarize our,False,,1205,https://www.sciencedirect.com/science/article/pii/S1567576905002869,,"/scholar?cites=14194424036876177473&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091860,Dectin-1: a signalling non-TLR pattern-recognition receptor,2006,['GD Brown'],S9OwymwAAAAJ,,,,,,Dectin-1 is a natural killer (NK)-cell-receptor-like C-type lectin that is thought to be involved in innate immune responses to fungal pathogens. This transmembrane signalling receptor mediates various cellular functions. from fungal binding. uptake and killing. to inducing the,False,,1192,https://www.nature.com/articles/nri1745,,"/scholar?cites=1134859393738095311&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091861,Dectin-1 is required for β-glucan recognition and control of fungal infection,2007,"['PR Taylor', 'SV Tsoni', 'JA Willment', 'KM Dennehy']", |  | D79C96cAAAAJ | ,,,,,,β-Glucan is one of the most abundant polysaccharides in fungal pathogens. yet its importance in antifungal immunity is unclear. Here we show that deficiency of dectin-1. the myeloid receptor for β-glucan. rendered mice susceptible to infection with Candida albicans,False,,1074,https://www.nature.com/articles/ni1408,,"/scholar?cites=7278467076973869023&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc1888731/,0,0,0
1091862,DC-SIGN: escape mechanism for pathogens,2003,"['Y van Kooyk', 'TBH Geijtenbeek']", | ,,,,,,Dendritic cells (DCs) are crucial in the defence against pathogens. Invading pathogens are recognized by Toll-like receptors (TLRs) and receptors such as C-type lectins expressed on the surface of DCs. However. it is becoming evident that some pathogens. including viruses,False,,1025,https://www.nature.com/articles/nri1182,,"/scholar?cites=16086783586375352791&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091863,Innate immunity gone awry: linking microbial infections to chronic inflammation and cancer,2006,"['M Karin', 'T Lawrence', 'V Nizet']",xVvyb1gAAAAJ | gZpefEYAAAAJ | r6NVrQUAAAAJ,,,,,,Clinical and epidemiologic studies have suggested an association between infectious agents and chronic inflammatory disorders and cancer. Better understanding of microbial pattern-recognition receptors and innate immune signaling pathways of the host is helping,False,,1012,https://www.sciencedirect.com/science/article/pii/S0092867406001917,,"/scholar?cites=5225241463883615975&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867406001917,0,0,0
1091864,Immunity to fungal infections,2004,['L Romani'],KETOMcYAAAAJ,,,,,,The topic of immunity to fungal infections is of interest to a wide range of disciplines. from microbiology to immunology. It is of particular interest in terms of therapy of HIV-infected individuals. and patients with cancer or individuals who have received transplants,False,,975,https://www.nature.com/articles/nri1255?report=reader,,"/scholar?cites=12286450487583764445&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/nri1255?report=reader,0,0,0
