,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1280164,Guiding goal modeling using scenarios,1998,Colette Rolland and Carine Souveyet and Camille Ben Achour,24,"Software Engineering, IEEE Transactions on",12,1055-1071,IEEE,Even though goal modeling is an effective approach to requirements engineering. it is known to present a number of difficulties in practice. The paper discusses these difficulties and proposes to couple goal modeling and scenario authoring to overcome them. Whereas existing techniques use scenarios to concretize goals. we use them to discover goals. Our proposal is to define enactable rules which form the basis of a software environment called L'Ecritoire to guide the requirements elicitation process through interleaved goal modeling and scenario authoring. The focus of the paper is on the discovery of goals from scenarios. The discovery process is centered around the notion of a requirement chunk (RC) which is a pair <Goal. Scenario>. The paper presents the notion of RC. the rules to support the discovery of RCs and illustrates the application of the approach within L'Ecritoire using the ATM example. It also …,True,AAMCoS4AAAAJ:geHnlv5EZngC,722,https://ieeexplore.ieee.org/abstract/document/738339/,17584258861642410796,/scholar?cites=17584258861642410796,,,http://park.itc.u-tokyo.ac.jp/panda/kushiro/ReferencePaper/Requirements%20Elicitation/00738339.pdf,0,0,0
1280165,A proposal for a scenario classification framework,1998,Colette Rolland and C Ben Achour and Corine Cauvet and Jolita Ralyté and Alistair Sutcliffe and Neil Maiden and Matthias Jarke and Peter Haumer and Klaus Pohl and Eric Dubois and Patrick Heymans,3,Requirements Engineering,1,23-47,Springer London,The requirements engineering. information systems and software engineering communities recently advocated scenario-based approaches which emphasise the user/system interaction perspective in developing computer systems. Use of examples. scenes. narrative descriptions of contexts. mock-ups and prototypes-all these ideas can be called scenario-based approaches. although exact definitions are not easy beyond stating that these approaches emphasise some description of the real world. Experience seems to tell us that people react to ‘real things’ and that this helps in clarifying requirements. Indeed. the widespread acceptance of prototyping in system development points to the effectiveness of scenario-based approaches. However. we have little understanding about how scenarios should be constructed. little hard evidence about their effectiveness and even less idea about why they work …,True,AAMCoS4AAAAJ:t6usbXjVLHcC,351,https://link.springer.com/content/pdf/10.1007/BF02802919.pdf,10088244855703250818,/scholar?cites=10088244855703250818,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.13.3662&rep=rep1&type=pdf,0,0,0
1280166,Guiding the construction of textual use case specifications,1998,Colette Rolland and Camille Ben Achour,25,Data & Knowledge Engineering,1,125-160,North-Holland,An approach for guiding the construction of use case specifications is presented. A use case specification comprises contextual information of the use case. its change history. the complete graph of possible pathways. attached requirements and open issues. The proposed approach delivers a use case specification as an unambiguous natural language text. This is done by a stepwise and guided process which progressively transforms initial and partial natural language descriptions of scenarios into well structured. integrated use case specifications. The basis of the approach is a set of linguistic patterns and linguistic structures. The former constitutes the deep structure of the use case specification whereas the latter corresponds to the surface structures. The paper presents the use case model. the linguistic basis and the guided process along with the associated guidelines and support rules. The process is …,True,AAMCoS4AAAAJ:8AbLer7MMksC,273,https://www.sciencedirect.com/science/article/pii/S0169023X97862234,6073215226573849734,/scholar?cites=6073215226573849734,,,http://sunsite.rwth-aachen.de:3080/ftp/pub/packages/CREWS/CREWS-98-01.pdf,0,0,0
1280167,Dynamic adaptation of service compositions with variability models,2014,Germán H Alférez and Vicente Pelechano and Raúl Mazo and Camille Salinesi and Daniel Diaz,91,Journal of Systems and Software,,24-47,Elsevier,Web services run in complex contexts where arising events may compromise the quality of the whole system. Thus. it is desirable to count on autonomic mechanisms to guide the self-adaptation of service compositions according to changes in the computing infrastructure. One way to achieve this goal is by implementing variability constructs at the language level. However. this approach may become tedious. difficult to manage. and error-prone. In this paper. we propose a solution based on a semantically rich variability model to support the dynamic adaptation of service compositions. When a problematic event arises in the context. this model is leveraged for decision-making. The activation and deactivation of features in the variability model result in changes in a composition model that abstracts the underlying service composition. These changes are reflected into the service composition by adding or removing …,True,AAMCoS4AAAAJ:W5xh706n7nkC,153,https://www.sciencedirect.com/science/article/pii/S0164121213001465,16436727239049115137,/scholar?cites=16436727239049115137,,,https://riunet.upv.es/bitstream/handle/10251/38951/jss14.pdf?sequence=7,0,0,0
1280168,Guiding use case authoring: Results of an empirical study,1999,Camille Ben Achour and Colette Rolland and Neil Maiden and Carine Souveyet,,,,36-43,IEEE,,True,AAMCoS4AAAAJ:5Ul4iDaHHb8C,143,,4892642507097377891,/scholar?cites=4892642507097377891,,,,0,0,0
1280169,Eliciting gaps in requirements change,2004,Colette Rolland and Camille Salinesi and Anne Etien,9,Requirements Engineering,1,1-15,Springer-Verlag,We consider requirements change due to system evolution which results from contextual forces such as the decision to standardise practices across subsidiaries of a company. Our experience with the financial branch of the French Renault group is that eliciting change requirements poses its own specific problems. We propose to model change as a set of gaps between the requirements specification of the current and the future system. Our approach is to define a generic typology of gaps to facilitate a precise definition of change requirements. It adopts a goal oriented requirements specification and shows how to customise the generic gap typology to this specific requirements representation formalism. The paper presents the approach to elicit gaps and illustrates it with the Renault case study.,True,AAMCoS4AAAAJ:u5HHmVD_uO8C,107,https://link.springer.com/content/pdf/10.1007/s00766-003-0168-y.pdf,4167542056651105260,/scholar?cites=4167542056651105260,,,https://www.researchgate.net/profile/Camille_Salinesi/publication/220428048_Eliciting_Gaps_in_Requirements_Change/links/09e415086e10baf606000000.pdf,0,0,0
1280170,Ontologies for Security Requirements: A Literature Survey and Classification,2012,Amina Souag and Camille Salinesi and Isabelle Comyn-Wattiau,,Advanced Information Systems Engineering Workshops,,61-69,Springer Berlin Heidelberg,Despite existing methodologies in the field. most requirements engineers are poorly trained to define security requirements. This is due to a considerable lack of security knowledge. Some security ontologies have been proposed. but a gap still exists between the two fields of security requirement engineering and ontologies. This paper is a survey. it proposes an analysis and a typology of existing security ontologies and their use for requirements definition.,True,AAMCoS4AAAAJ:mVmsd5A6BfQC,99,https://link.springer.com/chapter/10.1007/978-3-642-31069-0_5,6304698270023180278,/scholar?cites=6304698270023180278,,,https://link.springer.com/content/pdf/10.1007/978-3-642-31069-0_5.pdf,0,0,0
1280171,Guiding Scenario Authoring,1999,Camille Ben Achour,51,Information Modelling and Knowledge Bases X,,152,Ios PressInc,,True,AAMCoS4AAAAJ:fQNAKQ3IYiAC,95,,18003134618179306742,/scholar?cites=18003134618179306742,,,,0,0,0
1280172,Modelling and Engineering the Requirements Engineering Process: an overview of the NATURE approach,1997,Georges Grosz and Colette Rolland and Sylviane Schwer and Carine Souveyet and Véronique Plihon and Samira Si-Said and Camille Ben Achour and Christophe Gnaho,2,Requirements Engineering,3,115-131,Springer London,This paper presents an overview of the process theory developed in the context of the ESPRIT project NATURE.1 This theory proposes means for modelling and engineering the requirements engineering (RE) process. The key element of this theory is a situation-and decision-based process meta-model independent of any RE methodology. The process meta-model acts as a shell for defining process models by instantiation. An enactment mechanism implemented in a tool environment has been defined. It allows execution of process models and provides effective guidance to the requirements engineer. Construction of process models is also supported based on generic method knowledge chunks. The formalization of our approach is based on a free algebra.,True,AAMCoS4AAAAJ:LPZeul_q3PIC,78,https://link.springer.com/content/pdf/10.1007/BF02802771.pdf,2530724347624756734,/scholar?cites=2530724347624756734,,,,0,0,0
1280173,Modeling goals and reasoning with them,2005,Colette Rolland and Camille Salinesi,,,,189-217,Springer. Berlin. Heidelberg,The concept of goal has been used in many domains such as management sciences and strategic planning. artificial intelligence and human computer interaction. Recently. goal-driven approaches have been developed and tried out to support requirements engineering activities such as requirements elicitation. specification. validation. modification. structuring and negotiation. This chapter first review various research efforts undertaken in this line of research and presents the state-of-the-art in using goals to engineer requirements. It then presents a particular goal model. the goal/strategy map. and shows that maps can help with facing the challenge of new emerging multi-purposes systems. i.e. systems imposing variability in requirements elaboration and customization in the requirements engineering process.,True,AAMCoS4AAAAJ:9yKSN-GCB0IC,73,https://link.springer.com/chapter/10.1007/3-540-28244-0_9,15814340413965433617,/scholar?cites=15814340413965433617,,,https://www.researchgate.net/profile/Camille_Salinesi/publication/259231516_Modeling_Goals_and_Reasoning_with_Them/links/543799af0cf2027cbb2023e7.pdf,0,0,0
1280174,Aligning IS to Organization’s Strategy: The InStAl Method,2007,Laure-Hélène Thevenet and Camille Salinesi,,,,203-217,Springer. Berlin. Heidelberg,Aligning Information Systems (IS) to organization’s strategic business objectives is one of organizations’ top preoccupations. Misalignment is considered as a reason of IT’s failure to improve organizational performance. If strategic alignment is relatively simple to understand. it is not so easy to implement. Our experience showed us that organizations are not really able to systematically evaluate whether there is alignment. mainly because of the lack of documentation on strategic alignment. This paper intends to deal with this issue by proposing an approach to describe organizations’ strategic objectives and its IS. in order to document and analyze strategic alignment. i.e. how the IS contributes to strategic objectives satisfaction. The proposed method. called InStAl (Intentional Strategic Alignment). reuses organization documents as a basis to formalize strategic alignment. InStAl was created following the …,True,AAMCoS4AAAAJ:d1gkVwhDpl0C,69,https://link.springer.com/chapter/10.1007/978-3-540-72988-4_15,13425079687259091459,/scholar?cites=13425079687259091459,,,https://link.springer.com/content/pdf/10.1007/978-3-540-72988-4_15.pdf,0,0,0
1280175,Inconsistency management in software engineering: Survey and open research issues,2001,George Spanoudakis and Andrea Zisman,,,,329-380,,The development of complex software systems is a complex and lengthy activity that involves the participation and collaboration of many stakeholders (e.g. customers. users. analysts. designers. and developers). This results in many partial models of the developing system. These models can be inconsistent with each other since they describe the system from different perspectives and reflect the views of the stakeholders involved in their construction. Inconsistent software models can have negative and positive effects in the software development life-cycle. On the negative side. inconsistencies can delay and increase the cost of system development; do not guarantee some properties of the system. such as safety and reliability; and generate difficulties on system maintenance. On the positive side. inconsistencies can facilitate identification of some aspects of the system that need further analysis. assist with the …,True,XQSvrAwAAAAJ:u5HHmVD_uO8C,335,https://www.worldscientific.com/doi/abs/10.1142/9789812389718_0015,8962344065246429034,/scholar?cites=8962344065246429034,,,https://www.academia.edu/download/35254860/hseke01.pdf,0,0,0
1280176,Rule-based generation of requirements traceability relations,2004,George Spanoudakis and Andrea Zisman and Elena Pérez-Minana and Paul Krause,72,Journal of systems and software,2,105-127,Elsevier,The support for traceability between requirement specifications has been recognised as an important task in the development life cycle of software systems. In this paper. we present a rule-based approach to support the automatic generation of traceability relations between documents which specify requirement statements and use cases (expressed in structured forms of natural language). and analysis object models for software systems. The generation of such relations is based on traceability rules of two different types. More specifically. we use requirement-to-object-model rules to trace the requirements and use case specification documents to an analysis object model. and inter-requirements traceability rules to trace requirement and use case specification documents to each other. By deploying such rules. our approach can generate four different types of traceability relations. To implement and demonstrate our …,True,XQSvrAwAAAAJ:u-x6o8ySG0sC,284,https://www.sciencedirect.com/science/article/pii/S0164121203002425,8225344057586221224,/scholar?cites=8225344057586221224,,,,0,0,0
1280177,Software traceability: a roadmap,2005,George Spanoudakis and Andrea Zisman,,,,395-428,,Traceability of software artefacts has been recognized as an important factor for supporting various activities in the software system development process. In general. the objective of traceability is to improve the quality of software systems. More specifically. traceability information can be used to support the analysis of implications and integration of changes that occur in software systems; the maintenance and evolution of software systems; the reuse of software system components by identifying and comparing requirements of new and existing systems; the testing of software system components; and system inspection. by indicating alternatives and compromises made during development. Traceability enables system acceptance by allowing users to better understand the system and contributes to a clear and consistent system documentation.Over the last few years. the software and system engineering …,True,XQSvrAwAAAAJ:qjMakFHDy7sC,277,https://www.worldscientific.com/doi/abs/10.1142/9789812775245_0014,17468014250050063598,/scholar?cites=17468014250050063598,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.154.2734&rep=rep1&type=pdf,0,0,0
1280178,A framework for requirents monitoring of service based systems,2004,Khaled Mahbub and George Spanoudakis,,,,84-93,,This paper proposes a framework for monitoring the compliance of systems composed of web-services with requirements set for th. This framework assumes systems composed of web-services that are co-ordinated by a service composition process expressed in BPEL4WS and uses event calculus to specify the properties to be monitored. The monitorable properties may include behavioural properties of a syst which are automatically extracted from the specification of its composition process in BPEL4WS and/or assumptions that syst providers can specify in terms of events extracted from this specification.,True,XQSvrAwAAAAJ:d1gkVwhDpl0C,207,https://dl.acm.org/doi/abs/10.1145/1035167.1035181,16297384546685000511,/scholar?cites=16297384546685000511,,,https://www.researchgate.net/profile/George_Spanoudakis2/publication/221050511_A_framework_for_requirents_monitoring_of_service_based_systems/links/0912f50be886b8ff19000000.pdf,0,0,0
