,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1185358,Digital image-based flame emission spectrometry,2009,Wellington Silva Lyra and Vagner Bezerra Dos Santos and Amália Geiza Gama Dionízio and Valdomiro Lacerda Martins and Luciano Farias Almeida and Edvaldo Nóbrega Gaião and Paulo Henrique Gonçalves Dias Diniz and Edvan Cirino Silva and Mário César Ugulino Araújo,77,Talanta,5,1584-1589,Elsevier,A digital image-based flame emission spectrometric (DIB-FES) method for the quantitative chemical analysis is proposed here for the first time. The DIB-FES method employs a webcam to capture the digital images which are associated to a radiation emitted by the analyte into an air-butane flame. Since the detection by webcam is based on the RGB (red–green–blue) colour system. a novel mathematical model was developed in order to build DIB-FES analytical curves and estimate figures of merit for the proposed method. In this approach. each image is retrieved in the three R. G and B individual components and their values were used to define a position vector in RGB three-dimensional space. The norm of this vector is then adopted as the RGB-based value (analytical response) and it has revealed to be linearly related to the analyte concentration. The feasibility of the DIB-FES method is illustrated in three …,True,L882WX6QRnkC:u5HHmVD_uO8C,88,https://www.sciencedirect.com/science/article/pii/S003991400800711X,11649937742659173482,/scholar?cites=11649937742659173482,,https://www.academia.edu/download/47501952/Digital_image-based_flame_emission_spect20160725-24183-u5n6uw.pdf,0,0,0
1185359,Determination of biogenic amines in beer and wine by capillary electrophoresis–tandem mass spectrometry,2015,Daniela Daniel and Vagner Bezerra Dos Santos and Denis Tadeu Rajh Vidal and Claudimir Lucio do Lago,1416,Journal of Chromatography A,,121-128,Elsevier,A capillary electrophoresis–tandem mass spectrometry (CE–MS/MS) method for the simultaneous assessment of nine biogenic amines (spermine. spermidine. putrescine. cadaverine. histamine. phenylethylamine. tryptamine. tyramine. and urocanic acid) in commercial samples of beer and wine is introduced. The samples were submitted to a simple clean-up step with poly(vinylpolypyrrolidone) followed by filtration. Electrophoretic separation in a polyvinyl alcohol (PVA)-coated capillary using 0.5 mol L−1 acetic acid (pH 2.5) as background electrolyte and detection by electrospray-tandem mass spectrometry was employed. The range of the correlation coefficients of the calibration curves of the analyzed compounds was 0.996–0.999. and the limits of detection and limits of quantification were in the range of 1–2 μg L−1 and 3–8 μg L−1. respectively. The recovery values for samples spiked at three concentration levels …,True,L882WX6QRnkC:BJbdYPG6LGMC,87,https://www.sciencedirect.com/science/article/pii/S0021967315012625,13119605087898315886,/scholar?cites=13119605087898315886,,https://www.academia.edu/download/53246329/Determination_of_biogenic_amines_in_beer_and_wine_by_capillary_electrophoresis-tandem_mass_spectrometry.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1185360,Differential pulse voltammetric determination of Paraquat using a Bismuth‐film electrode,2010,Luiz Carlos S de Figueiredo‐Filho and Vagner B dos Santos and Bruno Campos Janegitz and Thiago Brito Guerreiro and Orlando Fatibello‐Filho and Ronaldo Censi Faria and Luiz Humberto Marcolino‐Junior,22,Electroanalysis: An International Journal Devoted to Fundamental and Practical Aspects of Electroanalysis,11,1260-1266,WILEY‐VCH Verlag,A bismuth‐film electrode (BiFE) ex situ electrochemically deposited onto a copper substrate has been presented for paraquat determination. The bismuth film was electrochemically deposited at an applied potential of −0.18 V vs. Ag/AgCl (3.0 M KCl) for 200 s. The analytical curve was linear in the paraquat concentration range from 6.6×10−7 M to 4.8×10−5 M with a limit of detection of 9.3×10−8 M. The method presented satisfactory results at a confidence level of 95% and the performance was evaluated in water samples.,True,L882WX6QRnkC:u-x6o8ySG0sC,73,https://onlinelibrary.wiley.com/doi/abs/10.1002/elan.200900553,1415011009618307824,/scholar?cites=1415011009618307824,,https://www.academia.edu/download/53246352/Differential_Pulse_Voltammetric_Determination_of_Paraquat_Using_a_Bismuth-Film_Electrode._Electroanalysis.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1185361,A digital image-based method employing a spot-test for quantification of ethanol in drinks,2015,Luzia Pires dos Santos Benedetti and Vagner Bezerra dos Santos and Tiago Almeida Silva and Edemar Benedetti Filho and Valdomiro Lacerda Martins and Orlando Fatibello-Filho,7,Analytical methods,10,4138-4144,Royal Society of Chemistry,A low-cost analytical method for quantification of ethanol in drinks based on the combination of a colorimetric spot-test and a digital image-based (DIB) method is proposed. The digital images from spot-test reactions were captured using a digital camera in a portable plastic chamber designed with internal lighting control. The images were decomposed by a RGB approach using freely available software. The R channel showed the best linearity. with two linear ethanol concentration ranges: from 1.0% to 20.0% v/v (r = 0.999) and from 25.0% to 50.0% v/v (r = 0.980). with limits of detection and quantification of 0.25% and 0.85% v/v. respectively. for the first analytical curve. The developed method was applied to quantification of ethanol in alcoholic drink samples with results in close agreement with those obtained using a spectrophotometric method at a confidence level of 95%. and with low waste generation (835 μL …,True,L882WX6QRnkC:LgRImbQfgY4C,55,https://pubs.rsc.org/--/content/articlehtml/2015/ay/c5ay00529a,16934817414925976866,/scholar?cites=16934817414925976866,,https://pubs.rsc.org/az/content/getauthorversionpdf/C5AY00529A,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1185362,An inexpensive. portable and microcontrolled near infrared LED-photometer for screening analysis of gasoline,2008,Edvaldo da Nóbrega Gaiao and Sérgio Ricardo Bezerra dos Santos and Vagner Bezerra dos Santos and Elaine Cristina Lima do Nascimento and Renato Sousa Lima and Mário César Ugulino de Araújo,75,Talanta,3,792-796,Elsevier,A microcontrolled. portable and inexpensive photometer is proposed. It uses a near infrared light emitting diode (NIR LED) as radiation source. a PbSe photoresistor as infrared detector and a programmable interrupt controller (PIC) microcontroller as control unit. The detector system presents a thermoresistor and a thermoelectric cooling to control the detector temperature and keep the noise at low levels. The microcontroller incorporated total autonomy on the proposed photometer. As its components are inexpensive and of easy acquisition. the proposed NIR LED-photometer is an economical alternative for chemical analyses in small routine. research and/or teaching laboratories. By being portable and microcontrolled. it also allows carrying out field chemical analyses. The instrument was successfully applied on the screening analysis to verify adulteration in gasoline samples.,True,L882WX6QRnkC:Aul-kAQHnToC,50,https://www.sciencedirect.com/science/article/pii/S0039914007008788,8372104194565038663,/scholar?cites=8372104194565038663,,https://www.academia.edu/download/48189354/An_inexpensive_portable_and_microcontrol20160819-14063-iup3qo.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
