,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1038162,Structures and functions of the extrinsic proteins of photosystem II from different species,2008,Isao Enami and Akinori Okumura and Ryo Nagao and Takehiro Suzuki and Masako Iwai and Jian-Ren Shen,98,,1,349-363,Springer Netherlands,This minireview presents a summary of information available on the variety and binding properties of extrinsic proteins that form the oxygen-evolving complex of photosystem II (PSII) of cyanobacteria. red alga. diatom. green alga. euglena. and higher plants. In addition. the structure and function of extrinsic PsbO. PsbV. and PsbU proteins are summarized based on the crystal structure of thermophilic cyanobacterial PSII together with biochemical and genetic studies from various organisms.,True,x2r4MB8AAAAJ:iH-uZ7U-co4C,117,https://link.springer.com/article/10.1007/s11120-008-9343-9,3056382208242608589,/scholar?cites=3056382208242608589,,,0,0,0
1038163,Isolation and characterization of oxygen-evolving thylakoid membranes and photosystem II particles from a marine diatom Chaetoceros gracilis,2007,Ryo Nagao and Akiko Ishii and Osamu Tada and Takehiro Suzuki and Naoshi Dohmae and Akinori Okumura and Masako Iwai and Takeshi Takahashi and Yasuhiro Kashino and Isao Enami,1767,Biochimica et Biophysica Acta (BBA)-Bioenergetics,12,1353-1362,Elsevier,Thylakoid membranes retaining high oxygen-evolving activity (about 250 μmol O2/mg Chl/h) were prepared from a marine centric diatom. Chaetoceros gracilis. after disruption of the cells by freeze–thawing. We also succeeded in purification of Photosystem II (PSII) particles by differential centrifugation of the thylakoid membranes after treatment with 1% Triton X-100. The diatom PSII particles showed an oxygen-evolving activity of 850 and 1045 μmol O2/mg Chl/h in the absence and presence of CaCl2. respectively. The PSII particles contained fucoxanthin chlorophyll a/c-binding proteins in addition to main intrinsic proteins of CP47. CP43. D2. D1. cytochrome b559. and the antenna size was estimated to be 229 Chl a per 2 molecules of pheophytin. Five extrinsic proteins were stoichiometrically released from the diatom PSII particles by alkaline Tris-treatment. Among these five extrinsic proteins. four proteins were …,True,x2r4MB8AAAAJ:d1gkVwhDpl0C,89,https://www.sciencedirect.com/science/article/pii/S0005272807002356,1715803512241142857,/scholar?cites=1715803512241142857,,https://www.sciencedirect.com/science/article/pii/S0005272807002356,0,0,0
1038164,Redox potential of pheophytin a in photosystem II of two cyanobacteria having the different special pair chlorophylls,2010,Suleyman I Allakhverdiev and Tatsuya Tomo and Yuichiro Shimada and Hayato Kindo and Ryo Nagao and Vyacheslav V Klimov and Mamoru Mimuro,107,Proceedings of the National Academy of Sciences,8,3924-3929,National Academy of Sciences,Water oxidation by photosystem (PS) II in oxygenic photosynthetic organisms is a major source of energy on the earth. leading to the production of a stable reductant. Mechanisms generating a high oxidation potential for water oxidation have been a major focus of photosynthesis research. This potential has not been estimated directly but has been measured by the redox potential of the primary electron acceptor. pheophytin (Phe) a. However. the reported values for Phe a are still controversial. Here. we measured the redox potential of Phe a under physiological conditions (pH 7.0; 25 °C) in two cyanobacteria with different special pair chlorophylls (Chls): Synechocystis sp. PCC 6803. whose special pair for PS II consists of Chl a. and Acaryochloris marina MBIC 11017. whose special pair for PS II consists of Chl d. We obtained redox potentials of −536 ± 8 mV for Synechocystis sp. PCC 6803 and −478 ± 24 mV for A …,True,x2r4MB8AAAAJ:9yKSN-GCB0IC,85,https://www.pnas.org/content/107/8/3924.short,15710895186652992569,/scholar?cites=15710895186652992569,,https://www.pnas.org/content/pnas/107/8/3924.full.pdf,0,0,0
1038165,Purification and characterization of a stable oxygen-evolving Photosystem II complex from a marine centric diatom. Chaetoceros gracilis,2010,Ryo Nagao and Tatsuya Tomo and Eri Noguchi and Saori Nakajima and Takehiro Suzuki and Akinori Okumura and Yasuhiro Kashino and Mamoru Mimuro and Masahiko Ikeuchi and Isao Enami,1797,Biochimica et Biophysica Acta (BBA)-Bioenergetics,2,160-166,Elsevier,Oxygen-evolving Photosystem II particles (crude PSII) retaining a high oxygen-evolving activity have been prepared from a marine centric diatom. Chaetoceros gracilis (Nagao et al.. 2007). The crude PSII. however. contained a large amount of fucoxanthin chlorophyll a/c-binding proteins (FCP). In this study. a purified PSII complex which was deprived of major components of FCP was isolated by one step of anion exchange chromatography from the crude PSII treated with Triton X-100. The purified PSII was still associated with the five extrinsic proteins of PsbO. PsbQ'. PsbV. Psb31 and PsbU. and showed a high oxygen-evolving activity of 2135 μmol O2 (mg Chl a)− 1 h− 1 in the presence of phenyl-p-benzoquinone which was virtually independent of the addition of CaCl2. This activity is more than 2.5-fold higher than the activity of the crude PSII. The activity was completely inhibited by 3-(3.4)-dichlorophenyl-(1.1 …,True,x2r4MB8AAAAJ:2osOgNQ5qMEC,63,https://www.sciencedirect.com/science/article/pii/S0005272809002643,7232287463251294726,/scholar?cites=7232287463251294726,,https://www.sciencedirect.com/science/article/pii/S0005272809002643,0,0,0
1038166,Comparison of oligomeric states and polypeptide compositions of fucoxanthin chlorophyll a/c-binding protein complexes among various diatom species,2013,Ryo Nagao and Shuji Takahashi and Takehiro Suzuki and Naoshi Dohmae and Katsuyoshi Nakazato and Tatsuya Tomo,117,Photosynthesis research,1,281-288,Springer Netherlands,Fucoxanthin chlorophyll a/c-binding protein (FCP) is a unique light-harvesting apparatus in diatoms. Several biochemical characteristics of FCP oligomer and trimer from different diatom species have been reported previously. However. the integration of information about molecular organizations and polypeptides of FCP through a comparison among diatoms has not been published. In this study. we used two-dimensional clear-native/SDS-PAGE to compare the oligomeric states and polypeptide compositions of FCP complexes from four diatoms: Chaetoceros gracilis. Thalassiosira pseudonana. Cyclotella meneghiniana. and Phaeodactylum tricornutum. FCP oligomer was found in C. gracilis. T. pseudonana. and C. meneghiniana. but not in P. tricornutum. The oligomerization varied among the three diatoms. although a predominant subunit having …,True,x2r4MB8AAAAJ:8k81kl-MbHgC,55,https://link.springer.com/article/10.1007/s11120-013-9903-5,13331139845270445868,/scholar?cites=13331139845270445868,,,0,0,0
1038167,Fourier Transform Infrared detection of a polarizable proton trapped between photooxidized tyrosine Yz and a coupled histidine in photosystem II: Relevance to the proton …,2014,Shin Nakamura and Ryo Nagao and Ryouta Takahashi and Takumi Noguchi,53,Biochemistry,,3131-3144,American Chemical Society,The redox-active tyrosine YZ (D1-Tyr161) in photosystem II (PSII) functions as an immediate electron acceptor of the Mn4Ca cluster. which is the catalytic center of photosynthetic water oxidation. YZ is also located in the hydrogen bond network that connects the Mn4Ca cluster to the lumen and hence is possibly related to the proton transfer process during water oxidation. To understand the role of YZ in the water oxidation mechanism. we have studied the hydrogen bonding interactions of YZ and its photooxidized neutral radical YZ• together with the interaction of the coupled His residue. D1-His190. using light-induced Fourier transform infrared (FTIR) difference spectroscopy. The YZ•-minus-YZ FTIR difference spectrum of Mn-depleted PSII core complexes exhibited a broad positive feature around 2800 cm–1. which was absent in the corresponding spectrum of another redox-active tyrosine YD (D2-Tyr160 …,True,x2r4MB8AAAAJ:ULOm3_A8WrAC,53,https://pubs.acs.org/doi/abs/10.1021/bi500237y,17792592191126004530,/scholar?cites=17792592191126004530,,,0,0,0
1038168,Monitoring the reaction process during the S2→ S3 transition in photosynthetic water oxidation using time-resolve infrared spectroscopy,2017,Hiroki Sakamoto and Tatsuki Shimizu and Ryo Nagao and Takumi Noguchi,139,Journal of the American Chemical Society,,2022-2029,American Chemical Society,Photosynthetic water oxidation performed at the Mn4CaO5 cluster in photosystem II plays a crucial role in energy production as electron and proton sources necessary for CO2 fixation. Molecular oxygen. a byproduct. is a source of the oxygenic atmosphere that sustains life on earth. However. the molecular mechanism of water oxidation is not yet well-understood. In the reaction cycle of intermediates called S states. the S2 → S3 transition is particularly important; it consists of multiple processes of electron transfer. proton release. and water insertion. and generates an intermediate leading to O–O bond formation. In this study. we monitored the reaction process during the S2 → S3 transition using time-resolved infrared spectroscopy to clarify its molecular mechanism. A change in the hydrogen-bond interaction of the oxidized YZ• radical. an immediate electron acceptor of the Mn4CaO5 cluster. was clearly observed …,True,x2r4MB8AAAAJ:RHpTSmoSYBkC,51,https://pubs.acs.org/doi/abs/10.1021/jacs.6b11989,17712768448264569475,/scholar?cites=17712768448264569475,,,0,0,0
1038169,Redox potential of the terminal quinone electron acceptor QB in photosystem II reveals the mechanism of electron transfer regulation,2016,Yuki Kato and Ryo Nagao and Takumi Noguchi,113,Proceedings of the National Academy of Sciences,3,620-625,National Academy of Sciences,Photosystem II (PSII) extracts electrons from water at a Mn4CaO5 cluster using light energy and then transfers them to two plastoquinones. the primary quinone electron acceptor QA and the secondary quinone electron acceptor QB. This forward electron transfer is an essential process in light energy conversion. Meanwhile. backward electron transfer is also significant in photoprotection of PSII proteins. Modulation of the redox potential (Em) gap of QA and QB mainly regulates the forward and backward electron transfers in PSII. However. the full scheme of electron transfer regulation remains unresolved due to the unknown Em value of QB. Here. for the first time (to our knowledge). the Em value of QB reduction was measured directly using spectroelectrochemistry in combination with light-induced Fourier transform infrared difference spectroscopy. The Em(QB−/QB) was determined to be approximately +90 mV and …,True,x2r4MB8AAAAJ:ZeXyd9-uunAC,44,https://www.pnas.org/content/113/3/620.short,9690843825880025601,/scholar?cites=9690843825880025601,,https://www.pnas.org/content/113/3/620,0,0,0
1038170,High Excitation Energy Quenching in Fucoxanthin Chlorophyll A/C-Binding Protein Complexes from the Diatom Chaetoceros Gracilis,2013,Ryo Nagao and Makio Yokono and Seiji Akimoto and Tatsuya Tomo,117,The Journal of Physical Chemistry B,,6888-6895,American Chemical Society,The fucoxanthin chlorophyll (Chl) a/c-binding protein (FCP) is responsible for excellent light-harvesting strategies that enable survival in fluctuating light conditions. Here. we report the light-harvesting and quenching states of two FCP complexes. FCP-A and FCP-B/C. isolated from the diatom Chaetoceros gracilis. Pigment analysis revealed that FCP-A is enriched in Chl c. whereas FCP-B/C is enriched in diadinoxanthin. reflecting differences in low-temperature steady-state absorption and fluorescence spectra of each FCP complex. Time-resolved fluorescence spectra were measured at 77 K. and the characteristic lifetimes were determined using global fitting analysis of the spectra. Tens of picosecond (ps) components revealed energy transfer to low-energy Chl a from Chls a and c. whereas the other components showed only fluorescence decay components with no concomitant rise components. The normalized …,True,x2r4MB8AAAAJ:hqOjcs7Dif8C,40,https://pubs.acs.org/doi/abs/10.1021/jp403923q,12624376772888011236,/scholar?cites=12624376772888011236,,,0,0,0
1038171,Binding and functional properties of five extrinsic proteins in oxygen-evolving photosystem II from a marine centric diatom. Chaetoceros gracilis,2010,Ryo Nagao and Akira Moriguchi and Tatsuya Tomo and Ayako Niikura and Saori Nakajima and Takehiro Suzuki and Akinori Okumura and Masako Iwai and Jian-Ren Shen and Masahiko Ikeuchi and Isao Enami,285,Journal of Biological Chemistry,38,29191-29199,Elsevier,Oxygen-evolving photosystem II (PSII) isolated from a marine centric diatom. Chaetoceros gracilis. contains a novel extrinsic protein (Psb31) in addition to four red algal type extrinsic proteins of PsbO. PsbQ′. PsbV. and PsbU. In this study. the five extrinsic proteins were purified from alkaline Tris extracts of the diatom PSII by anion and cation exchange chromatographic columns at different pH values. Reconstitution experiments in various combinations with the purified extrinsic proteins showed that PsbO. PsbQ′. and Psb31 rebound directly to PSII in the absence of other extrinsic proteins. indicating that these extrinsic proteins have their own binding sites in PSII intrinsic proteins. On the other hand. PsbV and PsbU scarcely rebound to PSII alone. and their effective bindings required the presence of all of the other extrinsic proteins. Interestingly. PSII reconstituted with Psb31 alone considerably restored the oxygen …,True,x2r4MB8AAAAJ:UeHWp8X0CEIC,37,https://www.sciencedirect.com/science/article/pii/S0021925820526367,11063260805001549110,/scholar?cites=11063260805001549110,,https://www.sciencedirect.com/science/article/pii/S0021925820526367,0,0,0
