,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1078496,Removal of ammonia nitrogen from distilled old landfill leachate by adsorption on raw and modified aluminosilicate,2017,Rafael Schirmer de Paula Couto and Aline Faria Oliveira and Alcides Wagner Serpa Guarino and Daniel Vidal Perez and Mônica Regina da Costa Marques,38,Environmental technology,7,816-826,Taylor & Francis,This study aimed to evaluate the ammonia–nitrogen removal by aluminosilicates. using both standard solutions as pretreated landfill leachate. Three types of commercial clays and one commercial zeolite were initially tested using standard solution; however. only one clay with the best removability and the zeolite were tested with pretreated leachate. The chosen clay sorption capacity with the standard solution reached 83%. while with the pretreated leachate solution has reached 95% and zeolites have reached. respectively. a removal of 73% and 81%. For this two adsorbents’ studies of equilibrium and kinetic of the sorption were also performed. The Langmuir model was more adequate to describe the ion exchange equilibrium and the sorption mechanism fit the pseudo-second-order kinetic model. Moreover. the pretreatment used on leachate proved to be essential not only for ammonium detection in solution …,True,9NHkb60AAAAJ:u-x6o8ySG0sC,28,https://www.tandfonline.com/doi/abs/10.1080/09593330.2016.1212935,523692451803922183,/scholar?cites=523692451803922183,,,0,0,0
1078497,Application of clay minerals and polymeric resins to remove dissolved Microcystin-LR from water,2013,RSP Couto and AWS Guarino and Ch WC Branco and EFA Palermo and EG Azero,7,International Journal of Environmental Research,2,435-442,University of Tehran,This study aimed to develop techniques for purification of cyanotoxins dissolved in water -particularly those produced by Microcystis aeruginosa species - using natural clay. chemically modifiednatural clay. commercial clay and ion exchange and adsorbent resins. Except for natural clay. chemical pretreatment was required to increase the adsorption capacity of the treatment materials. All the clays wereexposed to microcystin solutions of 0.5x10-3. 1.0x10-3 and 10.0x10-3 ?g/mL in batch purification processes. The same solutions were used in purification processes with polymeric resins packed in columns. The microcystin- LR samples were quantified using ELISA immunoassay and removal capabilities and saturation of the treatment materials were evaluated. The modified clays showed a microcystin-LR removal efficiency rate between 82.90% and 99.86%. while the resins a rate between 87.6% and 99.74%. This study shows that the materials have technologically and economically promising properties for the removal of microcystins from water.,True,9NHkb60AAAAJ:u5HHmVD_uO8C,6,http://ijer.ut.ac.ir/article_622_7.html,15652266395066431560,/scholar?cites=15652266395066431560,,https://ijer.ut.ac.ir/article_622_a911622243ce698a4bd178394c071032.pdf,0,0,0
1078498,Oilfield water treatment by electrocoagulation–reverse osmosis for agricultural use: effects on germination and early growth characteristics of sunflower,2017,Paulo SA de Souza and Alexandre A Cerqueira and Michelle M Rigo and Julieta L de Paiva and Rafael SP Couto and Fábio Merçon and Daniel V Perez and Monica RC Marques,38,Environmental technology,9,1151-1159,Taylor & Francis,This study aims to evaluate the effects of oilfield water (OW). treated by a hybrid process of electrocoagulation and reverse osmosis (EC–RO). on seed germination and early growth characteristics of sunflower (Heliantus annus L.). In the EC step. tests were conducted with 28.6 A m−2 current density and 4 min. reaction time. In the RO step. the system was operated with 1 L min−1 constant flow and 2 MPa. 2.5 MPa and 3 MPa feed pressures. In all feed pressures. RO polymeric membranes achieved very high removals of chemical oxygen demand (up to 89%) and oils and greases (100%) from EC-treated effluent. In best feed pressure (2.5 MPa). turbidity. total dissolved salts. electrical conductivity. salinity. toxic ions and sodium adsorption ratio values attained internationally recognized standards for irrigation water. Using EC–RO (feed pressure:2.5 MPa) treated OW. germinated sunflower seeds percentage …,True,9NHkb60AAAAJ:d1gkVwhDpl0C,3,https://iahr.tandfonline.com/doi/abs/10.1080/09593330.2016.1218941,11626121073730022197,/scholar?cites=11626121073730022197,,,0,0,0
1078499,Helicobacter pylori Couples Motility and Diffusion to Actively Create a Heterogeneous Complex Medium in Gastric Mucus,2016,Seyed Amir Mirbagheri and Henry Chien Fu,116,Physical review letters,19,198101,American Physical Society,Helicobacter pylori swims through mucus gel by generating ammonia that locally neutralizes the acidic gastric environment. turning nearby gel into a fluid pocket. The size of the fluid zone is important for determining the physics of the motility: in a large zone swimming occurs as in a fluid through hydrodynamic principles. while in a very small zone the motility could be strongly influenced by nonhydrodynamic cell-mucus interactions including chemistry and adhesion. Here. we calculate the size of the fluid pocket. We model how swimming depends on the de-gelation range using a Taylor sheet swimming through a layer of Newtonian fluid bounded by a Brinkman fluid. Then. we model how the de-gelation range depends on the swimming speed by considering the advection-diffusion of ammonia exuded from a translating sphere. Self-consistency between both models determines the values of the swimming speed …,True,QuXsTWcAAAAJ:2osOgNQ5qMEC,23,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.116.198101,14618879989784487633,/scholar?cites=14618879989784487633,,https://scholarworks.unr.edu/bitstream/handle/11714/6268/ID4ZF9QA.pdf?sequence=1,0,0,0
1078500,Sensitively photoelastic biocompatible gelatin spheres for investigation of locomotion in granular media,2015,Seyed Amir Mirbagheri and Ericson Ceniceros and Mehdi Jabbarzadeh and Zephyr McCormick and Henry Chien Fu,55,Experimental Mechanics,2,427-438,Springer US,We present a method for measuring forces in granular media experiments using photoelastic gelatin spheres. which is applicable for investigating the forces generated by organisms moving through noncohesive granular materials. We describe how to fabricate gelatin spheres with appropriate characteristics for high-sensitivity photoelastic measurements. We present a calibration methodology to relate photoelastic signal to force applied to the spheres. and evaluate the photoelastic performance of gelatin spheres as a function of gelatin concentration. The spheres can be used across a range of salinities. allowing investigation of freshwater and marine organisms. We show that photoelastic gelatin spheres can detect forces as small as 1 μN. and quantitatively measure forces with up to 60 μN precision. We provide a proof-of-principle experiment in which the forces exerted by an earthworm in a granular …,True,QuXsTWcAAAAJ:u-x6o8ySG0sC,10,https://link.springer.com/content/pdf/10.1007/s11340-014-9958-z.pdf,14652539201218493676,/scholar?cites=14652539201218493676,,https://hfu.mech.utah.edu/wp-content/uploads/sites/23/2016/06/spheres6s-2.pdf,0,0,0
1078501,Stability of soft magnetic helical microrobots,2020,Kiarash Samsami and Seyed Amir Mirbagheri and Farshad Meshkati and Henry Chien Fu,5,Fluids,1,19,Multidisciplinary Digital Publishing Institute,Nano/microrobotic swimmers have many possible biomedical applications such as drug delivery and micro-manipulation. This paper examines one of the most promising classes of these: rigid magnetic microrobots that are propelled through bulk fluid by rotation induced by a rotating magnetic field. Propulsion corresponds to steadily rotating and translating solutions of the dynamics of such microrobots that co-rotate with the magnetic field. To be observed in experiments and be amenable to steering control. such solutions must also be stable to perturbations. In this paper. we analytically derive a criterion for the stability of such steadily rotating solutions for a microrobot made of soft magnetic materials. which have a magnetization that depends on the applied field. This result generalizes previous stability criteria we obtained for microrobots with a permanent magnetization.,True,QuXsTWcAAAAJ:eQOLeE2rZwMC,3,https://www.mdpi.com/2311-5521/5/1/19,13925613975934050082,/scholar?cites=13925613975934050082,,https://www.mdpi.com/2311-5521/5/1/19/htm,0,0,0
1078502,Saturation and coercivity limit the velocity of rotating active magnetic microparticles,2020,Kiarash Samsami and Seyed Amir Mirbagheri and Farshad Meshkati and Henry Chien Fu,5,Physical Review Fluids,6,064202,American Physical Society,One class of active particles that is especially promising for biomedical microrobotic applications is rigid magnetic microswimmers propelled via rotation by a magnetic field. For these particles there is a maximum rotational frequency. hence velocity. determined by the maximum torque exerted by the field on the particle magnetization. It has been expected that velocity can always be increased by increasing the field magnitude to increase torque. This expectation holds if magnetization is constant or responds linearly to applied field. but all real materials actually respond nonlinearly. since as field strength increases the magnetization saturates and is coerced to point along the field direction. Here we show that this saturation and coercivity limit the maximum velocity of these microparticles. These effects are particularly important for soft magnetic materials. Although soft magnetic materials are used in many …,True,QuXsTWcAAAAJ:WF5omc3nYNoC,1,https://journals.aps.org/prfluids/abstract/10.1103/PhysRevFluids.5.064202,6195110008460181032,/scholar?cites=6195110008460181032,,,0,0,0
1078503,Physical bounds on velocities in soft magnetic microswimmers,2018,Kiarash Samsami and Seyed Amir Mirbagheri and Farshad Meshkati and Henry Fu,63,Bulletin of the American Physical Society,,,American Physical Society,Magnetic microswimmers are being studied for their biomedical applications and manipulation and sensing abilities in microscales. We study rigid magnetic microswimmers propelled rotationally using a rotating magnetic field as a commonly examined class of these microswimmers. Based on current understanding of paramagnetic and hard ferromagnetic swimmers. it is commonly thought that higher velocities can generally be achieved by increasing the magnetic field magnitude. Here we investigate. instead. soft magnetic microswimmers. and show analytically that there is a maximum limit for velocity depending on the material's property and geometry. We also perform numerical simulations demonstrating this effect for two examples: first. a helical microswimmer with an ellipsoidal head. which has a relatively simple magnetization model. and second. a helical microswimmer with a thin square plate head. which is …,True,QuXsTWcAAAAJ:YsMSGLbcyi4C,0,https://meetings.aps.org/Meeting/DFD18/Session/L22.12,,,,,0,0,0
1078504,Effect of peristalsis in balance of intestinal microbial ecosystem,2017,Seyed Amir Mirbagheri and Henry C Fu,,APS Division of Fluid Dynamics Meeting Abstracts,,E5. 001,,A balance of microbiota density in gastrointestinal tracts is necessary for health of the host. Although peristaltic flow made by intestinal muscles is constantly evacuating the lumen. bacterial density stay balanced. Some of bacteria colonize in the secreted mucus where there is no flow. but the rest resist the peristaltic flow in lumen and maintain their population. Using a coupled two-dimensional model of flow induced by large amplitude peristaltic waves. bacterial motility. reproduction. and diffusion. we address how bacterial growth and motility combined with peristaltic flow affect the balance of the intestinal microbial ecosystem.,True,QuXsTWcAAAAJ:W7OEmFMy1HYC,0,https://ui.adsabs.harvard.edu/abs/2017APS..DFD.E5001M/abstract,,,,,0,0,0
1078505,Propulsion of rotationally actuated soft magnetic microswimmers,2017,Kiarash Samsami and Seyed Amir Mirbagheri and Farshad Meshkati and Henry Fu,,APS Division of Fluid Dynamics Meeting Abstracts,,D10. 007,,Microrobotic swimmers have been the subject of many studies recently because of their possible biomedical applications such as drug delivery and micro manipulation. We examine rigid magnetic microrobots that are propelled by rotation induced by a rotating magnetic field. thought to be the most promising class of microrobots. Previous studies have considered ferromagnetic swimmers with permanent magnetizations and paramagnetic swimmers. but many experimental realizations are in fact soft magnets. Here we investigate how soft magnetic swimmers differ from ferromagnetic and paramagnetic swimmers. We specifically investigate the behavior of step-out frequencies. velocity-frequency response. and the stability and multiplicity of stable swimming modes for microrobots with nonmagnetic helical tails and ellipsoidal soft magnetic heads.,True,QuXsTWcAAAAJ:Y0pCki6q_DkC,0,https://ui.adsabs.harvard.edu/abs/2017APS..DFDD10007S/abstract,,,,,0,0,0
