,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1089191,Bacterial contamination of imported poultry feed in Iraq,2016,Muhsin L Al-Musawi and Siham B Hussein and Marwa J Gatoof and Noor Alhuda S Hanash and Baraa Z Abdulkareem,3,Pharmaceutical and Biological Evaluations,5,495-499,,Objective: This study aimed to evaluation of feed safety because of bacterial contamination of imported poultry feed in Iraq. which causes poultry diseases that often causing death and great economic losses.Methods: Imported poultry feed Samples were collected. cultured in Selenite Cysteine Broth for enrichment of Salmonella (an emphasized organism). used Eosin Methylene Blue agar (EMB) for isolation of Escherichia coli and Isolates were identified according to morphological. biochemical tests and Agglutination test (O&H antiserum for salmonella).Results: The results indicated bacterial contamination of imported poultry feed. among all the samples. we note Gram-negative bacteria in 48 samples of the total samples at (38.4%) included Salmonella spp. in 17 samples at (13.6%). E. coli in 20 samples at (16%). Klebsiella spp. in 3 samples at (2.4%). Shigella spp. in 4 samples at (3.2%) and Proteus spp. in 4 samples at (3.2%).Conclusion: This study concluded that must be assessed the microbial quality of imported poultry feed by manufacturers and health authorities to ensure feed safety because of poultry feed may harbor potential poultry and human pathogens.,True,Qd_Hjg8AAAAJ:u-x6o8ySG0sC,4,https://www.academia.edu/download/53226388/%D8%A7%D9%84%D8%AA%D9%84%D9%88%D8%AB_%D8%A7%D9%84%D8%A8%D9%83%D8%AA%D9%8A%D8%B1%D9%8A_%D9%84%D8%B9%D9%84%D9%81_%D8%A7%D9%84%D8%AF%D9%88.pdf,13144949723720102689,/scholar?cites=13144949723720102689,,https://www.academia.edu/download/53226388/%D8%A7%D9%84%D8%AA%D9%84%D9%88%D8%AB_%D8%A7%D9%84%D8%A8%D9%83%D8%AA%D9%8A%D8%B1%D9%8A_%D9%84%D8%B9%D9%84%D9%81_%D8%A7%D9%84%D8%AF%D9%88.pdf,0,0,0
1089192,Isolation of Bacterial contamination agents in imported animal feed in Iraq,2020,Siham B Hussein Musaddak D Ali and Muhsin L Al Musawi,2,International Journal of Agriculture and Plant Science,1,8-10,,,True,Qd_Hjg8AAAAJ:qjMakFHDy7sC,0,,,,,,0,0,0
1089193,Microbial contamination of imported soybean meal which used as animal feed in Iraq,2019,Marwa T Hamd5 Musaddak D Ali1 and Muhsin L Al-Musawi2 and Siham B Hussein3 and Zainab A Abdel Hassan4,4,International Journal of Botany Studies,Issue 4,135-138,,,True,Qd_Hjg8AAAAJ:2osOgNQ5qMEC,0,,,,,,0,0,0
1089194,Effect of Inadequate Drying on Moisture Content and Aflatoxin Concentration in Dried Local Corn Kernels in Iraqi Stores and Silo,2017,Ahmed H. Ali Dr. Musaddak D. Ali and Dr. Muhsin L. Al-Musawi and Siham B. Hussein and Faris S. Haider and Hasan H. Al-Shammari,15,British Journal of Science,2,25-30,,,True,Qd_Hjg8AAAAJ:9yKSN-GCB0IC,0,,,,,,0,0,0
1089195,Bacterial Contamination of Imported and Local Corn Kernel (Used as Animal Feed) in Iraq,2016,Musaddak D Ali and Muhsin L Al-Musawi and Siham B Hussein and S Abid Ra'afat and Shireen S Ferman,26,"American Scientific Research Journal for Engineering, Technology, and Sciences (ASRJETS)",4,418-425,,This study was carried out to determine bacterial contamination of imported and local corn kernel (used as animal feed) in Iraq. which causes diseases and great economic losses. A total of 163 samples were collected (100 samples of the imported corn kernel from border points and 63 samples of the local corn kernel from the provinces) and cultured then Isolates were identified according to morphological Characteristics. biochemical tests and Agglutination test. The results indicated a total Gram-negative bacteria in 94 samples of the total samples (163) at (58%). includes: 57 Isolates from the imported corn kernel at (57%). which includes: Salmonella spp. in 14 samples at (14%). Escherichia coli in 21 samples at (21%). Klebsiella spp. in 13 samples at (13%). Proteus spp. in 9 samples at (9%) but absence of Serratia spp. and Enterobacter spp.. Addition to 37 Isolates from the local corn kernel at (60%). which includes: Salmonella spp. in 10 samples at (16%). Escherichia coli in 15 samples at (24%). Proteus spp. in 6 samples at (10%). Serratia spp. in 3 samples at (5%). Enterobacter spp. in 3 samples at (5%) but absence of Klebsiella spp. This study concluded that must be evaluated the microbial quality of imported and local corn kernel (used as animal feed) by manufacturers and health authorities to ensure safety and quality of corn to prevent diseases and great economic losses.,True,Qd_Hjg8AAAAJ:u5HHmVD_uO8C,0,http://www.asrjetsjournal.org/index.php/American_Scientific_Journal/article/view/2490,,,,http://www.asrjetsjournal.org/index.php/American_Scientific_Journal/article/download/2490/1004,0,0,0
1089196,Physiochemical Properties and Rotifera Population Density of Darbandikhan Lake. Kurdistan-Iraq,2013,Sherko A Muhammad and Ahmed F Ali,5,Journal of Biological Sciences,2,53-57,,Water samples were collected at regular monthly interval periods beginning in November 2009 to June 2010. The study of Rotifera community has been carried out at five sites including: downstream of the Darbandikhan Lake (Lake Outlet). near the dam (500 m). left shoreline of the Lake. Sirwan River and Tangero River. The physical and chemical properties of water were studied including: water temperature (from 11.9 to 25.5 ºC). pH (from 6.55 to 8.60). EC (from 289 to 683 µs/cm). TDS (from 184.90 to 437.10 mg/L). DO (9.5 to 1.8 mg/L). BOD5 (from 0.20 to 8.50 mg/L). Turbidity (from 0.70 to 68.90 NTU) and Total hardness (from 120.10 to 355.5 mg/CaCO3/L). While 14 genus of Rotifera were recorded. the density of Rotifera in the studied sites showed wide fluctuations in their occurrence. It was ranged from 4 to 134 ind/m3. The lower value was recorded in site 5 during January and the higher number was recorded in site 2 during May 2010.,True,PJ9NIt4AAAAJ:u5HHmVD_uO8C,4,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1058.7546&rep=rep1&type=pdf,11313007433505190991,/scholar?cites=11313007433505190991,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1058.7546&rep=rep1&type=pdf,0,0,0
1089197,Reactive Power Control of A 220kv Transmission Line Using PWM Based Statcom with Real Time Data Implementation,2016,Atif Mahmood and Muhammad Amjad and MI Malik and A Ali and A Muhammad,21,University of Engineering and Technology Taxila. Technical Journal,1,43,University of Engineering and Technology. Taxila,Static Synchronous Compensator (STATCOM) is the best device for reactive power compensation and power system stability. In this paper a novel STATCOM model is proposed. The STATCOM model used in this paper used a control algorithm. Pulse Width Modulation technique (PWM) is implemented with control algorithm for the generation of the gating pulses for IGBTs Installed in the Voltage Source Inverter (VSI). The STATCOM model is implemented in a 220KV existing transmission line located in Multan for reactive power compensation. The model is simulated in MATLAB/Simulink software and results are compared with the existing system. The results of STATCOM are compared with the capacitor which is already installed in the transmission system.,True,PJ9NIt4AAAAJ:d1gkVwhDpl0C,0,https://search.proquest.com/openview/55ae53f6c4f864d2ccf234087354c1c0/1?pq-origsite=gscholar&cbl=2032486,,,,,0,0,0
1089198,213. The Friedel–Crafts condensation of substituted glutaric anhydrides with benzene and the formation of isomeric benzoylphenylpropionic acids in the reaction between …,1937,Ahmed Ali and RD Desai and RF Hunter and SM Makhdhum Muhammad,,Journal of the Chemical Society (Resumed),,1013-1016,Royal Society of Chemistry,The anhydrides of glutaric acid. PP-dimethylglutaric acid. and p-methyl-P-ethylglutaric acid reacted readily with benzene in the presence of aluminium chloride. giving the expected y-benzoyl-n-butyric acids (I: R= R'= H; R= R= Me; R= Me. R'= Et). which yielded the corresponding 8-PhenyZ-n-valeric acids (11) on reduction. Attempts to convert the latter into ketocycloheptane derivatives by treatment with 85 yo sulphuric acid were unsuccessful on account of extensive sulphonation. and we have so far been unable to devise a satisfactory method of cyclisation. P-Phenylglutaric anhydride did not condense with benzene; internal condensation to ketohydrindene-3-acetic acid (IV)(Speight. Stevenson. and Thorpe. J.. 1924. 125. 2189) took place.The anhydrides of cyclopentane-1: l-diacetic acid. 3-methylcyclopentane-1: l-diacetic acid. and cyclohexane-1: l-diacetic acid behaved similarly to the PP-dialkylglutaric …,True,PJ9NIt4AAAAJ:u-x6o8ySG0sC,0,https://pubs.rsc.org/en/content/articlepdf/1937/jr/jr9370001013,,,,,0,0,0
1089199,Metal ion binding and tolerance of bacteria cells in view of sensor applications,2018,Jonas Jung and Anja Blüher and Mathias Lakatos and Gianaurelio Cuniberti,7,Journal of Sensors and Sensor Systems,2,433-441,Copernicus GmbH, The biotechnological use of bacterial cells and cell components for the detection and accumulation of valuable substances. such as metals and rare earth elements in aqueous systems. is possible by utilizing innate binding characteristics of microorganisms. We have studied the bacteria cells of Lysinibacillus sphaericus JG-B53 and Sporosarcina ureae ATCC 13881 to assess their potential applicability for the detection of rare earth elements. base metals or precious metals in water. First. we have demonstrated the interactions of the cells with the metal complexes of Au. Ho and Y by studying the color changes of the respective solutions. scanning electron microscopy (SEM) imaging of the metal cluster decoration on the cell surfaces and cell growth tolerance tests. Based on these results. we have developed two potential sensor systems. A colorimetric sensor was established by applying gold nanoparticles (AuNPs) functionalized with surface-layer (S-layer) proteins SslA of S. ureae ATCC 13881 or Slp1 of L. sphaericus JG-B53 for the selective detection of YCl3 up to 1.67 × 10−5 mol L−1 in water. Additionally. a regenerative sensor layer of S-layer proteins on a thin gold film was developed for the detection of 1 × 10−4 mol L−1 YCl3 in water by surface plasmon resonance (SPR) spectroscopy.,True,TLkQTO0AAAAJ:u5HHmVD_uO8C,3,https://jsss.copernicus.org/articles/7/433/2018/,9869642054245775730,/scholar?cites=9869642054245775730,,https://jsss.copernicus.org/articles/7/433/2018/,0,0,0
1089200,S-layer protein-AuNP systems for the colorimetric detection of metal and metalloid ions in water,2019,J Jung and M Lakatos and S Bengs and S Matys and J Raff and A Blüher and G Cuniberti,,Colloids and Surfaces B: Biointerfaces,,,Elsevier,Bacterial surface layer proteins (S-layer) possess unique binding properties for metal ions. By combining the binding capability of S-layer proteins with the optical properties of gold nanoparticles (AuNP). namely plasmonic resonance. a colorimetric detection system for metal and metalloid ions in water was developed. Eight S-layer proteins from different bacteria species were used for the functionalization of AuNP. The thus developed biohybrid systems. AuNP functionalized with S-layer proteins. were tested with different metal salt solutions. e.g. Indium(III)-chloride. Yttrium(III)-chloride or Nickel(II)-chloride. to determine their selective and sensitive binding to ionic analytes. All tested S-layer proteins displayed unique binding affinities for the different metal ions. For each S-layer and metal ion combination markedly different reaction patterns and differences in concentration range and absorption spectra were detected …,True,TLkQTO0AAAAJ:d1gkVwhDpl0C,1,https://www.sciencedirect.com/science/article/pii/S0927776519304126,18049755389412016561,/scholar?cites=18049755389412016561,,https://doc.rero.ch/record/327745/files/lak_slp.pdf,0,0,0
