,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1142457,Size-dependent physicochemical and optical properties of silica nanoparticles,2009,IA Rahman and P Vejayakumaran and CS Sipaut and J Ismail and CK Chee,114,Materials Chemistry and Physics,1,328-332,Elsevier,The size-dependent physicochemical and optical properties of silica nanoparticles have been studied. Significant increase in the specific surface area (SSA). concentration of silanol groups (δOH) and apparent density (Da) were observed as the particle size reduced from ∼130 to ∼7 nm. The decrease in the silanol number (αOH) and Si–O–Si bond angle in smaller particle size suggest that the silica structure. especially the surface has been significantly altered at nanoscale. This finding is supported by the presence of defect sites such as E′ centers and oxygen deficient centers (OCD). The stability of E′ centers (UV–vis analysis) increase linearly with the increase in particle size. The increase in the intensity of blue and green bands (PL analysis) with the decrease in the particle size are attributed to the higher silanol concentration and increased in the number of self-trapped exciton (STE)/OCD. respectively. The …,True,ACDpVKMAAAAJ:2osOgNQ5qMEC,203,https://www.sciencedirect.com/science/article/pii/S0254058408007487,11976816225705483463,/scholar?cites=11976816225705483463,,https://www.academia.edu/download/54300697/silica_nanoparticle.pdf,0,0,0
1142458,An optimized sol–gel synthesis of stable primary equivalent silica particles,2007,IA Rahman and P Vejayakumaran and CS Sipaut and J Ismail and M Abu Bakar and R Adnan and CK Chee,294,Colloids and Surfaces A: Physicochemical and Engineering Aspects,1-3,102-110,Elsevier,An optimized synthesis of nanometer silica particles via hydrolysis and condensation of tetraethylorthosilicate (TEOS) is described. At the optimum experimental conditions. homogeneous and stable silica nanoparticles with mean particles size of 7.1 ± 1.9 nm were obtained. The particle size is in a good agreement with primary particles. The size. size distribution (SD) and the yield of silica were controlled by the concentration of the reactants. ammonia feed rate. temperature and mixing mode. The increase in TEOS concentration resulted in bigger and multi-model distributed powder. while high temperature and magnetic agitation produced a highly aggregated powder. However. higher H2O/TEOS ratio and lower ammonia concentration at slower feed rate produced particles in the range of 10–14 nm. It was also found that the concentration of silanol group increased significantly with the decrease in particle size …,True,ACDpVKMAAAAJ:u5HHmVD_uO8C,197,https://www.sciencedirect.com/science/article/pii/S0927775706006121,170104565501789920,/scholar?cites=170104565501789920,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1142459,Chemical and thermal properties of lignins from oil palm biomass as a substitute for phenol in a phenol formaldehyde resin production,2011,Mohamad Nasir Mohamad Ibrahim and Norhidaya Zakaria and Coswald Stephen Sipaut and Othman Sulaiman and Rokiah Hashim,86,Carbohydrate polymers,1,112-119,Elsevier,Lignins were extracted from oil palm empty fruit bunch after kraft and soda pulping process. The aim of this study was to characterise the chemical and thermal properties of these lignins as well as determine their suitability for partial incorporation into phenol formaldehyde resin. The analytical methods used were CHN analyser. FTIR spectroscopy. UV spectroscopy. TGA. DSC. GPC. 1H NMR and FESEM. The elemental analysis results showed that both lignins had similar contents of C. H and O. FTIR spectra also revealed that both lignins have similar functional groups. Nevertheless. both lignins showed different compositions in terms of molecular weight distribution (Mn. Mw and polydispersity). reactive site through Mannich reactivity analysis. surface morphology and Tg value. The phenolic hydroxyl group content in kraft and soda lignins is 4.1076 mmol/g and 2.5830 mmol/g. respectively. The TGA thermogram …,True,ACDpVKMAAAAJ:YsMSGLbcyi4C,168,https://www.sciencedirect.com/science/article/pii/S0144861711002724,4128808115239492109,/scholar?cites=4128808115239492109,,https://www.academia.edu/download/45015847/Chemical_and_thermal_properties_of_ligni20160423-30523-k69b66.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1142460,Synthesis of organo-functionalized nanosilica via a co-condensation modification using γ-aminopropyltriethoxysilane (APTES),2009,IA Rahman and M Jafarzadeh and CS Sipaut,35,Ceramics International,5,1883-1888,Elsevier,An easy and swift pathway in preparation of organo-functionalized silica in nanosize range with amine-terminated group via co-condensation method is reported. The process is a self-catalyzed reaction by amine group of organosilane without the addition of ammonia as a catalyst at room temperature. A modified nanosilica with particle size of ∼60 nm. highly monodispersed and low aggregation was successfully produced. The use of methanol as a solvent leads to the increase in particle size. CHN. FTIR and NMR analyses revealed the presence of organo-functional group in the bulk and at the surface of the silica particles.,True,ACDpVKMAAAAJ:u-x6o8ySG0sC,162,https://www.sciencedirect.com/science/article/pii/S0272884208003581,9530141191863637523,/scholar?cites=9530141191863637523,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1142461,Synthesis of silica nanoparticles by modified sol–gel process: the effect of mixing modes of the reactants and drying techniques,2009,M Jafarzadeh and IA Rahman and CS Sipaut,50,Journal of Sol-Gel Science and Technology,3,328-336,Springer US,A modified preparation of silica nanoparticles via sol–gel process was described. The ability to control the particle size and distribution was found highly dependent on mixing modes of the reactants and drying techniques. The mixture of tetraethoxysilane and ethanol followed by addition of water (Mode-A) produced monodispersed powder with an average particle size of 10.6 ± 1.40 nm with a narrow size distribution. The freeze drying technique (FD) further improved the quality of powder. In addition. the freeze dried samples have shown unique TGA decomposition steps which might be related to the well-defined structure of silica nanoparticles as compared to the heat dried samples. DSC analysis showed that FD preserved the silica surface with low shrinkage and generated remarkably well-order. narrow and bigger pore size and pore volume and also large endothermic enthalpies (ΔH FD …,True,ACDpVKMAAAAJ:IjCSPb-OGe4C,131,https://link.springer.com/article/10.1007/s10971-009-1958-6,5241215744507111992,/scholar?cites=5241215744507111992,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
