,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1277253,Empirical evaluation of gated recurrent neural networks on sequence modeling,2014,Junyoung Chung and Caglar Gulcehre and KyungHyun Cho and Yoshua Bengio,,arXiv preprint arXiv:1412.3555,,,,,True,2HE7cTEAAAAJ:ns9cj8rnVeAC,6620,,8949247111056306593,/scholar?cites=8949247111056306593,,,,0,0,0
1277254,Grandmaster level in StarCraft II using multi-agent reinforcement learning,2019,Oriol Vinyals and Igor Babuschkin and Wojciech M Czarnecki and Michaël Mathieu and Andrew Dudzik and Junyoung Chung and David H Choi and Richard Powell and Timo Ewalds and Petko Georgiev and Junhyuk Oh and Dan Horgan and Manuel Kroiss and Ivo Danihelka and Aja Huang and Laurent Sifre and Trevor Cai and John P Agapiou and Max Jaderberg and Alexander S Vezhnevets and Rémi Leblond and Tobias Pohlen and Valentin Dalibard and David Budden and Yury Sulsky and James Molloy and Tom L Paine and Caglar Gulcehre and Ziyu Wang and Tobias Pfaff and Yuhuai Wu and Roman Ring and Dani Yogatama and Dario Wünsch and Katrina McKinney and Oliver Smith and Tom Schaul and Timothy Lillicrap and Koray Kavukcuoglu and Demis Hassabis and Chris Apps and David Silver,575,Nature,7782,350-354,Nature Publishing Group,,True,2HE7cTEAAAAJ:M05iB0D1s5AC,779,,2622426908056392706,/scholar?cites=2622426908056392706,,,,0,0,0
1277255,A Recurrent Latent Variable Model for Sequential Data,2015,Junyoung Chung and Kyle Kastner and Laurent Dinh and Kratarth Goel and Aaron Courville and Yoshua Bengio,,,,,,,True,2HE7cTEAAAAJ:roLk4NBRz8UC,754,,10525238791694902592,/scholar?cites=10525238791694902592,,,,0,0,0
1277256,Gated feedback recurrent neural networks,2015,Junyoung Chung and Caglar Gulcehre and Kyunghyun Cho and Yoshua Bengio,,,,,,,True,2HE7cTEAAAAJ:9yKSN-GCB0IC,684,,9646941875979474208,/scholar?cites=9646941875979474208,,,,0,0,0
1277257,Equilibrated adaptive learning rates for non-convex optimization,2015,Yann N Dauphin and Harm De Vries and Yoshua Bengio,,arXiv preprint arXiv:1502.04390,,,,,True,2HE7cTEAAAAJ:2osOgNQ5qMEC,422,,9764160634697256049,/scholar?cites=9764160634697256049,,,,0,0,0
1277258,Hierarchical multiscale recurrent neural networks,2016,Junyoung Chung and Sungjin Ahn and Yoshua Bengio,,International Conference on Learning Representations (ICLR'17),,,,,True,2HE7cTEAAAAJ:JV2RwH3_ST0C,416,,3631406206229660252,/scholar?cites=3631406206229660252,,,,0,0,0
1277259,A Character-level Decoder without Explicit Segmentation for Neural Machine Translation,2016,Junyoung Chung and Kyunghyun Cho and Yoshua Bengio,,Association for Computational Linguistics (ACL),,,,,True,2HE7cTEAAAAJ:Zph67rFs4hoC,317,,2193535701900882329,/scholar?cites=2193535701900882329,,,,0,0,0
1277260,Alphastar: Mastering the real-time strategy game starcraft ii,2019,Oriol Vinyals and Igor Babuschkin and Junyoung Chung and Michael Mathieu and Max Jaderberg and Wojciech M Czarnecki and Andrew Dudzik and Aja Huang and Petko Georgiev and Richard Powell and Timo Ewalds and Dan Horgan and Manuel Kroiss and Ivo Danihelka and John Agapiou and Junhyuk Oh and Valentin Dalibard and David Choi and Laurent Sifre and Yury Sulsky and Sasha Vezhnevets and James Molloy and Trevor Cai and David Budden and Tom Paine and Caglar Gulcehre and Ziyu Wang and Tobias Pfaff and Toby Pohlen and Yuhuai Wu and Dani Yogatama and Julia Cohen and Katrina McKinney and Oliver Smith and Tom Schaul and Timothy Lillicrap and Chris Apps and Koray Kavukcuoglu and Demis Hassabis and David Silver,2,DeepMind blog,,,,,True,2HE7cTEAAAAJ:vV6vV6tmYwMC,295,,9693871144264407160,/scholar?cites=9693871144264407160,,,,0,0,0
1277261,Empirical evaluation of gated recurrent neural networks on sequence modeling. arXiv 2014,2014,Junyoung Chung and Caglar Gulcehre and K Cho and Y Bengio,,arXiv preprint arXiv:1412.3555,,,,,True,2HE7cTEAAAAJ:pqnbT2bcN3wC,145,,17483291432924054998,/scholar?cites=17483291432924054998,,,,0,0,0
1277262,Empirical evaluation of gated recurrent neural networks on sequence modeling (2014),2014,Junyoung Chung and Caglar Gulcehre and KyungHyun Cho and Yoshua Bengio,,arXiv preprint arXiv:1412.3555,,,CoRR,,True,2HE7cTEAAAAJ:2P1L_qKh6hAC,142,,1692829385568759492,/scholar?cites=1692829385568759492,,,,0,0,0
1277263,Iterative Refinement of Approximate Posterior for Training Directed Belief Networks,2015,R Devon Hjelm and Kyunghyun Cho and Junyoung Chung and Russ Salakhutdinov and Vince Calhoun and Nebojsa Jojic,,Advances in Neural Information Processing Systems (NIPS'16),,,,,True,2HE7cTEAAAAJ:KlAtU1dfN6UC,36,,1344403125945045297,/scholar?cites=1344403125945045297,,,,0,0,0
1277264,Semi-supervised classification with graph convolutional networks,2016,Thomas N Kipf and Max Welling,,,,,,,True,83HL5FwAAAAJ:d1gkVwhDpl0C,7858,,9692529718922546949,/scholar?cites=9692529718922546949,,,,0,0,0
1277265,Modeling Relational Data with Graph Convolutional Networks,2017,Michael Schlichtkrull* and Thomas N Kipf* and Peter Bloem and Rianne van den Berg and Ivan Titov and Max Welling,,,,,,,True,83HL5FwAAAAJ:2osOgNQ5qMEC,1147,,1406561719800701956,/scholar?cites=1406561719800701956,,,,0,0,0
1277266,Variational Graph Auto-Encoders,2016,Thomas N Kipf and Max Welling,,,,,,,True,83HL5FwAAAAJ:9yKSN-GCB0IC,896,,18365386868319154790,/scholar?cites=18365386868319154790,,,,0,0,0
1277267,Graph convolutional matrix completion,2017,Rianne van den Berg and Thomas N Kipf and Max Welling,,KDD Deep Learning Day (KDD-18 DLD),,,,,True,83HL5FwAAAAJ:qjMakFHDy7sC,362,,5953586027490905876,/scholar?cites=5953586027490905876,,,,0,0,0
1277268,MolGAN: An implicit generative model for small molecular graphs,2018,Nicola De Cao and Thomas Kipf,,,,,,,True,83HL5FwAAAAJ:ufrVoPGSRksC,294,,49904556121018221,/scholar?cites=49904556121018221,,,,0,0,0
