,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1304199,Impact of energy efficiency measures on the economic value of buildings,2012,Daniela Popescu and Sven Bienert and Christian Schützenhofer and Rodica Boazu,89,Applied Energy,1,454-463,Elsevier,A main objective of energy policies is to make all levels of the society. from governments to citizen. interested in increasing the energy efficiency of buildings. One of the most important barriers in implementation of energy policies is that the cost of potential energy savings. typically considered being the only financial benefit. does not sufficiently motivate investments. The target is therefore to identify further possible drivers pushing positive reaction according to energy saving action.The paper discusses whether a market-based instrument. capturing the increase of the economic value of energy efficient buildings. can be also used. Methods that quantify the added value due to energy performance. including recommendations on how they can be incorporated in the financial analysis of investments in weatherization. are developed. By applying the proposed methods. the payback period of investments in energy …,True,R1SQY9IAAAAJ:u5HHmVD_uO8C,211,https://www.sciencedirect.com/science/article/pii/S0306261911005113,2145188598942137032,/scholar?cites=2145188598942137032,,,,0,0,0
1304200,Simulation models for the analysis of space heat consumption of buildings,2009,Daniela Popescu and Florina Ungureanu and Abel Hernández-Guerrero,34,Energy,10,1447-1453,Pergamon,This study develops and analyzes an original methodology for the simulation and prediction of space heating energy consumption in buildings connected to a district heating system. characterized by lack of individual control systems for end-users. The identification of the input parameters is based on both classical engineering equations and statistical analysis of collected data. Two main factors play important roles in the model: (i) climate and (ii) human behavior. Model validation was undertaken through the analysis of field data collected during the winter. via a monitoring system working in a partially-controlled district heating system. The comparison between the results obtained with the proposed model versus classical methods points out the possibility to implement. using the proposed methodology. management policies for a district that offer significant cost-effective energy savings opportunities.,True,R1SQY9IAAAAJ:u-x6o8ySG0sC,49,https://www.sciencedirect.com/science/article/pii/S0360544209001972,7230580814077172615,/scholar?cites=7230580814077172615,,,,0,0,0
1304201,Methodology for real estate appraisal of green value,2009,Daniela Popescu and Emilia Cerna Mladin and Rodica Boazu and Sven Bienert,8,Environmental Engineering and Management Journal,3,601-606,,Green buildings are considered a quick and effective approach to protect the environment by slowing down the consumption rate of primary energy resources and by reducing greenhouse gas emissions. In Europe. appraisals of properties should take into consideration this new feature of buildings by implementing data from Energy Performance Certificates (EPC) into real estate assessment. With this respect. a methodology is proposed and analyzed to be considered in the sales comparison real estate valuation process. The originality of the methodology consists of considering the expected costs of the so-called wasted/saved energy as a proxy for depreciations/appreciations of the value of the building due to the obsolete/better energy efficiency. Wasted/saved energy is considered to be the difference between the energy demand of a reference building and the energy demand of the subject property.,True,R1SQY9IAAAAJ:d1gkVwhDpl0C,33,https://www.researchgate.net/profile/Daniela_Popescu10/publication/287006188_Methodology_for_real_estate_appraisal_of_green_value/links/57dd6ecc08aeea195938c7cd/Methodology-for-real-estate-appraisal-of-green-value.pdf,17297643184940284563,/scholar?cites=17297643184940284563,,,https://www.researchgate.net/profile/Daniela_Popescu10/publication/287006188_Methodology_for_real_estate_appraisal_of_green_value/links/57dd6ecc08aeea195938c7cd/Methodology-for-real-estate-appraisal-of-green-value.pdf,0,0,0
1304202,Simulation of domestic hot-water consumption using time-series models,2008,DANIELA Popescu and ELENA Serban,,"Proceedings of the 6th IASME/WSEAS International Conference on Heat Transfer, Thermal Engineering and Environment, Rhodes, Greece",,20-22,,The paper presents methodologies able to predict dynamic hot water consumption in district heating systems. using time-series analysis. A simulation model according to the day of a week has been chosen for modeling the domestic hot water consumption in a block of flats with 60 apartments. The analysis of the residuals indicates good simulation and prediction models for the cases studied. Double-cross validation was done using data collected by the SCADA system from District Heating Company of Iasi.,True,R1SQY9IAAAAJ:2osOgNQ5qMEC,17,https://www.researchgate.net/profile/Daniela_Popescu10/publication/267414381_Simulation_of_Domestic_Hot-Water_Consumption_Using_Time-Series_Models/links/57cfc1ff08ae057987ac1276.pdf,14210647755202182150,/scholar?cites=14210647755202182150,,,https://www.researchgate.net/profile/Daniela_Popescu10/publication/267414381_Simulation_of_Domestic_Hot-Water_Consumption_Using_Time-Series_Models/links/57cfc1ff08ae057987ac1276.pdf,0,0,0
1304203,Integration of energy performance and life-cycle costing into property valuation practice,2010,Sven Bienert and C Schützenhofer and G Leopoldsberger and K Bobsin and K Leutgöb and W Hüttler and Daniela Popescu and E Mladin and R Boazu and D Koch and DF Edvardsen,,,,,Immovalue,4.2. 3.1 Descriptive integration of aspects affecting buildings’ energy efficiency 61 4.2. 3.1. 1 Building equipment and appliances 61 4.2. 3.1. 2 Energy efficiency and other sustainable features of the property 62 4.2. 3.1. 3 Observable property market sensitivity and maturity for energy-efficient or sustainable properties 63,True,R1SQY9IAAAAJ:9yKSN-GCB0IC,9,https://www.researchgate.net/profile/Dag_Edvardsen/publication/270565790_Integration_of_Energy_Performance_and_Life-Cycle_Costing_into_Property_Valuation_Practice/links/54ad26130cf24aca1c6cba9f.pdf,13038685341232421094,/scholar?cites=13038685341232421094,,,https://www.researchgate.net/profile/Dag_Edvardsen/publication/270565790_Integration_of_Energy_Performance_and_Life-Cycle_Costing_into_Property_Valuation_Practice/links/54ad26130cf24aca1c6cba9f.pdf,0,0,0
1304204,Simulation of consumption in district heating systems,2008,DANIELA Popescu and Florina Ungureanu and ELENA Serban,,"WSEAS International Conference on Urban Rehabilitation and Sustainability, Environmental Problems and Development",,50-55,,District heating companies from Europe had an annual turnover (2005) of 19.5 billion Euro and supplies heat to more than 100 million people. District heating contributes to higher energy efficiency. greater security of supply and lower carbon dioxide emissions. There is a need to strengthen the competitiveness of this technology. Important differences between Eastern and Western district heating systems exist not only regarding the level of modern equipment. but also in the conception of design and operating.In most Western European countries. the entire district heating system is demand driven. using control equipment at four independent levels: two at the customer and two managed by the district heating operator. Each building usually has separately regulated systems for supplying heat to the radiators (space heating). to the domestic hot water system and to the ventilation system. The main advantage of this concept is that customers establish the space heat demands by means of thermostatic valves. at the first level of the heat demand control. without the risk that the District Heating Company delivers more or less heat than necessary. In most Eastern European countries. the mentality is different: the District Heating Company evaluates the quantity of heat for each building and delivers it through a distribution network to substations. A number of 20-30 buildings. usually blocks of flats. are connected to the substation and must share the quantity of heat delivered. Only few consumers can adjust the quantity of consumed heat. using thermostatic valves. and the others are forced to receive the rest.,True,R1SQY9IAAAAJ:UeHWp8X0CEIC,8,https://www.researchgate.net/profile/Florina_Ungureanu/publication/266268355_Simulation_of_Consumption_in_District_Heating_Systems/links/54d31edf0cf2501791816f8d/Simulation-of-Consumption-in-District-Heating-Systems.pdf,13266633757238511137,/scholar?cites=13266633757238511137,,,https://www.researchgate.net/profile/Florina_Ungureanu/publication/266268355_Simulation_of_Consumption_in_District_Heating_Systems/links/54d31edf0cf2501791816f8d/Simulation-of-Consumption-in-District-Heating-Systems.pdf,0,0,0
1304205,Prediction of domestic warm-water consumption,2008,Elena Şerban and Daniela Popescu,7,WSEAS Transactions on Computers,12,2032-2041,,The paper presents methodologies able to predict dynamic warm water consumption in district heating systems. using time-series analysis. A simulation model according to the day of a week has been chosen for modeling the domestic warm water consumption in a block of flats with 60 apartments. The analysis of the residuals indicates good simulation and prediction models for the cases studied. Double-cross validation was done using data collected by the SCADA system from District Heating Company of Iasi.,True,R1SQY9IAAAAJ:qjMakFHDy7sC,5,https://www.researchgate.net/profile/Daniela_Popescu10/publication/234832639_Prediction_of_domestic_warm-water_consumption/links/57d4254c08ae0c0081e6f734.pdf,17800716705006253102,/scholar?cites=17800716705006253102,,,https://www.researchgate.net/profile/Daniela_Popescu10/publication/234832639_Prediction_of_domestic_warm-water_consumption/links/57d4254c08ae0c0081e6f734.pdf,0,0,0
1304206,Prediction of space heating consumption in district heated apartments,2013,D Popescu and F Ungureanu,56291,,,V06BT07A003,American Society of Mechanical Engineers,Enhancing energy efficiency from the producer to the end-users is a prioritized objective of European energy policies. The most difficult element to understand and to control is the last link. the consumer.Most simulation tools for the estimation of heat demand in buildings are based on the input parameters according to environmental conditions and the features of the materials and equipments. Studies have revealed that even if sophisticated programs are used. a gap between calculated and post occupancy space heating consumption rates occurs.Based on billing history. the present paper proposes a cluster analysis method to identify the grouping trends of habitants’ consumption. For modeling the heat consumption at end-user level and predicting the trends of energy demand. artificial neural networks (ANNs) technique was used. Unlike most prediction methods that have the entire building in view. the …,True,R1SQY9IAAAAJ:hqOjcs7Dif8C,4,https://asmedigitalcollection.asme.org/IMECE/proceedings-abstract/IMECE2013/56291/V06BT07A003/261639,8194208122422839712,/scholar?cites=8194208122422839712,,,,0,0,0
1304207,Analysis of the influence of energy performance of buildings on the romanian real-estate market,2009,Daniela Popescu and Rodica Boazu and Sven Bienert and Christian Schützenhofer,,"IMMOVALUE Project Report, available at: www. immovalue. org/papers. htmL",,,,Investors. property owners. and tenants show an increasing interest in energy efficiency of buildings. Energy efficiency is correlated with potential energy savings. which are considerate a good motivation for all levels of the society. from governments until end-users. to have an active role in EU policies. A new trend in real-estate business can be notice lately: consideration of energy savings as a marketable feature of buildings. New methodologies are needed to quantify it. This paper presents a new methodology to calculate the added value of buildings. generated by its energy performance. The method is useful in daily practice of realestate valuation. A case study from the city of Iasi (Romania) is presented.,True,R1SQY9IAAAAJ:Tyk-4Ss8FVUC,4,https://www.researchgate.net/profile/Daniela_Popescu10/publication/228784633_Analysis_of_the_Influence_of_Energy_Performance_of_Buildings_on_the_Romanian_Real-Estate_Market/links/57d4237b08ae5f03b4915c68/Analysis-of-the-Influence-of-Energy-Performance-of-Buildings-on-the-Romanian-Real-Estate-Market.pdf,16118787326181740661,/scholar?cites=16118787326181740661,,,https://www.researchgate.net/profile/Daniela_Popescu10/publication/228784633_Analysis_of_the_Influence_of_Energy_Performance_of_Buildings_on_the_Romanian_Real-Estate_Market/links/57d4237b08ae5f03b4915c68/Analysis-of-the-Influence-of-Energy-Performance-of-Buildings-on-the-Romanian-Real-Estate-Market.pdf,0,0,0
1304208,Prediction Models of Consumers’ Behaviour Connected to a District Heating System,2007,Daniela Popescu and Florina Ungureanu and Ema Carmen Panaite,,,,641-646,,,True,R1SQY9IAAAAJ:aqlVkmm33-oC,4,http://scholar.google.com/scholar?cluster=8620509362179116421&hl=en&oi=scholarr,8620509362179116421,/scholar?cites=8620509362179116421,,,,0,0,0
