,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
103709,Man-made cell-like compartments for molecular evolution,1998,Dan S Tawfik and Andrew D Griffiths,16,Nature biotechnology,7,652-656,Nature Publishing Group,Cellular compartmentalization is vital for the evolution of all living organisms. Cells keep together the genes. the RNAs and proteins that they encode. and the products of their activities. thus linking genotype to phenotype. We have reproduced this linkage in the test tube by transcribing and translating single genes in the aqueous compartments of water-in-oil emulsions. These compartments. with volumes close to those of bacteria. can be recruited to select genes encoding catalysts. A protein or RNA with a desired catalytic activity converts a substrate attached to the gene that encodes it to product. In other compartments. substrates attached to genes that do not encode catalysts remain unmodified. Subsequently. genes encoding catalysts are selectively enriched by virtue of their linkage to the product. We demonstrate the linkage of genotype to phenotype in man-made compartments using a model system. A …,True,fy8CjqwAAAAJ:u5HHmVD_uO8C,1276,https://www.nature.com/articles/nbt0798-652,9914652710455836058,/scholar?cites=9914652710455836058,,,0,0,0
103710,Kemp elimination catalysts by computational enzyme design,2008,Daniela Röthlisberger and Olga Khersonsky and Andrew M Wollacott and Lin Jiang and Jason DeChancie and Jamie Betker and Jasmine L Gallaher and Eric A Althoff and Alexandre Zanghellini and Orly Dym and Shira Albeck and Kendall N Houk and Dan S Tawfik and David Baker,453,Nature,7192,190-195,Nature Publishing Group,The design of new enzymes for reactions not catalysed by naturally occurring biocatalysts is a challenge for protein engineering and is a critical test of our understanding of enzyme catalysis. Here we describe the computational design of eight enzymes that use two different catalytic motifs to catalyse the Kemp elimination—a model reaction for proton transfer from carbon—with measured rate enhancements of up to 10 5 and multiple turnovers. Mutational analysis confirms that catalysis depends on the computationally designed active sites. and a high-resolution crystal structure suggests that the designs have close to atomic accuracy. Application of in vitro evolution to enhance the computational designs produced a> 200-fold increase in k cat/K m (k cat/K m of 2.600 M-1 s-1 and k cat/k uncat of> 10 6). These results demonstrate the power of combining computational protein design with directed evolution for creating …,True,fy8CjqwAAAAJ:u-x6o8ySG0sC,1238,https://www.nature.com/articles/nature06879,6929769868053803803,/scholar?cites=6929769868053803803,,https://www.researchgate.net/profile/Shira_Albeck/publication/5498861_Kemp_elimination_catalysts_by_computational_enzyme_design/links/09e41513efc3d99a45000000.pdf,0,0,0
103711,The'evolvability'of promiscuous protein functions,2005,Amir Aharoni and Leonid Gaidukov and Olga Khersonsky and Stephen McQ Gould and Cintia Roodveldt and Dan S Tawfik,37,Nature genetics,1,73-76,Nature Publishing Group,How proteins with new functions (eg. drug or antibiotic resistance or degradation of man-made chemicals) evolve in a matter of months or years is still unclear. This ability is dependent on the induction of new phenotypic traits by a small number of mutations (plasticity). But mutations often have deleterious effects on functions that are essential for survival. How are these seemingly conflicting demands met at the single-protein level? Results from directed laboratory evolution experiments indicate that the evolution of a new function is driven by mutations that have little effect on the native function but large effects on the promiscuous functions that serve as starting point. Thus. an evolving protein can initially acquire increased fitness for a new function without losing its original function. Gene duplication and the divergence of a completely new protein may then follow.,True,fy8CjqwAAAAJ:9yKSN-GCB0IC,836,https://www.nature.com/articles/ng1482,7110300816328632136,/scholar?cites=7110300816328632136,,https://www.researchgate.net/profile/Cintia_Roodveldt/publication/8159524_The_%27evolvability%27_of_promiscuous_protein_functions/links/02e7e51e552598c223000000.pdf,0,0,0
103712,Protein dynamism and evolvability,2009,Nobuhiko Tokuriki and Dan S Tawfik,324,,5924,203-207,American Association for the Advancement of Science,The traditional view that proteins possess absolute functional specificity and a single. fixed structure conflicts with their marked ability to adapt and evolve new functions and structures. We consider an alternative. “avant-garde view” in which proteins are conformationally dynamic and exhibit functional promiscuity. We surmise that these properties are the foundation stones of protein evolvability; they facilitate the divergence of new functions within existing folds and the evolution of entirely new folds. Packing modes of proteins also affect their evolvability. and poorly packed. disordered. and conformationally diverse proteins may exhibit high evolvability. This dynamic view of protein structure. function. and evolvability is extrapolated to describe hypothetical scenarios for the evolution of the early proteins and future research directions in the area of protein dynamism and evolution.,True,fy8CjqwAAAAJ:IjCSPb-OGe4C,740,https://science.sciencemag.org/content/324/5924/203.abstract,6429682471333575551,/scholar?cites=6429682471333575551,,https://www.researchgate.net/profile/Nobuhiko_Tokuriki/publication/24271159_Protein_Dynamism_and_Evolvability/links/5497c94c0cf2ec13375d411a.pdf,0,0,0
103713,Antibody multispecificity mediated by conformational diversity,2003,Leo C James and Pietro Roversi and Dan S Tawfik,299,Science,5611,1362-1367,American Association for the Advancement of Science,A single antibody was shown to adopt different binding-site conformations and thereby bind unrelated antigens. Analysis by both x-ray crystallography and pre–steady-state kinetics revealed an equilibrium between different preexisting isomers. one of which possessed a promiscuous. low-affinity binding site for aromatic ligands. including the immunizing hapten. A subsequent induced-fit isomerization led to high-affinity complexes with a deep and narrow binding site. A protein antigen identified by repertoire selection made use of an unrelated antibody isomer with a wide. shallow binding site. Conformational diversity. whereby one sequence adopts multiple structures and multiple functions. can increase the effective size of the antibody repertoire but may also lead to autoimmunity and allergy.,True,fy8CjqwAAAAJ:d1gkVwhDpl0C,729,https://science.sciencemag.org/content/299/5611/1362.abstract,5170141497181792526,/scholar?cites=5170141497181792526,,https://www.researchgate.net/profile/Pietro_Roversi2/publication/10880140_Antibody_Multispecificity_Mediated_by_Conformational_Diversity/links/0fcfd5095055e7bfee000000/Antibody-Multispecificity-Mediated-by-Conformational-Diversity.pdf,0,0,0
103714,Structure and evolution of the serum paraoxonase family of detoxifying and anti-atherosclerotic enzymes,2004,Michal Harel and Amir Aharoni and Leonid Gaidukov and Boris Brumshtein and Olga Khersonsky and Ran Meged and Hay Dvir and Raimond BG Ravelli and Andrew McCarthy and Lilly Toker and Israel Silman and Joel L Sussman and Dan S Tawfik,11,Nature structural & molecular biology,5,412-419,Nature Publishing Group,Members of the serum paraoxonase (PON) family have been identified in mammals and other vertebrates. and in invertebrates. PONs exhibit a wide range of physiologically important hydrolytic activities. including drug metabolism and detoxification of nerve agents. PON1 and PON3 reside on high-density lipoprotein (HDL.'good cholesterol') and are involved in the prevention of atherosclerosis. We describe the first crystal structure of a PON family member. a variant of PON1 obtained by directed evolution. at a resolution of 2.2 Å. PON1 is a six-bladed β-propeller with a unique active site lid that is also involved in HDL binding. The three-dimensional structure and directed evolution studies permit a detailed description of PON1's active site and catalytic mechanism. which are reminiscent of secreted phospholipase A2. and of the routes by which PON family members diverged toward different substrate and reaction …,True,fy8CjqwAAAAJ:2osOgNQ5qMEC,709,https://www.nature.com/articles/nsmb767,11803594166751666581,/scholar?cites=11803594166751666581,,https://www.weizmann.ac.il/sb/faculty_pages/Sussman/papers/2004_Harel_NSMB.pdf,0,0,0
103715,The moderately efficient enzyme: evolutionary and physicochemical trends shaping enzyme parameters,2011,Arren Bar-Even and Elad Noor and Yonatan Savir and Wolfram Liebermeister and Dan Davidi and Dan S Tawfik and Ron Milo,50,,21,4402-4410,American Chemical Society,The kinetic parameters of enzymes are key to understanding the rate and specificity of most biological processes. Although specific trends are frequently studied for individual enzymes. global trends are rarely addressed. We performed an analysis of kcat and KM values of several thousand enzymes collected from the literature. We found that the “average enzyme” exhibits a kcat of ∼10 s–1 and a kcat/KM of ∼105 s–1 M–1. much below the diffusion limit and the characteristic textbook portrayal of kinetically superior enzymes. Why do most enzymes exhibit moderate catalytic efficiencies? Maximal rates may not evolve in cases where weaker selection pressures are expected. We find. for example. that enzymes operating in secondary metabolism are. on average. ∼30-fold slower than those of central metabolism. We also find indications that the physicochemical properties of substrates affect the kinetic parameters …,True,fy8CjqwAAAAJ:e5wmG9Sq2KIC,660,https://pubs.acs.org/doi/abs/10.1021/bi2002289,9650972006092921668,/scholar?cites=9650972006092921668,,https://savir.net.technion.ac.il/files/2014/11/moderate_enzyme.pdf,0,0,0
103716,Enzyme promiscuity: evolutionary and mechanistic aspects,2006,Olga Khersonsky and Cintia Roodveldt and Dan S Tawfik,10,,5,498-508,Elsevier Current Trends,The past few years have seen significant advances in research related to the ‘latent skills’ of enzymes — namely. their capacity to promiscuously catalyze reactions other than the ones they evolved for. These advances regard (i) the mechanism of catalytic promiscuity — how enzymes. that generally exert exquisite specificity. promiscuously catalyze other. and sometimes barely related. reactions; (ii) the evolvability of promiscuous functions — namely. how latent activities evolve further. and in particular. how promiscuous activities can firstly evolve without severely compromising the original activity. These findings have interesting implications on our understanding of how new enzymes evolve. They support the key role of catalytic promiscuity in the natural history of enzymes. and suggest that today's enzymes diverged from ancestral proteins catalyzing a whole range of activities at low levels. to create families and …,True,fy8CjqwAAAAJ:qjMakFHDy7sC,646,https://www.sciencedirect.com/science/article/pii/S1367593106001189,6062253406296383236,/scholar?cites=6062253406296383236,,,0,0,0
103717,Stability effects of mutations and protein evolvability,2009,Nobuhiko Tokuriki and Dan S Tawfik,19,,5,596-604,Elsevier Current Trends,The past several years have seen novel insights at the interface of protein biophysics and evolution. The accepted paradigm that proteins can tolerate nearly any amino acid substitution has been replaced by the view that the deleterious effects of mutations. and especially their tendency to undermine the thermodynamic and kinetic stability of protein. is a major constraint on protein evolvability—the ability of proteins to acquire changes in sequence and function. We summarize recent findings regarding how mutations affect protein stability. and how stability affects protein evolution. We describe ways of predicting and analyzing stability effects of mutations. and mechanisms that buffer or compensate for these destabilizing effects and thereby promote protein evolvabilty. in nature and in the laboratory.,True,fy8CjqwAAAAJ:MXK_kJrjxJIC,630,https://www.sciencedirect.com/science/article/pii/S0959440X09001249,8585488274068012025,/scholar?cites=8585488274068012025,,http://www.ira.cinvestav.mx/portals/0/Estudiantes/Tokuriki_2009.pdf,0,0,0
103718,Conformational diversity and protein evolution–a 60-year-old hypothesis revisited,2003,Leo C James and Dan S Tawfik,28,,7,361-368,Elsevier Current Trends,Complex organisms have evolved from a limited number of primordial genes and proteins. However. the mechanisms by which the earliest proteins evolved and then served as the origin for the present diversity of protein function are unknown. Here. we outline a hypothesis based on the ‘new view’ of proteins whereby one sequence can adopt multiple structures and functions. We suggest that such conformational diversity could increase the functional diversity of a limited repertoire of sequences and. thereby. facilitate the evolution of new proteins and functions from old ones.,True,fy8CjqwAAAAJ:UeHWp8X0CEIC,555,https://www.sciencedirect.com/science/article/pii/S096800040300135X,11982735189733548245,/scholar?cites=11982735189733548245,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.472.9804&rep=rep1&type=pdf,0,0,0
