,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091382,Pathogen recognition and innate immunity,2006,"['S Akira', 'S Uematsu', 'O Takeuchi']",0TG2laoAAAAJ |  | V8JiuA0AAAAJ,,,,,,Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs. including Toll-like receptors and cytoplasmic receptors. recognize distinct microbial,False,,11881,https://www.sciencedirect.com/science/article/pii/S0092867406001905,,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867406001905,0,0,0
1091383,Toll-like receptors in innate immunity,2005,"['K Takeda', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Functional characterization of Toll-like receptors (TLRs) has established that innate immunity is a skillful system that detects invasion of microbial pathogens. Recognition of microbial components by TLRs initiates signal transduction pathways. which triggers,False,,4141,https://academic.oup.com/intimm/article-abstract/17/1/1/721976,,"/scholar?cites=5885392777539371064&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/17/1/1/721976,0,0,0
1091384,Differential roles of MDA5 and RIG-I helicases in the recognition of RNA viruses,2006,"['H Kato', 'O Takeuchi', 'S Sato', 'M Yoneyama']", | V8JiuA0AAAAJ |  | z6NenD4AAAAJ,,,,,,The innate immune system senses viral infection by recognizing a variety of viral components (including double-stranded (ds) RNA) and triggers antiviral responses 1. 2. The cytoplasmic helicase proteins RIG-I (retinoic-acid-inducible protein I. also known as Ddx58),False,,3602,https://www.nature.com/articles/nature04734,,"/scholar?cites=17092403120378469193&as_sdt=5,33&sciodt=0,33&hl=en","https://groups.molbiosci.northwestern.edu/horvath/journClubArticles/JC_for_April%2021,%202006.pdf",0,0,0
1091385,Identification and characterization of MAVS. a mitochondrial antiviral signaling protein that activates NF-κB and IRF3,2005,"['RB Seth', 'L Sun', 'CK Ea', 'ZJ Chen']", | 1KhUp8QAAAAJ |  | ,,,,,,Viral infection triggers host innate immune responses through activation of the transcription factors NF-κB and IRF3. which coordinately regulate the expression of type-I interferons such as interferon-β (IFN-β). Herein. we report the identification of a novel protein termed,False,,2967,https://www.sciencedirect.com/science/article/pii/S0092867405008160,,"/scholar?cites=15923631943370068201&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867405008160,0,0,0
1091386,Recognition of microorganisms and activation of the immune response,2007,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,The mammalian immune system has innate and adaptive components. which cooperate to protect the host against microbial infections. The innate immune system consists of functionally distinct'modules' that evolved to provide different forms of protection against,False,,2914,https://www.nature.com/articles/nature06246,,"/scholar?cites=18144998660614481635&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/nature06246,0,0,0
1091387,IPS-1. an adaptor triggering RIG-I-and Mda5-mediated type I interferon induction,2005,"['T Kawai', 'K Takahashi', 'S Sato', 'C Coban', 'H Kumar']", |  |  |  | FmH7LksAAAAJ,,,,,,Type I interferons are central mediators for antiviral responses. Using high-throughput functional screening of interferon inducers. we have identified here a molecule we call interferon-β promoter stimulator 1 (IPS-1). Overexpression of IPS-1 induced type I interferon,False,,2656,https://www.nature.com/articles/ni1243,,"/scholar?cites=12291346584864946757&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/49773469/IPS-1_an_adaptor_triggering_RIG-I-_and_M20161021-23701-1dkhbv8.pdf,0,0,0
1091388,5'-Triphosphate RNA is the ligand for RIG-I,2006,"['V Hornung', 'J Ellegast', 'S Kim', 'K Brzózka', 'A Jung']",P2YZnjEAAAAJ |  | g02CgdUAAAAJ |  | ,,,,,,The structural basis for the distinction of viral RNA from abundant self RNA in the cytoplasm of virally infected cells is largely unknown. We demonstrated that the 5′-triphosphate end of RNA generated by viral polymerases is responsible for retinoic acid–inducible protein I (RIG,False,,2548,https://science.sciencemag.org/content/314/5801/994.abstract,,"/scholar?cites=10213648430835281654&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/44785394/-triphosphate_RNA_is_the_ligand_for_RIG20160416-16409-mhxfv.pdf,0,0,0
1091389,Cardif is an adaptor protein in the RIG-I antiviral pathway and is targeted by hepatitis C virus,2005,"['E Meylan', 'J Curran', 'K Hofmann', 'D Moradpour']",_dwwoIwAAAAJ |  | Otca7jkAAAAJ | ,,,,,,Antiviral immunity against a pathogen is mounted upon recognition by the host of virally associated structures. One of these viral 'signatures'. double-stranded (ds) RNA. is a replication product of most viruses within infected cells and is sensed by Toll-like receptor 3,False,,2543,https://www.nature.com/articles/nature04193,,"/scholar?cites=3186878992804006161&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Marco_Binder/publication/7585785_Cardif_is_an_adaptor_protein_in_the_RIG-I_antiviral_pathway_and_is_targeted_by_hepatitis_C_virus/links/09e4150b31c8c067fe000000.pdf,0,0,0
1091390,The inflammasomes: guardians of the body,2009,"['F Martinon', 'A Mayor', 'J Tschopp']",YAeAf_wAAAAJ |  | ,,,,,,The innate immune system relies on its capacity to rapidly detect invading pathogenic microbes as foreign and to eliminate them. The discovery of Toll-like receptors (TLRs) provided a class of membrane receptors that sense extracellular microbes and trigger,False,,2441,https://www.annualreviews.org/doi/full/10.1146/annurev.immunol.021908.132715,,"/scholar?cites=16357368907028888391&as_sdt=5,33&sciodt=0,33&hl=en",https://pdfs.semanticscholar.org/95e8/36d5bafa0fc2c3796535fae14f14e5076caa.pdf,0,0,0
1091391,Pathogen recognition and inflammatory signaling in innate immune defenses,2009,['TH Mogensen'],,,,,,,The innate immune system constitutes the first line of defense against invading microbial pathogens and relies on a large family of pattern recognition receptors (PRRs). which detect distinct evolutionarily conserved structures on pathogens. termed pathogen-associated,False,,2414,https://cmr.asm.org/content/22/2/240.short,,"/scholar?cites=6508966894997637525&as_sdt=5,33&sciodt=0,33&hl=en",https://cmr.asm.org/content/cmr/22/2/240.full.pdf,0,0,0
