,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1234500,Far-field optical hyperlens magnifying sub-diffraction-limited objects,2007,Zhaowei Liu and Hyesog Lee and Yi Xiong and Cheng Sun and Xiang Zhang,315,science,5819,1686-1686,American Association for the Advancement of Science,The diffraction limit of light. which is causd by the loss of evanescent waves in the far field that carry high spatial frequency information. limits the resolution of optical lenses to the order of the wavelength of light. We report experimental demonstration of the optical hyperlens for sub-diffraction-limited imaging in the far field. The device magnifies subwavelength objects by transforming the scattered evanescent waves into propagating waves in an anisotropic medium and projects the high-resolution image at far field. The optical hyperlens opens up possibilities in applications such as real-time biomolecular imaging and nanolithography.,True,4_FqgIkAAAAJ:u5HHmVD_uO8C,2236,https://science.sciencemag.org/content/315/5819/1686.abstract,7895594546625195889,/scholar?cites=7895594546625195889,,,http://xlab.me.berkeley.edu/pdf/067.pdf,0,0,0
1234501,Superlenses to overcome the diffraction limit,2008,Xiang Zhang and Zhaowei Liu,7,Nature materials,6,435-441,Nature Publishing Group,The imaging resolution of conventional lenses is limited by diffraction. Artificially engineered metamaterials now offer the possibility of building a superlens that overcomes this limit. We review the physics of such superlenses and the theoretical and experimental progress in this rapidly developing field. Superlenses have great potential in applications such as biomedical imaging. optical lithography and data storage.,True,4_FqgIkAAAAJ:9yKSN-GCB0IC,1326,https://www.nature.com/articles/nmat2141,2577122879374899363,/scholar?cites=2577122879374899363,,,https://www.zliugroup.com/data/Journals/Nature%20Material%20_%20superlenses.pdf,0,0,0
1234502,Optical negative refraction in bulk metamaterials of nanowires,2008,Jie Yao and Zhaowei Liu and Yongmin Liu and Yuan Wang and Cheng Sun and Guy Bartal and Angelica M Stacy and Xiang Zhang,321,Science,5891,930-930,American Association for the Advancement of Science,Negative refraction in metamaterials has generated great excitement in the scientific community. Although negative refraction has been realized in microwave and infrared by using metamaterials and by using two-dimensional waveguide structures. creation of a bulk metamaterial showing negative refraction at visible frequency has not been successful. mainly because of the significant resonance losses and fabrication difficulties. We report bulk metamaterials made of nanowires that show such negative refraction for all incident angles in the visible region. Moreover. the negative refraction occurs far from any resonance. resulting in a low-loss and a broad-band propagation at visible frequencies. These remarkable properties can substantially affect applications such as imaging. three-dimensional light manipulation. and optical communication.,True,4_FqgIkAAAAJ:u-x6o8ySG0sC,985,https://science.sciencemag.org/content/321/5891/930.abstract,7440823079050078671,/scholar?cites=7440823079050078671,,,https://apps.dtic.mil/sti/pdfs/ADA624604.pdf,0,0,0
1234503,Focusing surface plasmons with a plasmonic lens,2005,Zhaowei Liu and Jennifer M Steele and Werayut Srituravanich and Yuri Pikus and Cheng Sun and Xiang Zhang,5,Nano letters,9,1726-1729,American Chemical Society,We report the focusing of surface plasmon polaritons by circular and elliptical structures milled into optically thick metallic films or plasmonic lenses. Both theoretical and experimental data for the electromagnetic nearfield is presented. The nearfield is mapped experimentally using nearfield scanning optical microscopy and plasmonic lithography. We find that the intensity at the focal points of the plasmonic lenses increases with size. ,True,4_FqgIkAAAAJ:d1gkVwhDpl0C,617,https://pubs.acs.org/doi/abs/10.1021/nl051013j,8283819813416012824,/scholar?cites=8283819813416012824,,,https://www.academia.edu/download/48619017/Focusing_Surface_Plasmons_with_a_Plasmon20160906-12475-1qzzp3r.pdf,0,0,0
1234504,Far-field optical superlens,2007,Zhaowei Liu and Stéphane Durant and Hyesog Lee and Yuri Pikus and Nicolas Fang and Yi Xiong and Cheng Sun and Xiang Zhang,7,Nano letters,2,403-408,American Chemical Society,Far-field optical lens resolution is fundamentally limited by diffraction. which typically is about half of the wavelength. This is due to the evanescent waves carrying small scale information from an object that fades away in the far field. A recently proposed superlens theory offers a new approach by surface excitation at the negative index medium. We introduce a far-field optical superlens (FSL) that is capable of imaging beyond the diffraction limit. The FSL significantly enhances the evanescent waves of an object and converts them into propagating waves that are measured in the far field. We show that a FSL can image a subwavelength object consisting of two 50 nm wide lines separated by 70 nm working at 377 nm wavelength. The optical FSL promises new potential for nanoscale imaging and lithography. ,True,4_FqgIkAAAAJ:qjMakFHDy7sC,466,https://pubs.acs.org/doi/abs/10.1021/nl062635n,10918104944179464232,/scholar?cites=10918104944179464232,,,https://www.academia.edu/download/48550922/NanoLetter_FSL.pdf,0,0,0
1234505,Hyperlenses and metalenses for far-field super-resolution imaging,2012,Dylan Lu and Zhaowei Liu,3,,1,1-9,Nature Publishing Group,The resolution of conventional optical lens systems is always hampered by the diffraction limit. Recent developments in artificial metamaterials provide new avenues to build hyperlenses and metalenses that are able to image beyond the diffraction limit. Hyperlenses project super-resolution information to the far field through a magnification mechanism. whereas metalenses not only super-resolve subwavelength details but also enable optical Fourier transforms. Recently. there have been numerous designs for hyperlenses and metalenses. bringing fresh theoretical and experimental advances. though future directions and challenges remain to be overcome.,True,4_FqgIkAAAAJ:bEWYMUwI8FkC,462,https://www.nature.com/articles/ncomms2176,15070462762119706807,/scholar?cites=15070462762119706807,,,https://www.nature.com/articles/ncomms2176,0,0,0
1234506,Surface plasmon interference nanolithography,2005,Zhao-Wei Liu and Qi-Huo Wei and Xiang Zhang,5,Nano letters,5,957-961,American Chemical Society,A new nanophotolithography technique based on the interference of surface plasmon waves is proposed and demonstrated by using computer simulations. The wavelengths of the surface plasmon waves at metal and dielectric interfaces can reach the nanometer scale while their frequencies remain in the optical range. As a result. the resolution of this surface plasmon interference nanolithography (SPIN) can go far beyond the free-space diffraction limit of the light. Simulation results show that one-dimensional and two-dimensional periodical structures of 40−100 nm features can be patterned using interfering surface plasmons launched by 1D gratings. Detailed characteristics of SPIN such as field distribution and contrast are also investigated. ,True,4_FqgIkAAAAJ:2osOgNQ5qMEC,438,https://pubs.acs.org/doi/abs/10.1021/nl0506094,224339007648855892,/scholar?cites=224339007648855892,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.714.8932&rep=rep1&type=pdf,0,0,0
1234507,Hyperbolic metamaterials and their applications,2015,Lorenzo Ferrari and Chihhui Wu and Dominic Lepage and Xiang Zhang and Zhaowei Liu,40,,,1-40,Pergamon,This review aims at providing a comprehensive and updated picture of the field of hyperbolic metamaterials. from the foundations to the most recent progresses and future perspectives. The topics discussed embrace theoretical aspects. practical realization and key challenges for applications such as imaging. spontaneous emission engineering. thermal. active and tunable hyperbolic media.,True,4_FqgIkAAAAJ:4fGpz3EwCPoC,430,https://www.sciencedirect.com/science/article/pii/S0079672714000408,206373369003241775,/scholar?cites=206373369003241775,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.706.8759&rep=rep1&type=pdf,0,0,0
1234508,Enhancing spontaneous emission rates of molecules using nanopatterned multilayer hyperbolic metamaterials,2014,Dylan Lu and Jimmy J Kan and Eric E Fullerton and Zhaowei Liu,9,Nature nanotechnology,1,48-53,Nature Publishing Group,Plasmonic nanostructures have been extensively used to manipulate the spontaneous light emission rate of molecules and their radiative efficiency 1. 2. 3. 4. 5. 6. Because molecules near a metallic surface experience a different environment than in free space. their spontaneous radiative emission rate is generally enhanced 7. 8. 9. Such enhancement. measured by means of the Purcell factor. arises as a consequence of the overlap between the surface plasmon mode frequency and the emission spectrum of the molecule. However. such overlap is available only for a few narrow bands of frequency due to the limited plasmonic materials existing in nature 10. 11. Although this limitation can be overcome by using hyperbolic metamaterials (HMMs)—a type of nanoscale artificial material with hyperbolic dispersion relations—the Purcell factor and the radiative power have remained relatively low 12. 13. 14. 15. 16. Here …,True,4_FqgIkAAAAJ:ZHo1McVdvXMC,416,https://www.nature.com/nnano/journal/v9/n1/full/nnano.2013.276.html,5604693762552462993,/scholar?cites=5604693762552462993,,,https://cmrr.ucsd.edu/_files/research-highlights/highlight-41.pdf,0,0,0
1234509,Spherical hyperlens for two-dimensional sub-diffractional imaging at visible frequencies,2010,Junsuk Rho and Ziliang Ye and Yi Xiong and Xiaobo Yin and Zhaowei Liu and Hyeunseok Choi and Guy Bartal and Xiang Zhang,1,Nature communications,1,1-5,Nature Publishing Group,Hyperlenses have generated much interest recently. not only because of their intriguing physics but also for their ability to achieve sub-diffraction imaging in the far field in real time. All previous efforts have been limited to sub-wavelength confinement in one dimension only and at ultraviolet frequencies. hindering the use of hyperlenses in practical applications. Here. we report the first experimental demonstration of far-field imaging at a visible wavelength. with resolution beyond the diffraction limit in two lateral dimensions. The spherical hyperlens is designed with flat hyperbolic dispersion that supports wave propagation with very large spatial frequency and yet same phase speed. This allows us to resolve features down to 160 nm. much smaller than the diffraction limit at visible wavelengths. that is. 410 nm. The hyperlens can be integrated into conventional microscopes. expanding their capabilities beyond the …,True,4_FqgIkAAAAJ:0EnyYjriUFMC,392,https://www.nature.com/articles/ncomms1148,10148234269399349050,/scholar?cites=10148234269399349050,,,https://www.nature.com/articles/ncomms1148,0,0,0
