,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1266312,An investigation of thermal stratification in HCCI engines using chemiluminescence imaging,2006,John E Dec and Wontae Hwang and Magnus Sjöberg,,SAE Transactions,,759-776,SAE International,Chemiluminescence imaging has been applied to investigate the naturally occurring charge stratification in an HCCI engine. This stratification slows the pressure-rise rate (PRR) during combustion. making it critical to the high-load operating limit of these engines. Experiments were conducted in a single-cylinder HCCI engine modified with windows in the combustion chamber for optical access. Using this engine. chemiluminescence images were obtained from three different view angles. These included both single-shot images with intensified CCD cameras and high-speed (20kHz) sequences with an intensified CMOS video camera. The engine was fueled with iso-octane. which has been shown to be a reasonable surrogate for gasoline and exhibits only single-stage ignition at these naturally aspirated conditions. The chemiluminescence images show that the HCCI combustion is not homogeneous but has a …,True,hyCYSksAAAAJ:u5HHmVD_uO8C,225,https://www.jstor.org/stable/44687346,8312463153857594253,/scholar?cites=8312463153857594253,,,,0,0,0
1266313,Spectroscopic and chemical-kinetic analysis of the phases of HCCI autoignition and combustion for single-and two-stage ignition fuels,2008,Wontae Hwang and John Dec and Magnus Sjöberg,154,Combustion and Flame,3,387-409,Elsevier,The temporal phases of autoignition and combustion in an HCCI engine have been investigated in both an all-metal engine and a matching optical engine. Gasoline. a primary reference fuel mixture (PRF80). and several representative real-fuel constituents were examined. Only PRF80. which is a two-stage ignition fuel. exhibited a “cool-flame” low-temperature heat-release (LTHR) phase. For all fuels. slow exothermic reactions occurring at intermediate temperatures raised the charge temperature to the hot-ignition point. In addition to the amount of LTHR. differences in this intermediate-temperature heat-release (ITHR) phase affect the fuel ignition quality. Chemiluminescence images of iso-octane show a weak and uniform light emission during this phase. This is followed by the main high-temperature heat-release (HTHR) phase. Finally. a “burnout” phase was observed. with very weak uniform emission and near …,True,hyCYSksAAAAJ:u-x6o8ySG0sC,170,https://www.sciencedirect.com/science/article/pii/S0010218008000977,8516188113490667060,/scholar?cites=8516188113490667060,,,,0,0,0
1266314,Creating homogeneous and isotropic turbulence without a mean flow,2004,W Hwang and JK Eaton,36,Experiments in Fluids,3,444-454,Springer-Verlag,A novel method of creating homogeneous and isotropic turbulence with small mean flow has been developed. Eight synthetic jet actuators on the corners of a cubic chamber can create energetic turbulence with root-mean-square (rms) velocities as large as 0.87 m/s. corresponding to a Taylor microscale Reynolds number. Re  λ . of 218. Stationary turbulence results show that the turbulence was isotropic. with the rms velocity ratio equal to 1.03. and also homogeneous within the region of interest. Natural decaying turbulence measurements confirmed the power-law decay of the turbulent kinetic energy. with the decay exponent n equal to 1.86 for an initial Re  λ  of 224.,True,hyCYSksAAAAJ:d1gkVwhDpl0C,160,https://link.springer.com/article/10.1007/s00348-003-0742-6,13122440444273059758,/scholar?cites=13122440444273059758,,,,0,0,0
1266315,Preferential concentration of particles in homogeneous and isotropic turbulence,2005,AM Wood and W Hwang and JK Eaton,31,International journal of multiphase flow,10-11,1220-1230,,Pascal 001 Exact sciences and technology/001B Physics/001B40 Fundamental areas of phenomenology (including applications)/001B40G Fluid dynamics/001B40G27 Turbulent flows. convection. and heat transfer/001B40G27G Isotropic turbulence; homogeneous turbulence,True,hyCYSksAAAAJ:2osOgNQ5qMEC,149,https://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=17226664,15269668776641098357,/scholar?cites=15269668776641098357,,,,0,0,0
1266316,Thermodynamic and chemical effects of EGR and its constituents on HCCI autoignition,2007,Magnus Sjöberg and John E Dec and Wontae Hwang,,SAE Transactions,,271-289,SAE International,EGR can be used beneficially to control combustion phasing in HCCI engines. To better understand the function of EGR. this study experimentally investigates the thermodynamic and chemical effects of real EGR. simulated EGR. dry EGR. and individual EGR constituents (N₂. CO₂. and H₂O) on the autoignition processes. This was done for gasoline and various PRF blends. The data show that addition of real EGR retards the autoignition timing for all fuels. However. the amount of retard is dependent on the specific fuel type. This can be explained by identifying and quantifying the various underlying mechanisms. which are: 1) Thermodynamic cooling effect due to increased specific-heat capacity. 2) [O₂] reduction effect. 3) Enhancement of autoignition due to the presence of H₂O. 4) Enhancement or suppression of autoignition due to the presence of trace species such as unburned or partially-oxidized …,True,hyCYSksAAAAJ:9yKSN-GCB0IC,143,https://www.jstor.org/stable/44699278,8111183587800601473,/scholar?cites=8111183587800601473,,,https://www.osti.gov/servlets/purl/1266152,0,0,0
1266317,Homogeneous and isotropic turbulence modulation by small heavy () particles,2006,Wontae Hwang and John K Eaton,564,Journal of Fluid Mechanics,,361,Cambridge University Press,The interaction of a dilute dispersion of small heavy particles with homogeneous and isotropic air turbulence has been investigated. Stationary turbulence (at Taylor micro-scale Reynolds number of 230) with small mean flow was created in a nearly spherical sealed chamber by means of eight synthetic jet actuators. Two-dimensional particle image velocimetry was used to measure global turbulence statistics in the presence of spherical glass particles that had a diameter of 165$\umu $ m. which was similar to the Kolmogorov length scale of the flow. Experiments were conducted at two different turbulence levels and particle mass loadings up to 0.3. The particles attenuated the fluid turbulence kinetic energy and viscous dissipation rate with increasing mass loadings. Attenuation levels reached 35-40% for the kinetic energy (which was significantly greater than previous numerical studies) and 40-50% for the …,True,hyCYSksAAAAJ:qjMakFHDy7sC,117,https://search.proquest.com/openview/f44b1f2fa05d63952458f790fbe40bcb/1?pq-origsite=gscholar&cbl=34769,8551026622024006841,/scholar?cites=8551026622024006841,,,,0,0,0
1266318,Characterizing the development of thermal stratification in an HCCI engine using planar-imaging thermometry,2009,John E Dec and Wontae Hwang,2,SAE International Journal of Engines,1,421-438,SAE International,A planar temperature imaging diagnostic has been developed and applied to an investigation of naturally occurring thermal stratification in an HCCI engine. Natural thermal stratification is critical for high-load HCCI operation because it slows the combustion heat release; however. little is known about its development or distribution. A tracer-based single-line PLIF imaging technique was selected for its good precision and simplicity. Temperature-map images were derived from the PLIF images. based on the temperature sensitivity of the fluorescence signal of the toluene tracer added to the fuel. A well premixed intake charge assured that variations in fuel/air mixture did not affect the signal. Measurements were made in a single-cylinder optically accessible HCCI research engine (displacement = 0.98 liters) at a typical 1200 rpm operating condition. Since natural thermal stratification develops prior to autoignition. all …,True,hyCYSksAAAAJ:IjCSPb-OGe4C,114,https://www.jstor.org/stable/26308409,17256929112608457284,/scholar?cites=17256929112608457284,,,https://www.osti.gov/servlets/purl/1142409,0,0,0
1266319,Fuel stratification for low-load HCCI combustion: performance & fuel-PLIF measurements,2007,Wontae Hwang and John E Dec and Magnus Sjöberg,,SAE Transactions,,1437-1460,SAE International,Fuel stratification has been investigated as a means of improving the low-load combustion efficiency in an HCCI engine. Several stratification techniques were examined: different GDI injectors. increased swirl. and changes in injection pressure. to determine which parameters are effective for improving the combustion efficiency while maintaining NOX emissions below U.S. 2010 limits. Performance and emission measurements were obtained in an all-metal engine. Corresponding fuel distribution measurements were made with fuel PLIF imaging in a matching optically accessible engine. The fuel used was iso-octane. which is a good surrogate for gasoline. For an idle fueling rate (ϕ = 0.12). combustion efficiency was improved substantially. from 64% to 89% at the NOX limit. using delayed fuel injection with a hollow-cone injector at an injection pressure of 120 bar. Relative to this base case. changing to an 8-hole …,True,hyCYSksAAAAJ:zYLM7Y9cAGgC,86,https://www.jstor.org/stable/44699367,8571900112349541522,/scholar?cites=8571900112349541522,,,https://www.osti.gov/servlets/purl/1148121,0,0,0
1266320,In-cylinder gas temperature and water concentration measurements in HCCI engines using a multiplexed-wavelength diode-laser system: sensor development and initial demonstration,2007,DW Mattison and JB Jeffries and RK Hanson and RR Steeper and S De Zilwa and JE Dec and M Sjoberg and W Hwang,31,Proceedings of the Combustion Institute,1,791-798,Elsevier,A wavelength-multiplexed. fiber-optic-based. line-of-sight. diode-laser absorption sensor is developed for crank-angle-resolved measurements of temperature and water concentration in a homogeneous-charge-compression-ignition (HCCI) engine. An initial demonstration of its use on two optical HCCI engines at Sandia National Laboratories is reported. The measurements encompassed both motored- and fired-engine operation for temperatures between 300 and 1700 K and pressures between 1 and 55 bar. A spectroscopic line selection process identifies the most appropriate water absorption linepair for thermometry under these conditions. Key solutions to suppress crank-angle-dependent noise in the transmitted laser signals are reported. including careful spectroscopic design and optical engineering to accommodate beam-steering. engine vibration and polarization-related interference. Data obtained …,True,hyCYSksAAAAJ:UeHWp8X0CEIC,80,https://www.sciencedirect.com/science/article/pii/S1540748906000605,14246499782994279786,/scholar?cites=14246499782994279786,,,,0,0,0
1266321,Isolating the Effects of EGR on HCCI Heat-Release Rates and NOₓ Emissions,2010,John E Dec and Magnus Sjöberg and Wontae Hwang,2,SAE International Journal of Engines,2,58-70,SAE International,High-load HCCI operation is typically limited by rapid pressure-rise rates (PRR) and engine knock caused by an overly rapid heat-release rate (HRR). Exhaust gas recirculation (EGR) is commonly used in HCCI engines. and it is often stated in the literature that charge dilution with EGR (or high levels of retained residuals) is beneficial for reducing the PRR to allow higher loads without knock. However. EGR/retained-residuals affect other operating parameters such as combustion phasing. which can in turn influence the PRR independently from any effect of the EGR gases themselves. Because of the multiple effects of EGR. its direct benefit for reducing the PRR is not well understood.In this work. the effects of EGR on the PRR were isolated by controlling the combustion phasing independently from the EGR addition by adjusting the intake temperature. The experiments were conducted using gasoline as the fuel at …,True,hyCYSksAAAAJ:Y0pCki6q_DkC,53,https://www.jstor.org/stable/26275407,254086416332708914,/scholar?cites=254086416332708914,,,,0,0,0
