,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1281436,Method and apparatus for communications using turbo like codes,2011,Keith Michael Chugg and Paul Kingsley Gray and Georgios Dimitrios Dimou and Phunsak Thiennviboon,,,,,,,True,0jawlUUAAAAJ:P5F9QuxV20EC,196,,4159668465585979657,/scholar?cites=4159668465585979657,,,,0,0,0
1281437,Iterative Detection: Adaptivity. Complexity Reduction. and Applications,2012,Keith Chugg and Achilleas Anastasopoulos and Xiaopeng Chen,602,,,,Springer Science & Business Media,,True,0jawlUUAAAAJ:u5HHmVD_uO8C,180,,1969225421154765587,/scholar?cites=1969225421154765587,,,,0,0,0
1281438,Method and apparatus for communications using improved turbo like codes,2010,Keith Michael Chugg and Paul Kingsley Gray,,,,,,,True,0jawlUUAAAAJ:XiSMed-E-HIC,146,,3755708769122479417,/scholar?cites=3755708769122479417,,,,0,0,0
1281439,MLSE for an unknown channel. I. Optimality considerations,1996,Keith M Chugg and Andreas Polydoros,44,IEEE Transactions on Communications,7,836-846,IEEE,,True,0jawlUUAAAAJ:d1gkVwhDpl0C,141,,17331939591678331076,/scholar?cites=17331939591678331076,,,,0,0,0
1281440,Adaptive soft-input soft-output algorithms for iterative detection with parametric uncertainty,2000,Achilleas Anastasopoulos and Keith M Chugg,48,IEEE Transactions on Communications,10,1638-1649,IEEE,,True,0jawlUUAAAAJ:u-x6o8ySG0sC,135,,15254758510050975520,/scholar?cites=15254758510050975520,,,,0,0,0
1281441,Further results in likelihood classification of QAM signals,1994,CS Long and KM Chugg and A Polydoros,,,,57-61,IEEE,,True,0jawlUUAAAAJ:UeHWp8X0CEIC,111,,15331709690201248031,/scholar?cites=15331709690201248031,,,,0,0,0
1281442,A new approach to rapid PN code acquisition using iterative message passing techniques,2005,Keith M Chugg and Mingrui Zhu,23,IEEE journal on selected areas in communications,5,884-897,IEEE,,True,0jawlUUAAAAJ:IjCSPb-OGe4C,108,,8575139376195503393,/scholar?cites=8575139376195503393,,,,0,0,0
1281443,Towards mobile ad-hoc WANs: Terminodes,2000,J-P Hubaux and J-Y Le Boudec and Silvia Giordano and Maher Hamdi and Ljubica Blazevic and Levente Buttyan and Milan Vojnovic,3,,,1052-1059,IEEE,,True,0jawlUUAAAAJ:AvfA0Oy_GE0C,107,,9576850884223182823,/scholar?cites=9576850884223182823,,,,0,0,0
1281444,An algorithm for counting short cycles in bipartite graphs,2005,Thomas R Halford and Keith M Chugg,52,IEEE Transactions on Information Theory,1,287-292,IEEE,,True,0jawlUUAAAAJ:5nxA0vEk-isC,105,,17299447868105511762,/scholar?cites=17299447868105511762,,,,0,0,0
1281445,Adaptive iterative detection for phase tracking in turbo-coded systems,2001,Achilleas Anastasopoulos and Keith M Chugg,49,IEEE Transactions on Communications,12,2135-2144,IEEE,,True,0jawlUUAAAAJ:9yKSN-GCB0IC,99,,5730470279542861293,/scholar?cites=5730470279542861293,,,,0,0,0
1281446,A theoretical study on the effects of interference UWB multiple access impulse radio,2002,Ali Taha and Keith M Chugg,1,,,728-732,IEEE,,True,0jawlUUAAAAJ:2osOgNQ5qMEC,89,,16061848867231696757,/scholar?cites=16061848867231696757,,,,0,0,0
1281447,Hand Gesture Recognition with 3D Convolutional Neural Networks,2015,Pavlo Molchanov and Shalini Gupta and Kihwan Kim and Jan Jautz,,,,,IEEE Computer Society,,True,MVanlR8AAAAJ:SeFeTyx0c_EC,407,,13528217692621440063,/scholar?cites=13528217692621440063,,,,0,0,0
1281448,Online detection and classification of dynamic hand gestures with recurrent 3d convolutional neural network,2016,Pavlo Molchanov and Xiaodong Yang and Shalini Gupta and Kihwan Kim and Stephen Tyree and Jan Kautz,,,,4207-4215,,,True,MVanlR8AAAAJ:9c2xU6iGI7YC,375,,3040705073843151431,/scholar?cites=3040705073843151431,,,,0,0,0
1281449,Multi-sensor System for Driver’s Hand-Gesture Recognition,2015,Pavlo Molchanov and Shalini Gupta and Kim and Kari Kihwan and Pulli,,,,,IEEE,,True,MVanlR8AAAAJ:RYcK_YlVTxYC,193,,5817183552051842322,/scholar?cites=5817183552051842322,,,,0,0,0
1281450,Gaussian process regression flow for analysis of motion trajectories,2011,Kihwan Kim and Dongryeol Lee and Irfan Essa,,,,,,,True,MVanlR8AAAAJ:D03iK_w7-QYC,191,,11387664996386206079,/scholar?cites=11387664996386206079,,,,0,0,0
1281451,Geometry-aware learning of maps for camera localization,2018,Samarth Brahmbhatt and Jinwei Gu and Kihwan Kim and James Hays and Jan Kautz,,,,2616-2625,,,True,MVanlR8AAAAJ:w0F2JDEymm0C,184,,15361942550307476955,/scholar?cites=15361942550307476955,,,,0,0,0
1281452,Competitive collaboration: Joint unsupervised learning of depth. camera motion. optical flow and motion segmentation,2019,Anurag Ranjan and Varun Jampani and Lukas Balles and Kihwan Kim and Deqing Sun and Jonas Wulff and Michael J Black,,,,12240-12249,,,True,MVanlR8AAAAJ:qE4H1tSSYIIC,172,,8899288224036536376,/scholar?cites=8899288224036536376,,,,0,0,0
1281453,Short-range FMCW monopulse radar for hand-gesture sensing,2015,Pavlo Molchanov and Shalini Gupta and Kihwan Kim and Kari Pulli,,,,1491-1496,IEEE,,True,MVanlR8AAAAJ:vV6vV6tmYwMC,150,,16613778594857123430,/scholar?cites=16613778594857123430,,,,0,0,0
1281454,How transformational leadership facilitates innovative behavior of Korean workers,2016,Suk Bong Choi and Kihwan Kim and SM Ebrahim Ullah and Seung-Wan Kang,,Personnel Review,,,Emerald Group Publishing Limited,,True,MVanlR8AAAAJ:q0uBw5dMOAkC,132,,14601266838676609284,/scholar?cites=14601266838676609284,,,,0,0,0
1281455,Effects of transformational and shared leadership styles on employees' perception of team effectiveness,2017,Suk Bong Choi and Kihwan Kim and Seung-Wan Kang,45,Social Behavior and Personality: an international journal,3,377-386,Scientific Journal Publishers,,True,MVanlR8AAAAJ:LXmCCkuhhTsC,128,,14281164858399521778,/scholar?cites=14281164858399521778,,,,0,0,0
1281456,Motion fields to predict play evolution in dynamic sport scenes,2010,Kihwan Kim and Matthias Grundmann and Ariel Shamir and Iain Matthews and Jessica Hodgins and Irfan Essa,,,,840-847,IEEE,,True,MVanlR8AAAAJ:d1gkVwhDpl0C,107,,14101707447794239098,/scholar?cites=14101707447794239098,,,,0,0,0
