,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1208086,Investigation of mechanical. thermal and water absorption properties of flax fibre reinforced epoxy composite with nano TiO2 addition,2018,Vishnu Prasad and MA Joseph and K Sekar,115,Composites part A: Applied science and manufacturing,,360-370,Elsevier,The present study aims at exploring the influence of nano TiO2 in enhancing the mechanical. thermal and water absorption properties of the flax fibre reinforced epoxy composites. The composites were prepared using the compression moulding technique. Epoxy was modified using nano titanium dioxide (50 nm size) at a loading rate (percentage by weight of the composite) of 0%. 0.5%. 0.7% and 0.9% by mechanical stirring and sonication process. The morphological characterisation was done by Scanning electron microscopy and the structural properties by Fourier transform infrared spectroscopy. The results indicate a significant improvement in strength of the composite system with the addition of TiO2. The optimum weight percentage for maximum performance was obtained as 0.7. The increase in tensile. flexural. impact and interlaminar shear strength values were observed as 10.95%. 20.05%. 10.45% and …,True,gnsupiEAAAAJ:hC7cP41nSMkC,29,https://www.sciencedirect.com/science/article/pii/S1359835X18303890,18423409977982851384,/scholar?cites=18423409977982851384,,https://www.sciencedirect.com/science/article/pii/S1359835X18303890,0,0,0
1208087,Effect of T6 heat treatment in the microstructure and mechanical properties of A356 reinforced with nano Al2O3 particles by combination effect of stir and squeeze casting,2014,K Sekar and K Allesu and MA Joseph,5,Procedia Materials Science,,444-453,Elsevier,Hypoeutectic aluminum silicon alloys as (A356) exhibit several specific and interesting properties that qualify them to be used in many automotive and aeronautical applications. aluminum matrix composites have good physical and mechanical properties. when reinforced with nano sized Al2O3 particle. they have high tensile. compressive and fatigue strengths along with superior wear resistance and thermal stability. In this work. the number of cast samples of A356 alloy was prepared by combination effect of stir and squeeze casting. specially designed and built furnace unit allowing for the addition of Al2O3 nano- particles (30 nm). The percentage inclusions were varied from 0.5 to 1.5wt% into the molten Al-Si alloy in the liquid state with stirring at 400 rpm and squeeze casting at 750 ̊C and pressure of 600 MPa. The microstructural features and the mechanical properties of the as cast and T6 heat treated samples …,True,gnsupiEAAAAJ:d1gkVwhDpl0C,29,https://www.sciencedirect.com/science/article/pii/S221181281400652X,6392044400077680665,/scholar?cites=6392044400077680665,,https://www.sciencedirect.com/science/article/pii/S221181281400652X/pdf?md5=a8fd75f224bef153ce3d41f948acbf65&pid=1-s2.0-S221181281400652X-main.pdf,0,0,0
1208088,Mechanical and wear properties of Al–Al 2 O 3 metal matrix composites fabricated by the combined effect of stir and squeeze casting method,2015,K Sekar and K Allesu and MA Joseph,68,Transactions of the Indian Institute of Metals,2,115-121,Springer India,The effects of nano particles on double shear strength and tribological properties of A356 alloy reinforced with Al2O3 nano particles of size 30 nm were investigated. The percentage inclusions of Al2O3 were varied from 0.5 to 1.5 wt%. The particles were added with stirring at 400 rpm and squeeze casting at 750 °C and pressure of 600 MPa in a squeeze casting machine. Comparison of the performance of as cast samples of A356/Al2O3 nano composite was conducted. The tribological properties of the samples were also investigated by pin-on-disk tests at 10. 30 and 50 N load. sliding speed 0.534 m/s and sliding distance 1100 m in dry condition. SEM images of microstructure analysis of the composite. Al2O3 (0.5 and 1 %) particles were well dispersed in the A356 alloy matrix. Partial agglomeration was observed in metal matrix composite with higher (1.5 %) Al2O3 particle contents. The nano dispersed …,True,gnsupiEAAAAJ:u5HHmVD_uO8C,23,https://link.springer.com/article/10.1007/s12666-015-0520-1,5242954058908343562,/scholar?cites=5242954058908343562,,,0,0,0
1208089,Enhancing Mode I and Mode II interlaminar fracture toughness of flax fibre reinforced epoxy composites with nano TiO2,2019,Vishnu Prasad and K Sekar and Soney Varghese and MA Joseph,124,Composites Part A: Applied Science and Manufacturing,,105505,Elsevier,The present study seeks to examine the effect of matrix modification on the interlaminar properties of flax fibre reinforced epoxy composites with nano Titanium dioxide (nano TiO2) particle addition. Mode I and Mode II interlaminar fracture toughness is evaluated using (double cantilever beam) DCB and (end-notched flexure) ENF test specimens. Nano TiO2 (50 nm size) is mixed in the epoxy by mechanical stirring followed by sonication process at a loading rate of 0. 0.3. 0.4 and 0.5 wt%. Compression moulding is the fabrication procedure followed. The results indicate that nanoparticle addition improves the interlaminar fracture toughness values. Mode I and Mode II interlaminar fracture toughness values improved by 52% (for 0.4 wt% TiO2) and 73% (for 0.5 wt% TiO2) respectively. Structural properties are studied using Fourier transform infrared spectroscopy. Scanning electron microscopy images are …,True,gnsupiEAAAAJ:r0BpntZqJG4C,14,https://www.sciencedirect.com/science/article/pii/S1359835X19302544,17332333616971994843,/scholar?cites=17332333616971994843,,https://www.sciencedirect.com/science/article/pii/S1359835X19302544,0,0,0
1208090,Design of a stir casting machine,2013,K Sekar and K Allesu and MA Joseph,,"American International journal of research in science, Technology, Engineering & mathematics, ISSN",,2328-3491,,Non-homogeneous particle distribution is one of the greatest problems in casting of metal matrix composites (MMC’s). because of ceramic materials have different density. melting point and boiling point. But other light materials like Aluminium. copper and magnesium etc. have less density of melting point and boiling point. so ceramic particle mixing is very difficult to light materials. This paper deals with design the solid model components of stirrer assembly stand. screw rod. stirrer rod. nano/micro particle preheater. base stand. furnace stand. electronic assembly stand. electric furnace. heating vessel. path way pipe with heater and also. cooling die and die stand are made by solid model with require dimensions to design and fabricate of stir casting machine. In this machine the nano particle preheater attached in the top of the furnace. because of red hot condition with constant temperature of nano particle injected by push rod into the molten metal. The stirrer rod designed by variation of speed (0-2000rpm) for mixing purpose. We can set any constant rpm or any variation rpm at any time. Here avoid the non wettability of particles or floating or settling of particles. After mixed molten metal transfer into the mould with constant temperature through taper pathway heater pipe into the die. From this cast part improve all the mechanical properties without casting defects,True,gnsupiEAAAAJ:UeHWp8X0CEIC,13,https://www.academia.edu/download/31991735/AIJRSTEM13-214.pdf,15753558739735760161,/scholar?cites=15753558739735760161,,https://www.academia.edu/download/31991735/AIJRSTEM13-214.pdf,0,0,0
1208091,Development Of flax fibre reinforced epoxy composite with nano Tio2 addition into matrix to enhance mechanical properties,2018,Vishnu Prasad and MA Joseph and K Sekar and Mubarak Ali,5,Materials Today: Proceedings,5,11569-11575,Elsevier,Natural fibre reinforced composite has gained a lot of attention in the field of engineering in recent years. Automotive and packing industries are demanding a shift in their design from oil derived polymers and mineral reinforced materials to natural materials focusing in recyclability and bio degradability of green products. Light in weight. low cost of raw materials. easiness in machining are some of the other desirable aspects which thrive them in the market. This work evaluates the ways to improve the mechanical properties of natural fibre reinforced composites to compete with the synthetic fibre composites. The objective of this research is to investigate the effect of dispersing Titanium dioxide (TiO2) nanoparticle with size 15nm in Flax fibre reinforced epoxy composite. Matrix modification is done by mixing Nano TiO2 in epoxy resin which in turn increases the mechanical properties of the final composite by improving …,True,gnsupiEAAAAJ:Zph67rFs4hoC,12,https://www.sciencedirect.com/science/article/pii/S2214785318303286,4308829312327177870,/scholar?cites=4308829312327177870,,,0,0,0
1208092,Selection of best alternative in manufacturing and service sector using multi grade decision approach-a review,2016,Karuppanna Prasad,6,,4,,CS & IT Conference Proceedings,Modern manufacturing organizations tend to face versatile challenges due to globalization. modern lifestyle trends and rapid market requirements from both locally and globally placed competitors. The organizations faces high stress from dual perspective namely enhancement in science and technology and development of modern strategies. In such an instance. organizations were in a need of using an effective decision making tool that chooses out optimal alternative that reduces time. complexity and highly simplified. This paper explores a usage of new multi criteria decision making tool known as MOORA for selecting the best alternatives by examining various case study. The study was covered up in two fold manner by comparing MOORA with other MCDM and MADM approaches to identify its advantage for selecting optimal alternative. followed by highlighting the scope and gap of using MOORA approach …,True,gnsupiEAAAAJ:JV2RwH3_ST0C,10,https://www.csitcp.com/abstract/6/64csit06,11225467592249170232,/scholar?cites=11225467592249170232,,,0,0,0
1208093,Mechanical and welding properties of A6082-SiC-ZrO2 hybrid composite fabricated by stir and squeeze casting,2018,K Sekar and Gudla Jayachandra and S Aravindan,5,Materials Today: Proceedings,9,20268-20277,Elsevier,Aluminium metal matrix composites having lightweight. high strength. high corrosive resistance. and toughness. Aluminium A6082 alloy has good mechanical properties and mainly used in structural applications. The reinforcement particles SiC and ZrO2 have high strength. In this paper. A6082/SiC/ZrO2 hybrid compositesare fabricated with different wt. % of reinforcement materials (0.5. 1 and 1.5wt.% ZrO2 and SiC constant for all composites) by using stir and squeeze casting process. A6082 alloy and A6082/SiC/ZrO2 hybrid composites prepared for mechanical and welding properties like hardness. impact. compression. welded tensile test and welded hardness test. SEM microstructures of A6082/SiC/ZrO2 Hybrid Composites have shown the uniform distribution of ceramic particles. The Charpy Impact strength of the composite materials increased with the addition of 1 wt. % ZrO2. which is 60% compared to base …,True,gnsupiEAAAAJ:-f6ydRqryjwC,9,https://www.sciencedirect.com/science/article/pii/S2214785318315256,10937770428660568648,/scholar?cites=10937770428660568648,,,0,0,0
1208094,Recent developments in powder metallurgy based aluminium alloy composite for aerospace applications,2019,P Vasanthakumar and K Sekar and Koduru Venkatesh,18,Materials Today: Proceedings,,5400-5409,Elsevier,Aluminium and its alloys (AA) offers greater potential for weight reduction in automotive. ship building. and aerospace industries. But the main problem in aluminium alloy is less endurance to high temperatures and less wear resistance characteristics. In order to overcome these problems. researchers have been reinforcing ceramic particles with AA. In this study SiC and Graphite (Gr) with aerospace grade aluminium alloys and its recent development clearly reviewed. The effects of SiC and Gr on the microstructures. mechanical and wear properties of the composites were studied. From the literature. hardness and tensile strength of the composite increases with increasing SiC content and decreases with increasing graphite. The damping capacity of MMCs dependent on graphite volume fraction and relatively independent on SiC particulates volume fraction. The wear resistance increases with addition of SiC and …,True,gnsupiEAAAAJ:RGFaLdJalmkC,8,https://www.sciencedirect.com/science/article/pii/S2214785319327579,2806432613657442848,/scholar?cites=2806432613657442848,,,0,0,0
1208095,Mechanical and Tribological Properties of A356/Al2O3/MoS2 Hybrid Composites Synthesized Through Combined Stir and Squeeze Casting,2019,K Sekar and M Manohar and K Jayakumar,,,,115-125,Springer. Singapore,Investigation of mechanical and tribological properties of A356 alloy reinforced with Al2O3 nano (average size 30 nm) and MoS2 micro-particles (10 µm) are presented in this study. The percentage of Al2O3 was constant (1 wt%) and MoS2 varied from 0.5 to 2 wt% with the interval of 0.5%. The ceramic particles were added when stirring at 300 rpm and 800 °C with squeeze casting pressure of 43 MPa in stir and squeeze casting machine. Characterization of A356/Al2O3/MoS2 hybrid composites were conducted and Tribology studies on the samples were also investigated at 10. 30 and 50 N load. sliding speed of 1.3 m/s and sliding distance of 1100 m in dry condition. Microstructure analysis of the composite showed that the Al2O3 (1 wt%) and MoS2 (0.5 and 1%) particles were dispersed uniformly in the A356 alloy matrix. Partial agglomeration was observed in the synthesized metal-matrix composite (MMC …,True,gnsupiEAAAAJ:IWHjjKOFINEC,7,https://link.springer.com/chapter/10.1007/978-981-13-1780-4_13,4133863342563319792,/scholar?cites=4133863342563319792,,https://www.researchgate.net/profile/Pratik_Bhansali/publication/327389773_Experimental_Analysis_of_the_Influence_of_Combined_Heat_and_Cryogenic_Treatment_on_Mechanical_Properties_of_Steel_Select_Proceedings_of_ICEMMM_2018/links/5f9f312b299bf1b53e59ae92/Experimental-Analysis-of-the-Influence-of-Combined-Heat-and-Cryogenic-Treatment-on-Mechanical-Properties-of-Steel-Select-Proceedings-of-ICEMMM-2018.pdf#page=123,0,0,0
