,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1192242,Human thymic stromal lymphopoietin preferentially stimulates myeloid cells,2001,Pedro A Reche and Vassili Soumelis and Daniel M Gorman and Teresa Clifford and Man-ru Liu and Marilyn Travis and Sandra M Zurawski and Jim Johnston and Yong-Jun Liu and Hergen Spits and Rene de Waal Malefyt and Robert A Kastelein and J Fernando Bazan,167,The Journal of Immunology,1,336-343,American Association of Immunologists,The sequence of a novel hemopoietic cytokine was discovered in a computational screen of genomic databases. and its homology to mouse thymic stromal lymphopoietin (TSLP) suggests that it is the human orthologue. Human TSLP is proposed to signal through a heterodimeric receptor complex that consists of a new member of the hemopoietin family termed human TSLP receptor and the IL-7R α-chain. Cells transfected with both receptor subunits proliferated in response to purified. recombinant human TSLP. with induced phosphorylation of Stat3 and Stat5. Human TSLPR and IL-7Rα are principally coexpressed on monocytes and dendritic cell populations and to a much lesser extent on various lymphoid cells. In accord. we find that human TSLP functions mainly on myeloid cells; it induces the release of T cell-attracting chemokines from monocytes and. in particular. enhances the maturation of CD11c …,True,lvvcILAAAAAJ:tOudhMTPpwUC,470,https://www.jimmunol.org/content/167/1/336.short,9134195692809403366,/scholar?cites=9134195692809403366,,https://www.jimmunol.org/content/jimmunol/167/1/336.full.pdf,0,0,0
1192243,Bringing the tiger back from the brink—the six percent solution,2010,Joe Walston and John G Robinson and Elizabeth L Bennett and Urs Breitenmoser and Gustavo AB da Fonseca and John Goodrich and Melvin Gumal and Luke Hunter and Arlyne Johnson and K Ullas Karanth and Nigel Leader-Williams and Kathy MacKinnon and Dale Miquelle and Anak Pattanavibool and Colin Poole and Alan Rabinowitz and James LD Smith and Emma J Stokes and Simon N Stuart and Chanthavy Vongkhamheng and Hariyo Wibisono,8,PLoS Biol,9,e1000485,Public Library of Science,The Tiger Summit. to be hosted by Prime Minister Vladimir Putin in Russia in November 2010—the Chinese Year of the Tiger and the International Year of Biodiversity—promises to be the most significant meeting ever held to discuss the fate of a single non-human species. The Summit will culminate efforts by the Global Tiger Initiative (GTI). launched in 2008 by Robert Zoellick. World Bank President. Leaders of 13 tiger range states. supported by international donors and conservationists attending the summit. are being asked to commit to substantive measures to prevent the unthinkable: extinction of the world’s last wild tiger populations.Wild tiger numbers are at an historic low. There is no evidence of breeding populations of tigers in Cambodia. China. Vietnam. and DPR Korea. Current approaches to tiger conservation are not slowing the decline in tiger numbers [1–3]. which has continued unabated over the last two decades. While the scale of the challenge is enormous. we submit that the complexity of effective implementation is not: commitments should shift to focus on protecting tigers at spatially well-defined priority sites. supported by proven best practices of law enforcement. wildlife management. and scientific monitoring. Conflict with local people needs to be mitigated. We argue that such a shift in emphasis would reverse the decline of wild tigers and do so in a rapid and costefficient manner.,True,lvvcILAAAAAJ:qxL8FJ1GzNcC,322,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000485,14937858517069350244,/scholar?cites=14937858517069350244,,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000485,0,0,0
1192244,Fake antimalarials in Southeast Asia are a major impediment to malaria control: Multinational cross‐sectional survey on the prevalence of fake antimalarials,2004,AM Dondorp and PN Newton and M Mayxay and W Van Damme and FM Smithuis and S Yeung and A Petit and AJ Lynam and A Johnson and TT Hien and R McGready and JJ Farrar and S Looareesuwan and NPJ Day and MD Green and NJ White,9,Tropical Medicine & International Health,12,1241-1246,Blackwell Science Ltd,Objective  To assess the prevalence of counterfeit antimalarial drugs in Southeast (SE) Asia.Design  Cross‐sectional survey.Setting  Pharmacies and shops selling antimalarial drugs in Myanmar (Burma). Lao PDR. Vietnam. Cambodia and Thailand.Main outcome measures  Proportion of artemisinin derivatives or mefloquine containing drugs of substandard quality.Results  Of the 188 tablet packs purchased which were labelled as ‘artesunate’ 53% did not contain any artesunate. All counterfeit artesunate tablets were labelled as manufactured by ‘Guilin Pharma’. and refinements of the fake blisterpacks made them often hard to distinguish from their genuine counterparts. No other artemisinin derivatives were found to be counterfeited. Of the 44 mefloquine samples. 9% contained <10% of the expected amount of active ingredient.Conclusions  An alarmingly high proportion of antimalarial drugs bought in …,True,lvvcILAAAAAJ:M3ejUd6NZC8C,301,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3156.2004.01342.x,6184419768537296417,/scholar?cites=6184419768537296417,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-3156.2004.01342.x,0,0,0
1192245,Trends in global protected area governance. 1992–2002,2005,Philip Dearden and Michelle Bennett and Jim Johnston,36,Environmental management,1,89-100,Springer-Verlag,Governance refers to the interactions among structures. processes. and traditions that determine direction. how power is exercised. and how the views of citizens or stakeholders are incorporated into decision-making. Governance is now recognized as a critical aspect of effective conservation and is a prominent part of the Convention on Biological Diversity’s work program on protected areas. This study reports on a global survey to assess changes in governance of protected area systems between 1992 and 2002 based on responses from 41 countries. Results indicate that substantial changes have taken place with overall trends towards increased participation of more stakeholders. greater use of formal accountability mechanisms. and a wider range of participatory techniques. Many of these changes are supported by legislative and policy requirements and 75% of respondents reported changes in …,True,lvvcILAAAAAJ:KxtntwgDAa4C,267,https://link.springer.com/content/pdf/10.1007/s00267-004-0131-9.pdf,9611576192984621929,/scholar?cites=9611576192984621929,,"https://primo.slu.se/discovery/openurl?institution=46SLUB_INST&rfr_id=info:sid%2Fprimo.exlibrisgroup.com-bX-Bx&rft_val_fmt=info:ofi/fmt:kev:mtx:&rft.epage=100&rft.volume=36&rft_id=info:doi/&rfr_id=info:sid/primo.exlibrisgroup.com-26421925-Bx&rft.jtitle=Environmental%20management&rft.isbn=&rft.btitle=&rft.genre=article&rft.issue=1&rft.auinit1=P&rft.eisbn=&rft.aulast=Dearden&rft.auinit=P&rft.spage=89&rft.au=Dearden,%20Philip&rft.atitle=Trends%20in%20global%20protected%20area%20governance,%201992?2002&rft_dat=&rft.issn=0364-152X&rft.eissn=1432-1009&svc_dat=CTO&u.ignore_date_coverage=true&vid=46SLUB_INST:SLUB_V1",0,0,0
1192246,Effects of human–carnivore conflict on tiger (Panthera tigris) and prey populations in Lao PDR,2006,A Johnson and C Vongkhamheng and M Hedemark and T Saithongdam,9,Animal conservation,4,421-430,John Wiley & Sons. Ltd,Unique to South‐east Asia. Lao People's Democratic Republic contains extensive habitat for tigers and their prey within a multiple‐use protected area system covering 13% of the country. Although human population density is the lowest in the region. the impact of human occurrence in protected areas on tiger Panthera tigris and prey populations was unknown. We examined the effects of human–carnivore conflict on tiger and prey abundance and distribution in the Nam Et‐Phou Louey National Protected Area on the Lao–Vietnam border. We conducted intensive camera‐trap sampling of large carnivores and prey at varying levels of human population and monitored carnivore depredation of livestock across the protected area. The relative abundance of large ungulates was low throughout whereas that of small prey was significantly higher where human density was lower. The estimated tiger density for the sample …,True,lvvcILAAAAAJ:aqlVkmm33-oC,205,https://zslpublications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-1795.2006.00049.x@10.1111/(ISSN)1469-1795.TRAPPING,14819998633164183223,/scholar?cites=14819998633164183223,,https://faculty.nelson.wisc.edu/treves/pubs/Arlyne/animal_cons.pdf,0,0,0
1192247,Governance of protected areas,2006,Grazia Borrini-Feyerabend and Jim Johnston and Diane Pansky,,Managing protected areas: A global guide,,116-145,Earthscan UK and USA,Governance is a relatively new and powerful concept that people concerned with protected areas should understand and clearly distinguish from ‘management’. While ‘management’addresses what is done about a given site or situation.‘governance’addresses who makes those decisions and how. Governance is about power. relationships. responsibility and accountability. It is about who has influence. who decides and how decision-makers are held accountable. Graham et al (2003. pp2–3) define governance as:… the interactions among structures. processes and traditions that determine how power is exercised. how decisions are taken on issues of public concern. and how citizens or other stakeholders have their say.,True,lvvcILAAAAAJ:P5F9QuxV20EC,120,http://books.google.com/books?hl=en&lr=&id=BT5CjhS1awEC&oi=fnd&pg=PA116&dq=info:mbC8OxQzVkgJ:scholar.google.com&ots=dZwr8vo2j-&sig=7OB8enl5cdW8FocxDNtuYVD-Vew,5212409780722512025,/scholar?cites=5212409780722512025,,https://ceeto-network.eu/content/iucn_governance_of_protected_areas_from_understanding_to_action_2013.pdf,0,0,0
1192248,Results chains: a tool for conservation action design. management. and evaluation,2013,Richard Margoluis and Caroline Stem and Vinaya Swaminathan and Marcia Brown and Arlyne Johnson and Guillermo Placci and Nick Salafsky and Ilke Tilders,18,Ecology and Society,3,,Resilience Alliance,Every day. the challenges to achieving conservation grow. Threats to species. habitats. and ecosystems multiply and intensify. The conservation community has invested decades of resources and hard work to reduce or eliminate these threats. However. it struggles to demonstrate that its efforts are having an impact. In recent years. conservation project managers. teams. and organizations have found themselves under increasing pressure to demonstrate measurable impacts that can be attributed to their actions. To do so. they need to answer three important questions: (1) Are we achieving our desired impact?; (2) Have we selected the best interventions to achieve our desired impact?; and (3) Are we executing our interventions in the best possible manner?We describe results chains. an important tool for helping teams clearly specify their theory of change behind the actions they are implementing. Results chains …,True,lvvcILAAAAAJ:dhFuZR0502QC,92,https://www.jstor.org/stable/26269365,10284121331726146308,/scholar?cites=10284121331726146308,,https://www.jstor.org/stable/pdf/26269365.pdf,0,0,0
1192249,Insulin induces SOCS-6 expression and its binding to the p85 monomer of phosphoinositide 3-kinase. resulting in improvement in glucose metabolism,2004,Li Li and Line M Grønning and Per O Anderson and Suling Li and Klaus Edvardsen and Jim Johnston and Dimitris Kioussis and Peter R Shepherd and Ping Wang,279,Journal of Biological Chemistry,33,34107-34114,Elsevier,The suppressors of cytokine signaling (SOCS) family is thought to act largely as a negative regulator of signaling by cytokines and some growth factors. Surprisingly. the SOCS-6 transgenics had no significant defects in the cytokine signaling and hematopoietic system but displayed significant improvements in glucose metabolism. Insulin stimulation of Akt/protein kinase B was also potentiated. Biochemical analysis showed that. after insulin stimulation. SOCS-6 interacted with the monomeric p85 subunit of class-Ia phosphoinositide (PI) 3-kinase but not with p85/p110 dimers. Furthermore. SOCS-6 expression is transiently increased by serum and insulin in normal fibroblasts. However. both the mRNA and protein of SOCS-6 were rapidly degraded after induction by insulin. The degradation of the SOCS-6 protein was partially inhibited by a proteasome inhibitor. suggesting a proteasome-mediated degradation …,True,lvvcILAAAAAJ:u9iWguZQMMsC,71,https://www.sciencedirect.com/science/article/pii/S0021925820772364,1401564001136603547,/scholar?cites=1401564001136603547,,https://www.sciencedirect.com/science/article/pii/S0021925820772364,0,0,0
1192250,The diversity. status and conservation of small carnivores in a montane tropical forest in northern Laos,2009,Arlyne Johnson and Chanthavy Vongkhamheng and Thavisouk Saithongdam,43,Oryx,4,626-633,Cambridge University Press,Laos harbours globally significant populations of small carnivores. including mustelids and viverrids of conservation concern and felids that are relatively rare or unknown from other parts of Asia. However. few have received conservation attention as managers still lack basic information on the status and distribution of even the most common species. We conducted the country’s first systematic camera-trap monitoring of carnivores in the Nam Et-Phou Louey National Protected Area on the Laos–Vietnam border. with intensive sampling across 500 km2 from 543 to 2.288 m altitude for 8.499 camera-trap days during 2003–2006. Surveys detected 14 species of small carnivores. including the first record of Owston’s civet Chrotogale owstoni for Laos. Preliminary occupancy estimates for the seven most common species ranged from 11% for marbled cat Pardofelis marmorata to 42% for Asian golden cat Pardofelis …,True,lvvcILAAAAAJ:4DMP91E08xMC,68,https://www.cambridge.org/core/journals/oryx/article/diversity-status-and-conservation-of-small-carnivores-in-a-montane-tropical-forest-in-northern-laos/805288936F8101A8585EF1DBA8FAC2F1,389974180825943463,/scholar?cites=389974180825943463,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/805288936F8101A8585EF1DBA8FAC2F1/S0030605309990238a.pdf/the-diversity-status-and-conservation-of-small-carnivores-in-a-montane-tropical-forest-in-northern-laos.pdf,0,0,0
1192251,The diet. prey selection. and activity of dholes (Cuon alpinus) in northern Laos,2012,Jan F Kamler and Arlyne Johnson and Chanthavy Vongkhamheng and Anita Bousa,93,Journal of Mammalogy,3,627-633,American Society of Mammalogists,Although Southeast Asia is one of the last strongholds of endangered dholes (Cuon alpinus). or Asiatic wild dogs. little is known about dhole ecology in this region. We used scat collections. prey surveys. and camera-trap data to determine the diet. prey selection. and activity of dholes in a national protected area in northern Laos. Results showed that dhole diets were dominated by ungulates (87% of biomass consumed). with additional prey including other carnivores (6%) and rodents < 1 kg (6%). Concerning individual prey species. only muntjac (Muntiacus. 45%) and sambar (Rusa unicolor. 33%) contributed >7% of biomass consumed. Dholes were not random in their consumption of ungulates. because muntjac (20–28 kg) and sambar (185 kg) were selectively consumed over medium-sized (75- to 85-kg) ungulates. Dholes were almost exclusively diurnal. and their activity pattern was significantly different …,True,lvvcILAAAAAJ:QIV2ME_5wuYC,61,https://academic.oup.com/jmammal/article-abstract/93/3/627/834260,3752626745150353327,/scholar?cites=3752626745150353327,,https://academic.oup.com/jmammal/article/93/3/627/834260,0,0,0
