,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1044777,The role of pattern-recognition receptors in innate immunity: update on Toll-like receptors,2010,"Kawai, Taro and Akira, Shizuo",11,Nature immunology,5,373,Nature Publishing Group,The discovery of Toll-like receptors (TLRs) as components that recognize conserved structures in pathogens has greatly advanced understanding of how the body senses pathogen invasion. triggers innate immune responses and primes antigen-specific adaptive,True,,7726,https://www.nature.com/articles/ni.1863.pdf?origin=ppub,,"/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en", | 0TG2laoAAAAJ,http://theory.bio.uu.nl/immbio/pdf/Kawai_2010.TLRs.pdf,0,0,0
1044779,Pattern recognition receptors and inflammation,2010,"Takeuchi, Osamu and Akira, Shizuo",140,Cell,6,805--820,Elsevier,Infection of cells by microorganisms activates the inflammatory response. The initial sensing of infection is mediated by innate pattern recognition receptors (PRRs). which include Toll-like receptors. RIG-I-like receptors. NOD-like receptors. and C-type lectin receptors. The,True,,6502,https://www.sciencedirect.com/science/article/pii/S0092867410000231,,"/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en",V8JiuA0AAAAJ | 0TG2laoAAAAJ,https://www.sciencedirect.com/science/article/pii/S0092867410000231,0,0,0
1044782,Inflammation and insulin resistance,2006,"Shoelson, Steven E and Lee, Jongsoon and Goldfine, Allison B and others",116,The Journal of clinical investigation,7,1793--1801,Am Soc Clin Investig,Over a hundred years ago. high doses of salicylates were shown to lower glucose levels in diabetic patients. This should have been an important clue to link inflammation to the pathogenesis of type 2 diabetes (T2D). but the antihyperglycemic and antiinflammatory,True,,4297,https://www.jci.org/articles/view/JCI29069,,"/scholar?cites=10736406828731013199&as_sdt=5,33&sciodt=0,33&hl=en",3_TEIBQAAAAJ |  | 6U_O28IAAAAJ,https://www.jci.org/articles/view/JCI29069,0,0,0
1044785,NF-$\kappa$B-dependent induction of microRNA miR-146. an inhibitor targeted to signaling proteins of innate immune responses,2006,"Taganov, Konstantin D and Boldin, Mark P and Chang, Kuang-Jung and Baltimore, David",103,Proceedings of the National Academy of Sciences,33,12481--12486,National Acad Sciences,Activation of mammalian innate and acquired immune responses must be tightly regulated by elaborate mechanisms to control their onset and termination. MicroRNAs have been implicated as negative regulators controlling diverse biological processes at the level of,True,,4268,https://www.pnas.org/content/103/33/12481.short,,"/scholar?cites=7890088929250870342&as_sdt=5,33&sciodt=0,33&hl=en", |  | HkyvmGoAAAAJ,https://www.pnas.org/content/pnas/103/33/12481.full.pdf,0,0,0
1044788,Nuclear factor-$\kappa$B in cancer development and progression,2006,"Karin, Michael",441,Nature,7092,431--436,Nature Publishing Group,Nuclear factor-κB (NF-κB) transcription factors and the signalling pathways that activate them are central coordinators of innate and adaptive immune responses. More recently. it has become clear that NF-κB signalling also has a critical role in cancer development and,True,,3824,https://www.nature.com/articles/nature04870,,"/scholar?cites=5660420570871833685&as_sdt=5,33&sciodt=0,33&hl=en",xVvyb1gAAAAJ,http://cinjweb.umdnj.edu/sites/molmdweb/documents/NFkBReviewKarin.pdf,0,0,0
1044790,Differential roles of MDA5 and RIG-I helicases in the recognition of RNA viruses,2006,"Kato, Hiroki and Takeuchi, Osamu and Sato, Shintaro and Yoneyama, Mitsutoshi and Yamamoto, Masahiro and Matsui, Kosuke and Uematsu, Satoshi and Jung, Andreas and Kawai, Taro and Ishii, Ken J and others",441,Nature,7089,101--105,Nature Publishing Group,The innate immune system senses viral infection by recognizing a variety of viral components (including double-stranded (ds) RNA) and triggers antiviral responses 1. 2. The cytoplasmic helicase proteins RIG-I (retinoic-acid-inducible protein I. also known as Ddx58),True,,3589,https://www.nature.com/articles/nature04734,,"/scholar?cites=17092403120378469193&as_sdt=5,33&sciodt=0,33&hl=en", | V8JiuA0AAAAJ |  | z6NenD4AAAAJ,"https://groups.molbiosci.northwestern.edu/horvath/journClubArticles/JC_for_April%2021,%202006.pdf",0,0,0
1044792,Microglia-mediated neurotoxicity: uncovering the molecular mechanisms,2007,"Block, Michelle L and Zecca, Luigi and Hong, Jau-Shyong",8,Nature Reviews Neuroscience,1,57--69,Nature Publishing Group,Mounting evidence indicates that microglial activation contributes to neuronal damage in neurodegenerative diseases. Recent studies show that in response to certain environmental toxins and endogenous proteins. microglia can enter an overactivated state and release,True,,3488,https://www.nature.com/articles/nrn2038?r=1&l=ri&fst=0,,"/scholar?cites=3887876218088813523&as_sdt=5,33&sciodt=0,33&hl=en",EOua0HIAAAAJ |  | Tcj-i78AAAAJ,https://www.researchgate.net/profile/Michelle_Block3/publication/6620408_Block_ML_Zecca_L_Hong_JS_Microglia-mediated_neurotoxicity_uncovering_the_molecular_mechanisms_Nat_Rev_Neurosci_8_57-69/links/542a89490cf29bbc1267a8db/Block-ML-Zecca-L-Hong-JS-Microglia-mediated-neurotoxicity-uncovering-the-molecular-mechanisms-Nat-Rev-Neurosci-8-57-69.pdf,0,0,0
1044794,Toll-like receptors and their crosstalk with other innate receptors in infection and immunity,2011,"Kawai, Taro and Akira, Shizuo",34,Immunity,5,637--650,Elsevier,Toll-like receptors (TLRs) are germline-encoded pattern recognition receptors (PRRs) that play a central role in host cell recognition and responses to microbial pathogens. TLR-mediated recognition of components derived from a wide range of pathogens and their role,True,,3112,https://www.sciencedirect.com/science/article/pii/S1074761311001907,,"/scholar?cites=7377228647384146331&as_sdt=5,33&sciodt=0,33&hl=en", | 0TG2laoAAAAJ,https://www.sciencedirect.com/science/article/pii/S1074761311001907,0,0,0
1044795,Recognition of microorganisms and activation of the immune response,2007,"Medzhitov, Ruslan",449,Nature,7164,819--826,Nature Publishing Group,The mammalian immune system has innate and adaptive components. which cooperate to protect the host against microbial infections. The innate immune system consists of functionally distinct'modules' that evolved to provide different forms of protection against,True,,2904,https://www.nature.com/articles/nature06246,,"/scholar?cites=18144998660614481635&as_sdt=5,33&sciodt=0,33&hl=en",7oY-qF4AAAAJ,https://www.nature.com/articles/nature06246,0,0,0
1044798,The family of five: TIR-domain-containing adaptors in Toll-like receptor signalling,2007,"O'Neill, Luke AJ and Bowie, Andrew G",7,Nature Reviews Immunology,5,353--364,Nature Publishing Group,Signalling by Toll-like receptors (TLRs) involves five adaptor proteins known as MyD88. MAL. TRIF. TRAM and SARM. Recent insights have revealed additional functions for MyD88 apart from NF-κB activation. including activation of the transcription factors IRF1. IRF5 and,True,,2752,https://www.nature.com/articles/nri2079,,"/scholar?cites=11854229808219027249&as_sdt=5,33&sciodt=0,33&hl=en", | vQS1wSsAAAAJ,,0,0,0
1044802,A renaissance of elicitors: perception of microbe-associated molecular patterns and danger signals by pattern-recognition receptors,2009,"Boller, Thomas and Felix, Georg",60,Annual review of plant biology,,379--406,Annual Reviews,Microbe-associated molecular patterns (MAMPs) are molecular signatures typical of whole classes of microbes. and their recognition plays a key role in innate immunity. Endogenous elicitors are similarly recognized as damage-associated molecular patterns (DAMPs). This,True,,2773,https://www.annualreviews.org/doi/abs/10.1146/annurev.arplant.57.032905.105346,,"/scholar?cites=536500482977624528&as_sdt=5,33&sciodt=0,33&hl=en", | ,https://www.researchgate.net/profile/Thomas_Boller/publication/24375686_A_Renaissance_of_Elicitors_Perception_of_Microbe-Associated_Molecular_Patterns_and_Danger_Signals_by_Pattern-Recognition_Receptors/links/580ba67308ae74852b5a7113.pdf,0,0,0
1044804,The nuclear factor NF-$\kappa$B pathway in inflammation,2009,"Lawrence, Toby",1,Cold Spring Harbor perspectives in biology,6,a001651,Cold Spring Harbor Lab,The nuclear factor NF-κB pathway has long been considered a prototypical proinflammatory signaling pathway. largely based on the role of NF-κB in the expression of proinflammatory genes including cytokines. chemokines. and adhesion molecules. In this article. we describe,True,,2773,https://cshperspectives.cshlp.org/content/1/6/a001651.short,,"/scholar?cites=14356758097753291749&as_sdt=5,33&sciodt=0,33&hl=en",gZpefEYAAAAJ,https://cshperspectives.cshlp.org/content/1/6/a001651.full.pdf,0,0,0
1044810,Regulation and function of NF-$\kappa$B transcription factors in the immune system,2009,"Vallabhapurapu, Sivakumar and Karin, Michael",27,Annual review of immunology,,693--733,Annual Reviews,The mammalian Rel/NF-κB family of transcription factors. including RelA. c-Rel. RelB. NF-κB1 (p50 and its precursor p105). and NF-κB2 (p52 and its precursor p100). plays a central role in the immune system by regulating several processes ranging from the development,True,,2548,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.021908.132641,,"/scholar?cites=14248489693260201639&as_sdt=5,33&sciodt=0,33&hl=en",aKuSlfsAAAAJ | xVvyb1gAAAAJ,,0,0,0
1044816,LPS/TLR4 signal transduction pathway,2008,"Lu, Yong-Chen and Yeh, Wen-Chen and Ohashi, Pamela S",42,Cytokine,2,145--151,Elsevier,The stimulation of Toll-like receptor 4 (TLR4) by lipopolysaccharide (LPS) induces the release of critical proinflammatory cytokines that are necessary to activate potent immune responses. LPS/TLR4 signaling has been intensively studied in the past few years. Here we,True,,2394,https://www.sciencedirect.com/science/article/pii/S1043466608000070,,"/scholar?cites=2059909997211638672&as_sdt=5,33&sciodt=0,33&hl=en",DLR0s_kAAAAJ |  | ctMZoCQAAAAJ,,0,0,0
1044819,Pathogen recognition and inflammatory signaling in innate immune defenses,2009,"Mogensen, Trine H",22,Clinical microbiology reviews,2,240--273,Am Soc Microbiol,The innate immune system constitutes the first line of defense against invading microbial pathogens and relies on a large family of pattern recognition receptors (PRRs). which detect distinct evolutionarily conserved structures on pathogens. termed pathogen-associated,True,,2393,https://cmr.asm.org/content/22/2/240.short,,"/scholar?cites=6508966894997637525&as_sdt=5,33&sciodt=0,33&hl=en",,https://cmr.asm.org/content/cmr/22/2/240.full.pdf,0,0,0
1044822,Graft-versus-host disease,2009,"Ferrara, James LM and Levine, John E and Reddy, Pavan and Holler, Ernst",373,The Lancet,9674,1550--1561,Elsevier,Haemopoietic-cell transplantation (HCT) is an intensive therapy used to treat high-risk haematological malignant disorders and other life-threatening haematological and genetic diseases. The main complication of HCT is graft-versus-host disease (GVHD). an,True,,2203,https://www.sciencedirect.com/science/article/pii/S0140673609602373,,"/scholar?cites=10471129908738201692&as_sdt=5,33&sciodt=0,33&hl=en", | zvMufocAAAAJ | pZOHmMQAAAAJ | ,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2735047/,0,0,0
1044824,A cytokine-mediated link between innate immunity. inflammation. and cancer,2007,"Lin, Wan-Wan and Karin, Michael and others",117,The Journal of clinical investigation,5,1175--1183,Am Soc Clin Investig,It has been established that cancer can be promoted and/or exacerbated by inflammation and infections. Indeed. chronic inflammation orchestrates a tumor-supporting microenvironment that is an indispensable participant in the neoplastic process. The,True,,1996,https://www.jci.org/articles/view/31537,,"/scholar?cites=12906682174586760939&as_sdt=5,33&sciodt=0,33&hl=en", | xVvyb1gAAAAJ,https://www.jci.org/articles/view/31537,0,0,0
1044826,Signaling to NF-$\kappa$B by Toll-like receptors,2007,"Kawai, Taro and Akira, Shizuo",13,Trends in molecular medicine,11,460--469,Elsevier,Innate immunity is the first line of defense against invading pathogens. A family of Toll-like receptors (TLRs) acts as primary sensors that detect a wide variety of microbial components and elicit innate immune responses. All TLR signaling pathways culminate in activation of,True,,1919,https://www.sciencedirect.com/science/article/pii/S1471491407001840,,"/scholar?cites=3611371657559445436&as_sdt=5,33&sciodt=0,33&hl=en", | 0TG2laoAAAAJ,https://www.cell.com/trends/molecular-medicine/fulltext/S1471-4914(07)00184-0?code=cell-site&mobileUi=0,0,0,0
1044827,Innate immunity and intestinal microbiota in the development of Type 1 diabetes,2008,"Wen, Li and Ley, Ruth E and Volchkov, Pavel Yu and Stranges, Peter B and Avanesyan, Lia and Stonebraker, Austin C and Hu, Changyun and Wong, F Susan and Szot, Gregory L and Bluestone, Jeffrey A and others",455,Nature,7216,1109--1113,Nature Publishing Group,Type 1 diabetes (T1D) is a debilitating autoimmune disease that results from T-cell-mediated destruction of insulin-producing β-cells. Its incidence has increased during the past several decades in developed countries 1. 2. suggesting that changes in the,True,,1827,https://www.nature.com/articles/nature07336?message=remove&free=2,,"/scholar?cites=11417494696698892977&as_sdt=5,33&sciodt=0,33&hl=en", | up7dycYAAAAJ | h_HlwZQAAAAJ | XiFOND4AAAAJ,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2574766/,0,0,0
1044830,Loss of the autophagy protein Atg16L1 enhances endotoxin-induced IL-1$\beta$ production,2008,"Saitoh, Tatsuya and Fujita, Naonobu and Jang, Myoung Ho and Uematsu, Satoshi and Yang, Bo-Gie and Satoh, Takashi and Omori, Hiroko and Noda, Takeshi and Yamamoto, Naoki and Komatsu, Masaaki and others",456,Nature,7219,264--268,Nature Publishing Group,Systems for protein degradation are essential for tight control of the inflammatory immune response 1. 2. Autophagy. a bulk degradation system that delivers cytoplasmic constituents into autolysosomes. controls degradation of long-lived proteins. insoluble,True,,1788,https://www.nature.com/articles/nature07383,,"/scholar?cites=8351449478986543723&as_sdt=5,33&sciodt=0,33&hl=en", | ItMtbKAAAAAJ | mQwpJ5EAAAAJ |  | ,https://www.osaka-u.ac.jp/en/research/annual-report/volume-10/Files/vol10_39-41.pdf,0,0,0
1044833,Gender disparity in liver cancer due to sex differences in MyD88-dependent IL-6 production,2007,"Naugler, Willscott E and Sakurai, Toshiharu and Kim, Sunhwa and Maeda, Shin and Kim, KyoungHyun and Elsharkawy, Ahmed M and Karin, Michael",317,Science,5834,121--124,American Association for the Advancement of Science,Hepatocellular carcinoma (HCC). the most common liver cancer. occurs mainly in men. Similar gender disparity is seen in mice given a chemical carcinogen. diethylnitrosamine (DEN). DEN administration caused greater increases in serum interleukin-6 (IL-6),True,,1776,https://science.sciencemag.org/content/317/5834/121.abstract,,"/scholar?cites=16080096938383244621&as_sdt=5,33&sciodt=0,33&hl=en", |  | AjzRHnsAAAAJ |  | d7lYiWoAAAAJ,https://www.researchgate.net/profile/Ahmed_Elsharkawy3/publication/6223269_Gender_Disparity_in_Liver_Cancer_Due_to_Sex_Differences_in_MyD88-Dependent_IL-6_Production/links/09e4150eb3a0ab9df0000000/Gender-Disparity-in-Liver-Cancer-Due-to-Sex-Differences-in-MyD88-Dependent-IL-6-Production.pdf,0,0,0
