,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1265718,Mesoporous TiO 2 single crystals delivering enhanced mobility and optoelectronic device performance,2013,Edward JW Crossland and Nakita Noel and Varun Sivaram and Tomas Leijtens and Jack A Alexander-Webber and Henry J Snaith,495,Nature,7440,215-219,Nature Publishing Group,Mesoporous ceramics and semiconductors enable low-cost solar power. solar fuel.(photo) catalyst and electrical energy storage technologies 1. State-of-the-art. printable high-surface-area electrodes are fabricated from thermally sintered pre-formed nanocrystals 2. 3. 4. 5. Mesoporosity provides the desired highly accessible surfaces but many applications also demand long-range electronic connectivity and structural coherence 6. A mesoporous single-crystal (MSC) semiconductor can meet both criteria. Here we demonstrate a general synthetic method of growing semiconductor MSCs of anatase TiO 2 based on seeded nucleation and growth inside a mesoporous template immersed in a dilute reaction solution. We show that both isolated MSCs and ensembles incorporated into films have substantially higher conductivities and electron mobilities than does nanocrystalline TiO 2. Conventional nanocrystals. unlike …,True,Q3pE8GgAAAAJ:IjCSPb-OGe4C,703,https://www.nature.com/articles/nature11936,3580712414877853156,/scholar?cites=3580712414877853156,,,https://www.academia.edu/download/35928454/nature_msc.pdf,0,0,0
1265719,Evaluation of a proposal for reliable low-cost grid power with 100% wind. water. and solar,2017,Christopher TM Clack and Staffan A Qvist and Jay Apt and Morgan Bazilian and Adam R Brandt and Ken Caldeira and Steven J Davis and Victor Diakov and Mark A Handschy and Paul DH Hines and Paulina Jaramillo and Daniel M Kammen and Jane CS Long and M Granger Morgan and Adam Reed and Varun Sivaram and James Sweeney and George R Tynan and David G Victor and John P Weyant and Jay F Whitacre,114,Proceedings of the National Academy of Sciences,26,6722-6727,National Academy of Sciences,A number of analyses. meta-analyses. and assessments. including those performed by the Intergovernmental Panel on Climate Change. the National Oceanic and Atmospheric Administration. the National Renewable Energy Laboratory. and the International Energy Agency. have concluded that deployment of a diverse portfolio of clean energy technologies makes a transition to a low-carbon-emission energy system both more feasible and less costly than other pathways. In contrast. Jacobson et al. [Jacobson MZ. Delucchi MA. Cameron MA. Frew BA (2015) Proc Natl Acad Sci USA 112(49):15060–15065] argue that it is feasible to provide “low-cost solutions to the grid reliability problem with 100% penetration of WWS [wind. water and solar power] across all energy sectors in the continental United States between 2050 and 2055”. with only electricity and hydrogen as energy carriers. In this paper. we evaluate that …,True,Q3pE8GgAAAAJ:M3ejUd6NZC8C,239,https://www.pnas.org/content/114/26/6722.short,1438390122823510632,/scholar?cites=1438390122823510632,,,https://www.pnas.org/content/114/26/6722.short,0,0,0
1265720,Venture capital and cleantech: The wrong model for energy innovation,2017,Benjamin E Gaddy and Varun Sivaram and Timothy B Jones and Libby Wayman,102,Energy Policy,,385-395,Elsevier,Venture capital (VC) firms spent over $25 billion funding clean energy technology (cleantech) start-ups from 2006 to 2011. Less than half of that capital was returned; as a result. funding has dried up in the cleantech sector. But as the International Energy Agency warns. without new energy technologies. the world cannot cost-effectively confront climate change. In this article. we present the most comprehensive account to date of the cleantech VC boom and bust. Our results aggregate hundreds of investments to calculate the risk and return profile of cleantech. and we compare the outcomes with those of medical and software technology investments. Cleantech posed high risks and yielded low returns to VCs. We conclude that among cleantech investments. “deep technology” investments—in companies developing new hardware. materials. chemistries. or manufacturing processes—consumed the most capital and …,True,Q3pE8GgAAAAJ:8k81kl-MbHgC,83,https://www.sciencedirect.com/science/article/pii/S0301421516306991,535377834631547841,/scholar?cites=535377834631547841,,,https://www.academia.edu/download/47620043/VC_and_Cleantech.pdf,0,0,0
1265721,Solar power needs a more ambitious cost target,2016,Varun Sivaram and Shayle Kann,1,Nature Energy,4,1-3,Nature Publishing Group,Solar power is increasingly economical. but its value to the grid decreases as its penetration grows. and existing technologies may not remain competitive. We propose a mid-century cost target of US $0.25 per W and encourage the industry to invest in new technologies and deployment models to meet it.,True,Q3pE8GgAAAAJ:hqOjcs7Dif8C,69,https://www.nature.com/articles/nenergy201636,6471629082827358963,/scholar?cites=6471629082827358963,,,,0,0,0
1265722,Taming the sun: innovations to harness solar energy and power the planet,2018,Varun Sivaram,,,,,MIT Press,How solar could spark a clean-energy transition through transformative innovation—creative financing. revolutionary technologies. and flexible energy systems. Solar energy. once a niche application for a limited market. has become the cheapest and fastest-growing power source on earth. What's more. its potential is nearly limitless—every hour the sun beams down more energy than the world uses in a year. But in Taming the Sun. energy expert Varun Sivaram warns that the world is not yet equipped to harness erratic sunshine to meet most of its energy needs. And if solar's current surge peters out. prospects for replacing fossil fuels and averting catastrophic climate change will dim. Innovation can brighten those prospects. Sivaram explains. drawing on firsthand experience and original research spanning science. business. and government. Financial innovation is already enticing deep-pocketed investors to fund solar projects around the world. from the sunniest deserts to the poorest villages. Technological innovation could replace today's solar panels with coatings as cheap as paint and employ artificial photosynthesis to store intermittent sunshine as convenient fuels. And systemic innovation could add flexibility to the world's power grids and other energy systems so they can dependably channel the sun's unreliable energy. Unleashing all this innovation will require visionary public policy: funding researchers developing next-generation solar technologies. refashioning energy systems and economic markets. and putting together a diverse clean energy portfolio. Although solar can't power the planet by itself. it can be the centerpiece of a …,True,Q3pE8GgAAAAJ:qUcmZB5y_30C,50,http://books.google.com/books?hl=en&lr=&id=N55ODwAAQBAJ&oi=fnd&pg=PR7&dq=info:vmROE_IgimoJ:scholar.google.com&ots=cAQPWiMg98&sig=2uuRxTCqcn4cECVUGYZAE2P_Vt0,7676984738884510910,/scholar?cites=7676984738884510910,,,,0,0,0
1265723,Venture Capital and Cleantech: the wrong model for clean energy innovation,2016,Benjamin Gaddy and Varun Sivaram and Francis O’Sullivan,,Report MIT Energy Initiative,,,,,True,Q3pE8GgAAAAJ:9ZlFYXVOiuMC,48,http://scholar.google.com/scholar?cluster=8126621536153113975&hl=en&oi=scholarr,8126621536153113975,/scholar?cites=8126621536153113975,,,,0,0,0
1265724,out-shining silicon,2015,Varun Sivaram and Samuel D Stranks and Henry J Snaith,313,Scientific American,1,54-59,Scientific American. a division of Nature America. Inc.,Sitting in a dimly lit bar in Japan. then graduate student michael lee was scribbling on a beer coaster as night fell. jotting down a list of chemical ingredients before he forgot them. Earlier that day scientists at Toin University of Yokohama had generously shared their groundbreaking recipe for making solar cells from a new material called pe rov skite rather than the usual silicon. The cells were only 3.8 percent efficient in converting sunlight to electricity. so the world had not taken notice. But Lee was inspired. After the 2011 fact-finding mission. he returned to Clarendon Laboratory at the University of Oxford. where all three of us worked at the time. and made a series of tweaks to the recipe. The changes yielded the first pe rov skite cell to surpass 10 percent efficiency. His invention sparked the clean-energy equivalent of an oil rush. as researchers worldwide raced to push pe rov skite cells even higher.The latest record …,True,Q3pE8GgAAAAJ:_FxGoFyzp5QC,43,https://www.jstor.org/stable/26045939,5403720009896743310,/scholar?cites=5403720009896743310,,,,0,0,0
1265725,Applying blockchain technology to electric power systems,2018,David Livingston and Varun Sivaram and Madison Freeman and Maximilian Fiege,22,,,,Council on Foreign Relations.,Electric power systems around the world are rapidly changing. For over a century. these systems have relied largely on centralized. fossil fuel plants to generate electricity and sprawling grids to deliver it to end users. Utilities had a straightforward objective: provide electricity with high reliability and at low costs. But now. governments have new ambitions for electric power systems. Many are requiring these systems to rely heavily on volatile wind and solar power; several are also aiming for a high share of electric vehicles (EVs). which can strain grids. Further complicating the matter. customers are installing their own equipment—from solar panels to batteries and smart appliances—to control their production and consumption of electricity.As utilities struggle to sustain reliable service. meet new policy objectives. and cope with rising complexity. innovators are peddling a putative solution: blockchain technology. A …,True,Q3pE8GgAAAAJ:dhFuZR0502QC,23,https://www.jstor.org/stable/pdf/resrep21340.pdf,2988420345389051689,/scholar?cites=2988420345389051689,,,http://www.ourenergypolicy.org/wp-content/uploads/2018/07/Discussion_Paper_Livingston_et_al_Blockchain_OR_0.pdf,0,0,0
1265726,Saving innovative climate and energy research: Four recommendations for Mission Innovation,2017,Daniel L Sanchez and Varun Sivaram,29,Energy research & social science,,123-126,Elsevier,Mission Innovation (MI). a fledgling initiative to boost energy innovation around the world. is in danger of collapsing if the Trump administration fulfills promises to slash U.S. support. To save MI. member states meeting at the June 2017 Beijing Ministerial should reframe the initiative to pursue both quantitative and qualitative goals. pledge to support ongoing operations. and welcome contributions—albeit diminished—from the U.S. Whether or not MI can continue to elevate energy innovation to the highest political levels. it has revealed important opportunities to advance global innovation efforts and helpful lessons to guide other international initiatives that aim to combat climate change.,True,Q3pE8GgAAAAJ:4TOpqqG69KYC,21,https://www.sciencedirect.com/science/article/pii/S2214629617301421,10996227876621375944,/scholar?cites=10996227876621375944,,,,0,0,0
1265727,The influence of 1D. meso-and crystal structures on charge transport and recombination in solid-state dye-sensitized solar cells,2013,Pablo Docampo and Aruna Ivaturi and Robert Gunning and Sandra Diefenbach and James Kirkpatrick and Claudia M Palumbiny and Varun Sivaram and Hugh Geaney and Lukas Schmidt-Mende and Mark E Welland and Henry J Snaith,1,Journal of Materials Chemistry A,39,12088-12095,Royal Society of Chemistry,We have prepared single crystalline SnO2 and ZnO nanowires and polycrystalline TiO2 nanotubes (1D networks) as well as nanoparticle-based films (3D networks) from the same materials to be used as photoanodes for solid-state dye-sensitized solar cells. In general. superior photovoltaic performance can be achieved from devices based on 3-dimensional networks. mostly due to their higher short circuit currents. To further characterize the fabricated devices. the electronic properties of the different networks were measured via the transient photocurrent and photovoltage decay techniques. Nanowire-based devices exhibit extremely high. light independent electron transport rates while recombination dynamics remain unchanged. This indicates. contrary to expectations. a decoupling of transport and recombination dynamics. For typical nanoparticle-based photoanodes. the devices are usually considered electron …,True,Q3pE8GgAAAAJ:Tyk-4Ss8FVUC,21,https://pubs.rsc.org/en/content/articlehtml/2013/ta/c3ta11855j,12769513519049605501,/scholar?cites=12769513519049605501,,,http://kops.uni-konstanz.de/bitstream/handle/123456789/25049/Docampo_250497.pdf,0,0,0
1265728,The need for continued innovation in solar. wind. and energy storage,2018,Varun Sivaram and John O Dabiri and David M Hart,2,Joule,9,1639-1642,Cell Press,Varun Sivaram is the Philip D. Reed fellow for science and technology at the Council on Foreign Relations. He is also an adjunct professor at Georgetown University. an adjunct senior research scholar at Columbia University. and a member of the energy and environment advisory boards at Stanford University. He is the author of the book. Taming the Sun: Innovations to Harness Solar Energy and Power the Planet (MIT University Press. 2018) and the editor of the book. Digital Decarbonization: Promoting Clean Energy Systems Through Digital Innovations (CFR Press. 2018). Forbes named him one of its 30 under 30 in law and policy. and Grist named him one of the top 50 leaders in sustainability.John Dabiri is Professor of Civil & Environmental Engineering and of Mechanical Engineering at Stanford University. senior fellow in the Precourt Institute for Energy. and a MacArthur Fellow. His research focuses on …,True,Q3pE8GgAAAAJ:7PzlFSSx8tAC,20,https://www.sciencedirect.com/science/article/pii/S2542435118303362,128252738608984084,/scholar?cites=128252738608984084,,,https://www.sciencedirect.com/science/article/pii/S2542435118303362,0,0,0
1265729,Observation of Annealing-Induced Doping in TiO2 Mesoporous Single Crystals for Use in Solid State Dye Sensitized Solar Cells,2014,Varun Sivaram and Edward JW Crossland and Tomas Leijtens and Nakita K Noel and Jack Alexander-Webber and Pablo Docampo and Henry J Snaith,118,The Journal of Physical Chemistry C,4,1821-1827,American Chemical Society,Mesoporous single crystals (MSCs) of TiO2 are promising materials for more efficient dye sensitized solar cells and other energy conversion or storage devices. since they combine high surface area with large crystalline domain size. In this work. we investigate the charge transport properties of TiO2 MSCs after annealing them within a confining template at temperatures from 500 to 850 °C. We observe that higher anneal temperatures do not change the crystal phase. as in nanocrystalline TiO2. but do influence the MSC absorption spectrum in a manner consistent with the signature of increased oxygen-vacancy defects. By comparing MSC film conductivity in vacuum and in air. we infer that these anneal-induced defects increase the background charge density in TiO2. Subsequently. we measure higher effective mobility in annealed MSCs using transient mobility spectroscopy (TMS). consistent with higher anneal …,True,Q3pE8GgAAAAJ:W7OEmFMy1HYC,20,https://pubs.acs.org/doi/abs/10.1021/jp410495k,6945687527325647913,/scholar?cites=6945687527325647913,,,,0,0,0
1265730,Mounting System for Solar Modules,2010,Robert Stancel and Varun Sivaram,,,,,,Methods and devices are provided for rapid solar module installation. In one embodiment. a photovoltaic module is provided comprising of a plurality of photovoltaic cells a plurality of photovoltaic modules; at least a first type of mounting bracket in contact with the module; at least a second type of mounting bracket. wherein the brackets are configured to interlock and connect multiple modules together.,True,Q3pE8GgAAAAJ:u5HHmVD_uO8C,19,https://patents.google.com/patent/US20100236610A1/en,4189509760917030234,/scholar?cites=4189509760917030234,,,https://patentimages.storage.googleapis.com/ec/65/61/86f4f5206e1843/US20100236610A1.pdf,0,0,0
1265731,The clean energy revolution: Fighting climate change with innovation,2016,Varun Sivaram and Teryn Norris,95,Foreign Affairs,3,147-156,Council on Foreign Relations,As in raised the December un their Climate arms 2015. in Change foreign triumph. Conference ministers Indeed. there from in Paris was around came more the to to a world close cele-in December 2015. foreign ministers from around the world raised their arms in triumph. Indeed. there was more to celebrate in Paris than at any prior climate summit. Before the conference. over 180 countries had submitted detailed plans to curb their greenhouse gas emissions. And after two weeks of intense negotiation. 195 countries agreed to submit new. stronger plans every five years. But without major advances in clean energy technology. the Paris agreement might lead countries to offer only modest improvements in their future climate plans. That will not be enough. Even if they fulfill their existing pledges. the earth will likely warm by some 2.7 to 3.5 degrees Celsius-risking planetary catastrophe. And cutting emissions much …,True,Q3pE8GgAAAAJ:3fE2CSJIrl8C,15,https://www.jstor.org/stable/43946865,14831804595250187129,/scholar?cites=14831804595250187129,,,,0,0,0
1265732,The clean energy revolution: Fighting climate change with innovation,2016,Varun Sivaram and Teryn Norris,95,Foreign Affairs,3,147-156,Council on Foreign Relations,As in raised the December un their Climate arms 2015. in Change foreign triumph. Conference ministers Indeed. there from in Paris was around came more the to to a world close cele-in December 2015. foreign ministers from around the world raised their arms in triumph. Indeed. there was more to celebrate in Paris than at any prior climate summit. Before the conference. over 180 countries had submitted detailed plans to curb their greenhouse gas emissions. And after two weeks of intense negotiation. 195 countries agreed to submit new. stronger plans every five years. But without major advances in clean energy technology. the Paris agreement might lead countries to offer only modest improvements in their future climate plans. That will not be enough. Even if they fulfill their existing pledges. the earth will likely warm by some 2.7 to 3.5 degrees Celsius-risking planetary catastrophe. And cutting emissions much …,True,Q3pE8GgAAAAJ:MXK_kJrjxJIC,15,https://www.jstor.org/stable/43946865,14831804595250187129,/scholar?cites=14831804595250187129,,,,0,0,0
1265733,Enhanced electronic contacts in SnO 2–dye–P3HT based solid state dye sensitized solar cells,2013,Golnaz Sadoughi and Varun Sivaram and Robbert Gunning and Pablo Docampo and Ingmar Bruder and Neil Pschirer and Azam Irajizad and Henry J Snaith,15,Physical Chemistry Chemical Physics,6,2075-2080,Royal Society of Chemistry,We present an investigation on the optimisation of solid-state dye sensitized solar cells (SDSCs) comprising mesoporous tin oxide photoanodes infiltrated with poly(3-hexylthiophene-2.5-diyl) (P3HT) hole conductor and sensitized with an organic dye. We chose both the SnO2 and P3HT for their high charge carrier mobilities and conductivities. but as a result preclude conventional device configurations because of high leakage current and low shunt-resistance. To minimize the “hole leakage current” through the FTO anode. we employed a double compact layer structure. and to minimize “electron leakage current” at the silver cathode. we developed a protocol for depositing an optimal P3HT “capping layer”. After optimisation of cell fabrication. the electron lifetime is increased considerably and the solar cells exhibited simulated AM1.5 full sun solar power conversion efficiencies in excess of 1%.,True,Q3pE8GgAAAAJ:2osOgNQ5qMEC,14,https://pubs.rsc.org/--/content/articlehtml/2013/cp/c2cp43434b,17748149915315362949,/scholar?cites=17748149915315362949,,,https://www.researchgate.net/profile/Pablo_Docampo/publication/234050746_Enhanced_electronic_contacts_in_SnO2-dye-P3HT_based_solid_state_dye_sensitized_solar_cells/links/5723b22208ae262228aa7285.pdf,0,0,0
1265734,Semiconducting Layer Production Process,2016,Henry James Snaith and Edward James Williams Crossland and NOEL Nakita and Varun Sivaram and Tomas Leijtens,,,,,,The invention provides a process for producing a layer of a semiconductor material. wherein the process comprises: a) disposing on a substrate: i) a plurality of particles of a semi conductor material. ii) a binder. wherein the binder is a molecular compound comprising at least one metal atom or metalloid atom. and iii) a solvent; and b) removing the Sol vent. The invention also provides a layer of semiconductor material obtainable by this process. In a preferred embodi ment. the particles of a semiconductor material comprise mesoporous particles of the semiconductor material or meso porous single crystals of the semiconductor material. The invention provides a process for producing a compact layer of a semiconductor material. wherein the process comprises: disposing on a Substrate i) a solvent. and ii) a molecular compound comprising at least one metal or metalloid atom and one or more groups of formula OR …,True,Q3pE8GgAAAAJ:roLk4NBRz8UC,10,https://patents.google.com/patent/US20160013434A1/en,10245644884840124483,/scholar?cites=10245644884840124483,,,https://patentimages.storage.googleapis.com/96/57/50/32195107bc794f/US20160013434A1.pdf,0,0,0
1265735,Critique of charge collection efficiencies calculated through small perturbation measurements of dye sensitized solar cells,2013,Varun Sivaram and James Kirkpatrick and Henry Snaith,113,Journal of Applied Physics,6,063709,American Institute of Physics,Through experiment and simulation. we critically examine the conventional method of extracting the charge collection efficiency. ηc. of dye-sensitized solar cells (DSSCs). We demonstrate that the collection efficiency extracted by measuring transient decay rates at short circuit deviates considerably from the true value as ηc decreases. This discrepancy arises from two sources of error: first. transient voltage decay rates are especially sensitive to perturbation size near short circuit. and second. the decay rates are influenced by transient equilibration between trapped and free charge during the measurement. Only if the collection efficiency is high (>90%) do the true and measured values coincide well. This finding finally elucidates the disparity between steady-state and transient measurements of the collection efficiency; the former is more accurate for devices with a low ηc. and the latter for devices with a high ηc. For …,True,Q3pE8GgAAAAJ:qjMakFHDy7sC,9,https://aip.scitation.org/doi/abs/10.1063/1.4789966,8846920415585910174,/scholar?cites=8846920415585910174,,,,0,0,0
1265736,Taming the Sun,2018,Varun Sivaram,,,,,MIT Press. Cambridge. MA,Efficiencies of various solar PV technologies. This chart plots the increase over time in the efficiencies of silicon and GaAs. which are traditional wafer technologies; CIGS and CdTe. which are thin films; and perovskite. an emerging solar technology (this technology is discussed in detail in chapter 6).Source: NREL,True,Q3pE8GgAAAAJ:R3hNpaxXUhUC,8,http://csis-website-prod.s3.amazonaws.com/s3fs-public/event/180316_Sivaram.pdf,4617264113188311238,/scholar?cites=4617264113188311238,,,http://csis-website-prod.s3.amazonaws.com/s3fs-public/event/180316_Sivaram.pdf,0,0,0
1265737,Unlocking clean energy,2017,Varun Sivaram,33,Issues in Science and Technology,2,31,Issues in Science and Technology,Confronting climate change will require transforming the world's energy systems to slash their greenhouse gas emissions. Although temperatures continue to rise at an alarming rate. some observers argue that increasing global investment in clean energy signals progress. But gushing investment flows to deploy existing clean energy technologies obscure a discouraging countercurrent: investment in new. innovative technologies has slowed to a trickle. Advanced technologies--including energy-dense batteries. safer nuclear reactors. and dirt-cheap solar materials--will be essential to a low-carbon transition that avoids slowing the world economy while proceeding at the scale and speed required to confront climate change. But the widening investment gap between deployment and innovation endangers prospects for improving the performance and reducing the cost of clean energy. The result is technological lock …,True,Q3pE8GgAAAAJ:YOwf2qJgpHMC,8,https://search.proquest.com/openview/162a16fcb447e9af41df126cc21398a5/1?pq-origsite=gscholar&cbl=32581,10663890857611316167,/scholar?cites=10663890857611316167,,,,0,0,0
