,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1077584,Treatment of industrial wastewater containing Congo Red and Naphthol Green B using low-cost adsorbent,2013,MF Attallah and IM Ahmed and Mostafa M Hamed,20,Environmental Science and Pollution Research,2,1106-1116,Springer-Verlag,The present work investigates the potential use of metal hydroxides sludge (MHS) generated from hot dipping galvanizing plant for adsorption of Congo Red and Naphthol Green B dyes from aqueous solutions. Characterization of MHS included infrared and X-ray fluorescence analysis. The effect of shaking time. initial dye concentration. temperature. adsorbent dosage and pH has been investigated. The results of adsorption experiments indicate that the maximum capacity of Congo Red and Naphthol Green B dyes at equilibrium (q e) and percentage of removal at pH 6 are 40 mg/g. 93 %. and 10 mg/g. 52 %. respectively. Some kinetic models were used to illustrate the adsorption process of Congo Red and Naphthol Green B dyes using MHS waste. Thermodynamic parameters such as (ΔG. ΔS. and ΔH) were also determined.,True,_gCZqfwAAAAJ:u-x6o8ySG0sC,90,https://link.springer.com/article/10.1007/s11356-012-0947-4,14919402870605506963,/scholar?cites=14919402870605506963,,,0,0,0
1077586,Characterization of phosphogypsum wastes associated with phosphoric acid and fertilizers production,2009,EM El Afifi and MA Hilal and MF Attallah and SA El-Reefy,100,Journal of Environmental Radioactivity,5,407-412,Elsevier,The present work is directed to characterize the phosphogypsum (PG) wastes associated with phosphoric acid produced by the wet process in industrial facility for the production of fertilizers and chemicals in Egypt. The PG waste samples were characterized in terms of spectroscopic analysis (X-ray diffraction. X-ray fluorescence. IR spectra) and radiometric analysis (γ- and α-measurements). The γ-ray measurements showed that the average activity concentrations are 140 ± 12.6. 459 ± 36.7. 323 ± 28.4. 8.3 ± 0.76 and 64.3 ± 4.1 Bq/kg for U-238. Ra-226. Pb-210. Th-232 and K-40. respectively. The α-particle measurements of uranium isotopes showed that the average activity concentrations of U-238. U-235 and U-234 were 153 ± 9.8. 7 ± 0.38. 152 ± 10.4 Bq/kg. respectively. The average radiochemical recovery (%) of the destructive α-particle measurements is ∼70% with a resolution (FWHM) of ∼30 keV. Activity …,True,_gCZqfwAAAAJ:u5HHmVD_uO8C,88,https://www.sciencedirect.com/science/article/pii/S0265931X09000174,14689479983376530365,/scholar?cites=14689479983376530365,,,0,0,0
1077588,Treatment of phosphogypsum waste produced from phosphate ore processing,2013,H El-Didamony and HS Gado and NS Awwad and MM Fawzy and MF Attallah,244,Journal of Hazardous Materials,,596-602,Elsevier,Phosphogypsum (PG). primary byproduct from phosphoric acid production. is accumulated in large stockpiles and occupies vast areas of land. Phosphogypsum is a technologically enhanced naturally occurring radioactive material (TE-NORM) that contains radionuclides from 238U and 232Th decay series which are of most radio-toxicity. The reduction in concentration of radionuclides content from PG was based on leaching of 226Ra. 210Pb. 238U and 40K using tri-butyl phosphate (TBP) and tri-octyl phosphine oxide (TOPO) in kerosene. The factors which affect the leaching process such as contact time. concentration of the solvent and temperature were optimized. Based on the experimental results. about 92.1. 88.9. 83.4. 94.6% of 226Ra. 210Pb. 238U and 40K respectively were successfully removed from the PG. The reduction in the concentration of radionuclides was accompanied by reduction in the …,True,_gCZqfwAAAAJ:qjMakFHDy7sC,75,https://www.sciencedirect.com/science/article/pii/S0304389412010709,2849124247262341510,/scholar?cites=2849124247262341510,,,0,0,0
1077591,Evaluation of radiation hazard potential of TENORM waste from oil and natural gas production,2014,MA Hilal and MF Attallah and Gehan Y Mohamed and M Fayez-Hassan,136,Journal of Environmental Radioactivity,,121-126,Elsevier,In this study. a potential radiation hazard from TENORM sludge wastes generated during exploration and extraction processes of oil and gas was evaluated. The activity concentration of natural radionuclides 238U. 226Ra and 232Th were determined in TENORM sludge waste. It was found that sludge waste from oil and gas industry is one of the major sources of 226Ra in the environment. Therefore. some preliminary chemical treatment of sludge waste using Triton X-100 was also investigated to reduce the radioactivity content as well as the risk of radiation hazard from TENORM wastes. The activity concentrations of 226Ra and 228Ra in petroleum sludge materials before and after chemical treatment were measured using gamma-ray spectrometry. The average values of the activity concentrations of 226Ra and 228Ra measured in the original samples were found as 8908 Bq kg−1 and 933 Bq kg−1. respectively …,True,_gCZqfwAAAAJ:W7OEmFMy1HYC,69,https://www.sciencedirect.com/science/article/pii/S0265931X14001568,1017412038936551894,/scholar?cites=1017412038936551894,,https://www.academia.edu/download/56321698/1_Evaluation_in_JER.pdf,0,0,0
1077597,Treatment of phosphogypsum waste using suitable organic extractants,2012,H El-Didamony and M Ali and N Awwad and M Fawzy and M Attallah,291,Journal of radioanalytical and nuclear chemistry,3,907-914,Akadémiai Kiadó. co-published with Springer Science+ Business Media BV. Formerly Kluwer Academic Publishers BV,Phosphogypsum (PG) is a residue of the phosphate fertilizer industry that has relatively high concentrations of harmful radioactive  materials. The reduction in concentration of the radionuclides from PG was investigated. The removal process is based on leaching  of radionuclides using suitable organic extractants. The studied radionuclides were 226Ra. 210Pb. 238U and 40K. The factors affect the leaching process such as type of leaching materials. contact time. concentration of the desired  solvent. liquid to solid ratio. and temperature were studied. Based on the experimental results. about 71.1. 76.4. 62.4. and  75.7% of 226Ra. 210Pb. 238U and 40K respectively were successfully removed from the PG. The reduction in the concentration of radionuclides was accompanied  by reduction in the concentration of rare earth elements (∑REE) equals to 69.8%. Using the desired organic extractant under  optimum …,True,_gCZqfwAAAAJ:IjCSPb-OGe4C,48,https://akjournals.com/view/journals/10967/291/3/article-p907.xml,6809977963202279624,/scholar?cites=6809977963202279624,,https://akjournals.com/downloadpdf/journals/10967/291/3/article-p907.xml,0,0,0
1077599,Sorption characteristics of an economical sorbent material used for removal radioisotopes of cesium and europium,2010,H Hassan and M Attallah and S Yakout,286,Journal of radioanalytical and nuclear chemistry,1,17-26,Akadémiai Kiadó. co-published with Springer Science+ Business Media BV. Formerly Kluwer Academic Publishers BV,Application study for the evaluation of sorption characteristics of sawdust as an economical sorbent material used for decontamination  of radioisotopes cesium and europium from aqueous solution has been carried out in the present work. In this respect. sawdust  (untreated and treated by HNO3) has been prepared from the commercial processing of wood for furniture production. Pore properties of the activated carbon  such as BET surface area. pore volume. pore size distribution. and pore diameter were characterized by N2 adsorption and DFT software. Radiotracer method onto sawdust from aqueous solutions was studied in a batch technique with  respect to pH. contact time. temperature. The kinetics of adsorption of Eu3+ and Cs+ have been discussed using five kinetic models namely. pseudo-first-order model. pseudo-second-order model. Elovich equation.  intraparticle diffusion model. and modified …,True,_gCZqfwAAAAJ:d1gkVwhDpl0C,40,https://akjournals.com/view/journals/10967/286/1/article-p17.xml,8105565452124277716,/scholar?cites=8105565452124277716,,,0,0,0
1077600,Utilization of natural hematite as reactive barrier for immobilization of radionuclides from radioactive liquid waste,2016,EM El Afifi and MF Attallah and EH Borai,151,Journal of environmental radioactivity,,156-165,Elsevier,Potential utilization of hematite as a natural material for immobilization of long-lived radionuclides from radioactive liquid waste was investigated. Hematite ore has been characterized by different analytical tools such as Fourier transformer infrared (FTIR). X-ray fluorescence (XRF). powder X-ray diffraction (XRD). thermogravimetry (TG) and differential thermal (DT) analysis. scanning electron microscopy (SEM) and BET-surface area. In this study. europium was used as REEs(III) and as a homolog of Am(III)-isotopes (such as 241Am of 432.6 y. 242mAm of 141 y and 243Am of 7370 y). Micro particles of the hematite ore were used for treatment of radioactive waste containing 152+154Eu(III). The results indicated that 96% (4.1 × 104 Bq) of 152+154Eu(III) was efficiently retained onto hematite ore. Kinetic experiments indicated that the processes could be simulated by a pseudo-second-order model and suggested that …,True,_gCZqfwAAAAJ:M3ejUd6NZC8C,36,https://www.sciencedirect.com/science/article/pii/S0265931X15301181,16097918367662509318,/scholar?cites=16097918367662509318,,,0,0,0
1077603,Sorption reaction mechanism of some hazardous radionuclides from mixed waste by impregnated crown ether onto polymeric resin,2010,FA Shehata and MF Attallah and EH Borai and MA Hilal and MM Abo-Aly,68,Applied Radiation and Isotopes,2,239-249,Pergamon,A novel impregnated polymeric resin was practically tested as adsorbent material for removal of some hazardous radionuclides from radioactive liquid waste. The applicability for the treatment of low-level liquid radioactive waste was investigated. The material was prepared by loading 4.4′(5′)di-t-butylbenzo 18 crown 6 (DtBB18C6) onto poly(acrylamide-acrylic acid-acrylonitril)-N. N′-methylenediacrylamide (P(AM-AA-AN)-DAM). The removal of 134Cs. 60Co. 65Zn . and (152+154)Eu onto P(AM-AA-AN)-DAM/DtBB18C6 was investigated using a batch equilibrium technique with respect to the pH. contact time. and temperature. Kinetic models are used to determine the rate of sorption and to investigate the mechanism of sorption process. Five kinetics models. pseudo-first-order. pseudo-second-order. intra-particle diffusion. homogeneous particle diffusion (HPDM). and Elovich models. were used to investigate the …,True,_gCZqfwAAAAJ:9yKSN-GCB0IC,36,https://www.sciencedirect.com/science/article/pii/S0969804309006575,11299698348492549794,/scholar?cites=11299698348492549794,,,0,0,0
1077605,Removal of 226Ra and 228Ra from TENORM sludge waste using surfactants solutions,2015,MF Attallah and Mostafa M Hamed and EM El Afifi and HF Aly,139,Journal of environmental radioactivity,,78-84,Elsevier,The feasibility of using surfactants as extracting agent for the removal of radium species from TENORM sludge produced from petroleum industry is evaluated. In this investigation cationic and nonionic surfactants were used as extracting agents for the removal of radium radionuclides from the sludge waste. Two surfactants namely cetyltrimethylammonium bromide (CTAB) and Triton X-100 (TX100) were investigated as the extracting agents. Different parameters affecting the removal of both 226Ra and 228Ra by the two surfactants as well as their admixture were studied by the batch technique. These parameters include effect of shaking time. surfactants concentration and temperature as well as the effect of surfactants admixture. It was found that. higher solution temperature improves the removal efficiency of radium species. Combined extraction of nonionic and cationic surfactants produces synergistic effect in …,True,_gCZqfwAAAAJ:Se3iqnhoufwC,29,https://www.sciencedirect.com/science/article/pii/S0265931X14002756,1352584690994182361,/scholar?cites=1352584690994182361,,https://www.academia.edu/download/46700025/Removal_of_Ra-226_and_Ra-228_from_TENORM20160622-24502-1mzyeqn.pdf,0,0,0
1077607,Utilization of different crown ethers impregnated polymeric resin for treatment of low level liquid radioactive waste by column chromatography,2011,MF Attallah and EH Borai and MA Hilal and FA Shehata and MM Abo-Aly,195,Journal of hazardous materials,,73-81,Elsevier,The main goal of this study was to find a novel impregnated resin as an alternative for the conventional resin (KY-2 and AN-31) used for low and intermediate level liquid radioactive waste treatment. Novel impregnated ion exchangers namely. poly (acrylamide-acrylic acid-acrylonitril)-N.N’-methylenedi-acrylamide-4.4’(5′)di-t-butylbenzo 18 crown 6 [P(AM-AA-AN)-DAM/DtBB18C6]. poly (acrylamide-acrylic acid-acrylonitril)-N.N’-methylenediacrylamide-dibenzo 18 crown 6 [P(AM-AA-AN)-DAM/DB18C6]. and poly (acrylamide-acrylic acid-acrylonitril)-N.N’-methylenediacrylamide-18 crown 6 [P(AM-AA-AN)-DAM/18C6] were prepared and their removal efficiency of some radionuclides was investigated. Preliminary batch experiments were performed in order to study the influence of the different derivatives of 18 crown 6 on the characteristic removal performance. Separation of 134Cs. 60Co. 65Zn and (152+154)Eu …,True,_gCZqfwAAAAJ:YsMSGLbcyi4C,28,https://www.sciencedirect.com/science/article/pii/S0304389411010120,2362239763747532618,/scholar?cites=2362239763747532618,,,0,0,0
