,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091118,The role of pattern-recognition receptors in innate immunity: update on Toll-like receptors,2010,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The discovery of Toll-like receptors (TLRs) as components that recognize conserved structures in pathogens has greatly advanced understanding of how the body senses pathogen invasion. triggers innate immune responses and primes antigen-specific adaptive,False,,7757,https://www.nature.com/articles/ni.1863.pdf?origin=ppub,,"/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en",http://theory.bio.uu.nl/immbio/pdf/Kawai_2010.TLRs.pdf,0,0,0
1091119,Pattern recognition receptors and inflammation,2010,"['O Takeuchi', 'S Akira']",V8JiuA0AAAAJ | 0TG2laoAAAAJ,,,,,,Infection of cells by microorganisms activates the inflammatory response. The initial sensing of infection is mediated by innate pattern recognition receptors (PRRs). which include Toll-like receptors. RIG-I-like receptors. NOD-like receptors. and C-type lectin receptors. The,False,,6538,https://www.sciencedirect.com/science/article/pii/S0092867410000231,,"/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867410000231,0,0,0
1091120,Inflammation and insulin resistance,2006,"['SE Shoelson', 'J Lee', 'AB Goldfine']",3_TEIBQAAAAJ |  | 6U_O28IAAAAJ,,,,,,Over a hundred years ago. high doses of salicylates were shown to lower glucose levels in diabetic patients. This should have been an important clue to link inflammation to the pathogenesis of type 2 diabetes (T2D). but the antihyperglycemic and antiinflammatory,False,,4309,https://www.jci.org/articles/view/JCI29069,,"/scholar?cites=10736406828731013199&as_sdt=5,33&sciodt=0,33&hl=en",https://www.jci.org/articles/view/JCI29069,0,0,0
1091121,NF-κB-dependent induction of microRNA miR-146. an inhibitor targeted to signaling proteins of innate immune responses,2006,"['KD Taganov', 'MP Boldin', 'KJ Chang']", |  | HkyvmGoAAAAJ,,,,,,Activation of mammalian innate and acquired immune responses must be tightly regulated by elaborate mechanisms to control their onset and termination. MicroRNAs have been implicated as negative regulators controlling diverse biological processes at the level of,False,,4282,https://www.pnas.org/content/103/33/12481.short,,"/scholar?cites=7890088929250870342&as_sdt=5,33&sciodt=0,33&hl=en",https://www.pnas.org/content/pnas/103/33/12481.full.pdf,0,0,0
1091122,Nuclear factor-κB in cancer development and progression,2006,['M Karin'],xVvyb1gAAAAJ,,,,,,Nuclear factor-κB (NF-κB) transcription factors and the signalling pathways that activate them are central coordinators of innate and adaptive immune responses. More recently. it has become clear that NF-κB signalling also has a critical role in cancer development and,False,,3832,https://www.nature.com/articles/nature04870,,"/scholar?cites=5660420570871833685&as_sdt=5,33&sciodt=0,33&hl=en",http://cinjweb.umdnj.edu/sites/molmdweb/documents/NFkBReviewKarin.pdf,0,0,0
1091123,Differential roles of MDA5 and RIG-I helicases in the recognition of RNA viruses,2006,"['H Kato', 'O Takeuchi', 'S Sato', 'M Yoneyama']", | V8JiuA0AAAAJ |  | z6NenD4AAAAJ,,,,,,The innate immune system senses viral infection by recognizing a variety of viral components (including double-stranded (ds) RNA) and triggers antiviral responses 1. 2. The cytoplasmic helicase proteins RIG-I (retinoic-acid-inducible protein I. also known as Ddx58),False,,3602,https://www.nature.com/articles/nature04734,,"/scholar?cites=17092403120378469193&as_sdt=5,33&sciodt=0,33&hl=en","https://groups.molbiosci.northwestern.edu/horvath/journClubArticles/JC_for_April%2021,%202006.pdf",0,0,0
1091124,Microglia-mediated neurotoxicity: uncovering the molecular mechanisms,2007,"['ML Block', 'L Zecca', 'JS Hong']",EOua0HIAAAAJ |  | Tcj-i78AAAAJ,,,,,,Mounting evidence indicates that microglial activation contributes to neuronal damage in neurodegenerative diseases. Recent studies show that in response to certain environmental toxins and endogenous proteins. microglia can enter an overactivated state and release,False,,3504,https://www.nature.com/articles/nrn2038?r=1&l=ri&fst=0,,"/scholar?cites=3887876218088813523&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Michelle_Block3/publication/6620408_Block_ML_Zecca_L_Hong_JS_Microglia-mediated_neurotoxicity_uncovering_the_molecular_mechanisms_Nat_Rev_Neurosci_8_57-69/links/542a89490cf29bbc1267a8db/Block-ML-Zecca-L-Hong-JS-Microglia-mediated-neurotoxicity-uncovering-the-molecular-mechanisms-Nat-Rev-Neurosci-8-57-69.pdf,0,0,0
1091125,Toll-like receptors and their crosstalk with other innate receptors in infection and immunity,2011,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Toll-like receptors (TLRs) are germline-encoded pattern recognition receptors (PRRs) that play a central role in host cell recognition and responses to microbial pathogens. TLR-mediated recognition of components derived from a wide range of pathogens and their role,False,,3125,https://www.sciencedirect.com/science/article/pii/S1074761311001907,,"/scholar?cites=7377228647384146331&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761311001907,0,0,0
1091126,Recognition of microorganisms and activation of the immune response,2007,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,The mammalian immune system has innate and adaptive components. which cooperate to protect the host against microbial infections. The innate immune system consists of functionally distinct'modules' that evolved to provide different forms of protection against,False,,2914,https://www.nature.com/articles/nature06246,,"/scholar?cites=18144998660614481635&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/nature06246,0,0,0
1091127,The family of five: TIR-domain-containing adaptors in Toll-like receptor signalling,2007,"[""LAJ O'Neill"", 'AG Bowie']", | vQS1wSsAAAAJ,,,,,,Signalling by Toll-like receptors (TLRs) involves five adaptor proteins known as MyD88. MAL. TRIF. TRAM and SARM. Recent insights have revealed additional functions for MyD88 apart from NF-κB activation. including activation of the transcription factors IRF1. IRF5 and,False,,2757,https://www.nature.com/articles/nri2079,,"/scholar?cites=11854229808219027249&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
