,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1283152,RNA-Seq differential expression analysis: An extended review and a software tool,2017,Juliana Costa-Silva and Douglas Domingues and Fabricio Martins Lopes,12,,12,e0190152,Public Library of Science,,True,OZ6NFMEAAAAJ:isC4tDSrTZIC,260,,13447336358868240920,/scholar?cites=13447336358868240920,,,,0,0,0
1283153,Brazilian bibliometric coauthorship networks,2014,Jesús Pascual Mena‐Chalco and Luciano Antonio Digiampietri and Fabrício Martins Lopes and Roberto Marcondes Cesar,65,Journal of the Association for Information Science and Technology,7,1424-1445,,,True,OZ6NFMEAAAAJ:M3ejUd6NZC8C,125,,14378006183938414037,/scholar?cites=14378006183938414037,,,,0,0,0
1283154,Feature selection environment for genomic applications,2008,Fabrício M. Lopes and David C. Martins-Jr and Roberto M. Cesar-Jr,9,BMC bioinformatics,1,451,BioMed Central Ltd,,True,OZ6NFMEAAAAJ:u5HHmVD_uO8C,70,,10315190843460639946,/scholar?cites=10315190843460639946,,,,0,0,0
1283155,Networking the host immune response in Plasmodium vivax malaria,2013,Vitor RR Mendonça and Artur TL Queiroz and Fabrício M Lopes and Bruno B Andrade and Manoel Barral-Netto,12,Malaria journal,1,1-11,BioMed Central,,True,OZ6NFMEAAAAJ:Zph67rFs4hoC,52,,12791426352228849150,/scholar?cites=12791426352228849150,,,,0,0,0
1283156,A feature selection technique for inference of graphs from their known topological properties: Revealing scale-free gene regulatory networks,2014,Fabrício M Lopes and David C Martins Jr and Junior Barrera and Roberto M Cesar Jr,272,Information Sciences,,1-15,Elsevier,,True,OZ6NFMEAAAAJ:4DMP91E08xMC,51,,17668213316870219953,/scholar?cites=17668213316870219953,,,,0,0,0
1283157,Gene expression complex networks: synthesis. identification. and analysis,2011,Fabrício M Lopes and Roberto M Cesar Jr and Luciano Da F Costa,18,Journal of Computational Biology,10,1353-1367,Mary Ann Liebert. Inc.,,True,OZ6NFMEAAAAJ:zYLM7Y9cAGgC,44,,12395668403607757924,/scholar?cites=12395668403607757924,,,,0,0,0
1283158,Inference of gene regulatory networks from time series by Tsallis entropy,2011,Fabrício M. Lopes and Evaldo A. de Oliveira and Roberto M. Cesar-Jr,5,BMC systems biology,1,61,BioMed Central Ltd,,True,OZ6NFMEAAAAJ:W7OEmFMy1HYC,42,,632920762275440583,/scholar?cites=632920762275440583,,,,0,0,0
1283159,A database for the taxonomic and phylogenetic identification of the genus Bradyrhizobium using multilocus sequence analysis,2015,Helton Azevedo and Fabricio Martins Lopes and Paulo Roberto Silla and Mariangela Hungria,16,BMC genomics,5,1-11,BioMed Central,,True,OZ6NFMEAAAAJ:ZeXyd9-uunAC,27,,8704814917143334662,/scholar?cites=8704814917143334662,,,,0,0,0
1283160,AGN simulation and validation model,2008,Fabrício M. Lopes and Roberto M. Cesar-Jr and Luciano da F. Costa,,,,169-173,Springer Berlin/Heidelberg,,True,OZ6NFMEAAAAJ:u-x6o8ySG0sC,21,,16694982057791836869,/scholar?cites=16694982057791836869,,,,0,0,0
1283161,BASiNET—BiologicAl Sequences NETwork: a case study on coding and non-coding RNAs identification,2018,Eric Augusto Ito and Isaque Katahira and Fábio Fernandes da Rocha Vicente and Luiz Filipe Protasio Pereira and Fabrício Martins Lopes,46,Nucleic acids research,16,e96-e96,Oxford University Press,,True,OZ6NFMEAAAAJ:M3NEmzRMIkIC,20,,1524122722245084693,/scholar?cites=1524122722245084693,,,,0,0,0
1283162,Entropic biological score: a cell cycle investigation for GRNs inference,2014,Fabrício M Lopes and Shubhra Sankar Ray and Ronaldo F Hashimoto and Roberto M Cesar Jr,541,Gene,2,129-137,Elsevier,,True,OZ6NFMEAAAAJ:Wp0gIr-vW9MC,20,,2725002526641006797,/scholar?cites=2725002526641006797,,,,0,0,0
1283163,Biomimetic engineered muscle with capacity for vascular integration and functional maturation in vivo,2014,Mark Juhas and George C Engelmayr and Andrew N Fontanella and Gregory M Palmer and Nenad Bursac,111,Proceedings of the National Academy of Sciences,15,5508-5513,National Academy of Sciences,,True,cCQF9TwAAAAJ:P7Ujq4OLJYoC,175,,13660012142683160671,/scholar?cites=13660012142683160671,,,,0,0,0
1283164,In vivo optical molecular imaging and analysis in mice using dorsal window chamber models applied to hypoxia. vasculature and fluorescent reporters,2011,Gregory M Palmer and Andrew N Fontanella and Siqing Shan and Gabi Hanna and Guoqing Zhang and Cassandra L Fraser and Mark W Dewhirst,6,Nature protocols,9,1355,Nature Publishing Group,,True,cCQF9TwAAAAJ:d1gkVwhDpl0C,172,,17262255001950852958,/scholar?cites=17262255001950852958,,,,0,0,0
1283165,Optical imaging of tumor hypoxia dynamics,2010,Gregory M Palmer and Andrew N Fontanella and Guoqing Zhang and Gabi Hanna and Cassandra L Fraser and Mark W Dewhirst,15,Journal of biomedical optics,6,066021,International Society for Optics and Photonics,,True,cCQF9TwAAAAJ:9yKSN-GCB0IC,80,,9673324727002625412,/scholar?cites=9673324727002625412,,,,0,0,0
1283166,Longitudinal optical imaging of tumor metabolism and hemodynamics,2010,Melissa C Skala and Andrew Nicholas Fontanella and Lan Lan and Joseph A Izatt and Mark W Dewhirst,15,Journal of biomedical optics,1,011112,International Society for Optics and Photonics,,True,cCQF9TwAAAAJ:u5HHmVD_uO8C,71,,16276473082003733690,/scholar?cites=16276473082003733690,,,,0,0,0
1283167,Novel manganese-porphyrin superoxide dismutase-mimetic widens the therapeutic margin in a preclinical head and neck cancer model,2015,Kathleen A Ashcraft and Mary-Keara Boss and Artak Tovmasyan and Kingshuk Roy Choudhury and Andrew N Fontanella and Kenneth H Young and Gregory M Palmer and Samuel R Birer and Chelsea D Landon and Won Park and Shiva K Das and Tin Weitner and Huaxin Sheng and David S Warner and David M Brizel and Ivan Spasojevic and Ines Batinic-Haberle and Mark W Dewhirst,93,International Journal of Radiation Oncology* Biology* Physics,4,892-900,Elsevier,,True,cCQF9TwAAAAJ:u-coK7KVo8oC,60,,6730791058034246370,/scholar?cites=6730791058034246370,,,,0,0,0
1283168,Combined hyperspectral and spectral domain optical coherence tomography microscope for noninvasive hemodynamic imaging,2009,Melissa C Skala and Andrew Fontanella and Hansford Hendargo and Mark W Dewhirst and Joseph A Izatt,34,Optics letters,3,289-291,Optical Society of America,,True,cCQF9TwAAAAJ:u-x6o8ySG0sC,57,,6308078383909877298,/scholar?cites=6308078383909877298,,,,0,0,0
1283169,Bevacizumab-induced alterations in vascular permeability and drug delivery: a novel approach to augment regional chemotherapy for in-transit melanoma,2012,Ryan S Turley and Andrew N Fontanella and James C Padussis and Hiroaki Toshimitsu and Yoshihiro Tokuhisa and Eugenia H Cho and Gabi Hanna and Georgia M Beasley and Christina K Augustine and Mark W Dewhirst and Douglas S Tyler,18,Clinical Cancer Research,12,3328-3339,American Association for Cancer Research,,True,cCQF9TwAAAAJ:2osOgNQ5qMEC,56,,8163818311999890693,/scholar?cites=8163818311999890693,,,,0,0,0
1283170,Delivery rate affects uptake of a fluorescent glucose analog in murine metastatic breast cancer,2013,Narasimhan Rajaram and Amy E Frees and Andrew N Fontanella and Jim Zhong and Katherine Hansen and Mark W Dewhirst and Nirmala Ramanujam,8,PloS one,10,e76524,Public Library of Science,,True,cCQF9TwAAAAJ:WF5omc3nYNoC,34,,13827863422427524520,/scholar?cites=13827863422427524520,,,,0,0,0
1283171,Modeling the cellular response of lung cancer to radiation therapy for a broad range of fractionation schedules,2017,Jeho Jeong and Jung Hun Oh and Jan-Jakob Sonke and Jose Belderbos and Jeffrey D Bradley and Andrew N Fontanella and Shyam S Rao and Joseph O Deasy,23,Clinical Cancer Research,18,5469-5479,American Association for Cancer Research,,True,cCQF9TwAAAAJ:Bg7qf7VwUHIC,29,,10549699776523947663,/scholar?cites=10549699776523947663,,,,0,0,0
1283172,Delivery-corrected imaging of fluorescently-labeled glucose reveals distinct metabolic phenotypes in murine breast cancer,2014,Amy E Frees and Narasimhan Rajaram and Samuel S McCachren III and Andrew N Fontanella and Mark W Dewhirst and Nimmi Ramanujam,9,PloS one,12,e115529,Public Library of Science,,True,cCQF9TwAAAAJ:_OXeSy2IsFwC,24,,3309365841593442462,/scholar?cites=3309365841593442462,,,,0,0,0
1283173,Quantitative Mapping of Hemodynamics in the Lung. Brain. and Dorsal Window Chamber‐Grown Tumors Using a Novel. Automated Algorithm,2013,Andrew N Fontanella and Thies Schroeder and Daryl W Hochman and Raymond E Chen and Gabi Hanna and Michael M Haglund and Timothy W Secomb and Gregory M Palmer and Mark W Dewhirst,20,Microcirculation,8,724-735,,,True,cCQF9TwAAAAJ:W7OEmFMy1HYC,24,,10927082261449843278,/scholar?cites=10927082261449843278,,,,0,0,0
1283174,Model of Photovoltaic Power Plants for Performance Analysis and Production Forecast,2012,Federico Bizzarri and Magda Bongiorno and Angelo Brambilla and Giambattista Gruosso and Giancarlo Storti Gajani,,"Sustainable Energy, IEEE Transactions on",99,1-8,IEEE,,True,TcmNxsgAAAAJ:_Qo2XoVZTnwC,89,,1487614183462259879,/scholar?cites=1487614183462259879,,,,0,0,0
1283175,A modular supervised algorithm for vessel segmentation in red-free retinal images,2008,Andrea Anzalone and Federico Bizzarri and Mauro Parodi and Marco Storace,38,Computers in biology and medicine,8,913-922,Pergamon,,True,TcmNxsgAAAAJ:0EnyYjriUFMC,62,,12220767015838237562,/scholar?cites=12220767015838237562,,,,0,0,0
1283176,Steady State Computation and Noise Analysis of Analog Mixed Signal Circuits,2012,Federico Bizzarri and Angelo Brambilla and G Storti Gajani,59,"Circuits and Systems I: Regular Papers, IEEE Transactions on",3,541 - 554,IEEE,,True,TcmNxsgAAAAJ:Wp0gIr-vW9MC,46,,16126256367870678367,/scholar?cites=16126256367870678367,,,,0,0,0
1283177,Simulation of real world circuits: Extending conventional analysis methods to circuits described by heterogeneous languages,2014,Frederico Bizzarri and Angelo Brambilla and Giancarlo Storti Gajani and Soumitro Banerjee,14,IEEE Circuits and Systems Magazine,4,51-70,IEEE,,True,TcmNxsgAAAAJ:35N4QoGY0k4C,30,,7335846316279423328,/scholar?cites=7335846316279423328,,,,0,0,0
1283178,Periodic Small Signal Analysis of a Wide Class of Type-II Phase Locked Loops Through an Exhaustive Variational Model,2012,Federico Bizzarri and Angelo Brambilla and Giancarlo Storti Gajani,10,"Circuits and Systems I: Regular Papers, IEEE Transactions on",59,2221 - 2231,IEEE,,True,TcmNxsgAAAAJ:-f6ydRqryjwC,29,,4898388390697608371,/scholar?cites=4898388390697608371,,,,0,0,0
1283179,Lyapunov exponents computation for hybrid neurons,2013,Federico Bizzarri and Angelo Brambilla and Giancarlo Storti Gajani,35,Journal of computational neuroscience,2,201-212,Springer US,,True,TcmNxsgAAAAJ:bEWYMUwI8FkC,28,,11077452526792158938,/scholar?cites=11077452526792158938,,,,0,0,0
1283180,Monitoring performance and efficiency of photovoltaic parks,2015,Federico Bizzarri and Angelo Brambilla and Lorenzo Caretta and Carlo Guardiani,78,Renewable Energy,,314-321,Pergamon,,True,TcmNxsgAAAAJ:2P1L_qKh6hAC,26,,1485428795379195383,/scholar?cites=1485428795379195383,,,,0,0,0
1283181,Output Filter Aware Optimization of the Noise Shaping Properties of {\Delta}{\Sigma} Modulators via Semi-Definite Programming,2013,Sergio Callegari and Federico Bizzarri,,arXiv preprint arXiv:1302.3020,,,,,True,TcmNxsgAAAAJ:r0BpntZqJG4C,26,,5473347620216188332,/scholar?cites=5473347620216188332,,,,0,0,0
1283182,Phase noise simulation in analog mixed signal circuits: An application to pulse energy oscillators,2011,Federico Bizzarri and Angelo Brambilla and Giancarlo Storti Gajani,58,IEEE Transactions on Circuits and Systems II: Express Briefs,3,154-158,IEEE,,True,TcmNxsgAAAAJ:YOwf2qJgpHMC,21,,8976173125545042365,/scholar?cites=8976173125545042365,,,,0,0,0
1283183,On the Approximate Solution of a Class of Large Discrete Quadratic Programming Problems byModulation: The Case of Circulant Quadratic Forms,2010,Sergio Callegari and Federico Bizzarri and Riccardo Rovatti and Gianluca Setti,58,IEEE transactions on signal processing,12,6126-6139,IEEE,,True,TcmNxsgAAAAJ:ufrVoPGSRksC,21,,10397634706448212600,/scholar?cites=10397634706448212600,,,,0,0,0
1283184,Extension of the variational equation to analog/digital circuits: numerical and experimental validation,2013,Federico Bizzarri and Angelo Brambilla and Giancarlo Storti Gajani,41,International Journal of Circuit Theory and Applications,7,743-752,,,True,TcmNxsgAAAAJ:e5wmG9Sq2KIC,19,,3054959973115996152,/scholar?cites=3054959973115996152,,,,0,0,0
