,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1043428,Immune suppression of Galleria mellonella (Insecta. Lepidoptera) humoral defenses induced by Steinernema feltiae (Nematoda. Rhabditida): involvement of the parasite cuticle,2002,Maurizio F Brivio and Manuela Pagani and Stefano Restelli,101,Experimental Parasitology,2-3,149-156,Academic Press,Immune depression of Galleria mellonella larvae was evaluated a short time after infection with the entomopathogenic nematode Steinernema feltiae. In the host the activity of the enzymatic cascade known as the proPO system was significantly reduced by the presence of either live or dead parasites. The presence of parasites decreased the LPS-elicited proPO system activity. In addition. this process seems to be related to a decrease in the activity of hemolymph proteases. more than to phenoloxidase damage. proPO inhibition was also achieved by injected isolated cuticle fragments. suggesting that the parasite body surface plays an important role in the early parasitation phase.Index Descriptors and Abbreviations: proPO system; Steinernema feltiae. Galleria mellonella. insects. nematodes. cuticle. host–parasite interactions. PMSF: phenylmethylsulphonylfluoride; EDTA: ethylendiamine tetraacetic acid; Tris: Tris …,True,gAuRN4cAAAAJ:YOwf2qJgpHMC,91,https://www.sciencedirect.com/science/article/pii/S001448940200111X,8438131843074127593,/scholar?cites=8438131843074127593,,,0,0,0
1043429,Identification and characterization of the major components of the Oncorhynchus mykiss Egg Chorion,1991,Maurizio F Brivio and Rosaria Bassi and Franco Cotelli,28,Molecular reproduction and development,1,85-93,Wiley Subscription Services. Inc.. A Wiley Company,The extracellular coat surrounding the fish egg. commonly called the chorion. is a primary envelope that confers biochemical and morphological identity typical of the species. Purified chorions can be easily isolated from either oocytes or ovulated eggs. The aim of this work was to analyze the macromolecular composition of the various chorion components in Oncorhynchus mykiss (Salmonids). SDS‐PAGE analysis of purified chorion showed a reproducible pattern of four major components (129. 62. 54. and 47 kD). representing about 80% of total chorion proteins. The 129 and 47 kD polypeptides were periodic‐acid Schiff (PAS) and concanavalin A positive. After chemical and enzymatic deglycosylation treatments only the 129 and 47 kD components proved to be glycosylated and to belong to the “asparagine‐linked” glycoprotein family. Furthermore. peptide mapping performed on isolated polypeptides showed …,True,gAuRN4cAAAAJ:KlAtU1dfN6UC,75,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrd.1080280114,3539249888077153605,/scholar?cites=3539249888077153605,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1043430,Structure and composition of the fish egg chorion (Carassius auratus),1988,Franco Cotelli and Francesca Andronico and Maurizio Brivio and Carla Lora Lamia,99,Journal of ultrastructure and molecular structure research,1,70-78,Academic Press,The mature egg of fishes is surrounded by an acellular coat conventionally called the chorion. In Carassius auratus three main layers can be recognized at the electron microscopic level. and we have termed them ch1. ch2. and ch3 starting from the outer side to the inner side close to the egg plasma membrane. Isolated chorion from mature ovarian and ovulated eggs can be obtained by homogenization and further purification techniques. We analyzed these preparations on sodium dodecyl sulfate-polyacrylamide gel electrophoresis. and at least 20 polypeptide chains were reproducibly observed. The solubilization conditions were tested by means of various agents under reducing and nonreducing conditions. The present report focuses on the temporal and spatial pathway of chorion formation during oocyte growth. and we report the solubilization and partial characterization of protein and glycoprotein components …,True,gAuRN4cAAAAJ:ULOm3_A8WrAC,71,https://www.sciencedirect.com/science/article/pii/0889160588900341,6927075998625723106,/scholar?cites=6927075998625723106,,https://www.academia.edu/download/48906067/0889-1605_2888_2990034-120160917-1088-12akdug.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1043431,Actin polymerization in boar spermatozoa: fertilization is reduced with use of cytochalasin D,1993,L Castellani‐Ceresa and Mauro Mattioli and G Radaelli and Barbara Barboni and MF Brivio,36,Molecular reproduction and development,2,203-211,Wiley Subscription Services. Inc.. A Wiley Company,The aggregational state of actin in boar spermatozoa after capacitation and the acrosome reaction has been examined by several methods. In vitro fertilization (IVF) experiments were conducted in the presence and absence of cytochalasin D (CD) to evaluate the role of actin polymerization in the events of fertilization. The fertilizing capacity was very high in controls. but. when CD (an inhibitor of the polymerization of actin) was added to the capacitation medium. there was a marked decrease in the fertilizing capacity of the boar spermatozoa. There was a further decrease when CD was present during both capacitation and fertilization processes. In addition to the IVF tests. biochemical and immunoelectron microscopic methods were used to analyze the state of aggregation of actin in boar spermatozoa after capacitation. and the acrosome reaction. By immunoelectron microscopy with a phalloidin probe. there were …,True,gAuRN4cAAAAJ:Zph67rFs4hoC,62,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrd.1080360211,5034070315354977946,/scholar?cites=5034070315354977946,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1043432,The role of Steinernema feltiae body-surface lipids in host–parasite immunological interactions,2004,Maurizio F Brivio and Maristella Mastore and Massimo Moro,135,Molecular and biochemical parasitology,1,111-121,Elsevier,Interactions between entomopathogenic nematodes (Steinernema feltiae) and insect host (Galleria mellonella) immune system were investigated. We focused on the immunosuppressive properties of the parasite cuticle and on its interaction with hemolymph humoral components. Effects of parasite cuticle against host proPO system enzymatic cascade were evaluated a short time after infection. The presence of parasite cuticles decreased both normal and LPS-elicited proPO system activity. suggesting that S. feltiae body surface plays a key role in the early parasitation phase. probably interfering with host proPO activation pathways. The data obtained showed that cuticle lipidic compounds are able to interact with host humoral components. removing them from the hemolymph. The depletion of these molecules. arbitrarily named host-interacting proteins (HIPs). seems to be responsible of the drastic decrease in …,True,gAuRN4cAAAAJ:qxL8FJ1GzNcC,43,https://www.sciencedirect.com/science/article/pii/S0166685104000349,16208823491383093830,/scholar?cites=16208823491383093830,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
