,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091174,Molecular mechanisms of cell death: recommendations of the Nomenclature Committee on Cell Death 2018,2018,"['L Galluzzi', 'I Vitale', 'SA Aaronson', 'JM Abrams']",UmxSTswAAAAJ |  |  | ,,,,,,Over the past decade. the Nomenclature Committee on Cell Death (NCCD) has formulated guidelines for the definition and interpretation of cell death from morphological. biochemical. and functional perspectives. Since the field continues to expand and novel mechanisms that,False,,1665,https://www.nature.com/articles/s41418-017-0012-4,,"/scholar?cites=10754073794036367998&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/s41418-017-0012-4,0,0,0
1091175,Self-consumption: the interplay of autophagy and apoptosis,2014,"['G Mariño', 'M Niso-Santano', 'EH Baehrecke']",ufyJPQ0AAAAJ |  | ,,,,,,Autophagy and apoptosis control the turnover of organelles and proteins within cells. and of cells within organisms. respectively. and many stress pathways sequentially elicit autophagy. and apoptosis within the same cell. Generally autophagy blocks the induction of,False,,1494,https://www.nature.com/articles/nrm3735,,"/scholar?cites=18042606018845019169&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3970201/,0,0,0
1091176,Targeting autophagy in cancer,2017,"['JMM Levy', 'CG Towers', 'A Thorburn']", |  | P4QbAuYAAAAJ,,,,,,Autophagy is a mechanism by which cellular material is delivered to lysosomes for degradation. leading to the basal turnover of cell components and providing energy and macromolecular precursors. Autophagy has opposing. context-dependent roles in cancer,False,,880,https://www.nature.com/nrc/journal/v17/n9/abs/nrc.2017.53.html,,"/scholar?cites=5517529655673338882&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5975367/,0,0,0
1091177,Autophagy and chemotherapy resistance: a promising therapeutic target for cancer treatment,2013,"['X Sui', 'R Chen', 'Z Wang', 'Z Huang', 'N Kong']", |  |  |  | kykoTYoAAAAJ,,,,,,Induction of cell death and inhibition of cell survival are the main principles of cancer therapy. Resistance to chemotherapeutic agents is a major problem in oncology. which limits the effectiveness of anticancer drugs. A variety of factors contribute to drug resistance,False,,813,https://www.nature.com/articles/cddis2013350,,"/scholar?cites=5901394710848226874&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/cddis2013350,0,0,0
1091178,Essential versus accessory aspects of cell death: recommendations of the NCCD 2015,2015,"['L Galluzzi', 'JM Bravo-San Pedro', 'I Vitale']",UmxSTswAAAAJ | S9v6XjIAAAAJ | ,,,,,,Cells exposed to extreme physicochemical or mechanical stimuli die in an uncontrollable manner. as a result of their immediate structural breakdown. Such an unavoidable variant of cellular demise is generally referred to as 'accidental cell death'(ACD). In most settings,False,,796,https://www.nature.com/articles/cdd2014137,,"/scholar?cites=5480638096974051983&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/cdd2014137,0,0,0
1091179,AMPK: guardian of metabolism and mitochondrial homeostasis,2018,"['S Herzig', 'RJ Shaw']",kcGNMVIAAAAJ | F3yX0JoAAAAJ,,,,,,Cells constantly adapt their metabolism to meet their energy needs and respond to nutrient availability. Eukaryotes have evolved a very sophisticated system to sense low cellular ATP levels via the serine/threonine kinase AMP-activated protein kinase (AMPK) complex. Under,False,,788,https://www.nature.com/articles/nrm.2017.95.pdf?origin=ppub,,"/scholar?cites=15341951244919895319&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5780224/,0,0,0
1091180,Molecular definitions of autophagy and related processes,2017,"['L Galluzzi', 'EH Baehrecke', 'A Ballabio', 'P Boya']",UmxSTswAAAAJ |  | CvXWBZ8AAAAJ | FoQssw0AAAAJ,,,,,,Over the past two decades. the molecular machinery that underlies autophagic responses has been characterized with ever increasing precision in multiple model organisms. Moreover. it has become clear that autophagy and autophagy‐related processes have,False,,721,https://www.embopress.org/doi/abs/10.15252/embj.201796697,,"/scholar?cites=7369264350684970692&as_sdt=5,33&sciodt=0,33&hl=en",https://www.embopress.org/doi/full/10.15252/embj.201796697,0,0,0
1091181,Autophagy maintains stemness by preventing senescence,2016,"['L García-Prat', 'M Martínez-Vicente', 'E Perdiguero']",jJZZY1cAAAAJ |  | rZmNz8MAAAAJ,,,,,,During ageing. muscle stem-cell regenerative function declines. At advanced geriatric age. this decline is maximal owing to transition from a normal quiescence into an irreversible senescence state. How satellite cells maintain quiescence and avoid senescence until,False,,694,https://www.nature.com/articles/nature16187,,"/scholar?cites=16403970195946475423&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091182,The preregistration revolution,2018,"['BA Nosek', 'CR Ebersole']",ztt_j28AAAAJ | q6izFhkAAAAJ,,,,,,Progress in science relies in part on generating hypotheses with existing observations and testing hypotheses with new observations. This distinction between postdiction and prediction is appreciated conceptually but is not respected in practice. Mistaking generation,False,,699,https://www.pnas.org/content/115/11/2600.short,,"/scholar?cites=4241811649614074386&as_sdt=5,33&sciodt=0,33&hl=en",https://www.pnas.org/content/pnas/115/11/2600.full.pdf,0,0,0
1091183,Chloroquine inhibits autophagic flux by decreasing autophagosome-lysosome fusion,2018,"['M Mauthe', 'I Orhon', 'C Rocchi', 'X Zhou', 'M Luhr']", |  |  |  | ,,,,,,Macroautophagy/autophagy is a conserved transport pathway where targeted structures are sequestered by phagophores. which mature into autophagosomes. and then delivered into lysosomes for degradation. Autophagy is involved in the pathophysiology of numerous,False,,533,https://www.tandfonline.com/doi/abs/10.1080/15548627.2018.1474314,,"/scholar?cites=11841611570075423273&as_sdt=5,33&sciodt=0,33&hl=en",https://www.tandfonline.com/doi/pdf/10.1080/15548627.2018.1474314,0,0,0
1091184,Consensus guidelines for the detection of immunogenic cell death,2014,"['O Kepp', 'L Senovilla', 'I Vitale', 'E Vacchelli']",sb3J6p4AAAAJ |  |  | ,,,,,,Apoptotic cells have long been considered as intrinsically tolerogenic or unable to elicit immune responses specific for dead cell-associated antigens. However. multiple stimuli can trigger a functionally peculiar type of apoptotic demise that does not go unnoticed by the,False,,508,https://www.tandfonline.com/doi/abs/10.4161/21624011.2014.955691,,"/scholar?cites=6764442276817640763&as_sdt=5,33&sciodt=0,33&hl=en",https://www.tandfonline.com/doi/pdf/10.4161/21624011.2014.955691,0,0,0
1091185,Parkin and PINK 1 function in a vesicular trafficking pathway regulating mitochondrial quality control,2014,"['GL McLelland', 'V Soubannier', 'CX Chen']",RzIsrIgAAAAJ | zwaJWMYAAAAJ | ,,,,,,Mitochondrial dysfunction has long been associated with P arkinson's disease (PD). Parkin and PINK 1. two genes associated with familial PD. have been implicated in the degradation of depolarized mitochondria via autophagy (mitophagy). Here. we describe the involvement,False,,473,https://www.embopress.org/doi/abs/10.1002/embj.201385902,,"/scholar?cites=5685476649305715980&as_sdt=5,33&sciodt=0,33&hl=en",https://www.embopress.org/doi/full/10.1002/embj.201385902,0,0,0
1091186,Molecular characterization of LC3-associated phagocytosis reveals distinct roles for Rubicon. NOX2 and autophagy proteins,2015,"['J Martinez', 'RKS Malireddi', 'Q Lu', 'LD Cunha']", | F9eKGzEAAAAJ | 01XMOYsAAAAJ | Qh5U_4AAAAAJ,,,,,,LC3-associated phagocytosis (LAP) is a process wherein elements of autophagy conjugate LC3 to phagosomal membranes. We characterize the molecular requirements for LAP. and identify Rubicon as being required for LAP but not autophagy. Rubicon is recruited,False,,464,https://www.nature.com/articles/ncb3192,,"/scholar?cites=13022827315647262168&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4612372/,0,0,0
1091187,WIPI2 links LC3 conjugation with PI3P. autophagosome formation. and pathogen clearance by recruiting Atg12–5-16L1,2014,"['HC Dooley', 'M Razi', 'HEJ Polson', 'SE Girardin']", |  |  | VeRE32cAAAAJ,,,,,,Mammalian cell homeostasis during starvation depends on initiation of autophagy by endoplasmic reticulum-localized phosphatidylinositol 3-phosphate (PtdIns (3) P) synthesis. Formation of double-membrane autophagosomes that engulf cytosolic components requires,False,,455,https://www.sciencedirect.com/science/article/pii/S1097276514004444,,"/scholar?cites=56318523442552105&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1097276514004444,0,0,0
1091188,Chloroquine in cancer therapy: a double-edged sword of autophagy,2013,"['T Kimura', 'Y Takabatake', 'A Takahashi', 'Y Isaka']",H5DpRPUAAAAJ |  |  | ,,,,,,Autophagy is a homeostatic cellular recycling system that is responsible for degrading damaged or unnecessary cellular organelles and proteins. Cancer cells are thought to use autophagy as a source of energy in the unfavorable metastatic environment. and a number,False,,428,https://cancerres.aacrjournals.org/content/73/1/3.short,,"/scholar?cites=14196030565862507051&as_sdt=5,33&sciodt=0,33&hl=en",https://cancerres.aacrjournals.org/content/canres/73/1/3.full.pdf,0,0,0
1091189,Mesenchymal stem cells use extracellular vesicles to outsource mitophagy and shuttle microRNAs,2015,"['DG Phinney', 'M Di Giuseppe', 'J Njah', 'E Sala']",Ixhn-sQAAAAJ |  |  | Y4C49LQAAAAJ,,,,,,Mesenchymal stem cells (MSCs) and macrophages are fundamental components of the stem cell niche and function coordinately to regulate haematopoietic stem cell self-renewal and mobilization. Recent studies indicate that mitophagy and healthy mitochondrial function,False,,425,https://www.nature.com/articles/ncomms9472?origin=ppub,,"/scholar?cites=1339925747950571634&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/ncomms9472?origin=ppub,0,0,0
1091190,Pharmacological modulation of autophagy: therapeutic potential and persisting obstacles,2017,"['L Galluzzi', 'JM Bravo-San Pedro', 'B Levine']",UmxSTswAAAAJ | S9v6XjIAAAAJ | jGYFnSkAAAAJ,,,,,,Autophagy is central to the maintenance of organismal homeostasis in both physiological and pathological situations. Accordingly. alterations in autophagy have been linked to clinically relevant conditions as diverse as cancer. neurodegeneration and cardiac,False,,411,https://www.nature.com/articles/nrd.2017.22.pdf?origin=ppub,,"/scholar?cites=788404151484658715&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5713640/,0,0,0
