,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092218,Pathogen recognition and innate immunity,2006,"['S Akira', 'S Uematsu', 'O Takeuchi']",0TG2laoAAAAJ |  | V8JiuA0AAAAJ,,,,,,Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs. including Toll-like receptors and cytoplasmic receptors. recognize distinct microbial,False,,11940,https://www.sciencedirect.com/science/article/pii/S0092867406001905,,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867406001905,0,0,0
1092219,Toll-like receptor control of the adaptive immune responses,2004,"['A Iwasaki', 'R Medzhitov']", | 7oY-qF4AAAAJ,,,,,,Recognition of microbial infection and initiation of host defense responses is controlled by multiple mechanisms. Toll-like receptors (TLRs) have recently emerged as a key component of the innate immune system that detect microbial infection and trigger antimicrobial host,False,,4836,https://www.nature.com/articles/ni1112,,"/scholar?cites=925545645687491204&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Akiko_Iwasaki2/publication/8260410_Iwasaki_A_Medzhitov_R_Toll-like_receptor_control_of_the_adaptive_immune_responses_Nat_Immunol_5_987-995/links/55a66aec08ae51639c571d99/Iwasaki-A-Medzhitov-R-Toll-like-receptor-control-of-the-adaptive-immune-responses-Nat-Immunol-5-987-995.pdf,0,0,0
1092220,Species-specific recognition of single-stranded RNA via toll-like receptor 7 and 8,2004,"['F Heil', 'H Hemmi', 'H Hochrein', 'F Ampenberger']", |  | 4rFTmksAAAAJ | ,,,,,,Double-stranded ribonucleic acid (dsRNA) serves as a danger signal associated with viral infection and leads to stimulation of innate immune cells. In contrast. the immunostimulatory potential of single-stranded RNA (ssRNA) is poorly understood and innate immune,False,,4214,https://science.sciencemag.org/content/303/5663/1526.abstract,,"/scholar?cites=10719852929497121788&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1092221,Toll-like receptors in innate immunity,2005,"['K Takeda', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Functional characterization of Toll-like receptors (TLRs) has established that innate immunity is a skillful system that detects invasion of microbial pathogens. Recognition of microbial components by TLRs initiates signal transduction pathways. which triggers,False,,4151,https://academic.oup.com/intimm/article-abstract/17/1/1/721976,,"/scholar?cites=5885392777539371064&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/17/1/1/721976,0,0,0
1092222,Innate antiviral responses by means of TLR7-mediated recognition of single-stranded RNA,2004,"['SS Diebold', 'T Kaisho', 'H Hemmi', 'S Akira']", |  |  | 0TG2laoAAAAJ,,,,,,Interferons (IFNs) are critical for protection from viral infection. but the pathways linking virus recognition to IFN induction remain poorly understood. Plasmacytoid dendritic cells produce vast amounts of IFN-α in response to the wild-type influenza virus. Here. we show that this,False,,3847,https://science.sciencemag.org/content/303/5663/1529.abstract,,"/scholar?cites=17747587052776236027&as_sdt=5,33&sciodt=0,33&hl=en",https://fenix.ciencias.ulisboa.pt/downloadFile/563087392375583/Artigo%2003%20Science%202004%20303%201529.pdf,0,0,0
1092223,Of mice and not men: differences between mouse and human immunology,2004,"['J Mestas', 'CCW Hughes']", | C2daMJ4AAAAJ,,,,,,Mice are the experimental tool of choice for the majority of immunologists and the study of their immune responses has yielded tremendous insight into the workings of the human immune system. However. as 65 million years of evolution might suggest. there are,False,,2959,https://www.jimmunol.org/content/172/5/2731.short,,"/scholar?cites=13170303543173565933&as_sdt=5,33&sciodt=0,33&hl=en",https://www.jimmunol.org/content/jimmunol/172/5/2731.full.pdf,0,0,0
1092224,Pathogen recognition and inflammatory signaling in innate immune defenses,2009,['TH Mogensen'],,,,,,,The innate immune system constitutes the first line of defense against invading microbial pathogens and relies on a large family of pattern recognition receptors (PRRs). which detect distinct evolutionarily conserved structures on pathogens. termed pathogen-associated,False,,2446,https://cmr.asm.org/content/22/2/240.short,,"/scholar?cites=6508966894997637525&as_sdt=5,33&sciodt=0,33&hl=en",https://cmr.asm.org/content/cmr/22/2/240.full.pdf,0,0,0
1092225,TLR signaling,2006,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The Toll-like receptor (TLR) family plays an instructive role in innate immune responses against microbial pathogens. as well as the subsequent induction of adaptive immune responses. TLRs recognize specific molecular patterns found in a broad range of microbial,False,,2278,https://www.nature.com/articles/4401850,,"/scholar?cites=3376689145358198545&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/4401850,0,0,0
1092226,Recognition of single-stranded RNA viruses by Toll-like receptor 7,2004,"['JM Lund', 'L Alexopoulou', 'A Sato']", | u7-wFNYAAAAJ | ,,,,,,Viral infection of mammalian host results in the activation of innate immune responses. Toll-like receptors (TLRs) have been shown to mediate the recognition of many types of pathogens. including viruses. The genomes of viruses possess unique characteristics that,False,,2118,https://www.pnas.org/content/101/15/5598.short,,"/scholar?cites=9942103175039645716&as_sdt=5,33&sciodt=0,33&hl=en",https://www.pnas.org/content/pnas/101/15/5598.full.pdf,0,0,0
1092227,Plasmacytoid dendritic cells in immunity,2004,"['M Colonna', 'G Trinchieri', 'YJ Liu']",dMX8FwkAAAAJ | csSZxogAAAAJ | EfpBkNAAAAAJ,,,,,,Human and mouse plasmacytoid dendritic cells have been shown to correspond to a specialized cell population that produces large amounts of type I interferons in response to viruses. the so-called natural interferon–producing cells. As a result. intensive investigation,False,,1977,https://www.nature.com/articles/ni1141,,"/scholar?cites=9432016526805883044&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Giorgio_Trinchieri/publication/8178359_Plasmacytoid_dendritic_cells_in_immunity/links/0912f5122953f3738d000000.pdf,0,0,0
1092228,Innate immune recognition of viral infection,2006,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Induction of the antiviral innate immune response depends on recognition of viral components by host pattern-recognition receptors. Members of the Toll-like receptor family have emerged as key sensors that recognize viral components such as nucleic acids. Toll,False,,1947,https://www.nature.com/articles/ni1303,,"/scholar?cites=11047953547939466443&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/ni1303,0,0,0
1092229,IPC: professional type 1 interferon-producing cells and plasmacytoid dendritic cell precursors,2005,['YJ Liu'],EfpBkNAAAAAJ,,,,,,▪ Abstract Type 1 interferon-(α. β. ω)-producing cells (IPCs). also known as plasmacytoid dendritic cell precursors (pDCs). represent 0.2%–0.8% of peripheral blood mononuclear cells in both humans and mice. IPCs display plasma cell morphology. selectively express,False,,1919,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.23.021704.115633,,"/scholar?cites=9508417759166658042&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1092230,Inferences. questions and possibilities in Toll-like receptor signalling,2004,['B Beutler'],,,,,,,The Toll-like receptors (TLRs) are the key proteins that allow mammals—whether immunologically naive or experienced—to detect microbes. They lie at the core of our inherited resistance to disease. initiating most of the phenomena that occur in the course of,False,,1737,https://www.nature.com/articles/nature02761,,"/scholar?cites=12506765796552850291&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1092231,Negative regulation of toll-like receptor-mediated immune responses,2005,"['FY Liew', 'D Xu', 'EK Brint', ""LAJ O'Neill""]",yfMaqUoAAAAJ |  | sIjGNb8AAAAJ | ,,,,,,Toll-like receptors (TLRs) are involved in host defence against invading pathogens. functioning as primary sensors of microbial products and activating signalling pathways that induce the expression of immune and pro-inflammatory genes. However. TLRs have also,False,,1690,https://www.nature.com/articles/nri1630,,"/scholar?cites=7134114120011176212&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1092232,The roles of TLRs. RLRs and NLRs in pathogen recognition,2009,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The mammalian innate immune system detects the presence of microbial infection through germ line-encoded pattern recognition receptors (PRRs). Toll-like receptors. retinoic acid-inducible gene-I-like receptors and nucleotide-binding oligomerization domain-like,False,,1654,https://academic.oup.com/intimm/article-abstract/21/4/317/738196,,"/scholar?cites=5336283115269487529&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/intimm/article/21/4/317/738196,0,0,0
1092233,IRFs: master regulators of signalling by Toll-like receptors and cytosolic pattern-recognition receptors,2006,"['K Honda', 'T Taniguchi']",2mP0zJkAAAAJ | ,,,,,,The interferon-regulatory factor (IRF) family of transcription factors was initially found to be involved in the induction of genes that encode type I interferons. IRFs have now been shown to have functionally diverse roles in the regulation of the immune system. Recently. the,False,,1628,https://www.nature.com/articles/nri1900?message=remove&newwindow=true,,"/scholar?cites=4197683095609506870&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1092234,Cell type-specific involvement of RIG-I in antiviral response,2005,"['H Kato', 'S Sato', 'M Yoneyama', 'M Yamamoto']", |  | z6NenD4AAAAJ | ,,,,,,Toll-like receptors (TLRs) play an important role in antiviral response by recognizing viral components. Recently. a RNA helicase. RIG-I. was also suggested to recognize viral double-stranded RNA. However. how these molecules contribute to viral recognition in vivo is poorly,False,,1580,https://www.sciencedirect.com/science/article/pii/S1074761305001421,,"/scholar?cites=6163093019891053561&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761305001421,0,0,0
1092235,Sequence-specific potent induction of IFN-α by short interfering RNA in plasmacytoid dendritic cells through TLR7,2005,"['V Hornung', 'M Guenthner-Biller', 'C Bourquin']",P2YZnjEAAAAJ |  | 7UDgeF4AAAAJ,,,,,,Short interfering RNA (siRNA) is used in RNA interference technology to avoid non-target-related induction of type I interferon (IFN) typical for long double-stranded RNA. Here we show that in plasmacytoid dendritic cells (PDC). an immune cell subset specialized in the,False,,1512,https://www.nature.com/articles/nm1191,,"/scholar?cites=6051248042731139243&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Maria_Karsten/publication/8010559_Sequence-specific_potent_induction_of_IFN-_by_short_interfering_RNA_in_plasmacytoid_dendritic_cells_through_TLR7/links/02e7e5181216b86515000000/Sequence-specific-potent-induction-of-IFN-by-short-interfering-RNA-in-plasmacytoid-dendritic-cells-through-TLR7.pdf,0,0,0
1092236,TLR9 signals after translocating from the ER to CpG DNA in the lysosome,2004,"['E Latz', 'A Schoenemeyer', 'A Visintin', 'KA Fitzgerald']",PlEv530AAAAJ |  |  | PENhrsoAAAAJ,,,,,,Microbial DNA sequences containing unmethylated CpG dinucleotides activate Toll-like receptor 9 (TLR9). We have found that TLR9 is localized to the endoplasmic reticulum (ER) of dendritic cells (DCs) and macrophages. Because there is no precedent for immune,False,,1495,https://www.nature.com/articles/ni1028,,"/scholar?cites=11419141037375973231&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Nadra_Nilsen/publication/8925320_TLR9_signals_after_translocating_from_the_ER_to_CpG_DNA_in_the_lysosome/links/0deec527b6a45419c1000000/TLR9-signals-after-translocating-from-the-ER-to-CpG-DNA-in-the-lysosome.pdf,0,0,0
1092237,The history of Toll-like receptors—redefining innate immunity,2013,"[""LAJ O'neill"", 'D Golenbock', 'AG Bowie']", | RKBa5Q4AAAAJ | vQS1wSsAAAAJ,,,,,,The discovery of Toll-like receptors (TLRs) was an important event for immunology research and was recognized as such with the awarding of the 2011 Nobel Prize in Physiology or Medicine to Jules Hoffmann and Bruce Beutler. who. together with Ralph Steinman. the third,False,,1450,https://www.nature.com/articles/nri3446,,"/scholar?cites=14077205524384724332&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1092238,IFI16 is an innate immune sensor for intracellular DNA,2010,"['L Unterholzner', 'SE Keating', 'M Baran', 'KA Horan']",4QymMisAAAAJ |  |  | Hoien4YAAAAJ,,,,,,The detection of intracellular microbial DNA is critical to appropriate innate immune responses; however. knowledge of how such DNA is sensed is limited. Here we identify IFI16. a PYHIN protein. as an intracellular DNA sensor that mediates the induction of,False,,1387,https://www.nature.com/ni/journal/v11/n11/abs/ni.1932.html,,"/scholar?cites=5524739111068665803&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3142795/,0,0,0
1092239,NF-κ B and the immune response,2006,"['MS Hayden', 'AP West', 'S Ghosh']",M3-rj3AAAAAJ | 83_h4E0AAAAJ | SyQ-MLQAAAAJ,,,,,,One of the primary physiological roles of nuclear factor-kappa B (NF-κB) is in the immune system. In particular. NF-κB family members control the transcription of cytokines and antimicrobial effectors as well as genes that regulate cellular differentiation. survival and,False,,1257,https://www.nature.com/articles/1209943,,"/scholar?cites=10973785980314274243&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/1209943,0,0,0
