,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1092924,The effect of oxytocin hormone on the increase of sperm in male mice,2018,Alireza Keykhosravi Sedighe Shahiki and Toktam Hajjar and Eisa Kohan Baghkherati,,,,1,,,True,WciZlXwAAAAJ:qjMakFHDy7sC,0,,,,,,0,0,0
1092925,Effect of Hydro-alcoholic extract of fenugreek seed (Trigonella foenum-graecum L.) on Infanticide behavior of male mice,2018,Alireza Keykhosravi Sedighe Shahiki and Toktam Hajjar and Eisa Kohan Baghkherati,,,,1,,,True,WciZlXwAAAAJ:2osOgNQ5qMEC,0,,,,,,0,0,0
1092926,مروری بر اثرات فیزیولوژیک سودمند شنبلیله (Trigonella foenum- graecum) بر سلامتی,2018,صدیقه شهیکی ، تکتم حجار ، عیسی کهن ، علیرضا کیخسروی,,,,8,,,True,WciZlXwAAAAJ:9yKSN-GCB0IC,0,,,,,,0,0,0
1092927,Effect of Fenugreek (Trigonella Foenum- Graecium) Seed Hydroalcoholic Extract on Sperm Count,2018,Fateme sadat Alavi 2 Sedighe Shahiki1 * and Toktam Hajjar 2 and Eisa Kohan 2,,,,1,,,True,WciZlXwAAAAJ:d1gkVwhDpl0C,0,,,,,,0,0,0
1092928,Romubio will speak at graduation. representing Class of 2003,2003,Alfred Chu and President Sherril Amador,,Sage,,2,,This year the honor of graduation speaker goes to highest honors student Jose “Joe” Romubio III. Romubio. Romubio will be graduating with a 4.0 grade point average (GPA). meaning that he earned a grade of A in all his classes. He began his career at,True,Yctq-U0AAAAJ:u5HHmVD_uO8C,0,https://www.academia.edu/download/30327379/sage030523.pdf,,,,https://www.academia.edu/download/30327379/sage030523.pdf,0,0,0
1092929,The Impact of Instructor Exam Feedback on Student Understanding in a Large-Enrollment Biology Course,2018,Brian K Sato and Duyen Dinh-Dang and Eduardo Cruz-Hinojoza and Kameryn Denaro and Cynthia FC Hill and Adrienne Williams,68,BioScience,8,601-611,Oxford University Press,Encouraging students to reflect on their exam answers in response to expert feedback may result in increased classroom performance and highlights that learning is an ongoing experience rather than one terminated at exam completion. In this study. we assessed the impact of instructor-delivered midterm feedback. employing a system in which students were not only given the opportunity to reflect on their answers. but to then engage in an email discussion about the feedback with the instructor. We found that the students who participated in the feedback process provided higher quality responses to similar final-exam questions. Using surveys and interviews. we identified components of the feedback process that the students perceived to be most valuable. We would encourage instructors to incorporate exam feedback in the assessment process not only because of its potential to enhance learning but also to …,True,JGO3u-IAAAAJ:u5HHmVD_uO8C,0,https://academic.oup.com/bioscience/article-abstract/68/8/601/5045462,,,,https://academic.oup.com/bioscience/article/68/8/601/5045462,0,0,0
1092930,ISOLASI DAN KARAKTERISASI BAKTERI ENDOFIT AKAR TANAMAN TEBU (Saccharum officinarum L.) PENGHASIL HORMON Indole Acetic Acid (IAA),2017,Roni Syaputra and Anggi Maulia Arista,,Cover Design,,143,,Tanaman tebu (Saccharum oficinarum L.) merupakan tanaman asli Indonesia yang sudah berkembang lama sejak pemerintahan kolonial Belanda yang menjadikan tanaman tebu sebagai salah satu komoditas untuk sumber devisa. Saat ini. tebu mengalami penurunan produksi dan rendemen. sehingga kebutuhan gula dalam negeri sering tidak cukup. Pemanfaatan bakteri endofit akar merupakan salah satu solusi alternatif untuk meningkatkan produksi tebu dan rendemen. Bakteri endofit berpotensi memacu pertumbuhan akar tanaman tebu. sehingga jangkauan akar terhadap air dan hara menjadi lebih luas. Kegiatan penelitian telah dilaksanakan di Laboratorium Bioprosesing Balai Penelitian Tanaman Pemanis dan Serat (BALITTAS). Malang. Penelitian ini dilaksanakan pada bulan Juli-Desember 2015. Bahan utama yang digunakan adalah akar tanaman tebu yang diambil secara acak. kemudian dikompositkan. Sampel akar diambil dari 3 varietas. yaitu: PS-881 (tebu masak awal). PSJK-922 (tebu masak tengah). BL (tebu masak akhir) di Kebun Percobaan Karangploso. BALITTAS. Malang. Tahapan kegiatan penelitian adalah: isolasi. pemurnian. uji kemampuan bakteri menghasilkan IAA. karakterisasi; morfologi koloni. morfologi sel. pewarnaan gram. endospora serta uji katalase. Data yang diperoleh berupa kadar hormon Indole Acetic Acid (IAA). morfologi koloni. morfologi sel. susunan sel dan fisiologis biokimia dianalisis secara deskriptif. Dari hasil penelitian didapatkan 29 isolat bakteri endofit penghasil hormon IAA dari akar tanaman tebu varietas PS-881. PSJK-922 dan BL. dengan 5 isolat mampu menghasilkan hormon IAA di atas …,True,gvADGWwAAAAJ:u5HHmVD_uO8C,0,https://core.ac.uk/download/pdf/141496329.pdf#page=154,,,,https://core.ac.uk/download/pdf/141496329.pdf#page=154,0,0,0
1092931,LightGWAS: A Novel Genome-Wide Association Study Procedure,2020,Bruno Ambrozio,,,,,,This dissertation proposes LightGWAS. a novel machine learning procedure for genome-wide association study (GWAS) based on LightGBM and k-fold cross-validation. The conducted literature review identified that the currently available GWAS implementations rely on massive manual quality control steps to address statistical issues. such as controlling for false-positive inflation and power reduction. It also showed they demand a specific GWAS method for each type of genomic dataset morphology. which consequently increases the human dependency and open margins for misleadings. LightGWAS is a potential single. resilient. autonomous and scalable solution to address such concerns. Through this research. LightGWAS was contrasted against the current state-of-the-art for GWAS throughout secondary research method. It has been compared with a GWAS implementation based on general linear model (GLM) with support to Firth regularisation. Quantitative empirical tests and deductive reasoning have been employed to reach and evaluate the results. The models were submitted to balanced (case: control= 1: 1). imbalanced (case: control= 1: 10). and high-imbalanced (case: control= 1: 100) genomic datasets of binary phenotypes. The results from statistical tests denoted that LightGWAS performs equivalently to the compared GLM method for balanced dataset scenarios. and outperforms for imbalanced and high-imbalanced datasets. The assessed metrics were weighted average of the precision and recall (F1). recall. average precision score (APS). receiver operating characteristic (ROC)/area under the curve (AUC). accuracy. and …,True,86kx30QAAAAJ:u-x6o8ySG0sC,0,https://arrow.tudublin.ie/scschcomdis/220/,,,,,0,0,0
1092932,Genetic diversity and population structure of the endangered  Ipomopsis sancti-spiritus (Polemoniaceae) from Northern New Mexico and implications on its …,2015,Joseph R Talboom,,,,,,Ipomopsis sancti-spiritus Wilken & Fletcher is a federally listed endangered species comprised of a single population in the mountains of north-central New Mexico. Since being listed in 1994. extensive management efforts have focused on establishing recovery populations and understanding the biology and ecology of the plant. In order to establish base-line genetic data for this species. we investigated the levels of genetic diversity within and among the primary and recovery populations of I. sancti-spiritus. In addition. a breeding study was conducted to investigate life history traits (eg self-compatibility. seeds produced from autogamous and xenogamous pollen) that might affect the survival of the species. Eight microsatellite loci were used to assess the genetic diversity present in I. sancti-spiritus. Diversity levels within the species were relatively high (observed heterozygosity= 0.625 in the primary population. with …,True,taU4uzQAAAAJ:u5HHmVD_uO8C,0,https://search.proquest.com/openview/d9020da334f15585f164962a04d0f639/1?pq-origsite=gscholar&cbl=18750&diss=y,,,,,0,0,0
1092933,Evaluating the effect of transplanting umbilical cord matrix stem cells on ischemic tolerance in an animal model of stroke,2021,Mahmoud Ramdan and Mohammad Reza Bigdeli and Sepideh Khaksar and Abbas Aliaghaei,43,Neurological Research,3,225-238,Taylor & Francis,Stroke. a cerebrovascular disease. has been introduced as the second cause of death and physical disability in the world. Recently. cell-based therapy has been considered by the scientific community as a promising strategy for reducing ischemic damages. The stem cells of the umbilical cord release growth and neurotrophic factors. The remarkable properties of these cells are the reason why they were selected as a potential candidate in the present research.In this study. the impact of transplanting umbilical cord stem cells on injuries resulting from ischemia was investigated. The male rats were categorized into three major. Using stereotaxic surgery. stem cells were injected to the right striatum of the brain. One week after transplantation. cerebral ischemic induction surgery was performed. The rats in the transplantation + ischemia group …,True,0Zgk5CIAAAAJ:qjMakFHDy7sC,0,https://www.tandfonline.com/doi/abs/10.1080/01616412.2020.1839698,,,,,0,0,0
