id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
31000,The origin of living Homo sapiens has once again been the subject of much debate. Genetic data on present human population relationships and data from the Pleistocene fossil hominid record are used to compare two contrasting models for the origin of modern humans. Both genetics and paleontology support a recent African origin for modern humans rather than a long period of multiregional evolution accompanied by gene flow.,Chris B Stringer and Peter Andrews,1301,1890913100614665906,Science,4845,1263-1268,American Association for the Advancement of Science,Genetic and fossil evidence for the origin of modern humans,https://science.sciencemag.org/content/239/4845/1263.abstract,239,1988,/scholar?cites=1890913100614665906,DYH72nQAAAAJ:u5HHmVD_uO8C
31001,"Ever since the first discovery of their bones, the Neanderthals have provoked controversy. Who were they? How were they related to modern people? What caused their disappearance 35,000 years ago? The Neanderthals have become the archetype of all that is primitive. But what is their true story? Today Neanderthal specialists are locked in one of the fiercest debates in modern science. One side, the ""multiregional"" school, argues that the Neanderthals and their contemporaries evolved semi-independently into modern humans. Christopher Stringer leads the ""out of Africa"" school, which believes that the Neanderthals were replaced by modern people from Africa. Here he sets out his views for the first time, with the archaeologist Clive Gamble. Step by step the authors put forward their case. The Neanderthals had an anatomy crucially different from our own, adapted to Ice Age Europe. Neanderthal behaviour similarly points to fundamental differences. New genetic evidence strongly suggests a single origin for modern humans in Africa. The authors argue that, capable and intelligent as the Neanderthals were, they proved no match for the better-organized, better-equipped newcomers, and died out.",Christopher Stringer and Clive Gamble,939,9028179411308362967,,,,Thames and Hudson,In search of the Neanderthals: solving the puzzle of human origins,https://eprints.soton.ac.uk/391482,,1993,/scholar?cites=9028179411308362967,DYH72nQAAAAJ:LK8CI43ZvvMC
31002,"INTRODUCTION In 1976 WW Howells reviewed the evidence concerning the origin or origins of modern populations, and used the description'Noah's Ark'hypothesis for one possible explanation-the contention that all living populations have a single recent origin from a source population that was already modern. In developing this hypothesis Howells proposed that once these modern populations appeared, they spread rapidly and replaced indigenous populations over the inhabited world. The'Noah's Ark'hypothesis is not a classic punctuational scheme; the modem populations may not be a different species according to Howells' interpretation, and the population c1ivergence may not have been at the ecological or geographic periphery of the human range, as the punctuational model requires. Howells suggested'Noah's Ark'as one of several possibilities for the explanation of modern population origins, and was unsure as to which was correct. In the past ten years, interpretations of Dew genetic evidence have been brought forward to modify the'Noah's Ark'hypothesis into a much more focused statement of a rapid punctuational event at the origin of modern Homo sapiens. The interpretations of several different lines of genetic evidence are said to combine to suggest rhat modern populations originated within the last 200 000 years, all descencling from a common mother who lived in Africa and gave rise to a small population of a new species (cf. Stringer and Andrews 1988) with severely reduced genetic variability in their mitochondrial ON A (mt ON A). This explanation of the limited mt ON A variation is based on an assumption, ofrecent …",Paul Mellars and Chris Stringer,785,16750372339977844956,,,,Edinburgh University Press,The human revolution,https://www.researchgate.net/profile/Milford_Wolpoff/publication/246906164_Multiregional_Evolution_The_Fossil_Alternative_to_Eden/links/553fab0e0cf2736761c0c2a6/Multiregional-Evolution-The-Fossil-Alternative-to-Eden.pdf,,1989,/scholar?cites=16750372339977844956,DYH72nQAAAAJ:9yKSN-GCB0IC
31003,"The question of the mode of origin of modern humans (Homo sapiens) has dominated palaeoanthropological debate over the last decade. This review discusses the main models proposed to explain modern human origins, and examines relevant fossil evidence from Eurasia, Africa and Australasia. Archaeological and genetic data are also discussed, as well as problems with the concept of ‘modernity’ itself. It is concluded that a recent African origin can be supported for H. sapiens, morphologically, behaviourally and genetically, but that more evidence will be needed, both from Africa and elsewhere, before an absolute African origin for our species and its behavioural characteristics can be established and explained.",Chris Stringer,609,290117305938802372,Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,1420,563-579,The Royal Society,Modern human origins: progress and prospects,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2001.1057,357,2002,/scholar?cites=290117305938802372,DYH72nQAAAAJ:2osOgNQ5qMEC
31004,"The first appearance of explicitly symbolic objects in the archaeological record marks a fundamental stage in the emergence of modern social behavior in Homo. Ornaments such as shell beads represent some of the earliest objects of this kind. We report on examples of perforated Nassarius gibbosulus shell beads from Grotte des Pigeons (Taforalt, Morocco), North Africa. These marine shells come from archaeological levels dated by luminescence and uranium-series techniques to ≈82,000 years ago. They confirm evidence of similar ornaments from other less well dated sites in North Africa and adjacent areas of southwest Asia. The shells are of the same genus as shell beads from slightly younger levels at Blombos Cave in South Africa. Wear patterns on the shells imply that some of them were suspended, and, as at Blombos, they were covered in red ochre. These findings imply an early distribution of bead …",Abdeljalil Bouzouggar and Nick Barton and Marian Vanhaeren and Francesco d'Errico and Simon Collcutt and Tom Higham and Edward Hodge and Simon Parfitt and Edward Rhodes and Jean-Luc Schwenninger and Chris Stringer and Elaine Turner and Steven Ward and Abdelkrim Moutmir and Abdelhamid Stambouli,594,5518900429823318145,Proceedings of the National Academy of Sciences,24,9964-9969,National Academy of Sciences,"82,000-year-old shell beads from North Africa and implications for the origins of modern human behavior",https://www.pnas.org/content/104/24/9964.short,104,2007,/scholar?cites=5518900429823318145,DYH72nQAAAAJ:UeHWp8X0CEIC
31005,"A modern human-like sequence of dental development, as a proxy for the pace of life history, is regarded as one of the diagnostic hallmarks of our own genus Homo 1, 2, 3. Brain size, age at first reproduction, lifespan and other life-history traits correlate tightly with dental development 4, 5, 6. Here we report differences in enamel growth that show the earliest fossils attributed to Homo do not resemble modern humans in their development. We used daily incremental markings in enamel to calculate rates of enamel formation in 13 fossil hominins and identified differences in this key determinant of tooth formation time. Neither australopiths nor fossils currently attributed to early Homo shared the slow trajectory of enamel growth typical of modern humans; rather, both resembled modern and fossil African apes. We then reconstructed tooth formation times in australopiths, in the∼ 1.5-Myr-old Homo erectus skeleton from …",Christopher Dean and Meave G Leakey and Donald Reid and Friedemann Schrenk and Gary T Schwartz and Christopher Stringer and Alan Walker,576,8764194089079931093,Nature,6864,628-631,Nature Publishing Group,Growth processes in teeth distinguish modern humans from Homo erectus and earlier hominins,https://www.nature.com/articles/414628a,414,2001,/scholar?cites=8764194089079931093,DYH72nQAAAAJ:g3aElNc5_aQC
31006,"Perforated marine gastropod shells at the western Asian site of Skhul and the North African site of Oued Djebbana indicate the early use of beads by modern humans in these regions. The remoteness of these sites from the seashore and a comparison of the shells to natural shell assemblages indicate deliberate selection and transport by humans for symbolic use. Elemental and chemical analyses of sediment matrix adhered to one Nassarius gibbosulus from Skhul indicate that the shell bead comes from a layer containing 10 human fossils and dating to 100,000 to 135,000 years ago, about 25,000 years earlier than previous evidence for personal decoration by modern humans in South Africa.",Marian Vanhaeren and Francesco d'Errico and Chris Stringer and Sarah L James and Jonathan A Todd and Henk K Mienis,555,13017477294210620789,Science,5781,1785-1788,American Association for the Advancement of Science,Middle Paleolithic shell beads in Israel and Algeria,https://science.sciencemag.org/content/312/5781/1785.abstract,312,2006,/scholar?cites=13017477294210620789,DYH72nQAAAAJ:zYLM7Y9cAGgC
31007,"From Christopher Stringer and Robin McKie's research we learn that we are a young species that rose like a phoenix from a crisis that threatened our survival and then conquered the world in a few millennia."" We emerged out of Africa,"" the authors contend,"" less than 100,000 years ago and replaced all other human populations."" Our genes betray this secret of common racial heritage; further, the apparent racial distinctions of modern humans that have given rise to centuries of prejudice and inequality are shown to be merely geographical variants. Drawing on impressive fossil and genetic evidence and writing in an exceptionally readable style, Christopher Stringer, the primary architect of the Out of Africa model, and science writer Robin McKie challenge a long-held assumption that our species evolved separately as different races with ancient genetic roots, reaching back two million years. Instead, the authors go beyond the incomplete fossil record to the nuclear genome,"" from the bones of the dead to the blood of the living,"" to tell the dramatic story of how our species thrived while others, including Neanderthals, died out. They argue persuasively that though modern humans may not always look alike, our biological constitutions are unvarying: An Eskimo and an Australian aborigine, a Chinese and a Swede-people worlds apart-are more alike than two gorillas from the same forest. It is the same DNA lineage that points unmistakably to a common ancestor whose offspring evolved into Homo sapiens shortly before the African exodus. By revealing the fount of all humanity while also exposing one of the most important and bitter debates in …",Chris Stringer and Robin McKie,551,12667838499402072354,,,,Macmillan,African exodus: The origins of modern humanity,http://scholar.google.com/scholar?cluster=12667838499402072354&hl=en&oi=scholarr,,1998,/scholar?cites=12667838499402072354,DYH72nQAAAAJ:d1gkVwhDpl0C
31008,"The late survival of archaic hominin populations and their long contemporaneity with modern humans is now clear for southeast Asia 1. In Europe the extinction of the Neanderthals, firmly associated with Mousterian technology, has received much attention, and evidence of their survival after 35 kyr bp has recently been put in doubt 2. Here we present data, based on a high-resolution record of human occupation from Gorham’s Cave, Gibraltar, that establish the survival of a population of Neanderthals to 28 kyr bp. These Neanderthals survived in the southernmost point of Europe, within a particular physiographic context, and are the last currently recorded anywhere. Our results show that the Neanderthals survived in isolated refuges well after the arrival of modern humans in Europe.",Clive Finlayson and Francisco Giles Pacheco and Joaquín Rodríguez-Vidal and Darren A Fa and José María Gutierrez López and Antonio Santiago Pérez and Geraldine Finlayson and Ethel Allue and Javier Baena Preysler and Isabel Cáceres and José S Carrión and Yolanda Fernández Jalvo and Christopher P Gleed-Owen and Francisco J Jimenez Espejo and Pilar López and José Antonio López Sáez and José Antonio Riquelme Cantal and Antonio Sánchez Marco and Francisco Giles Guzman and Kimberly Brown and Noemí Fuentes and Claire A Valarino and Antonio Villalpando and Christopher B Stringer and Francisca Martinez Ruiz and Tatsuhiko Sakamoto,492,15867272338843329072,Nature,7113,850-853,Nature Publishing Group,Late survival of Neanderthals at the southernmost extreme of Europe,https://www.nature.com/articles/nature05195,443,2006,/scholar?cites=15867272338843329072,DYH72nQAAAAJ:gsN89kCJA0AC
31009,"Recent research in Europe, Africa, and Southeast Asia suggests that we can no longer assume a direct and exclusive link between anatomically modern humans and behavioral modernity (the ‘human revolution’), and assume that the presence of either one implies the presence of the other: discussions of the emergence of cultural complexity have to proceed with greater scrutiny of the evidence on a site-by-site basis to establish secure associations between the archaeology present there and the hominins who created it. This paper presents one such case study: Niah Cave in Sarawak on the island of Borneo, famous for the discovery in 1958 in the West Mouth of the Great Cave of a modern human skull, the ‘Deep Skull,’ controversially associated with radiocarbon dates of ca. 40,000 years before the present. A new chronostratigraphy has been developed through a re-investigation of the lithostratigraphy left by the …",Graeme Barker and Huw Barton and Michael Bird and Patrick Daly and Ipoi Datan and Alan Dykes and Lucy Farr and David Gilbertson and Barbara Harrisson and Chris Hunt and Tom Higham and Lisa Kealhofer and John Krigbaum and Helen Lewis and Sue McLaren and Victor Paz and Alistair Pike and Phil Piper and Brian Pyatt and Ryan Rabett and Tim Reynolds and Jim Rose and Garry Rushworth and Mark Stephens and Chris Stringer and Jill Thompson and Chris Turney,419,17325969998945545569,Journal of human evolution,3,243-261,Academic Press,"The ‘human revolution’in lowland tropical Southeast Asia: the antiquity and behavior of anatomically modern humans at Niah Cave (Sarawak, Borneo)",https://www.sciencedirect.com/science/article/pii/S0047248406001801,52,2007,/scholar?cites=17325969998945545569,DYH72nQAAAAJ:YsMSGLbcyi4C
31010,"Remarkable changes have been seen recently in our perceptions about the origin and early evolution of anatomically modern Homo supiens (hereafter Homo sapiens or modern humans). Some of this change is the result of new approaches to the study of the palaeontological record, some to fossil discoveries, some to new genetic research on modern samples, and some to the development and application of dating techniques. These can for the first time cover the critical time zone of the later middle and early late Pleistocene where radiocarbon dating is inapplicable or of dubious value. This review examines the role of electron spin resonance (ESR) dating of tooth enamel, which, together with the related technique of thermoluminescence (TL) dating of burnt flint, has made the greatest single impact on chronologies. These techniques have demonstrated that the extensive early modern skeletal sample from Qafzeh Cave (Israel) is apparently; at about 90 to 120 ka, more than twice as old as many workers expected. The clear implication of these determinations is that Neanderthals and early modern humans were indeed separate and parallel evolutionary lineages, rather than ancestors and descendants. The repercussions of these results are still being felt. However, the age estimates are not yet universally accepted, with intimations that the dates cannot be verified independently and might be inaccurate (Trinkaus, in Bower 1988), are ‘still experimental’(Trinkaus 1991) or might ‘not stand the test of time’(Wolpoff 1989a, 104).In this review of ESR dating and recent human evolution, we introduce the ESR technique and discuss its particular …",Rainer Grün and Christopher B Stringer,391,18416306360593119456,Archaeometry,2,153-199,Blackwell Publishing Ltd,Electron spin resonance dating and the evolution of modern humans,http://in-africa.org/wp-content/uploads/2012/12/Grun-R-Stringer-1991-Archaeometry-ESR_AMH-origins.pdf,33,1991,/scholar?cites=18416306360593119456,DYH72nQAAAAJ:tYavs44e6CUC
