id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
332000,"We demonstrate the transfer of information encoded as orbital angular momentum (OAM) states of a light beam. The transmitter and receiver units are based on spatial light modulators, which prepare or measure a laser beam in one of eight pure OAM states. We show that the information encoded in this way is resistant to eavesdropping in the sense that any attempt to sample the beam away from its axis will be subject to an angular restriction and a lateral offset, both of which result in inherent uncertainty in the measurement. This gives an experimental insight into the effects of aperturing and misalignment of the beam on the OAM measurement and demonstrates the uncertainty relationship for OAM.",Graham Gibson and Johannes Courtial and Miles J Padgett and Mikhail Vasnetsov and Valeriy Pas’ko and Stephen M Barnett and Sonja Franke-Arnold,2218,16863530553043070809,Optics express,22,5448-5456,Optical Society of America,Free-space information transfer using light beams carrying orbital angular momentum,https://www.osapublishing.org/abstract.cfm?id=81642.,12,2004,/scholar?cites=16863530553043070809,IknEOyAAAAAJ:2osOgNQ5qMEC
332001,,PM Radmore and SM Barnett,1278,18346823396900142955,,,,Oxford University Press,Methods in theoretical quantum optics,http://scholar.google.com/scholar?cluster=615765966981852857&hl=en&oi=scholarr,,1997,/scholar?cites=18346823396900142955,IknEOyAAAAAJ:hGdtkIFZdKAC
332002,"The usual mathematical model of the single-mode electromagnetic field is the harmonic oscillator with an infinite-dimensional state space, which unfortunately cannot accommodate the existence of a Hermitian phase operator. Recently we indicated that this difficulty may be circumvented by using an alternative, and physically indistinguishable, mathematical model of the single-mode field involving a finite but arbitrarily large state space, the dimension of which is allowed to tend to infinity after physically measurable results, such as expectation values, are calculated. In this paper we investigate the properties of a Hermitian phase operator which follows directly and uniquely from the form of the phase states in this space and find them to be well behaved. The phase-number commutator is not subject to the difficulties inherent in Dirac’s original commutator, but still preserves the commutator–Poisson-bracket …",DT Pegg and SMf Barnett,1040,17347360138838160157,Physical Review A,4,1665,American Physical Society,Phase properties of the quantized single-mode electromagnetic field,https://journals.aps.org/pra/abstract/10.1103/PhysRevA.39.1665,39,1989,/scholar?cites=17347360138838160157,IknEOyAAAAAJ:u5HHmVD_uO8C
332003,"We propose an interferometric method for measuring the orbital angular momentum of single photons. We demonstrate its viability by sorting four different orbital angular momentum states, and are thus able to encode two bits of information on a single photon. This new approach has implications for entanglement experiments, quantum cryptography and high density information transfer.",Jonathan Leach and Miles J Padgett and Stephen M Barnett and Sonja Franke-Arnold and Johannes Courtial,1015,10446598842010141300,Physical review letters,25,257901,American Physical Society,Measuring the orbital angular momentum of a single photon,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.88.257901,88,2002,/scholar?cites=10446598842010141300,IknEOyAAAAAJ:UeHWp8X0CEIC
332004,"Spin angular momentum of photons and the associated polarization of light has been known for many years. However, it is only over the last decade or so that physically realizable laboratory light beams have been used to study the orbital angular momentum of light. In many respects, orbital and spin angular momentum behave in a similar manner, but they differ significantly in others. In particular, orbital angular momentum offers exciting new possibilities with respect to the optical manipulation of matter and to the study of the entanglement of photons. Bringing together 44 landmark papers, Optical Angular Momentum offers the first comprehensive overview of the subject as it has developed. It chronicles the first decade of this important subject and gives a definitive statement of the current status of all aspects of optical angular momentum. In each chapter the editors include a concise introduction, putting the selected papers into context and outlining the key articles associated with this aspect of the subject.",Les Allen and Stephen M Barnett and Miles J Padgett,988,7021512795646829128,,,,Taylor & Francis Group,Optical angular momentum,http://books.google.com/books?hl=en&lr=&id=Vf32PZXJ2gMC&oi=fnd&pg=PP13&dq=info:SKJjoq9scWEJ:scholar.google.com&ots=tLwh1qkYGh&sig=JJ_4h6Frdg-V7h_W1RXsyGyTioM,,2003,/scholar?cites=7021512795646829128,IknEOyAAAAAJ:9yKSN-GCB0IC
332005,The difficulties in formulating a natural and simple operator description of the phase of a quantum oscillator or single-mode electromagnetic field have been known for some time. We present a unitary phase operator whose eigenstates are well-defined phase states and whose properties coincide with those normally associated with a phase. The corresponding phase eigenvalues form only a dense subset of the real numbers. A natural extension to the definition of a time-measurement operator yields a corresponding countable infinity of eigenvalues.,DT Pegg and SM Barnett,738,7698188682089546162,EPL (Europhysics Letters),6,483,IOP Publishing,Unitary phase operator in quantum mechanics,https://iopscience.iop.org/article/10.1209/0295-5075/6/6/002/meta,6,1988,/scholar?cites=7698188682089546162,IknEOyAAAAAJ:d1gkVwhDpl0C
332006,"It has long been believed that no Hermitian optical phase operator exists. However, such an operator can be constructed from the phase states. We demonstrate that its properties are precisely in accord with the results of semiclassical and phenomenological approaches when such approximate methods are valid. We find that the number-phase commutator differs from that originally postulated by Dirac. This difference allows the consistent use of the commutator for inherently quantum states. It also leads to the correct periodic phase behaviour of the Poisson bracket in the classical regime.",SM Barnett and DT Pegg,635,11502657214134462727,Journal of Modern Optics,1,7-19,Taylor & Francis Group,On the Hermitian optical phase operator,https://www.tandfonline.com/doi/abs/10.1080/09500348914550021,36,1989,/scholar?cites=11502657214134462727,IknEOyAAAAAJ:qjMakFHDy7sC
332007,"We present a fully canonical quantization scheme for the electromagnetic field in dispersive and lossy linear dielectrics. This scheme is based on a microscopic model, in which the medium is represented by a collection of interacting matter fields. We calculate the exact eigenoperators for the coupled system and express the electromagnetic field operators in terms of them. The dielectric constant of the medium is explicitly derived and is shown to satisfy the Kramers-Kronig relations. We apply these results to treat the propagation of light in dielectrics and obtain simple expressions for the electromagnetic field in the medium in terms of space-dependent creation and annihilation operators. These operators satisfy a set of equal-space commutation relations and obey spatial Langevin equations of evolution. This justifies the use of such operators in phenomenological models in quantum optics. We also obtain two …",Bruno Huttner and Stephen M Barnett,626,2821279140164857747,Physical Review A,7,4306,American Physical Society,Quantization of the electromagnetic field in dielectrics,https://journals.aps.org/pra/abstract/10.1103/PhysRevA.46.4306,46,1992,/scholar?cites=2821279140164857747,IknEOyAAAAAJ:IjCSPb-OGe4C
332008,"The linear Doppler shift is widely used to infer the velocity of approaching objects, but this shift does not detect rotation. By analyzing the orbital angular momentum of the light scattered from a spinning object, we observed a frequency shift proportional to product of the rotation frequency of the object and the orbital angular momentum of the light. This rotational frequency shift was still present when the angular momentum vector was parallel to the observation direction. The multiplicative enhancement of the frequency shift may have applications for the remote detection of rotating bodies in both terrestrial and astronomical settings.",Martin PJ Lavery and Fiona C Speirits and Stephen M Barnett and Miles J Padgett,478,553642189164971493,Science,6145,537-540,American Association for the Advancement of Science,Detection of a spinning object using light’s orbital angular momentum,https://science.sciencemag.org/content/341/6145/537.abstract,341,2013,/scholar?cites=553642189164971493,IknEOyAAAAAJ:37UQlXuwjP4C
332009,"Entanglement of the properties of two separated particles constitutes a fundamental signature of quantum mechanics and is a key resource for quantum information science. We demonstrate strong Einstein, Podolsky, and Rosen correlations between the angular position and orbital angular momentum of two photons created by the nonlinear optical process of spontaneous parametric down-conversion. The discrete nature of orbital angular momentum and the continuous but periodic nature of angular position give rise to a special sort of entanglement between these two variables. The resulting correlations are found to be an order of magnitude stronger than those allowed by the uncertainty principle for independent (nonentangled) particles. Our results suggest that angular position and orbital angular momentum may find important applications in quantum information science.",Jonathan Leach and Barry Jack and Jacqui Romero and Anand K Jha and Alison M Yao and Sonja Franke-Arnold and David G Ireland and Robert W Boyd and Stephen M Barnett and Miles J Padgett,453,12094039039089940558,Science,5992,662-665,American Association for the Advancement of Science,Quantum correlations in optical angle–orbital angular momentum variables,https://science.sciencemag.org/content/329/5992/662.abstract,329,2010,/scholar?cites=12094039039089940558,IknEOyAAAAAJ:iH-uZ7U-co4C
