id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
24000,"The advent of software agents gave rise to much discussion of just what such an agent is, and of how they differ from programs in general. Here we propose a formal definition of an autonomous agent which clearly distinguishes a software agent from just any program. We also offer the beginnings of a natural kinds taxonomy of autonomous agents, and discuss possibilities for further classification. Finally, we discuss subagents and multiagent systems.",Stan Franklin and Art Graesser,4145,5541398547838635046,,,21-35,"Springer, Berlin, Heidelberg","Is it an Agent, or just a Program?: A Taxonomy for Autonomous Agents",https://link.springer.com/chapter/10.1007/BFb0013570,,1996,/scholar?cites=5541398547838635046,SA-2DGsAAAAJ:wSy_KLzO7YEC
24001,"The authors describe a constructionist theory that accounts for the knowledge-based inferences that are constructed when readers comprehend narrative text. Readers potentially generate a rich variety of inferences when they construct a referential situation model of what the text is about. The proposed constructionist theory specifies that some, but not all, of this information is constructed under most conditions of comprehension. The distinctive assumptions of the constructionist theory embrace a principle of search (or effort) after meaning. According to this principle, readers attempt to construct a meaning representation that addresses the reader's goals, that is coherent at both local and global levels, and that explains why actions, events, and states are mentioned in the text. This study reviews empirical evidence that addresses this theory and contrasts it with alternative theoretical frameworks.",Arthur Graesser and Tom Singer and Murray and & Trabasso,4105,6366778108975805390,"Psychological Review,",,371-395,APA,Constructing inferences during narrative text comprehension,https://psycnet.apa.org/doiLanding?doi=10.1037/0033-295X.101.3.371,101,1994,/scholar?cites=6366778108975805390,SA-2DGsAAAAJ:UarirCmVI0EC
24002,"Advances in computational linguistics and discourse processing have made it possible to automate many language- and text-processing mechanisms. We have developed a computer tool called Coh-Metrix, which analyzes texts on over 200 measures of cohesion, language, and readability. Its modules use lexicons, part-of-speech classifiers, syntactic parsers, templates, corpora, latent semantic analysis, and other components that are widely used in computational linguistics. After the user enters an English text, Coh-Metrix returns measures requested by the user. In addition, a facility allows the user to store the results of these analyses in data files (such as Text, Excel, and SPSS). Standard text readability formulas scale texts on difficulty by relying on word length and sentence length, whereas Coh-Metrix is sensitive to cohesion relations, world knowledge, and language and discourse characteristics.",Arthur C Graesser and Danielle S McNamara and Max M Louwerse and Zhiqiang Cai,1526,2545824030413579184,"Behavior research methods, instruments, & computers",2,193-202,Springer-Verlag,Coh-Metrix: Analysis of text on cohesion and language,https://link.springer.com/article/10.3758/BF03195564,36,2004,/scholar?cites=2545824030413579184,SA-2DGsAAAAJ:2osOgNQ5qMEC
24003,"Whereas it is well documented that student question asking is infrequent in classroom environments, there is little research on questioning processes during tutoring. The present study investigated the questions asked in tutoring sessions on research methods (college students) and algebra (7th graders). Student questions were approximately 240 times as frequent in tutoring settings as classroom settings, whereas tutor questions were only slightly more frequent than teacher questions. Questions were classified by (a) degree of specification, (b) content, and (c) question-generation mechanism to analyze their quality. Student achievement was positively correlated with the quality of student questions after students had some experience with tutoring, but the frequency of questions was not correlated with achievement. Students partially self-regulated their learning by identifying knowledge deficits and asking …",Arthur C Graesser and Natalie K Person,1301,1745731556136364787,American educational research journal,1,104-137,Sage Publications,Question asking during tutoring,https://journals.sagepub.com/doi/abs/10.3102/00028312031001104,31,1994,/scholar?cites=1745731556136364787,SA-2DGsAAAAJ:9yKSN-GCB0IC
24004,"In this article, we propose and test a model of how readers construct representations of the situations described in simple narratives the event-indexing model According to the event-indexing model, events are the focal points of situations conveyed in narratives and are connected in memory along five dimensions time, space, protagonist, causality, and intentionality The results of a verb-clustering task provide strong support for the event-indexing model",Rolf A Zwaan and Mark C Langston and Arthur C Graesser,1157,8195196506563566286,Psychological science,5,292-297,SAGE Publications,The construction of situation models in narrative comprehension: An event-indexing model,https://journals.sagepub.com/doi/abs/10.1111/j.1467-9280.1995.tb00513.x,6,1995,/scholar?cites=8195196506563566286,SA-2DGsAAAAJ:UeHWp8X0CEIC
24005,"When individuals read or listen to prose they try to understand what it means. This is quite obvious. However, the cognitive mechanisms that participate in prose comprehension are far from obvious. Even simple stories involve com plexities that have stymied many cognitive scientists. Why is prose comprehen sion so difficult to study? Perhaps because comprehension is guided by so many domains of knowledge. Perhaps because some critical mysteries of prose comprehension reside between the lines-in the mind of the comprehender. Ten years ago very few psychologists were willing to dig beyond the surface of explicit code in their studies of discourse processing. Tacit knowledge, world knowledge, inferences, and expectations were slippery notions that experimental psychologists managed to circumvent rather than understand. In many scientific circles it was taboo to investigate mechanisms and phenomena that are not directly governed by the physical stimulus. Fortunately, times have changed. Cognitive scientists are now vigorously exploring the puzzles of comprehension that lie beyond the word. The study of discourse processing is currently growing at a frenetic pace.",Arthur C Graesser,1007,9114222901981766238,,,,Springer Science & Business Media,Prose comprehension beyond the word,http://books.google.com/books?hl=en&lr=&id=X2XdBwAAQBAJ&oi=fnd&pg=PA1&dq=info:XmJarHA5fH4J:scholar.google.com&ots=etI8o7DkwI&sig=-W5AEDR5ETZq6z8sR5IIwn9KshY,,2013,/scholar?cites=9114222901981766238,SA-2DGsAAAAJ:8RAEygVn5_EC
24006,"Several factors potentially influence the extent to which readers form a coherent mental representation during story comprehension. The main factors are argument overlap (ie, connections between text constituents) and situational continuity (ie, connections between the components of the referential situation model). The authors distinguished 3 dimensions of situational continuity: temporal, spatial, and causal continuity. Results of 2 reading-time studies involving naturalistic stories suggest that readers simultaneously monitor multiple dimensions of the situation model (particularly temporality and causality) under a normal reading instruction. In addition, the construction of a situation model does not critically depend on the presence or absence of argument overlap.",Rolf A Zwaan and Joseph P Magliano and Arthur C Graesser,858,11355256873734149053,"Journal of experimental psychology: Learning, memory, and cognition",2,386,American Psychological Association,Dimensions of situation model construction in narrative comprehension.,https://psycnet.apa.org/doiLanding?doi=10.1037/0278-7393.21.2.386,21,1995,/scholar?cites=11355256873734149053,SA-2DGsAAAAJ:zYLM7Y9cAGgC
24007,"Naturalistic one‐to‐one tutoring is more effective than traditional classroom teaching methods, but there have been few attempts to examine the features of normal tutoring that might explain its advantage. This project explored dialogue patterns in two samples of naturalistic tutoring with normal unskilled tutors (as opposed to expert tutors): graduate students tutoring undergraduates in research methods and high school students tutoring 7th graders in algebra. We analysed the extent to which those tutoring protocols manifested components that have been emphasized in contemporary pedagogical theories and intelligent tutoring systems: active student learning, sophisticated pedagogical strategies, specific examples and cases, collaborative problem solving and question answering, deep explanatory reasoning, convergance toward shared meanings, feedback, error diagnosis and remediation, and affect. The …",Arthur C Graesser and Natalie K Person and Joseph P Magliano,770,12082390904473420270,Applied cognitive psychology,6,495-522,"John Wiley & Sons, Ltd",Collaborative dialogue patterns in naturalistic one‐to‐one tutoring,https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.2350090604,9,1995,/scholar?cites=12082390904473420270,SA-2DGsAAAAJ:qjMakFHDy7sC
24008,"We study the incidence (rate of occurrence), persistence (rate of reoccurrence immediately after occurrence), and impact (effect on behavior) of students’ cognitive–affective states during their use of three different computer-based learning environments. Students’ cognitive–affective states are studied using different populations (Philippines, USA), different methods (quantitative field observation, self-report), and different types of learning environments (dialogue tutor, problem-solving game, and problem-solving-based Intelligent Tutoring System). By varying the studies along these multiple factors, we can have greater confidence that findings which generalize across studies are robust. The incidence, persistence, and impact of boredom, frustration, confusion, engaged concentration, delight, and surprise were compared. We found that boredom was very persistent across learning environments and was associated …",Ryan SJd Baker and Sidney K D'Mello and Ma Mercedes T Rodrigo and Arthur C Graesser,744,7980101404066251348,International Journal of Human-Computer Studies,4,223-241,Academic Press,"Better to be frustrated than bored: The incidence, persistence, and impact of learners’ cognitive–affective states during interactions with three different computer-based …",https://www.sciencedirect.com/science/article/pii/S1071581909001797,68,2010,/scholar?cites=7980101404066251348,SA-2DGsAAAAJ:L8Ckcad2t8MC
24009,"This volume presents the most current perspectives on the role of metacognition in diverse educationally relevant domains. The purpose is to examine the ways in which theoretical investigations of metacognition have recently produced a strong focus on educational practice. The book is organized around four general themes relevant to education: metacognition and problem solving, metacognition and verbal comprehension, metacognition and the education of nontraditional populations, and metacognition and studentship. Chapter authors review current literature as it applies to their chapter topic; discuss theoretical implications and suggestions for future research; and provide educational applications. Each chapter describes testable theory and provides examples of how theory can be applied to the classroom. The volume will have wide appeal to researchers and students concerned with the scientific investigation of metacognition, and to practitioners concerned with the cultivation of learning and achievement in their students. The unique contribution of this book to the literature on metacognition is its presentation of the most current research examining specific theoretical aspects of metacognition in domains directly relevant to education. This is especially valuable for the many researchers and practitioners who subscribe to the concept that by fostering metacognitive processes during instruction, more durable and transferable learning can be achieved.",Douglas J Hacker and John Dunlosky and Arthur C Graesser,738,1918521188477022720,,,,Routledge,Metacognition in educational theory and practice,http://books.google.com/books?hl=en&lr=&id=EzWRAgAAQBAJ&oi=fnd&pg=PP1&dq=info:ALI7Ldv0nxoJ:scholar.google.com&ots=lxzg3yCw6A&sig=7ZipYYynslPe7FUtCeubmtI2P7U,,1998,/scholar?cites=1918521188477022720,SA-2DGsAAAAJ:YsMSGLbcyi4C
