id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
16000,"This article considers the role of the hippocampus in memory function. A central thesis is that work with rats, monkeys, and humans—which has sometimes seemed to proceed independently in 3 separate literatures—is now largely in agreement about the function of the hippocampus and related structures. A biological perspective is presented, which proposes multiple memory systems with different functions and distinct anatomical organizations. The hippocampus (together with anatomically related structures) is essential for a specific kind of memory, here termed declarative memory (similar terms include explicit and relational). Declarative memory is contrasted with a heterogeneous collection of nondeclarative (implicit) memory abilities that do not require the hippocampus (skills and habits, simple conditioning, and the phenomenon of priming). The hippocampus is needed temporarily to bind together distributed …",Larry R Squire,6558,11106234551712909050,Psychological review,2,195,American Psychological Association,"Memory and the hippocampus: a synthesis from findings with rats, monkeys, and humans.",https://psycnet.apa.org/doiLanding?doi=10.1037/0033-295X.99.2.195,99,1992,/scholar?cites=11106234551712909050,Un_yatgAAAAJ:j5aT6aphRxQC
16001,"Written by a leading neuropsychologist, this authoritative volume draws on recent work in psychology and neuroscience to provide a coherent, contemporary account of how memory is organized in the brain. It begins with the synapse and proceeds to a review of the function and structure of neural systems and the organization of cognition. Throughout the book the author takes care to place current research in historical perspective and to identify major ideas and themes that have emerged in recent years so as to provide a solid foundation for future work. The book is amply illustrated and contains a useful glossary. Aimed to psychologists and neuroscientists desiring an account of memory informed equally by cognitive and neurobiological insights, this book will also be of use to advanced undergraduate and graduate students.(PsycINFO Database Record (c) 2016 APA, all rights reserved)",Larry R Squire,3835,9674227053660693927,,,,Oxford University Press,Memory and brain.,https://psycnet.apa.org/record/1987-97599-000,,1987,/scholar?cites=9674227053660693927,Un_yatgAAAAJ:IsPWOBWtZBwC
16002,"Studies of human amnesia and studies of an animal model of human amnesia in the monkey have identified the anatomical components of the brain system for memory in the medial temporal lobe and have illuminated its function. This neural system consists of the hippocampus and adjacent, anatomically related cortex, including entorhinal, perirhinal, and parahippocampal cortices. These structures, presumably by virtue of their widespread and reciprocal connections with neocortex, are essential for establishing long-term memory for facts and events (declarative memory). The medial temporal lobe memory system is needed to bind together the distributed storage sites in neocortex that represent a whole memory. However, the role of this system is only temporary. As time passes after learning, memory stored in neocortex gradually becomes independent of medial temporal lobe structures.",Larry R Squire and Stuart Zola-Morgan,3807,7517173505461322267,Science,5026,1380-1386,American Association for the Advancement of Science,The medial temporal lobe memory system,https://science.sciencemag.org/content/253/5026/1380.abstract,253,1991,/scholar?cites=7517173505461322267,Un_yatgAAAAJ:EsEWqaRxkBgC
16003,"Memory. There may be nothing more important to human beings than our ability to enshrine experience and recall it. While philosophers and poets have elevated memory to an almost mystical level, psychologists have struggled to demystify it. Now, according to Daniel Schacter, one of the most distinguished memory researchers, the mysteries of memory are finally yielding to dramatic, even revolutionary, scientific breakthroughs. Schacter explains how and why it may change our understanding of everything from false memory to Alzheimer's disease, from recovered memory to amnesia with fascinating firsthand accounts of patients with striking—and sometimes bizarre—amnesias resulting from brain injury or psychological trauma.",Daniel L Schacter,3216,14614557855475504203,,,,Basic Books,"Searching for memory: The brain, the mind, and the past",http://scholar.google.com/scholar?cluster=14614557855475504203&hl=en&oi=scholarr,,2008,/scholar?cites=14614557855475504203,Un_yatgAAAAJ:QaSi33NTfwYC
16004,"Amnesic patients acquired a mirror-reading skill at a rate equivalent to that of matched control subjects and retained it for at least 3 months. The results indicate that the class of preserved learning skills in amnesia is broader than previously reported. Amnesia seems to spare information that is based on rules or procedures, as contrasted with information that is data-based or declarative--""knowing how rather than ""knowing that."" The results support the hypothesis that such a distinction is honored by the nervous system.",Neal J Cohen and Larry R Squire,3100,11436833608737795704,Science,4466,207-210,American Association for the Advancement of Science,Preserved learning and retention of pattern-analyzing skill in amnesia: Dissociation of knowing how and knowing that,https://science.sciencemag.org/content/210/4466/207.abstract,210,1980,/scholar?cites=11436833608737795704,Un_yatgAAAAJ:Oo1CbQkBAzEC
16005,"The medial temporal lobe includes a system of anatomically related structures that are essential for declarative memory (conscious memory for facts and events). The system consists of the hippocampal region (CA fields, dentate gyrus, and subicular complex) and the adjacent perirhinal, entorhinal, and parahippocampal cortices. Here, we review findings from humans, monkeys, and rodents that illuminate the function of these structures. Our analysis draws on studies of human memory impairment and animal models of memory impairment, as well as neurophysiological and neuroimaging data, to show that this system (a) is principally concerned with memory, (b) operates with neocortex to establish and maintain long-term memory, and (c) ultimately, through a process of consolidation, becomes independent of long-term memory, though questions remain about the role of perirhinal and …",Larry R Squire and Craig EL Stark and Robert E Clark,2834,367909121902689041,,,279-306,Annual Reviews,The medial temporal lobe,https://www.annualreviews.org/doi/abs/10.1146/annurev.neuro.27.070203.144130,27,2004,/scholar?cites=367909121902689041,Un_yatgAAAAJ:65Yg0jNCQDAC
16006,"During the past 100 years clinical studies of amnesia have linked memory impairment to damage of the hippocampus. Yet the damage in these cases has not usually been confined to the hippocampus, and the status of memory functions has often been based on incomplete neuropsychological information. Thus, the human cases have until now left some uncertainty as to whether lesions limited to the hippocampus are sufficient to cause amnesia. Here we report a case of amnesia in a patient (R.B.) who developed memory impairment following an ischemic episode. During the 5 years until his death, R.B. exhibited marked anterograde amnesia, little if any retrograde amnesia, and showed no signs of cognitive impairment other than memory. Thorough histological examination revealed a circumscribed bilateral lesion involving the entire CA1 field of the hippocampus. Minor pathology was found elsewhere in the …",Stuart Zola-Morgan and Larry R Squire and David G Amaral,2415,17518896994899410840,Journal of Neuroscience,10,2950-2967,Society for Neuroscience,Human amnesia and the medial temporal region: enduring memory impairment following a bilateral lesion limited to field CA1 of the hippocampus,https://www.jneurosci.org/content/6/10/2950.short,6,1986,/scholar?cites=17518896994899410840,Un_yatgAAAAJ:1paMEeroeoQC
16007,"The idea that memory is composed of distinct systems has a long history but became a topic of experimental inquiry only after the middle of the 20th century. Beginning about 1980, evidence from normal subjects, amnesic patients, and experimental animals converged on the view that a fundamental distinction could be drawn between a kind of memory that is accessible to conscious recollection and another kind that is not. Subsequent work shifted thinking beyond dichotomies to a view, grounded in biology, that memory is composed of multiple separate systems supported, for example, by the hippocampus and related structures, the amygdala, the neostriatum, and the cerebellum. This article traces the development of these ideas and provides a current perspective on how these brain systems operate to support behavior.",Larry R Squire,2348,1911185608834162002,Neurobiology of learning and memory,3,171-177,Academic Press,Memory systems of the brain: a brief history and current perspective,https://www.sciencedirect.com/science/article/pii/S1074742704000735,82,2004,/scholar?cites=1911185608834162002,Un_yatgAAAAJ:ghEM2AJqZyQC
16008,"Amnesic patients and nondemented patients with Parkinson9s disease were given a probabilistic classification task in which they learned which of two outcomes would occur on each trial, given the particular combination of cues that appeared. Amnesic patients exhibited normal learning of the task but had severely impaired declarative memory for the training episode. In contrast, patients with Parkinson9s disease failed to learn the probabilistic classification task, despite having intact memory for the training episode. This double dissociation shows that the limbic-diencephalic regions damaged in amnesia and the neostriatum damaged in Parkinson9s disease support separate and parallel learning systems. In humans, the neostriatum (caudate nucleus and putamen) is essential for the gradual, incremental learning of associations that is characteristic of habit learning. The neostriatum is important not just for motor …",Barbara J Knowlton and Jennifer A Mangels and Larry R Squire,1876,3543532924395889203,Science,5280,1399-1402,American Association for the Advancement of Science,A neostriatal habit learning system in humans,https://science.sciencemag.org/content/273/5280/1399.abstract,273,1996,/scholar?cites=3543532924395889203,Un_yatgAAAAJ:SxCCDk4iOpsC
16009,"The topic of multiple forms of memory is considered from a biological point of view. Fact-and-event (declarative, explicit) memory is contrasted with a collection of non conscious (non-declarative, implicit) memory abilities including skills and habits, priming, and simple conditioning. Recent evidence is reviewed indicating that declarative and non declarative forms of memory have different operating characteristics and depend on separate brain systems. A brain-systems framework for understanding memory phenomena is developed in light of lesion studies involving rats, monkeys, and humans, as well as recent studies with normal humans using the divided visual field technique, event-related potentials, and positron emission tomography (PET).",Larry R Squire,1797,4584878964207088821,Journal of cognitive neuroscience,3,232-243,MIT press,Declarative and nondeclarative memory: Multiple brain systems supporting learning and memory,https://www.mitpressjournals.org/doi/abs/10.1162/jocn.1992.4.3.232,4,1992,/scholar?cites=4584878964207088821,Un_yatgAAAAJ:37UQlXuwjP4C
