id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
30000,"A comprehensive, but simple-to-use software package for executing a range of standard numerical analysis and operations used in quantitative paleontology has been developed. The program, called PAST (PAleontological STatistics), runs on standard Windows computers and is available free of charge. PAST integrates spreadsheet-type data entry with univariate and multivariate statistics, curve fitting, timeseries analysis, data plotting, and simple phylogenetic analysis. Many of the functions are specific to paleontology and ecology, and these functions are not found in standard, more extensive, statistical packages. PAST also includes fourteen case studies (data files and exercises) illustrating use of the program for paleontological problems, making it a complete educational package for courses in quantitative methods.",Øyvind Hammer and David AT Harper and Paul D Ryan,27666,4538936724623580915,Palaeontologia electronica,1,9,,PAST: Paleontological statistics software package for education and data analysis,https://paleo.carleton.ca/2001_1/past/past.pdf,4,2001,/scholar?cites=4538936724623580915,UCQw0TAAAAAJ:VOx2b1Wkg3QC
30001,,David G Gee and Brian Albert Sturt,416,10413189892427421863,,,,Wiley,The Caledonide orogen: Scandinavia and related areas,http://scholar.google.com/scholar?cluster=10413189892427421863&hl=en&oi=scholarr,2,1985,/scholar?cites=10413189892427421863,UCQw0TAAAAAJ:pXiCqeVOhFwC
30002,"Coesite-bearing eclogites in several deep crustal metamorphic assemblages now exposed in extensionally-collapsed orogens indicate the tectonic denudation of more than 90 km of crustal rocks and pre-collapsed crustal thicknesses of at least 120 km. For mountain ranges and orogenic plateaux up to 5 km in elevation and average crustal densities of about 2.8, crustal thickness cannot exceed about 80 km unless pre-shortening crustal/lithosphere thickness ratios were less than 0.135 or some way can be found to preferentially thicken the lithospheric mantle. This problem can be avoided and very thick orogenic crusts built up if granulite facies rocks transform to denser eclogite facies during shortening, where the petrographic Moho is continuously depressed below a density/seismic velocity Moho buffered at about 70 km and mountains at about 3 km. Advective thinning of the lithosphere combined with the …",JF Dewey and PD Ryan and TB Andersen,217,5787914795509238525,"Geological Society, London, Special Publications",1,325-343,Geological Society of London,"Orogenic uplift and collapse, crustal thickness, fabrics and metamorphic phase changes: the role of eclogites",https://sp.lyellcollection.org/content/76/1/325.short,76,1993,/scholar?cites=5787914795509238525,UCQw0TAAAAAJ:u-x6o8ySG0sC
30003,"The central role of the intestinal microbiota in the progression and, equally, prevention of metabolic dysfunction is becoming abundantly apparent. The symbiotic relationship between intestinal microbiota and host ensures appropriate development of the metabolic system in humans. However, disturbances in composition and, in turn, functionality of the intestinal microbiota can disrupt gut barrier function, a trip switch for metabolic endotoxemia. This low-grade chronic inflammation, brought about by the influx of inflammatory bacterial fragments into circulation through a malfunctioning gut barrier, has considerable knock-on effects for host adiposity and insulin resistance. Conversely, recent evidence suggests that there are certain bacterial species that may interact with host metabolism through metabolite-mediated stimulation of enteric hormones and other systems outside of the gastrointestinal tract, such as the …",Elaine Patterson and Paul M Ryan and John F Cryan and Timothy G Dinan and R Paul Ross and Gerald F Fitzgerald and Catherine Stanton,196,14354772778877700296,,1087,286-300,The Fellowship of Postgraduate Medicine,"Gut microbiota, obesity and diabetes",https://pmj.bmj.com/content/92/1087/286.short,92,2016,/scholar?cites=14354772778877700296,UCQw0TAAAAAJ:PbVfkCSoiPoC
30004,,Øy Hammer and DAT Harper and PD Ryan,157,5268121244806804258,,,,,"PAST-Paleontological Statistics, version 1.62",http://scholar.google.com/scholar?cluster=5268121244806804258&hl=en&oi=scholarr,,2007,/scholar?cites=5268121244806804258,UCQw0TAAAAAJ:SFOYbPikdlgC
30005,,O Hammer and DAT Harper and PD Ryan,140,2463464965947638543,URL: http://folk. uio. no/ohammer/past (Accessed 10 December 2012),,,,"PAST–paleontological statistics, version 2.17",http://scholar.google.com/scholar?cluster=2463464965947638543&hl=en&oi=scholarr,,2012,/scholar?cites=2463464965947638543,UCQw0TAAAAAJ:USX2HHcnDqcC
30006,"The South Mayo Trough, a broad synclinorium containing a 10‐km sequence of Early Ordovician turbidites passing up into shallow water sandstones, is interpreted as a forearc basin with an ophiolitic basement that formed a backstop to an accretionary prism on the northern edge of a north‐facing arc. The arc collided with the Laurentian margin in Early Llanvirn times to deform the Dalradian Supergroup rifted margin clastic sequence. Prior to the late Llandovery, sinistral transcurrent faulting transposed the Connemara Dalradian terrane to its present position on the “outboard” ocean ward side of the South Mayo Trough. The South Mayo Trough was fed principally by arc and ophiolite‐derived elastics during the Arenig with an increasing metamorphic component during the Llanvirn. The Late Ordovician transpressional “docking” of Connemara provided the southerly source for high‐grade metamorphic clasts in the …",John F Dewey and Paul D Ryan,134,455457556269562872,Tectonics,4,887-901,,"The Ordovician evolution of the South Mayo trough, western Ireland",https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/TC009i004p00887,9,1990,/scholar?cites=455457556269562872,UCQw0TAAAAAJ:d1gkVwhDpl0C
30007,"The human enteric microbiome represents a veritable organ relied upon by the host for a range of metabolic and homeostatic functions. Through the production of metabolites such as short chain fatty acids (SCFA), folate, vitamins B and K, lactic acid, bacteriocins, peroxides and exopolysaccharides, the bacteria of the gut microbiome provide nutritional components for colonocytes, liver and muscle cells, competitively exclude potential pathogenic organisms and modulate the hosts immune system. Due to the extensive variation in structure, size and composition, microbial exopolysaccharides represent a useful set of versatile natural ingredients for the food industrial sector, both in terms of their rheological properties and in many cases, their associated health benefits. The exopolysaccharide-producing bacteria that fall within the 35 Lactobacillus and five Bifidobacterium species which have achieved qualified …",PM Ryan and RP Ross and GF Fitzgerald and NM Caplice and C Stanton,124,16162012659850266279,Food & function,3,679-693,Royal Society of Chemistry,Sugar-coated: exopolysaccharide producing lactic acid bacteria for food and human health applications,https://pubs.rsc.org/en/content/articlehtml/2014/fo/c4fo00529e,6,2015,/scholar?cites=16162012659850266279,UCQw0TAAAAAJ:0aNKY9CYzMkC
30008,"The previous conflict between stratigraphical and geochronological evidence for the age of the Grampian orogeny in Scotland and Ireland has now been largely resolved. Dalradian deposition continued on the Laurentian margin through late Proterozoic into Ordovician time. The Grampian orogeny was a brief, arc-accretion event that took place around the Arenig-Llanvirn boundary, at about 470 Ma, an extension of the Taconic orogeny of the Appalachians. Exhumation of the orogen was rapid; Rb-Sr mica ages that have been taken to indicate pre-Ordovician orogeny and slow cooling are considered to be problematical.",NJ Soper and PD Ryan and JF Dewey,109,7067080895976156074,Journal of the Geological Society,6,1231-1236,Geological Society of London,Age of the Grampian orogeny in Scotland and Ireland,https://jgs.lyellcollection.org/content/156/6/1231.short,156,1999,/scholar?cites=7067080895976156074,UCQw0TAAAAAJ:9yKSN-GCB0IC
30009,"The use of Raman spectroscopy coupled with chemometrics for the rapid identification, characterization, and quality assessment of complex cell culture media components used for industrial mammalian cell culture was investigated. Raman spectroscopy offers significant advantages for the analysis of complex, aqueous‐based materials used in biotechnology because there is no need for sample preparation and water is a weak Raman scatterer. We demonstrate the efficacy of the method for the routine analysis of dilute aqueous solution of five different chemically defined (CD) commercial media components used in a Chinese Hamster Ovary (CHO) cell manufacturing process for recombinant proteins.The chemometric processing of the Raman spectral data is the key factor in developing robust methods. Here, we discuss the optimum methods for eliminating baseline drift, background fluctuations, and other …",Boyan Li and Paul W Ryan and Bryan H Ray and Kirk J Leister and Narayana MS Sirimuthu and Alan G Ryder,95,10001044914126027822,Biotechnology and bioengineering,2,290-301,"Wiley Subscription Services, Inc., A Wiley Company",Rapid characterization and quality control of complex cell culture media solutions using Raman spectroscopy and chemometrics,https://onlinelibrary.wiley.com/doi/abs/10.1002/bit.22813,107,2010,/scholar?cites=10001044914126027822,UCQw0TAAAAAJ:kkSDTGFLcmwC
