id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
18000,"The human genome holds an extraordinary trove of information about human development, physiology, medicine and evolution. Here we report the results of an international collaboration to produce and make freely available a draft sequence of the human genome. We also present an initial analysis of the data, describing some of the insights that can be gleaned from the sequence.",Eric S Lander and Lauren M Linton and Bruce Birren and Chad Nusbaum and Michael C Zody and Jennifer Baldwin and Keri Devon and Ken Dewar and Michael Doyle and William FitzHugh and Roel Funke and Diane Gage and Katrina Harris and Andrew Heaford and John Howland and Lisa Kann and Jessica Lehoczky and Rosie LeVine and Paul McEwan and Kevin McKernan and James Meldrim and Jill P Mesirov and Cher Miranda and William Morris and Jerome Naylor and Christina Raymond and Mark Rosetti and Ralph Santos and Andrew Sheridan and Carrie Sougnez and Nicole Stange-Thomann and Nikola Stojanovic and Aravind Subramanian and Dudley Wyman and Jane Rogers and John Sulston and Rachael Ainscough and Stephan Beck and David Bentley and John Burton and Christopher Clee and Nigel Carter and Alan Coulson and Rebecca Deadman and Panos Deloukas and Andrew Dunham and Ian Dunham and Richard Durbin and Lisa French and Darren Grafham and Simon Gregory and Tim Hubbard and Sean Humphray and Adrienne Hunt and Matthew Jones and Christine Lloyd and Amanda McMurray and Lucy Matthews and Simon Mercer and Sarah Milne and James C Mullikin and Andrew Mungall and Robert Plumb and Mark Ross and Ratna Shownkeen and Sarah Sims and Robert H Waterston and Richard K Wilson and LaDeana W Hillier and John D McPherson and Marco A Marra and Elaine R Mardis and Lucinda A Fulton and Asif T Chinwalla and Kymberlie H Pepin and Warren R Gish and Stephanie L Chissoe and Michael C Wendl and Kim D Delehaunty and Tracie L Miner and Andrew Delehaunty and Jason B Kramer and Lisa L Cook and Robert S Fulton and Douglas L Johnson and Patrick J Minx and Sandra W Clifton and Trevor Hawkins and Elbert Branscomb and Paul Predki and Paul Richardson and Sarah Wenning and Tom Slezak and Norman Doggett and Jan-Fang Cheng and Anne Olsen and Susan Lucas and Christopher Elkin and EC Uberbacher and Marvin Frazier and Richard A Gibbs and Donna M Muzny and Steven E Scherer and John B Bouck and Erica J Sodergren and Kim C Worley and Catherine M Rives and James H Gorrell and Michael L Metzker and Susan L Naylor and Raju S Kucherlapati and David L Nelson and George M Weinstock and Yoshiyuki Sakaki and Asao Fujiyama and Masahira Hattori and Tetsushi Yada and Atsushi Toyoda and Takehiko Itoh and Chiharu Kawagoe and Hidemi Watanabe and Yasushi Totoki and Todd Taylor and Jean Weissenbach and Roland Heilig and William Saurin and Francois Artiguenave and Philippe Brottier and Thomas Bruls and Eric Pelletier and Catherine Robert and Patrick Wincker and André Rosenthal and Matthias Platzer and Gerald Nyakatura and Stefan Taudien and Andreas Rump and HM Yang and J Yu and J Wang and GY Huang and J Gu and L Hood and L Rowen and A Madan and SZ Qin and RW Davis and NA Federspiel and AP Abola and MJ Proctor,25506,17222139229225893396,,,,Macmillan Publishers Ltd.,Initial sequencing and analysis of the human genome,https://deepblue.lib.umich.edu/handle/2027.42/62798,,2001,/scholar?cites=17222139229225893396,K_2RH6oAAAAJ:u5HHmVD_uO8C
18001,"The PRoteomics IDEntifications (PRIDE) database is one of the world-leading data repositories of mass spectrometry (MS)-based proteomics data. Since the beginning of 2014, PRIDE Archive (http://www.ebi.ac.uk/pride/archive/) is the new PRIDE archival system, replacing the original PRIDE database. Here we summarize the developments in PRIDE resources and related tools since the previous update manuscript in the Database Issue in 2013. PRIDE Archive constitutes a complete redevelopment of the original PRIDE, comprising a new storage backend, data submission system and web interface, among other components. PRIDE Archive supports the most-widely used PSI (Proteomics Standards Initiative) data standard formats (mzML and mzIdentML) and implements the data requirements and guidelines of the ProteomeXchange Consortium. The wide adoption of ProteomeXchange within the …",Juan Antonio Vizcaíno and Attila Csordas and Noemi Del-Toro and José A Dianes and Johannes Griss and Ilias Lavidas and Gerhard Mayer and Yasset Perez-Riverol and Florian Reisinger and Tobias Ternent and Qing-Wei Xu and Rui Wang and Henning Hermjakob,2965,18210177577620841301,Nucleic acids research,D1,D447-D456,Oxford University Press,2016 update of the PRIDE database and its related tools,https://academic.oup.com/nar/article-abstract/44/D1/D447/2502640,44,2016,/scholar?cites=18210177577620841301,K_2RH6oAAAAJ:2oMuTuaXnloC
18002,"There is a growing trend toward public dissemination of proteomics data, which is facilitating the assessment, reuse, comparative analyses and extraction of new findings from published data 1, 2. This process has been mainly driven by journal publication guidelines and funding agencies. However, there is a need for better integration of public repositories and coordinated sharing of all the pieces of information needed to represent a full mass spectrometry (MS)–based proteomics experiment. An editorial in your journal in 2009,'Credit where credit is overdue'3, exposed the situation in the proteomics field, where full data disclosure is still not common practice. Olsen and Mann 4 identified different levels of information in the typical experiment: from raw data and going through peptide identification and quantification, protein identifications and protein ratios and the resulting biological conclusions. All of these levels …",Juan A Vizcaíno and Eric W Deutsch and Rui Wang and Attila Csordas and Florian Reisinger and Daniel Rios and Jose A Dianes and Zhi Sun and Terry Farrah and Nuno Bandeira and Pierre-Alain Binz and Ioannis Xenarios and Martin Eisenacher and Gerhard Mayer and Laurent Gatto and Alex Campos and Robert J Chalkley and Hans-Joachim Kraus and Juan Pablo Albar and Salvador Martinez-Bartolome and Rolf Apweiler and Gilbert S Omenn and Lennart Martens and Andrew R Jones and Henning Hermjakob,2059,12114884311681221167,Nature biotechnology,3,223-226,Nature Publishing Group,ProteomeXchange provides globally coordinated proteomics data submission and dissemination,https://www.nature.com/articles/nbt.2839,32,2014,/scholar?cites=12114884311681221167,K_2RH6oAAAAJ:Ri6SYOTghG4C
18003,"The SWISS-PROT protein sequence data bank contains at present nearly 75 000 entries, almost two thirds of which include the potential N-glycosylation consensus sequence, or sequon, NXS/T (where X can be any amino acid but proline) and thus may be glycoproteins. The number of proteins filed as glycoproteins is however considerably smaller, 7942, of which 749 have been characterized with respect to the total number of their carbohydrate units and sites of attachment of the latter to the protein, as well as the nature of the carbohydrate-peptide linking group. Of these well characterized glycoproteins, about 90% carry either N-linked carbohydrate units alone or both N- and O-linked ones, attached at 1297 N-glycosylation sites (1.9 per glycoprotein molecule) and the rest are O-glycosylated only. Since the total number of sequons in the well characterized glycoproteins is 1968, their rate of occupancy is 2/3 …",Rolf Apweiler and Henning Hermjakob and Nathan Sharon,1990,5930905536138751953,Biochimica et Biophysica Acta (BBA)-General Subjects,1,4-8,Elsevier,"On the frequency of protein glycosylation, as deduced from analysis of the SWISS-PROT database",https://www.sciencedirect.com/science/article/pii/S0304416599001658,1473,1999,/scholar?cites=5930905536138751953,K_2RH6oAAAAJ:9yKSN-GCB0IC
18004,"             TRANSFAC, TRRD (Transcription Regulatory Region Database) and COMPEL are databases which store information about transcriptional regulation in eukaryotic cells. The three databases provide distinct views on the components involved in transcription: transcription factors and their binding sites and binding profiles (TRANSFAC), the regulatory hierarchy of whole genes (TRRD), and the structural and functional properties of composite elements (COMPEL). The quantitative and qualitative changes of all three databases and connected programs are described. The databases are accessible via WWW:             http://transfac.gbf.de/TRANSFAC              or              http://www.bionet.nsc.ru/TRRD",Thomas Heinemeyer and Edgar Wingender and Ingmar Reuter and Henning Hermjakob and Alexander E.  Kel and OV Kel and Elena V.  Ignatieva and Elena A.  Ananko and Olga A.  Podkolodnaya and FA Kolpakov and Nikolay L.  Podkolodny and Nikolay A.  Kolchanov,1723,337203730536988112,Nucleic acids research,1,362-367,Oxford University Press,"Databases on transcriptional regulation: TRANSFAC, TRRD and COMPEL",https://academic.oup.com/nar/article-abstract/26/1/362/2379442,26,1998,/scholar?cites=337203730536988112,K_2RH6oAAAAJ:u-x6o8ySG0sC
18005,"The PRoteomics IDEntifications (PRIDE, http://www.ebi.ac.uk/pride) database at the European Bioinformatics Institute is one of the most prominent data repositories of mass spectrometry (MS)-based proteomics data. Here, we summarize recent developments in the PRIDE database and related tools. First, we provide up-to-date statistics in data content, splitting the figures by groups of organisms and species, including peptide and protein identifications, and post-translational modifications. We then describe the tools that are part of the PRIDE submission pipeline, especially the recently developed PRIDE Converter 2 (new submission tool) and PRIDE Inspector (visualization and analysis tool). We also give an update about the integration of PRIDE with other MS proteomics resources in the context of the ProteomeXchange consortium. Finally, we briefly review the quality control efforts that are ongoing at present and …",Juan Antonio Vizcaíno and Richard G Côté and Attila Csordas and José A Dianes and Antonio Fabregat and Joseph M Foster and Johannes Griss and Emanuele Alpi and Melih Birim and Javier Contell and Gavin O’Kelly and Andreas Schoenegger and David Ovelleiro and Yasset Pérez-Riverol and Florian Reisinger and Daniel Ríos and Rui Wang and Henning Hermjakob,1696,13434372816822745310,Nucleic acids research,D1,D1063-D1069,Oxford University Press,The PRoteomics IDEntifications (PRIDE) database and associated tools: status in 2013,https://academic.oup.com/nar/article-abstract/41/D1/D1063/1072494,41,2012,/scholar?cites=13434372816822745310,K_2RH6oAAAAJ:j8SEvjWlNXcC
18006,"Reactome (http://www.reactome.org) is a manually curated open-source open-data resource of human pathways and reactions. The current version 46 describes 7088 human proteins (34% of the predicted human proteome), participating in 6744 reactions based on data extracted from 15 107 research publications with PubMed links. The Reactome Web site and analysis tool set have been completely redesigned to increase speed, flexibility and user friendliness. The data model has been extended to support annotation of disease processes due to infectious agents and to mutation.",David Croft and Antonio Fabregat Mundo and Robin Haw and Marija Milacic and Joel Weiser and Guanming Wu and Michael Caudy and Phani Garapati and Marc Gillespie and Maulik R Kamdar and Bijay Jassal and Steven Jupe and Lisa Matthews and Bruce May and Stanislav Palatnik and Karen Rothfels and Veronica Shamovsky and Heeyeon Song and Mark Williams and Ewan Birney and Henning Hermjakob and Lincoln Stein and Peter D'Eustachio,1487,14555659503797136102,Nucleic acids research,D1,D472-D477,Oxford University Press,The Reactome pathway knowledgebase,https://academic.oup.com/nar/article-abstract/42/D1/D472/1050109,42,2014,/scholar?cites=14555659503797136102,K_2RH6oAAAAJ:S16KYo8Pm5AC
18007,"The Reactome Knowledgebase (https://reactome.org) provides molecular details of signal transduction, transport, DNA replication, metabolism, and other cellular processes as an ordered network of molecular transformations—an extended version of a classic metabolic map, in a single consistent data model. Reactome functions both as an archive of biological processes and as a tool for discovering unexpected functional relationships in data such as gene expression profiles or somatic mutation catalogues from tumor cells. To support the continued brisk growth in the size and complexity of Reactome, we have implemented a graph database, improved performance of data analysis tools, and designed new data structures and strategies to boost diagram viewer performance. To make our website more accessible to human users, we have improved pathway display and navigation by implementing interactive …",Antonio Fabregat and Steven Jupe and Lisa Matthews and Konstantinos Sidiropoulos and Marc Gillespie and Phani Garapati and Robin Haw and Bijay Jassal and Florian Korninger and Bruce May and Marija Milacic and Corina Duenas Roca and Karen Rothfels and Cristoffer Sevilla and Veronica Shamovsky and Solomon Shorser and Thawfeek Varusai and Guilherme Viteri and Joel Weiser and Guanming Wu and Lincoln Stein and Henning Hermjakob and Peter D’Eustachio,1377,7361651463991404863,Nucleic acids research,D1,D649-D655,Oxford University Press,The reactome pathway knowledgebase,https://academic.oup.com/nar/article-abstract/46/D1/D649/4626770,46,2017,/scholar?cites=7361651463991404863,K_2RH6oAAAAJ:gyFZhc6YOh8C
18008," Reactome ( http://www.reactome.org ) is a collaboration among groups at the Ontario Institute for Cancer Research, Cold Spring Harbor Laboratory, New York University School of Medicine and The European Bioinformatics Institute, to develop an open source curated bioinformatics database of human pathways and reactions. Recently, we developed a new web site with improved tools for pathway browsing and data analysis. The Pathway Browser is an Systems Biology Graphical Notation (SBGN)-based visualization system that supports zooming, scrolling and event highlighting. It exploits PSIQUIC web services to overlay our curated pathways with molecular interaction data from the Reactome Functional Interaction Network and external interaction databases such as IntAct, BioGRID, ChEMBL, iRefIndex, MINT and STRING. Our Pathway and Expression Analysis tools enable ID mapping, pathway assignment …",David Croft and Gavin O’Kelly and Guanming Wu and Robin Haw and Marc Gillespie and Lisa Matthews and Michael Caudy and Phani Garapati and Gopal Gopinath and Bijay Jassal and Steven Jupe and Irina Kalatskaya and Shahana Mahajan and Bruce May and Nelson Ndegwa and Esther Schmidt and Veronica Shamovsky and Christina Yung and Ewan Birney and Henning Hermjakob and Peter D’Eustachio and Lincoln Stein,1343,275567691685601237,Nucleic acids research,suppl_1,D691-D697,Oxford University Press,"Reactome: a database of reactions, pathways and biological processes",https://academic.oup.com/nar/article-abstract/39/suppl_1/D691/2505841,39,2010,/scholar?cites=275567691685601237,K_2RH6oAAAAJ:YOwf2qJgpHMC
18009,"With the quantity of genomic data increasing at an exponential rate, it is imperative that these data be captured electronically, in a standard format. Standardization activities must proceed within the auspices of open-access and international working bodies. To tackle the issues surrounding the development of better descriptions of genomic investigations, we have formed the Genomic Standards Consortium (GSC). Here, we introduce the minimum information about a genome sequence (MIGS) specification with the intent of promoting participation in its development and discussing the resources that will be required to develop improved mechanisms of metadata capture and exchange. As part of its wider goals, the GSC also supports improving the'transparency'of the information contained in existing genomic databases.",Dawn Field and George Garrity and Tanya Gray and Norman Morrison and Jeremy Selengut and Peter Sterk and Tatiana Tatusova and Nicholas Thomson and Michael J Allen and Samuel V Angiuoli and Michael Ashburner and Nelson Axelrod and Sandra Baldauf and Stuart Ballard and Jeffrey Boore and Guy Cochrane and James Cole and Peter Dawyndt and Paul De Vos and Claude DePamphilis and Robert Edwards and Nadeem Faruque and Robert Feldman and Jack Gilbert and Paul Gilna and Frank Oliver Glöckner and Philip Goldstein and Robert Guralnick and Dan Haft and David Hancock and Henning Hermjakob and Christiane Hertz-Fowler and Phil Hugenholtz and Ian Joint and Leonid Kagan and Matthew Kane and Jessie Kennedy and George Kowalchuk and Renzo Kottmann and Eugene Kolker and Saul Kravitz and Nikos Kyrpides and Jim Leebens-Mack and Suzanna E Lewis and Kelvin Li and Allyson L Lister and Phillip Lord and Natalia Maltsev and Victor Markowitz and Jennifer Martiny and Barbara Methe and Ilene Mizrachi and Richard Moxon and Karen Nelson and Julian Parkhill and Lita Proctor and Owen White and Susanna-Assunta Sansone and Andrew Spiers and Robert Stevens and Paul Swift and Chris Taylor and Yoshio Tateno and Adrian Tett and Sarah Turner and David Ussery and Bob Vaughan and Naomi Ward and Trish Whetzel and Ingio San Gil and Gareth Wilson and Anil Wipat,1155,16494006847807254252,Nature biotechnology,5,541-547,Nature Publishing Group,The minimum information about a genome sequence (MIGS) specification,https://www.nature.com/articles/nbt1360,26,2008,/scholar?cites=16494006847807254252,K_2RH6oAAAAJ:FPJr55Dyh1AC
