,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
595120,"North Khorasan University of Medicine, Iran I.R.",,558,Dhv9TvUAAAAJ,{'indices'},,"Hamed Ghasemzadeh moghaddam, P...",,343,10,10,11,11,0,0
595121,Faculty of Medicine Universitas Airlangga,,1445,IHJAxUoAAAAJ,{'indices'},,Kuntaman Kuntaman,,1131,18,15,25,21,0,0
595122,University Putra Malaysia,,3667,emgpm8cAAAAJ,{'indices'},,Zamberi Sekawi,,2403,34,28,81,64,0,0
595123,"Professor of Microbiology, Ghent University",,54026,ivBdHpMAAAAJ,{'indices'},,Peter Vandamme,,18985,115,61,515,403,0,0
595124,CBS Fungal Biodiversity Centre,,34472,owrs4WAAAAAJ,{'indices'},,teun boekhout,,17791,86,59,326,251,0,0
595125,arts-microbioloog Fransciscus Gashuis Rotterdam,,2581,3CG-GIEAAAAJ,{'indices'},,Peter de Man,,510,24,11,37,11,0,0
595126,Manchester Metropolitan University,,24070,VrzKGGAAAAAJ,{'indices'},,Mark Enright,,6099,61,37,93,72,0,0
595127,"Assistant Professor, Host-Microbe Interactomics Group, Wageningen University",,6199,MiEvsQkAAAAJ,{'indices'},,Peter van Baarlen,,3237,38,27,57,46,0,0
595128,"Australian National University; University of Newcastle, Australia",,18570,TRcAF4cAAAAJ,{'indices'},,Richard P Brent,,3601,55,21,166,51,0,0
595129,"Professor of Computer Systems and Networks, UCL",,19543,KmXVOQkAAAAJ,{'indices'},,Brad Karp,,3495,27,19,37,22,0,0
595130,"Vice President, Samsung SDS",,2227,sTCpJnkAAAAJ,{'indices'},,Youngjune Gwon,,906,21,16,33,23,0,0
595131,"Associate Professor, Kanazawa University",,2098,WKmNG2sAAAAJ,{'indices'},,Chen-Mou Cheng,,934,23,16,37,24,0,0
595132,Intel; tsung.h.lin AT gmail.com,,1628,XcX1w8YAAAAJ,{'indices'},,Tsung-Han Lin,,1290,15,11,24,12,0,0
595133,Harvard University,,1333,lJJcUTEAAAAJ,{'indices'},,Chit-Kwan Lin,,1146,10,8,12,8,0,0
595134,"Carnegie Mellon University, iCarnegie Inc., Laureate International Universities",,5527,V5-wYX0AAAAJ,{'indices'},,Allan L Fisher,,1279,30,10,43,10,0,0
595135,"Edwin Howard Armstrong Professor of Computer Science, Columbia University",,11806,b31g8hsAAAAJ,{'indices'},,J. F. Traub,,2625,41,20,92,27,0,0
595136,Intel,,7973,c-_q7y8AAAAJ,{'indices'},,Robert Cohn,,2466,25,13,42,16,0,0
595137,Harvard University,,336,QKHaH7EAAAAJ,{'indices'},,Stephen Tarsa,,190,10,7,10,4,0,0
595138,Universidade de São Paulo,,1344,GUKwkz6-V8cC,{'indices'},,Siang Wun Song,,204,19,7,36,5,0,0
595139,MIT,,91537,gWBoNCsAAAAJ,{'indices'},,Charles E. Leiserson,,20571,66,39,169,90,0,0
595140,"Professor of Computer Science, Stanford University",,75930,5JlEyTAAAAAJ,{'indices'},,Leonidas Guibas,,33188,128,76,453,290,0,0
595141,"Percy K. and Vida L. W. Hudson Professor of Computer Science, Columbia University",,35732,_pPy-pAAAAAJ,{'indices'},,Mihalis Yannakakis,,7241,92,46,180,121,0,0
595142,"Professor, University of Illinois at Chicago",,4578,XIqrUc0AAAAJ,{'indices'},,Natasha Devroye,,1246,29,18,72,31,0,0
595143,Carnegie Mellon University in Qatar,,5135,JLk0hs8AAAAJ,{'indices'},,Kemal Oflazer,,1712,37,22,72,49,0,0
595144,"York University, Toronto, Canada (MD, PhD)",,10555,sTIzwwEAAAAJ,{'indices'},,Nicola Luigi Bragazzi,,10068,42,39,207,193,0,0
595145,York University,,1732,ifeXMDkAAAAJ,{'indices'},,Biao Tang,,1725,14,14,18,18,0,0
595146,University of British Columbia,,11314,hJvfY0QAAAAJ,{'indices'},,Fred Brauer,,4873,45,28,111,57,0,0
595147,University of Victoria,,23106,khjoB4cAAAAJ,{'indices'},,Pauline van den Driessche,,10422,66,45,187,122,0,0
595148,University of Western Ontario,,7269,mX66lHIAAAAJ,{'indices'},,Xingfu Zou (邹幸福）,,3127,45,30,106,76,0,0
595149,Professor of Applied Mathematics and Computational Epidemiology,,3873,pm_gbr4AAAAJ,{'indices'},,Seyed M. Moghadas,,2145,33,21,72,42,0,0
595150,"Professor of Mathematics, Wilfrid Laurier University",,2559,C04r1rYAAAAJ,{'indices'},,Yuming Chen,,1018,29,18,59,31,0,0
595151,"Professor of Mathematics, York University",,3669,MGE4jBkAAAAJ,{'indices'},,Huaiping Zhu,,2438,30,25,63,49,0,0
595152,"Data Scientist, Institute for Systems Biology",,1096,moo5mDQAAAAJ,{'indices'},,Venkata R. Duvvuri PhD. MPH,,736,15,13,25,17,0,0
595153,University of Toronto,,14203,CxpQ05UAAAAJ,{'indices'},,David N. Fisman,,6535,59,41,150,117,0,0
595154,University of Wyoming,,811,hWlAHnUAAAAJ,{'indices'},,Rongsong Liu,,447,15,12,18,14,0,0
595155,"Professor of Mathematics, University of Manitoba",,3413,DUa7u60AAAAJ,{'indices'},,Julien Arino,,1588,24,22,36,28,0,0
595156,"Bolyai Institute, University of Szeged",,1736,Y8pUPxgAAAAJ,{'indices'},,Tibor Krisztin,,516,22,12,39,14,0,0
595157,University of Connecticut,,3172,kmc-hVcAAAAJ,{'indices'},,Guojun Gan,,1748,19,18,24,23,0,0
595158,"Department of Applied Mathematics, The Hong Kong Polytechnic University",,3809,xAIoG6cAAAAJ,{'indices'},,Yijun Lou,,3580,24,21,42,41,0,0
595159,"Professor of Mathematics, University of New Brunswick",,8634,A0zQf2EAAAAJ,{'indices'},,James Watmough,,4950,23,18,31,22,0,0
595160,"University of Szeged (Oxford, ASU, York U Toronto)",,1362,60p9D0wAAAAJ,{'indices'},,Gergely Röst,,878,19,14,33,29,0,0
595161,University of Calgary,,1437,ttXDjd4AAAAJ,{'indices'},,Anatoliy Swishchuk,,666,18,14,35,23,0,0
595162,"Professor of Mathematics, University of Miami",,16930,P4V2yWEAAAAJ,{'indices'},,Shigui Ruan,,8147,67,49,191,168,0,0
595163,Public Health Agency of Canada,,2167,7RQ25UUAAAAJ,{'indices'},,Ping Yan,,1117,22,15,30,19,0,0
595164,Principal Researcher at the Council for Scientific and Industrial Research (CSIR),,9216,5QgVm4YAAAAJ,{'indices'},,Frans van den Bergh,,2920,26,18,35,23,0,0
595165,Gulf University for Science and Technology,,4412,OJrX7oUAAAAJ,{'indices'},,Mahamed Omran,,1769,23,15,36,25,0,0
595166,Kuwait University,,3809,LBK8JU4AAAAJ,{'indices'},,Ayed A. Salman,,1241,20,14,31,17,0,0
595167,Griffith University,,671,snERAX8AAAAJ,{'indices'},,Marde Helbig (Greeff),,431,14,12,17,15,0,0
595168,"Associate Professor, University of the Witwatersrand",,379,QB71eI8AAAAJ,{'indices'},,Christopher W Cleghorn,,342,8,8,8,8,0,0
595169,"Department of Decision Sciences, UNISA",,662,NgfkaewAAAAJ,{'indices'},,Katherine Malan,,440,13,10,18,13,0,0
595170,"Associate Professor, Department of Industrial Engineering, Stellenbosch University",,279,_Fm9-S8AAAAJ,{'indices'},,Jacomine Grobler,,171,11,7,11,7,0,0
595171,"Research Associate, UNSW Canberra",,293,I6ljyNAAAAAJ,{'indices'},,Kyle Robert Harrison,,271,11,10,11,10,0,0
595172,"Senior Lecturer, University of Pretoria",,247,nGQ-E9kAAAAJ,{'indices'},,Anna Sergeevna Bosman (Rakitiansk...,,178,11,10,12,10,0,0
595173,"FNRS Research Director, IRIDIA, Université Libre de Bruxelles",,119922,PwYT6EMAAAAJ,{'indices'},,Marco Dorigo,,34033,109,64,335,223,0,0
595174,Nelson Mandela University,,352,82RydIAAAAAJ,{'indices'},,Mathys C. du Plessis,,248,10,9,10,7,0,0
595175,"Lecturer, Data Science Institute, Management Science, Lancaster University",,1448,iOIgOnQAAAAJ,{'indices'},,Michael G. Epitropakis,,940,17,14,22,18,0,0
595176,"Professor, Karachi Institute of Economics and Technology",,698,EWlcdLoAAAAJ,{'indices'},,Salman A. Khan,,430,15,11,23,11,0,0
595177,"Provost, CEO and Pro-Vice Chancellor, University of Nottingham",,16281,VjJm3zYAAAAJ,{'indices'},,Professor Graham Kendall,,6809,66,40,199,123,0,0
595178,University of Cyprus,,483,tc_VfB8AAAAJ,{'indices'},,Pavlos Antoniou,,246,12,5,14,4,0,0
595179,University of Pretoria,,85,NvpruYsAAAAJ,{'indices'},,Barend Leonard,,48,6,4,4,2,0,0
595180,"Koenig Endowed Chair Professor, Electrical and Computer Engineering, Michigan State University",,156848,paTAXiIAAAAJ,{'indices'},,Kalyanmoy Deb,,64503,122,78,574,413,0,0
595181,"Senior Lecturer, Department of Computer Science, University of Pretoria",,174,5jmTLOAAAAAJ,{'indices'},,Patricia E. N. Lutu,,73,7,4,5,2,0,0
595182,Universiti Malaysia Pahang,,2395,qV7SL5EAAAAJ,{'indices'},,Zuwairie Ibrahim,,1532,24,19,92,50,0,0
595183,"Computational Intelligence Research Group (CIRG), University of Pretoria",,68,__ShaVgAAAAJ,{'indices'},,Andrich van Wyk,,27,3,3,2,1,0,0
595184,Beijing Institute of Technology,,2551,DuLgpaQAAAAJ,{'indices'},,Meihui ZHANG,,2179,23,21,30,29,0,0
595185,Zhejiang University,,3453,RMaqDKAAAAAJ,{'indices'},,Sai Wu,,1758,27,22,35,29,0,0
595186,"Senior Data Scientist, Zalora",,2081,hcvSNjUAAAAJ,{'indices'},,Quang Hieu Vu,,838,16,13,20,17,0,0
595187,,,4718,p-YB1msAAAAJ,{'indices'},,Rui Zhang (ORCID 0000-0002-8132-6...,,2573,35,24,88,72,0,0
595188,"Associate Professor, Director of I-Privacy Lab, University of Missouri",,4471,bSWreJ4AAAAJ,{'indices'},,Dan Lin,,2218,34,25,61,45,0,0
595189,Institute for Infocomm Research,,2132,5Im6L3IAAAAJ,{'indices'},,Wee Siong Ng,,597,20,13,31,17,0,0
595190,"PhD, National University of Singapore (NUS)",,593,cOQJsPoAAAAJ,{'indices'},,Hao Zhang,,523,8,8,8,8,0,0
595191,"Research Engineer, ByteDance",,611,WsUR6soAAAAJ,{'indices'},,Qian Lin,,530,12,12,16,14,0,0
595192,"Research Scientist, IBM Research Australia",,898,JygtcNoAAAAJ,{'indices'},,Hoang Tam Vo,,474,13,12,16,14,0,0
595193,"Professor of Computer Science, Roskilde University, Denmark",,3944,h1mExmcAAAAJ,{'indices'},,Hua Lu,,1992,32,26,65,58,0,0
595194,Google Shanghai,,710,wlwqgmUAAAAJ,{'indices'},,Su Chen,,289,8,4,6,4,0,0
595195,University of Electronic Science and Technology of China,,15786,krryaDkAAAAJ,{'indices'},,"Prof. Heng Tao SHEN (ACM Fellow, O...",,12109,68,57,189,165,0,0
595196,"Professor of Computer Science, Peking University",,5530,IJAU8KoAAAAJ,{'indices'},,bin cui,,3561,42,33,94,69,0,0
595197,National University of Singapore,,514,I-sNMTMAAAAJ,{'indices'},,Meiyu Lu,,359,5,4,4,3,0,0
595198,Shanghai Jiao Tong University,,1324,MBuqhZUAAAAJ,{'indices'},,Yanyan Shen,,1072,15,15,15,15,0,0
595199,Microsoft Research,,1050,gReqn88AAAAJ,{'indices'},,Feng Li,,698,15,15,20,18,0,0
595200,National University of Singapore,,217,V1PdtzQAAAAJ,{'indices'},,Kaiping Zheng,,214,5,5,5,5,0,0
595201,,,450,l3tZjmIAAAAJ,{'indices'},,Xuan Liu,,291,3,3,3,3,0,0
595202,Advanced Digital Sciences Center,,677,9qUwy3wAAAAJ,{'indices'},,Xiaoyan Yang,,389,10,8,10,8,0,0
595203,,,1607,z2dLFPgAAAAJ,{'indices'},,Mihai Lupu,,1056,20,18,43,28,0,0
595204,"Michael Henry Strater University Professor, Princeton University",,104416,Dq93mOUAAAAJ,{'indices'},,HV Poor,,50653,145,98,1116,729,0,0
595205,National University of Singapore,,47523,yoJqPIkAAAAJ,{'indices'},,Rui Zhang,,36155,108,95,299,264,0,0
595206,"Professor, The Chinese University of Hong Kong, Shenzhen, China",,34805,dW3gcXoAAAAJ,{'indices'},,Zhi-Quan Luo,,14418,85,52,284,172,0,0
595207,Shenzhen University,,4329,7ObXw7UAAAAJ,{'indices'},,Zhi Quan,,1578,21,18,51,35,0,0
595208,"Dean of Engineering, EPFL, Switzerland",,47040,uDG9sXQAAAAJ,{'indices'},,Ali H Sayed,,17778,86,58,382,226,0,0
595209,Samsung,,717,X6QYfm8AAAAJ,{'indices'},,Long Gao,,247,13,9,14,8,0,0
595210,"Professor of Electrical Engineering, Beijing University of Posts and Telecommunications",,3775,dy_63i0AAAAJ,{'indices'},,Changchuan Yin,,2477,28,17,55,35,0,0
595211,"IEEE Fellow & Highly Cited Researcher, UESTC, China",,33542,HybIiJ8AAAAJ,{'indices'},,Ying-Chang Liang,,14961,88,62,324,219,0,0
595212,"Electrical and Computer Engineering, Carnegie Mellon University",,9458,Whnmnb0AAAAJ,{'indices'},,Soummya Kar,,6401,44,40,134,118,0,0
595213,Stanford University,,9072,C-LkdokAAAAJ,{'indices'},,Sanjay Lall,,2749,40,25,93,52,0,0
595214,"Distinguished Professor of Electrical and Computer Engineering, University of California Davis",,13509,G0oZBhUAAAAJ,{'indices'},,Zhi Ding,,4612,59,35,248,102,0,0
595215,Qualcomm Inc,,1968,_NoNLIAAAAAJ,{'indices'},,Jinhua Jiang,,989,23,13,39,15,0,0
595216,"Professor of Electrical and Computer Engineering, University of Arizona",,13580,aEEPrV4AAAAJ,{'indices'},,Marwan Krunz,,3710,60,31,185,101,0,0
595217,University of Connecticut,,15992,QJbvuZEAAAAJ,{'indices'},,Jun-Hong Cui,,7283,64,43,243,139,0,0
595218,"Professor of Electrical and Computer Engineering, University of Connecticut",,20176,02qN_-YAAAAJ,{'indices'},,Shengli Zhou,,6621,66,38,190,116,0,0
595219,University of Houston,,47039,ty7wIXoAAAAJ,{'indices'},,Zhu Han,,32042,108,83,591,513,0,0
595220,Texas A&M University,,2300,ryt2nuoAAAAJ,{'indices'},,Tie Liu,,880,22,14,37,21,0,0
595221,"Corporate R&D, Qualcomm Inc.",,133,8TWbcr0AAAAJ,{'indices'},,Lili Zhang,,39,6,3,4,2,0,0
595222,"Delbert A. Whitaker Chair Professor of ECE, Texas A&M University",,6246,ibOPXRMAAAAJ,{'indices'},,Costas N. Georghiades,,1154,37,13,117,29,0,0
595223,"Department of Electronic Engineering, The Chinese University of Hong Kong",,13379,zSjjF_UAAAAJ,{'indices'},,Wing-Kin Ma,,7277,48,37,118,89,0,0
595224,"Professor, Florida State University",,22232,Zxvx8ewAAAAJ,{'indices'},,Max Gunzburger,,8356,74,41,275,165,0,0
595225,"Professor of Mathematics, University of South Carolina",,3430,JkKUWoAAAAAJ,{'indices'},,Lili Ju,,1728,33,25,59,42,0,0
595226,"Department of Applied Mathematics, Illinois Institute of Technology",,9051,vAzTQA8AAAAJ,{'indices'},,Chun Liu,,4131,49,34,108,77,0,0
595227,Florida State University,,1862,aVPuT4YAAAAJ,{'indices'},,Xiaoqiang Wang,,704,18,13,22,17,0,0
595228,Sandia National Labs,,11769,nSegU4cAAAAJ,{'indices'},,Richard Lehoucq,,4931,40,26,69,46,0,0
595229,"University of California, San Diego",,620,Buy_bG0AAAAJ,{'indices'},,Xiaochuan Tian,,576,13,12,16,16,0,0
595230,The Pennslvania State University,,52149,t9JiWaAAAAAJ,{'indices'},,Long-Qing Chen,,28245,109,84,553,465,0,0
595231,Nanyang Technological University,,1697,CIvWDEgAAAAJ,{'indices'},,Desheng Wang,,485,22,14,26,15,0,0
595232,"Beijing International Center for Mathematical Research, Peking University, China",,694,O-OJ_v8AAAAJ,{'indices'},,Lei Zhang,,486,16,14,21,20,0,0
595233,"Applied Scientist, Amazon Web Services",,285,gldelC4AAAAJ,{'indices'},,Yunzhe Tao,,285,10,10,11,11,0,0
595234,"The University of Tennessee, Knoxville",,842,TbdmtEgAAAAJ,{'indices'},,Tadele Mengesha,,639,13,12,15,14,0,0
595235,"Department of Mathematics, National University of Singapore",,7232,24_RZlgAAAAJ,{'indices'},,Weizhu Bao,,3604,42,32,114,83,0,0
595236,Southern University of Science and Technology,,936,QNOTvgkAAAAJ,{'indices'},,Jiang Yang,,907,14,14,16,16,0,0
595237,university of texas at austin,,11418,Ooy1asYAAAAJ,{'indices'},,Clint Dawson,,4728,55,35,167,115,0,0
595238,Hong Kong Polytechnic University,,1739,vUvG4v0AAAAJ,{'indices'},,Zhi Zhou,,1645,21,21,29,28,0,0
595239,University of Oxford,,8558,IxvRf1YAAAAJ,{'indices'},,Jon Chapman,,3395,48,31,138,84,0,0
595240,Sandia National Laboratories,,956,h3Q-aHUAAAAJ,{'indices'},,Marta D'Elia,,778,16,15,25,22,0,0
595241,The University of Alabama,,514,QC5p5CkAAAAJ,{'indices'},,Shibin Dai,,271,13,9,13,9,0,0
595242,Sandia National Laboratories,,2557,EmJa2IwAAAAJ,{'indices'},,Michael L. Parks,,1494,24,22,33,31,0,0
595243,"Scientist of Computational Material Science, Pacific Northwest National Laboratory",,5383,_lq5saoAAAAJ,{'indices'},,Shenyang Hu,,2704,37,26,76,59,0,0
595244,"Professor of Medicine, Pathology, and Global Health, Duke University",,14239,UvLFtpgAAAAJ,{'indices'},,Christopher Woods,,7078,60,45,147,123,0,0
595245,Duke University Medical Center,,15031,yaWmbo8AAAAJ,{'indices'},,Deepak Voora,,12757,27,22,42,36,0,0
595246,"Assistant Professor of Medicine, Duke University",,3014,uNHT_N0AAAAJ,{'indices'},,Ephraim L. Tsalik,,1942,24,21,36,33,0,0
595247,Duke Center for Applied Genomics & Precision Medicine,,2283,vgD1oNQAAAAJ,{'indices'},,Thomas W Burke,,709,15,13,17,16,0,0
595248,Duke University,,4119,p_mm4-YAAAAJ,{'indices'},,Ricardo Henao,,3766,30,29,57,47,0,0
595249,"Duke Molecular Physiology Institute, Duke University",,8793,_eOpPlQAAAAJ,{'indices'},,Elizabeth Hauser,,2731,51,28,123,79,0,0
595250,"John H Holland Distinguished University Professor, University of Michigan",,30807,DSiNzkIAAAAJ,{'indices'},,Alfred Hero,,11286,75,48,379,217,0,0
595251,"Genome Medical, Inc",,44238,Yz0VAs8AAAAJ,{'indices'},,Huntington  F Willard,,7603,105,42,333,120,0,0
595252,"Senior Reseach Scientist, Rho, Inc",,9730,cKR4JoEAAAAJ,{'indices'},,William (Bill) Barry,,6747,52,39,129,114,0,0
595253,Rady Children's Institute for Genomic Medicine,,24143,DOWZGMUAAAAJ,{'indices'},,Stephen F. Kingsmore,,9864,73,50,157,117,0,0
595254,University of London,,9285,33rtRk8AAAAJ,{'indices'},,Robert Lambkin-Williams,,3821,45,26,144,71,0,0
595255,Cone Health Cancer Center,,690,1LwZQGkAAAAJ,{'indices'},,Karen Potter Powell,,425,15,13,15,14,0,0
595256,"Associate Professor, Geisinger Health System",,1919,y55vw58AAAAJ,{'indices'},,Adam H. Buchanan,,1668,24,21,33,30,0,0
595257,Interactions LLC,,1217,SnGfaA8AAAAJ,{'indices'},,Minhua Chen,,625,14,10,16,11,0,0
595258,Fred Hutchinson Cancer Research Center and University of Washington,,69379,QtRu99YAAAAJ,{'indices'},,Gary Lyman,,27029,118,78,453,277,0,0
595259,"Professor and Director Emeritus, Genomic Medicine Institute, Geisinger",,11174,fmeZZHYAAAAJ,{'indices'},,Marc S. Williams,,7371,50,39,161,130,0,0
595260,"Professor of Medicine, Duke University",,17540,c7kDOR4AAAAJ,{'indices'},,Marcom,,8020,60,45,109,91,0,0
595261,"Professor of Medicine and Pharmacology, Vanderbilt University",,154423,mDDqEQUAAAAJ,{'indices'},,Dan Roden,,72585,139,86,598,389,0,0
595262,St. Jude Children's Research Hospital,,62967,25uAWMsAAAAJ,{'indices'},,Mary V. Relling,,22714,128,78,376,281,0,0
595263,"Northwestern University Chicago, Feinberg School of Medicine",,19081,mB5xnfMAAAAJ,{'indices'},,Rex L. Chisholm,,8448,57,40,117,71,0,0
595264,Mininglamp Academy of Sciences; Hefei University of Technology,,30485,X8sHmqIAAAAJ,{'indices'},,Xindong Wu,,17112,68,48,301,211,0,0
595265,Professor of Information Technology,,14206,B6lBmqEAAAAJ,{'indices'},,Chengqi Zhang,,7826,57,41,224,127,0,0
595266,Monash University,,4381,frWRJN4AAAAJ,{'indices'},,Shirui Pan,,4230,30,28,54,53,0,0
595267,Macquarie University,,3106,kbnFw94AAAAJ,{'indices'},,JIA WU,,2883,32,30,63,59,0,0
595268,UNC-Charlotte,,9509,MkxaJLAAAAAJ,{'indices'},,Jianping Fan,,4623,48,33,161,95,0,0
595269,Alibaba.com,,2801,89C_mxcAAAAJ,{'indices'},,Peng Zhang @ Alibaba.com,,1859,30,26,64,52,0,0
595270,"Executive Director, Qatar Computing Research Institute",,22600,Cb9BDJkAAAAJ,{'indices'},,Ahmed Elmagarmid,,6603,67,33,176,81,0,0
595271,"Senior Lecturer, University of Sydney",,4437,-vxkP70AAAAJ,{'indices'},,Jie (Jessie) Yin,,2570,28,23,43,37,0,0
595272,Fudan University,,2689,8t97oL8AAAAJ,{'indices'},,Bin Li,,1779,23,18,40,32,0,0
595273,"Professor of Computer Science, Fudan University",,9336,DTbhX6oAAAAJ,{'indices'},,Xiangyang Xue,,6502,47,38,141,88,0,0
595274,"Professor of Management, University of Chinese Academy of Sciences",,13460,4GeHHnUAAAAJ,{'indices'},,Yong Shi,,6926,54,39,243,141,0,0
595275,"Professor of Computer Science, University of Massachusetts Boston; Program Director, NSF",,6123,cQ5Ox-8AAAAJ,{'indices'},,Wei Ding,,4478,31,25,75,57,0,0
595276,"Professor of Computer Science, Purdue University",,14075,vX45evgAAAAJ,{'indices'},,Walid G. Aref,,3611,59,30,157,82,0,0
595277,Sourcecode Capital,,68909,u6wmNbQAAAAJ,{'indices'},,HongJiang Zhang (张宏江）,,15207,132,59,486,234,0,0
595278,The University of Sydney Business School,,520,ar_onRIAAAAJ,{'indices'},,Daokun Zhang,,520,7,7,7,7,0,0
595279,,,1062,fU-rfI4AAAAJ,{'indices'},,Meng Fang,,987,17,16,26,24,0,0
595280,"Professor of Computer Science, University of Illinons at Chicago",,136456,D0lL1r0AAAAJ,{'indices'},,Philip S. Yu,,54955,170,98,1166,785,0,0
595281,Hefei University of Technology,,3682,oMuwo_EAAAAJ,{'indices'},,Gongqing Wu,,2908,15,12,20,15,0,0
595282,"Associate Professor, Australian AI Institute, University of Technology Sydney",,3601,Pl8m7hMAAAAJ,{'indices'},,Guodong Long,,3478,24,24,40,40,0,0
595283,university of technology sydney,,2914,L5aYWQcAAAAJ,{'indices'},,Ling Chen,,2231,26,23,59,45,0,0
595284,"Associate Professor of Computer Science, Western Michigan University",,1674,5iB3-eMAAAAJ,{'indices'},,Leszek T. Lilien,,593,19,12,38,17,0,0
595285,"Professor and Palmer Dept. Chair, Dept. of ECE, Iowa State University",,6932,InjLA5cAAAAJ,{'indices'},,Ashfaq Khokhar,,2049,41,19,136,53,0,0
595286,Western Michigan University,,3338,2-rc6aIAAAAJ,{'indices'},,Zijiang Yang,,1591,34,22,73,42,0,0
595287,"Professor of Computer Science and Engineering, Washington University in Saint Louis",,35741,runT3RsAAAAJ,{'indices'},,Raj Jain,,9155,66,34,216,86,0,0
595288,Macquarie University,,1229,uv95RgUAAAAJ,{'indices'},,Yipeng Zhou,,716,17,16,21,19,0,0
595289,"Illinois at Singapore, Advanced Digital Sciences Center",,1515,mmFH42QAAAAJ,{'indices'},,Tom Z. J. Fu,,541,13,10,15,11,0,0
595290,National University of Singapore,,2478,gdyYJz4AAAAJ,{'indices'},,Richard T. B. Ma,,1350,25,20,49,37,0,0
595291,Columbia University,,13969,9hPnkXsAAAAJ,{'indices'},,Vishal Misra,,3174,52,30,90,49,0,0
595292,"Professor of Computer Science, Columbia University",,7405,FM3vRPgAAAAJ,{'indices'},,Dan Rubenstein,,1559,49,21,81,37,0,0
595293,"Professor of Computer Science and Engineering, University of California, Riverside",,27672,Da-s1FQAAAAJ,{'indices'},,K. K. Ramakrishnan,,7942,81,41,307,147,0,0
595294,Carnegie Mellon University,,2738,FzoDCpoAAAAJ,{'indices'},,Bin Fan,,1673,19,15,21,16,0,0
595295,"Computer Science Department, Tsinghua University",,5083,_XXLtZgAAAAJ,{'indices'},,Ke XU,,2085,34,22,127,58,0,0
595296,Tsinghua University,,238,4wHnnvoAAAAJ,{'indices'},,Yaxiao Liu,,210,10,9,10,9,0,0
595297,Fudan University,,845,gmiMkc0AAAAJ,{'indices'},,Yuedong Xu,,584,17,14,27,20,0,0
595298,LinkedIn,,706,okxDweAAAAAJ,{'indices'},,Yan Gao,,221,12,10,13,11,0,0
595299,"Research Scientist, Biocomplexity Institute, Univ. of Virginia",,407,kVvcbN0AAAAJ,{'indices'},,Srinivasan Venkatramanan,,385,10,10,12,10,0,0
595300,Senior Software Engineer at Google Brain,,1973,g7kbvSQAAAAJ,{'indices'},,Joe Wenjie Jiang,,1011,16,13,23,20,0,0
595301,Australian National University,,1784,RBHNdYkAAAAJ,{'indices'},,Sid Chi-Kin Chau,,1012,23,18,46,36,0,0
595302,"Computer Science, California Institute of Technology",,2632,hNfaJTMAAAAJ,{'indices'},,Minghong Lin,,1307,15,11,18,13,0,0
595303,The Hong Kong Polytechnic University,,3757,oeJMbRYAAAAJ,{'indices'},,Rocky Chang,,1643,26,18,57,30,0,0
595304,"Computer Science, Tsinghua University",,3800,xL6zuCMAAAAJ,{'indices'},,Mingwei Xu,,1755,27,19,91,43,0,0
595305,The Chinese University of Hong Kong,,24920,tej5yuAAAAAJ,{'indices'},,Raymond W. Yeung,,5945,46,27,99,53,0,0
