Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
158047,"MIT, IBM Watson",@mit.edu,152104.0,K3SZuHIAAAAJ,{'indices'},Cloud Computing|Big-Data Processing|Scientific Computing|Gravitational-wave Data Analysis,Fan Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=K3SZuHIAAAAJ,125680.0,183,163,907,894,0,1
158048,"Professor of Computer Science, Oklahoma State University",@cs.okstate.edu,139672.0,eKLr0EgAAAAJ,{'indices'},Security|cloud computing|big data,Johnson Thomas,https://scholar.google.com/citations?view_op=medium_photo&user=eKLr0EgAAAAJ,93239.0,166,141,965,731,0,1
158049,KBFI,@kbfi.ee,133654.0,f9p1eTYAAAAJ,{'indices'},HEP|Cloud computing,Mario Kadastik,https://scholar.google.com/citations?view_op=medium_photo&user=f9p1eTYAAAAJ,88772.0,163,135,626,590,0,1
158050,"Professor of Computer Science, UC Berkeley",@cs.berkeley.edu,118735.0,vN-is70AAAAJ,{'indices'},Cloud Computing|Networking|Distributed Systems|Big Data,Ion Stoica,https://scholar.google.com/citations?view_op=medium_photo&user=vN-is70AAAAJ,45957.0,135,87,328,252,0,1
158051,"CLOUDS Lab, School of Computing and Information Systems, The University of Melbourne …",@unimelb.edu.au,108636.0,7xN6JqYAAAAJ,{'indices'},Cloud Computing|Distributed Systems|Edge Computing|Internet of Things|Computing Systems,Rajkumar Buyya,https://scholar.google.com/citations?view_op=medium_photo&user=7xN6JqYAAAAJ,55665.0,141,100,588,445,0,1
158052,"Budker Institute of Nuclear Physics, Brookhaven National Laboratory",@bnl.gov,79740.0,1bTldL5M8EUC,{'indices'},Experimental Physics|Linux System Administration|GRID Computing|High Performance Computing|Cloud Computing,Alexander Zaytsev,https://scholar.google.com/citations?view_op=medium_photo&user=1bTldL5M8EUC,36368.0,89,58,158,127,0,1
158053,"Associate Professor of Informatics, Gyeongsang National University",,70275.0,j6B_Z-cAAAAJ,{'indices'},Real-time Systems|Cloud Computing|Avionics,Kyong Hoon Kim,https://scholar.google.com/citations?view_op=medium_photo&user=j6B_Z-cAAAAJ,42294.0,109,83,1354,948,0,1
158054,"Associate Professor of Computer Science, Johns Hopkins University",@cs.jhu.edu,56040.0,2JMaTKsAAAAJ,{'indices'},Sequence Alignment|Computational Genomics|Cloud Computing|Computer Science,Ben Langmead,https://scholar.google.com/citations?view_op=medium_photo&user=2JMaTKsAAAAJ,41954.0,29,29,37,37,0,1
158055,IBM Corporation,@us.ibm.com,55291.0,Dhj9dZwAAAAJ,{'indices'},Software Engineering|Cloud Computing|Text Analytics|File systems|Storage,Soumitra Sarkar,https://scholar.google.com/citations?view_op=medium_photo&user=Dhj9dZwAAAAJ,26567.0,57,46,217,164,0,1
158056,"The Medway Chair & Director, Computational Economics & Multi-Agent Systems Lab …",@kent.ac.uk,55096.0,OoUDL5YAAAAJ,{'indices'},Cloud Computing|Multiagent Systems|Automated Negotiation|Bargaining Theory|Grid Computing,Professor Kwang Mong Sim,https://scholar.google.com/citations?view_op=medium_photo&user=OoUDL5YAAAAJ,26954.0,94,66,1146,649,0,1
