,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
561282,"Associate Professor, Physics, Boston University",,4104,LQq-pwEAAAAJ,{'indices'},,Pankaj Mehta,,3011,31,27,48,43,0,0
561283,Sr. Machine Learning Director at Motional,,2645,XP_Hxm4AAAAJ,{'indices'},,Oscar Beijbom,,2497,20,19,24,24,0,0
561284,Machine Learning Research Engineer @ nuTonomy,,1093,te2go-MAAAAJ,{'indices'},,Sourabh Vora,,1093,6,6,6,6,0,0
561285,Data-Curation Team Lead at Motional,,1495,373LKEYAAAAJ,{'indices'},,Holger Caesar,,1472,7,7,7,7,0,0
561286,University of Minnesota,,2279,Kw5aM74AAAAJ,{'indices'},,William Harcombe,,1498,20,19,30,28,0,0
561287,University of Oxford,,800,iHRuWDkAAAAJ,{'indices'},,Alex Betts,,740,12,12,12,12,0,0
561288,Senior Software Engineer,,551,vr-DeRMAAAAJ,{'indices'},,Qiang Xu,,551,2,2,1,1,0,0
561289,Singapore perception team lead at nuTonomy,,1116,4WVI4SYAAAAJ,{'indices'},,Yu Pan,,720,9,8,9,6,0,0
561290,"Professor of Physics, University of Wisconsin-Madison",,7691,pwTfnEsAAAAJ,{'indices'},,Robert Joynt,,1425,47,19,106,41,0,0
561291,"Professor at Boston University, Biology, Biomedical Engineering, Physics, Bioinformatics",,7737,gWgEdEUAAAAJ,{'indices'},,Daniel Segrè,,3631,36,27,60,48,0,0
561292,Professor of Medicine,,10447,FUFXh0EAAAAJ,{'indices'},,Darrell Kotton,,5040,49,36,83,76,0,0
561293,Nanyang Technological University,,2171,q3AmlWMAAAAJ,{'indices'},,Venice Erin Liong,,2101,17,17,18,18,0,0
561294,"Biological Sciences, University of Idaho",,5384,WM8_A20AAAAJ,{'indices'},,Christopher J. Marx,,2814,40,28,69,63,0,0
561295,Unlearn.ai,,1786,MQlhMlwAAAAJ,{'indices'},,Charles K. Fisher,,1130,16,13,21,17,0,0
561296,Schrödinger,,1733,9RcAQTUAAAAJ,{'indices'},,Dong Zhou,,1104,21,18,28,23,0,0
561297,Children's Hospital of Philadelphia,,6333,h6h8-kQAAAAJ,{'indices'},,Paul Gadue,,2818,38,31,55,51,0,0
561298,Ohio University,,70,P2w4iY4AAAAJ,{'indices'},,Sai Teja Pusuluri,,54,3,3,1,1,0,0
561299,"Computational Scientist, Broad Institute of MIT and Harvard",,317,xfENK6oAAAAJ,{'indices'},,Javad Noorbakhsh,,298,8,8,8,8,0,0
561300,"MIT; Wyss Institute, Harvard; Broad Institute of MIT & Harvard",,88954,te5DjPQAAAAJ,{'indices'},,James J Collins,,41849,146,101,301,256,0,0
561301,"Laboratoire de physique de l'École normale supérieure, Centre national de recherche scientifique",,5441,895M4C4AAAAJ,{'indices'},,Thierry Mora,,3960,37,36,75,66,0,0
