Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
311226,"Bellarmine Univ., Univ. of Oklahoma, USA ; CERN Switzerland",@slac.stanford.edu,198083.0,wnT-7PkAAAAJ,{'indices'},Physics Education|Physicist (LHC  CERN) and Lepton Colliders …|Computing|Data Analytics,Dr. M. Saleem,https://scholar.google.com/citations?view_op=medium_photo&user=wnT-7PkAAAAJ,109671.0,173,122,1217,762,0,1
311227,bioMerieux,@biomerieux.com,45500.0,C9MgY_0AAAAJ,{'indices'},microbial genomics|data analytics|epidemiology|diagnostics,Alex van Belkum,https://scholar.google.com/citations?view_op=medium_photo&user=C9MgY_0AAAAJ,14641.0,103,54,501,303,0,1
311228,"Professor, Harvard University",@harvard.edu,40263.0,iLQqwosAAAAJ,{'indices'},networking & wireless communications|data analytics|parallel computing|compressive sensing|computational complexity,HT Kung,https://scholar.google.com/citations?view_op=medium_photo&user=iLQqwosAAAAJ,6729.0,77,31,238,87,0,1
311229,Microsoft Research,@acm.org,36948.0,ermwnH0AAAAJ,{'indices'},Database Systems|Data Analytics,Surajit Chaudhuri,https://scholar.google.com/citations?view_op=medium_photo&user=ermwnH0AAAAJ,10032.0,90,47,285,198,0,1
311230,"Ex-Chief Scientist, CSIR-Indian Institute of Toxicology Research",,29258.0,7VG0Ys4AAAAJ,{'indices'},Artificial Intellegence|Chemometrices|Data Analytics|Predictive Modeling|Water decontamination,"Kunwar P. Singh, Ph.D., FAEB, FIC",https://scholar.google.com/citations?view_op=medium_photo&user=7VG0Ys4AAAAJ,13313.0,68,45,464,265,0,1
311231,"Professor, Operations Area, IMT Ghaziabad",@imt.edu,28382.0,3cI9s_AAAAAJ,{'indices'},Strategy Management|SCM|TQM and Six Sigma|Enterpernuership|Data Analytics,Dr. Vijay  Kumar  Gupta,https://scholar.google.com/citations?view_op=medium_photo&user=3cI9s_AAAAAJ,15392.0,59,41,443,248,0,1
311232,"Laboratory for Industrial and Applied Mathematics, York University, Toronto, Canada",@mathstat.yorku.ca,25504.0,Ox-xAuIAAAAJ,{'indices'},delay differential equations|dynamical systems|neural networks|disease modeling|data analytics,Jianhong Wu,https://scholar.google.com/citations?view_op=medium_photo&user=Ox-xAuIAAAAJ,11628.0,73,45,349,208,0,1
311233,"Stellenbosch University, Department of Industrial Engineering, and Division of Computer …",@sun.ac.za,24385.0,h9pOfj0AAAAJ,{'indices'},Swarm Intelligence|Evolutionary Computation|Neural Networks|Optimization|Data Analytics,Andries Engelbrecht,https://scholar.google.com/citations?view_op=medium_photo&user=h9pOfj0AAAAJ,9344.0,60,40,209,134,0,1
311234,National University of Singapore,@comp.nus.edu.sg,24197.0,9560QjYAAAAJ,{'indices'},Databases|distributed systems|data analytics,Beng Chin OOI,https://scholar.google.com/citations?view_op=medium_photo&user=9560QjYAAAAJ,8396.0,82,45,253,137,0,1
311235,Singapore Management University,@thulasidas.com,20302.0,hQi0WZAAAAAJ,{'indices'},Data Analytics|Information Systems|Foundational Physics,Manoj Thulasidas,https://scholar.google.com/citations?view_op=medium_photo&user=hQi0WZAAAAAJ,2338.0,73,17,186,40,0,1
311236,Researcher,@itep.ru,19998.0,mWOYVIsAAAAJ,{'indices'},Physics|High Energy Physics|Distributed Storage Systems|Big Data|Data Analytics,Dmitry Ozerov,https://scholar.google.com/citations?view_op=medium_photo&user=mWOYVIsAAAAJ,4287.0,81,32,163,80,0,1
311237,"Professor, University of Technology Sydney",@msu.edu,19254.0,VMf3wfMAAAAJ,{'indices'},Data Analytics|Genetic Programming|Engineering Optimization|Evolutionary Computation|Smart Cities,Amir H. Gandomi,https://scholar.google.com/citations?view_op=medium_photo&user=VMf3wfMAAAAJ,14554.0,64,53,174,152,0,1
311238,"Professor of Computer Science, University of Toronto",@cs.toronto.edu,18429.0,f0Wc8tkAAAAJ,{'indices'},Data Management|Video Analytics|Machine Learning|Social Media|Data Analytics,Nick Koudas,https://scholar.google.com/citations?view_op=medium_photo&user=f0Wc8tkAAAAJ,4171.0,65,29,155,92,0,1
311239,"Chair Professor, School of Science and Engineering, CUHKSZ",@cuhk.edu.cn,18306.0,1o_qvR0AAAAJ,{'indices'},Data Analytics|Statistical Signal Processing|Cyber-Physical Systems|Wireless Communications,Shuguang Cui,https://scholar.google.com/citations?view_op=medium_photo&user=1o_qvR0AAAAJ,6742.0,53,39,161,101,0,1
311240,"Professor of Computer Science, GPCET",@gpcet.ac.in,17799.0,pLlTKx4AAAAJ,{'indices'},E-Governance|Data Analytics|Data Mining|Big Data|IOT,S. Prem Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=pLlTKx4AAAAJ,9759.0,54,35,392,248,0,1
311241,IBM Watson,,17596.0,CrfHGPIAAAAJ,{'indices'},artificial intelligence|data analytics|pattern recognition|machine learning,Tin Kam Ho,https://scholar.google.com/citations?view_op=medium_photo&user=CrfHGPIAAAAJ,8787.0,42,25,94,47,0,1
311242,"Fu Foundation Professor of Applied Mathematics,  Columbia University",@columbia.edu,16569.0,bsqhvmAAAAAJ,{'indices'},Computational Mathematics|Multiscale Modeling|Applied Mathematics|Informative Intelligent Computing|Data Analytics,Qiang Du,https://scholar.google.com/citations?view_op=medium_photo&user=bsqhvmAAAAAJ,7124.0,66,41,222,163,0,1
311243,Professor and Director Duke Center for Applied Genomics & Precision Medicine; Director …,@duke.edu,16270.0,wXK8Z4sAAAAJ,{'indices'},Genomic Medicine|Precision Medicine|Digital Health|Data Analytics|Sensors,Geoffrey S Ginsburg,https://scholar.google.com/citations?view_op=medium_photo&user=wXK8Z4sAAAAJ,7415.0,69,44,199,154,0,1
311244,"Distinguished Chair of Applied Business and Finance, Harrisburg University of Science and …",@harrisburgu.edu,15770.0,C6zeeqsAAAAJ,{'indices'},Knowledge management|data analytics|intelligent systems|intuition-based decision making,Jay Liebowitz,https://scholar.google.com/citations?view_op=medium_photo&user=C6zeeqsAAAAJ,5233.0,49,26,109,51,0,1
311245,Florida Atlantic University,@fau.edu,15768.0,YhKZXtcAAAAJ,{'indices'},Data Mining|Data Analytics|Machine Learning|Multimedia Computing|Bioinformatics,Xingquan (Hill) Zhu,https://scholar.google.com/citations?view_op=medium_photo&user=YhKZXtcAAAAJ,9186.0,52,38,258,162,0,1
