Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
195881,"Emeritus Prof. Comp Sci, U.Toronto & Engineering Fellow, Google",@cs.toronto.edu,418164,JicYPdAAAAAJ,{'indices'},machine learning|psychology|artificial intelligence|cognitive science|computer science,Geoffrey Hinton,https://scholar.google.com/citations?view_op=medium_photo&user=JicYPdAAAAAJ,297812,161,115,364,264,0,1
195882,"Professor of computer science, University of Montreal, Mila, IVADO, CIFAR",@umontreal.ca,368353,kukA0LcAAAAJ,{'indices'},Machine learning|deep learning|artificial intelligence,Yoshua Bengio,https://scholar.google.com/citations?view_op=medium_photo&user=kukA0LcAAAAJ,324645,178,160,611,537,0,1
195883,"Professor of Statistics, Stanford University",@stanford.edu,253150,tQVe-fAAAAAJ,{'indices'},Statistical learning and modeling|data mining|machine learning,Trevor Hastie,https://scholar.google.com/citations?view_op=medium_photo&user=tQVe-fAAAAAJ,119697,136,101,371,273,0,1
195884,"Pofessor of Physics, IFCA, Universidad de Cantabria - Consejo Superior de Investigaciones …",@unican.es,237954,q_wYjF8AAAAJ,{'indices'},Particle Physics|High Performance Computing|Statistical Data Analysis|Machine learning|Data Science,Francisco Matorras,https://scholar.google.com/citations?view_op=medium_photo&user=q_wYjF8AAAAJ,131331,221,162,1483,1098,0,1
195885,"Professor of Columbia, Fellow of NEC Labs America, ",@nec-labs.com,226597,vtegaJgAAAAJ,{'indices'},machine learning|statistics|computer science,vapnik,https://scholar.google.com/citations?view_op=medium_photo&user=vtegaJgAAAAJ,83274,86,63,242,161,0,1
195886,Co-Founder and Chief Scientist of OpenAI,@openai.com,221488,x04W_mMAAAAJ,{'indices'},Machine Learning|Neural Networks|Artificial Intelligence|Deep Learning,Ilya Sutskever,https://scholar.google.com/citations?view_op=medium_photo&user=x04W_mMAAAAJ,208812,58,57,77,74,0,1
195887,Michigan State University,@cse.msu.edu,218537,g-_ZXGsAAAAJ,{'indices'},Biometrics|Computer vision|Pattern recognition|Machine learning|Image processing,Anil K. Jain,https://scholar.google.com/citations?view_op=medium_photo&user=g-_ZXGsAAAAJ,64374,193,111,711,474,0,1
195888,"Lecturer, Dept. of Computer Science and Engineering. World University of Bangladesh",@cse.wub.edu.bd,218312,lMHDnqAAAAAJ,{'indices'},Data Mining|Machine Learning|Artificial Intelligence|Data Science,Md.Delwar Hossain,https://scholar.google.com/citations?view_op=medium_photo&user=lMHDnqAAAAAJ,80538,9,9,9,9,0,1
195889,University of Oxford,@robots.ox.ac.uk,212469,UZ5wscMAAAAJ,{'indices'},Computer Vision|Machine Learning,Andrew Zisserman,https://scholar.google.com/citations?view_op=medium_photo&user=UZ5wscMAAAAJ,132213,163,103,508,358,0,1
195890,Queen Mary University of London,@qmul.ac.uk,208339,1DS8DjgAAAAJ,{'indices'},Particle Physics|Higgs bosons|Machine learning|Big data|Proteomics,Jonathan Hays,https://scholar.google.com/citations?view_op=medium_photo&user=1DS8DjgAAAAJ,112600,196,143,1329,961,0,1
