Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
133086,Broad Institute,,502584,LXVfPc8AAAAJ,{'indices'},Biology|Genomics|Genetics|Bioinformatics|Mathematics,Eric Lander,https://scholar.google.com/citations?view_op=medium_photo&user=LXVfPc8AAAAJ,189280,282,195,618,466,0,1
133087,EMBL,@embl.de,252590,M6Etr6oAAAAJ,{'indices'},biology|computational biology|systems biology|bioinformatics|evolution,Peer Bork,https://scholar.google.com/citations?view_op=medium_photo&user=M6Etr6oAAAAJ,104808,210,125,578,442,0,1
133088,"Bloomberg Distinguished Professor, Johns Hopkins University",@jhu.edu,231802,sUVeH-4AAAAJ,{'indices'},Computational Biology|Genomics|Genome assembly|Bioinformatics|Metagenomics,Steven Salzberg,https://scholar.google.com/citations?view_op=medium_photo&user=sUVeH-4AAAAJ,117323,145,100,293,232,0,1
133089,"Penn State University, UC Santa Barbara, Arizona",@bx.psu.edu,230872,k9T3V7EAAAAJ,{'indices'},genomics|bioinformatics|evolution,Webb Miller,https://scholar.google.com/citations?view_op=medium_photo&user=k9T3V7EAAAAJ,56183,100,52,248,130,0,1
133090,Max-Planck Institute for Molecular Cell Biology & Genetics,@mpi-cbg.de,224133,jlas1aMAAAAJ,{'indices'},Bioimage Informatics|Bioinformatics|String Algorithms,Gene Myers,https://scholar.google.com/citations?view_op=medium_photo&user=jlas1aMAAAAJ,57912,75,53,173,114,0,1
133091,"Dept of Genetics, University of Cambridge",@cam.ac.uk,213426,5UfPNmQAAAAJ,{'indices'},Genomics|Human genetics|Bioinformatics|Computational biology|Genome evolution,Richard Durbin,https://scholar.google.com/citations?view_op=medium_photo&user=5UfPNmQAAAAJ,96324,137,94,260,210,0,1
133092,"Director, iGEM, Carnell Professor, Temple University",@temple.edu,209851,G5zYeD8AAAAJ,{'indices'},Molecular Evolution|Phylogenetics|Bioinformatics|Genomics|Medicine,Sudhir Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=G5zYeD8AAAAJ,99357,77,45,149,122,0,1
133093,Massachusetts General Hospital and Broad Institute of Harvard and MIT,@broadinstitute.org,206205,q-KRzawAAAAJ,{'indices'},Cancer Genomics|Computational Biology|Bioinformatics,Gad Getz,https://scholar.google.com/citations?view_op=medium_photo&user=q-KRzawAAAAJ,149483,187,169,328,316,0,1
133094,"BC Cancer Agency; University of British Columbia, Genome Sciences Centre",@bcgsc.ca,198429,24w4w9AAAAAJ,{'indices'},Genomics|Bioinformatics|Cancer biology|Genetics|Epigenomics,Marco Marra,https://scholar.google.com/citations?view_op=medium_photo&user=24w4w9AAAAAJ,104236,167,126,451,385,0,1
133095,"Director, Professor, Research Center for Genomics and Bioinformatics, Tokyo Metropolitan …",@tmu.ac.jp,195158,o5f46UgAAAAJ,{'indices'},evolutionary genetics|evolutionary biology|genomics|phylogenetics|bioinformatics,Koichiro Tamura,https://scholar.google.com/citations?view_op=medium_photo&user=o5f46UgAAAAJ,95295,34,25,48,35,0,1
